gate,value,target,pass_
TAPE STAMP U56,"4708 rows, 2008-01-02..2026-09-18","published, not asserted",True
TAPE STAMP B136,"4708 rows, 2008-01-02..2026-09-18","published, not asserted",True
TAPE STAMP SMALL,"4203 rows, 2010-01-04..2026-09-18","published, not asserted",True
G0 min sample >= 10 years (rule 1),16.68,>= 10.0,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps CAGR",0.1367020012,0.1367020012,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps Sharpe",1.1716623554,1.1716623554,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps MaxDD",-0.1638148125,-0.1638148125,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps H1",1.2526855979,1.2526855979,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps H2",1.1218808361,1.1218808361,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps OOS_Sharpe",1.1964884283,1.1964884283,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps IS_Sharpe",1.1481941605,1.1481941605,True
"G1 within-day replay of idea 1335's U56 (N=15, W) @10bps turn",2.463043348,2.463043348,True
