panel,book,cadence,is_pick,CAGR,Sharpe,MaxDD,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,H1,H2,turn,L_H1,L_H2,L_OOS,L_DD,L_CAGR,KEEP_4b,KEEP_4a,null_4b_baserate,null_LOOS_baserate,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD
U56,CAND20,W,False,0.1272947407822531,1.0595867666452303,-0.1830833978748886,0.976550798673974,0.1433509071003305,1.1232848839586205,-0.18308339787488837,1.073435234533892,1.0546401116865103,11.00670671303851,True,True,True,True,True,True,False,0.0,0.048,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879
U56,CAND20,M,True,0.15278532442491444,1.2120443328460044,-0.19506862228731336,1.0890827564323995,0.17525318428727288,1.3053482016442008,-0.1950686222873136,1.2044769496001275,1.2259277467266367,4.810595409349616,True,True,True,True,True,True,False,0.76,1.0,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879
U56,CAND20,Q,False,0.14325277182488927,1.055912614135472,-0.27122348230225457,1.0140129505557702,0.16173087526047558,1.0927946398531656,-0.2712234823022547,1.1403725945050556,1.0049387367082052,2.704423800484312,True,True,True,False,True,False,False,0.16,0.94,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879
U56,BAND03,W,False,0.08622728356111953,1.201257610460695,-0.1205494795164489,1.1042715618213594,0.09464348447629689,1.2771844071673888,-0.12054947951644879,1.2321996284386942,1.1769614323135538,1.7751520489439372,True,True,True,True,False,False,False,0.0,0.048,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879
U56,BAND03,M,True,0.08876789714937261,1.1718993280908743,-0.14381683685667057,1.1054677772412465,0.09558547679902274,1.224130197961305,-0.14381683685667046,1.217051104265594,1.1352772806599618,1.234970698824569,True,True,True,True,False,False,False,0.76,1.0,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879
U56,BAND03,Q,False,0.08001222836178634,0.9932684185130992,-0.1990159073470461,1.0301199982024836,0.08423175369873559,0.97418210059467,-0.19901590734704588,1.144769997813474,0.8860744128437713,0.8366570313809913,True,True,True,True,False,False,False,0.16,0.94,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879
B136,CAND20,W,False,0.12990524382855062,0.9431869804604214,-0.20052393396044887,1.0333646087335777,0.12315018108531217,0.875429498106294,-0.20052393396044932,1.1234535025187806,0.785860098214548,14.30002104232742,True,False,False,True,True,False,False,0.0,0.0,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019
B136,CAND20,M,True,0.16508825465433818,1.1034702279364665,-0.2610525610883291,1.2072692804545389,0.16283141296469616,1.0345160788708132,-0.2610525610883294,1.3069806764338874,0.9442236949348762,6.524783669091354,True,True,True,False,True,False,False,0.036,0.72,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019
B136,CAND20,Q,False,0.14053439868333717,0.926983124272449,-0.2706600347397393,1.1597510302993201,0.12356345808597968,0.7778272940822293,-0.27066003473973965,1.2687626428695151,0.6718830670712851,3.6298172355523333,True,False,False,False,True,False,False,0.024,0.624,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019
B136,BAND03,W,True,0.07977883927766838,1.0992531359665725,-0.12240985403190008,1.0917033790366668,0.07884939392053303,1.1058878697278778,-0.12240985403190019,1.2348466062129893,0.9658157974796908,2.0109291095246453,True,True,True,True,False,False,False,0.0,0.0,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019
B136,BAND03,M,False,0.08342180442618696,1.0859915596886776,-0.15687661157282984,1.0877433319532217,0.0824836526658046,1.0844057926375001,-0.15687661157283006,1.219169138617995,0.9581837250925908,1.3913444365713235,True,True,True,True,False,False,False,0.036,0.72,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019
B136,BAND03,Q,False,0.07815970228175306,0.9420751709942091,-0.21842850303993344,1.0178339381740147,0.0763910456337471,0.8874250166805554,-0.21842850303993355,1.1505622230001245,0.7709000694531688,0.8998451443149827,True,False,True,False,False,False,False,0.024,0.624,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278778,-0.12240985403190019
