panel,N,cap,seeds,book_CAGR,book_MaxDD,null_ddmatched_CAGR_median,null_ddmatched_CAGR_p90,null_ddmatched_CAGR_max,null_lambda_median,null_already_drier,book_pct_of_null
U56,20,1.00,20,0.1527111597288875,-0.19104397368550508,0.10913839230508582,0.13181493646674322,0.136536929895966,0.8430946902339009,1,1.0
U56,20,1.25,20,0.1547721446427941,-0.19127568902302294,0.10732189798015013,0.12061850813470539,0.1237445007220146,0.8364264694103518,0,1.0
U56,20,1.50,20,0.1556526888024128,-0.19127568902302305,0.11126661937802862,0.12462586266259068,0.13445949374872557,0.861510338903089,1,1.0
U56,20,2.00,20,0.15567778754659312,-0.19127568902302294,0.10733370102003181,0.11774418296079707,0.12805489571966522,0.8346267945551257,0,1.0
U56,20,INF,20,0.15578668168705812,-0.19127568902302328,0.10506787427269948,0.12303823921954948,0.13169341593699313,0.8090717123543043,0,1.0
U56,25,1.00,20,0.14581049673581603,-0.20235938581927493,0.11378772940060622,0.1300484100729739,0.1352502943300975,0.8659744631170618,1,1.0
U56,25,1.25,20,0.1481114643697914,-0.21158700153786847,0.11849239458819794,0.135608577026185,0.14392446256601343,0.9203579900496244,2,1.0
U56,25,1.50,20,0.1486922645931119,-0.21158700153786836,0.11321915606329291,0.12638337510281777,0.13179500869587724,0.926572114410717,2,1.0
U56,25,2.00,20,0.14879018080412676,-0.21158700153786847,0.11543434890639792,0.12722584035866324,0.13607039804906673,0.9339153964590752,2,1.0
U56,25,INF,20,0.1489102187692648,-0.21158700153786847,0.11662892983874673,0.133199048727085,0.14103206320174322,0.9142332102876023,3,1.0
U56,30,1.00,20,0.13709581424927286,-0.21564801730937522,0.1264195385800616,0.13504378673086762,0.14458869437806898,0.955545510048547,6,0.9
U56,30,1.25,20,0.13880799110543274,-0.22068513612656904,0.12776395735078394,0.1338418825259125,0.13804994319971464,1.0,11,1.0
U56,30,1.50,20,0.13968919547212377,-0.22068513612656893,0.12573195143836768,0.1306505224523898,0.1388935013907049,0.9497819889067575,3,1.0
U56,30,2.00,20,0.13988623900397235,-0.22068513612656881,0.12772674867655553,0.13750713013950294,0.13990681601002253,0.9994059479144984,10,0.95
U56,30,INF,20,0.14008113065953998,-0.22068513612656904,0.12424425096057112,0.13225365183995208,0.13725900026883542,0.9916910886211688,9,1.0
U56,40,1.00,20,0.1299347657798251,-0.22984188853596277,0.12865267660417645,0.13233140875180371,0.13701004334787736,0.995487442506257,5,0.65
U56,40,1.25,20,0.1324128648573939,-0.229841888535963,0.13009782014024662,0.1349733122945091,0.1368139342422221,1.0,14,0.75
U56,40,1.50,20,0.13257149362691845,-0.2298418885359631,0.13089836828942658,0.13548610405157505,0.1385314722944455,1.0,13,0.65
U56,40,2.00,20,0.1336758204357522,-0.2298418885359632,0.12914857501390964,0.13330474234987427,0.1342100777545845,1.0,14,0.95
U56,40,INF,20,0.13457634739318403,-0.229841888535963,0.1296589824962252,0.13356918536696072,0.13612157474508169,1.0,15,0.95
B136,20,1.00,20,0.15913088124352925,-0.18779421949330677,0.09627710716147075,0.1093518362156438,0.13518238205697575,0.6977695559563546,0,1.0
B136,20,1.25,20,0.1591415306647863,-0.1878804090160121,0.09870589861509804,0.10530383771601676,0.11264257211491824,0.7461596863250808,0,1.0
B136,20,1.50,20,0.15924429708717058,-0.1957039500220783,0.10251983626343919,0.11209184388898442,0.12638594085235022,0.7427860731115262,0,1.0
B136,20,2.00,20,0.15983484664531944,-0.20640927395179653,0.10514883208643289,0.12505421114558565,0.13807746591607506,0.7693403753302329,1,1.0
B136,20,INF,20,0.16040704123612182,-0.20740302267849475,0.11168250579512573,0.12845010810769644,0.1417245445614299,0.7864830888865042,1,1.0
B136,25,1.00,20,0.16231901690345318,-0.19127099622989785,0.10459128516424143,0.11615697554929692,0.13064789501140295,0.7644093106805919,0,1.0
B136,25,1.25,20,0.1621287126966926,-0.20224866839842504,0.1047864891732957,0.12382902363385724,0.13459660539565643,0.7738383362195416,0,1.0
B136,25,1.50,20,0.16231639033855805,-0.21322818221370032,0.11272725197583966,0.12559122888768057,0.1448594422639793,0.8262755939742891,0,1.0
B136,25,2.00,20,0.16366123249678388,-0.216146994859019,0.10963091725721785,0.11453063697194683,0.11950320352757271,0.8092364540926379,0,1.0
B136,25,INF,20,0.16366123249678388,-0.216146994859019,0.12050138101876495,0.13798825989187685,0.14109022660210568,0.8857217964416175,0,1.0
