leg,char,flavour,slope_IS,r2_IS,slope_OOS,r2_OOS,slope_full,sign_hold,book,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
WF-A,tpers,POOL,21.366554892838696,0.5181100924296236,39.08353723144195,0.7579268735620305,33.38118697033348,True,,,,,,,,,,,
WF-A,tpers,BONLY,23.631802490399497,0.5161395275623435,12.651624499504754,0.1667836534451692,16.431778162983626,True,,,,,,,,,,,
WF-A,tpers,SONLY,21.06665053476837,0.39166540383170056,36.020612609242036,0.778033410901867,30.94172271658338,True,,,,,,,,,,,
WF-A,retsgn,POOL,7.234235424926151,0.1693192652423905,-2.564887893530068,0.02516778195011382,0.7333530307854287,False,,,,,,,,,,,
WF-A,retsgn,BONLY,13.28371757596264,0.22534586235419063,3.581702956049738,0.06136530242878768,7.092372622054337,True,,,,,,,,,,,
WF-A,retsgn,SONLY,3.6594824869838862,0.04505698702757144,5.281284309212078,0.07112800591680091,4.760408099000209,True,,,,,,,,,,,
WF-A,volpers,POOL,15.000757427560252,0.12352062530608354,2.7092584248020017,0.008838086891520103,6.92685011857883,True,,,,,,,,,,,
WF-A,volpers,BONLY,5.017271255256186,0.05559801466272374,10.342477185746082,0.19757062785583224,8.293067130335428,True,,,,,,,,,,,
WF-A,volpers,SONLY,0.500699510436057,0.00014098550705132773,6.741717191788782,0.023433291288658453,4.705477079841298,True,,,,,,,,,,,
WF-A,retac,POOL,-0.1506045786014345,0.0006329605020487516,-0.2032561115749451,0.0018485130534016125,-0.27839845831566823,True,,,,,,,,,,,
WF-A,retac,BONLY,-0.16685664495293115,0.0029129481035060634,0.7933401835378754,0.10439140336895536,0.49147944197450055,False,,,,,,,,,,,
WF-A,retac,SONLY,2.746895465871366,0.20448549180442355,-1.136754628061778,0.10100012991718865,0.12122897549329018,False,,,,,,,,,,,
WF-B,,,,,,,,,WF-B pick (seed-pooled),0.14529696817228577,1.1344263466318965,-0.23558467015525197,1.2596590616674024,1.0583877868280174,1.0324540636870365,0.11396665727707167,0.16508511784766133,1.1936665633916492,-0.23558467015525197
WF-B,,,,,,,,,RULES v2 (B136),0.07617124945758658,1.0820582813703945,-0.12240793860208032,1.1262098537824323,1.040002456077372,1.0212022906880909,0.07026794653075163,0.07983337481604336,1.1185082795688426,-0.12240793860208021
WF-B,,,,,,,,,SPY,0.14130109527377144,0.8615657442323101,-0.33715953307393,0.8907051771707777,0.8577251101701436,0.8316196634335646,0.12024200100827742,0.1545044425578177,0.8820239235972316,-0.3371595330739301
