panel,band,target,nominal_star,realised_star,feasible,Rmax
U56,0.0,0.35,0.4930025105001662,0.3500000001955359,True,0.7095773797343523
U56,0.0,0.45,0.6339514864998812,0.4499999996589985,True,0.7095773797343523
U56,0.0,0.55,0.7749389464997809,0.5499999998212208,True,0.7095773797343523
U56,0.0,0.65,0.9159637844999347,0.6499999993850071,True,0.7095773797343523
U56,0.0,0.75,,,False,0.7095773797343523
U56,0.02,0.35,0.49267510749966825,0.3499999998857242,True,0.7100397732027762
U56,0.02,0.45,0.6335327284995667,0.44999999992322426,True,0.7100397732027762
U56,0.02,0.55,0.7744297215002844,0.5500000005340021,True,0.7100397732027762
U56,0.02,0.65,0.9153649355001388,0.6500000001173363,True,0.7100397732027762
U56,0.02,0.75,,,False,0.7100397732027762
U56,0.03,0.35,0.4925190414999384,0.3499999998551433,True,0.7102501067245902
U56,0.03,0.45,0.633335677499953,0.4499999999224027,True,0.7102501067245902
U56,0.03,0.55,0.774193235500126,0.5500000003468974,True,0.7102501067245902
U56,0.03,0.65,0.9150905365000073,0.6500000001740791,True,0.7102501067245902
U56,0.03,0.75,,,False,0.7102501067245902
U56,0.05,0.35,0.5101041315003771,0.35000000032569484,True,0.6857823249169851
U56,0.05,0.45,0.6559508495001132,0.45000000047999295,True,0.6857823249169851
U56,0.05,0.55,0.8018407194996608,0.5499999997535087,True,0.6857823249169851
U56,0.05,0.65,0.9477723735003021,0.6500000010561422,True,0.6857823249169851
U56,0.05,0.75,,,False,0.6857823249169851
U56,0.08,0.35,0.5164963324995697,0.3499999997626699,True,0.6772901493984023
U56,0.08,0.45,0.6641749035001956,0.45000000020550024,True,0.6772901493984023
U56,0.08,0.55,0.8118988155003046,0.5500000003987895,True,0.6772901493984023
U56,0.08,0.65,0.9596665525001653,0.6500000002607432,True,0.6772901493984023
U56,0.08,0.75,,,False,0.6772901493984023
B136,0.0,0.35,0.49338045350044857,0.3500000002319813,True,0.7091059395646104
B136,0.0,0.45,0.6344196454999769,0.44999999970700205,True,0.7091059395646104
B136,0.0,0.55,0.7754894015004177,0.550000000658411,True,0.7091059395646104
B136,0.0,0.65,0.9165886024997174,0.6499999996507864,True,0.7091059395646104
B136,0.0,0.75,,,False,0.7091059395646104
B136,0.02,0.35,0.49323860949980225,0.34999999956470573,True,0.7092969637347478
B136,0.02,0.45,0.6342405145002972,0.45000000015717784,True,0.7092969637347478
B136,0.02,0.55,0.7752743434996041,0.5499999998233165,True,0.7092969637347478
B136,0.02,0.65,0.9163389325002833,0.6500000012639637,True,0.7092969637347478
B136,0.02,0.75,,,False,0.7092969637347478
B136,0.03,0.35,0.49315570650037566,0.35000000014133376,True,0.7094092388192114
B136,0.03,0.45,0.6341356715001762,0.4500000006310284,True,0.7094092388192114
B136,0.03,0.55,0.7751482894999007,0.5499999998339715,True,0.7094092388192114
B136,0.03,0.65,0.9161923724996568,0.6499999996907683,True,0.7094092388192114
B136,0.03,0.75,,,False,0.7094092388192114
B136,0.05,0.35,0.4986770045002358,0.35000000033054773,True,0.7015524665486889
B136,0.05,0.45,0.6412377694997653,0.44999999923286493,True,0.7015524665486889
B136,0.05,0.55,0.7838324585004224,0.550000000028129,True,0.7015524665486889
B136,0.05,0.65,0.9264597785003474,0.6500000005332853,True,0.7015524665486889
B136,0.05,0.75,,,False,0.7015524665486889
B136,0.08,0.35,0.4959799825000336,0.35000000052521135,True,0.7053414513515964
B136,0.08,0.45,0.6377756384998026,0.4499999998149313,True,0.7053414513515964
B136,0.08,0.55,0.7796075454996831,0.5499999993720157,True,0.7053414513515964
B136,0.08,0.65,0.9214743505003309,0.6500000002699349,True,0.7053414513515964
B136,0.08,0.75,,,False,0.7053414513515964
SMALL,0.0,0.35,0.6387161404997657,0.34999999973137286,True,0.5479159752306683
SMALL,0.0,0.45,0.821252439500056,0.4500000004368377,True,0.5479159752306683
SMALL,0.0,0.55,,,False,0.5479159752306683
SMALL,0.0,0.65,,,False,0.5479159752306683
SMALL,0.0,0.75,,,False,0.5479159752306683
SMALL,0.02,0.35,0.637464597499992,0.349999999795699,True,0.5489822733327225
SMALL,0.02,0.45,0.8196500974995735,0.4499999998713074,True,0.5489822733327225
SMALL,0.02,0.55,,,False,0.5489822733327225
SMALL,0.02,0.65,,,False,0.5489822733327225
SMALL,0.02,0.75,,,False,0.5489822733327225
SMALL,0.03,0.35,0.6375409245000507,0.3500000003011669,True,0.5489130248602734
SMALL,0.03,0.45,0.8197509164998895,0.4499999998827928,True,0.5489130248602734
SMALL,0.03,0.55,,,False,0.5489130248602734
SMALL,0.03,0.65,,,False,0.5489130248602734
SMALL,0.03,0.75,,,False,0.5489130248602734
SMALL,0.05,0.35,0.6352335555000974,0.35000000048135865,True,0.5508997375832906
SMALL,0.05,0.45,0.816788890500399,0.45000000035787413,True,0.5508997375832906
SMALL,0.05,0.55,0.9983667852389302,0.5500003283866343,True,0.5508997375832906
SMALL,0.05,0.65,,,False,0.5508997375832906
SMALL,0.05,0.75,,,False,0.5508997375832906
SMALL,0.08,0.35,0.6266843724995703,0.34999999982997043,True,0.5584102136725255
SMALL,0.08,0.45,0.8057977105003273,0.4500000000669249,True,0.5584102136725255
SMALL,0.08,0.55,0.9849333705000853,0.550000000102076,True,0.5584102136725255
SMALL,0.08,0.65,,,False,0.5584102136725255
SMALL,0.08,0.75,,,False,0.5584102136725255
