panel,family,k,gross,leg,window,B,conf,point,boot_mean,boot_sd,lo,hi,resolvable,frac_pass
U56,MOMVS,40,1.0,L1_H1,H1,10,0.9,0.2535726439028806,0.2515800691617977,0.20096155177320463,-0.07568823253785686,0.6009812676547227,False,0.899
U56,MOMVS,40,1.0,L1_H1,H1,10,0.95,0.2535726439028806,0.2515800691617977,0.20096155177320463,-0.14875333425296516,0.664583054325965,False,0.899
U56,MOMVS,40,1.0,L2_H2,H2,10,0.9,0.35420989007958315,0.3473020212839541,0.19980712625694808,0.02555023228360639,0.6675775218553132,True,0.962
U56,MOMVS,40,1.0,L2_H2,H2,10,0.95,0.35420989007958315,0.3473020212839541,0.19980712625694808,-0.03204160521968078,0.7467131306791578,False,0.962
U56,MOMVS,40,1.0,L3_OOS,OOS,10,0.9,0.40096511710987026,0.3882628747203059,0.19331949717164018,0.056314238991004524,0.7019210762293591,True,0.976
U56,MOMVS,40,1.0,L3_OOS,OOS,10,0.95,0.40096511710987026,0.3882628747203059,0.19331949717164018,0.0038263724444973163,0.7652385076438288,True,0.976
U56,MOMVS,40,1.0,L4_DD_FULL,FULL,10,0.9,0.020556802668090846,-0.0027680364677653904,0.04441241460883288,-0.07536891167421243,0.07183126591888482,False,0.474
U56,MOMVS,40,1.0,L4_DD_FULL,FULL,10,0.95,0.020556802668090846,-0.0027680364677653904,0.04441241460883288,-0.09383215412151884,0.0890206651409487,False,0.474
U56,MOMVS,40,1.0,L5_CAGR_FULL,FULL,10,0.9,0.036920206332598626,0.03712952567646377,0.01888653576780244,0.006524454075991251,0.06766132202864808,True,0.9755
U56,MOMVS,40,1.0,L5_CAGR_FULL,FULL,10,0.95,0.036920206332598626,0.03712952567646377,0.01888653576780244,0.000356918977214175,0.07371746264030633,True,0.9755
U56,MOMVS,40,1.0,L4_DD_OOS,OOS,10,0.9,0.020556802668090957,0.0024442653836386505,0.04355470520887754,-0.06626748379523364,0.07829962007589165,False,0.509
U56,MOMVS,40,1.0,L4_DD_OOS,OOS,10,0.95,0.020556802668090957,0.0024442653836386505,0.04355470520887754,-0.08031207709398949,0.09445668682168787,False,0.509
U56,MOMVS,40,1.0,L5_CAGR_OOS,OOS,10,0.9,0.0480992849004748,0.04762607692876076,0.026294930280526915,0.0033136355353537037,0.09051923112891214,True,0.96
U56,MOMVS,40,1.0,L5_CAGR_OOS,OOS,10,0.95,0.0480992849004748,0.04762607692876076,0.026294930280526915,-0.004071934521089837,0.09801321137593676,False,0.96
U56,MADIST,40,1.0,L1_H1,H1,21,0.9,0.22633783392725315,0.22491250916665637,0.19848856004625234,-0.08503908650048964,0.5672711990749328,False,0.8715
U56,MADIST,40,1.0,L1_H1,H1,21,0.95,0.22633783392725315,0.22491250916665637,0.19848856004625234,-0.13266957445371302,0.6386147708342585,False,0.8715
U56,MADIST,40,1.0,L2_H2,H2,21,0.9,0.383420421305503,0.36555410721460574,0.19001274271442625,0.056323609491772945,0.6727356192846499,True,0.9765
U56,MADIST,40,1.0,L2_H2,H2,21,0.95,0.383420421305503,0.36555410721460574,0.19001274271442625,0.003776033248232527,0.7238806396702374,True,0.9765
U56,MADIST,40,1.0,L3_OOS,OOS,21,0.9,0.4347960777692266,0.41778516694160395,0.18061629060653114,0.11402938252186333,0.7165589639890177,True,0.9905
U56,MADIST,40,1.0,L3_OOS,OOS,21,0.95,0.4347960777692266,0.41778516694160395,0.18061629060653114,0.06444703914471288,0.7600452351166711,True,0.9905
U56,MADIST,40,1.0,L4_DD_FULL,FULL,21,0.9,0.025563461051691105,0.0023865894782571315,0.03999540082645958,-0.060539779531905875,0.0689090755704559,False,0.5125
U56,MADIST,40,1.0,L4_DD_FULL,FULL,21,0.95,0.025563461051691105,0.0023865894782571315,0.03999540082645958,-0.07343530610824626,0.08426966344596148,False,0.5125
U56,MADIST,40,1.0,L5_CAGR_FULL,FULL,21,0.9,0.03975915556866161,0.039922208828102254,0.018581410131683386,0.008573773193008349,0.06930190784090164,True,0.986
U56,MADIST,40,1.0,L5_CAGR_FULL,FULL,21,0.95,0.03975915556866161,0.039922208828102254,0.018581410131683386,0.003483765440235585,0.07564923688811422,True,0.986
U56,MADIST,40,1.0,L4_DD_OOS,OOS,21,0.9,0.025563461051690772,0.009029023501988545,0.03841065328230437,-0.05063744132487673,0.07627957969022474,False,0.558
U56,MADIST,40,1.0,L4_DD_OOS,OOS,21,0.95,0.025563461051690772,0.009029023501988545,0.03841065328230437,-0.061735416732614845,0.08953193191131381,False,0.558
U56,MADIST,40,1.0,L5_CAGR_OOS,OOS,21,0.9,0.05536284975661668,0.0547259289018298,0.02457781851914084,0.013461050545934735,0.09491016461805207,True,0.986
U56,MADIST,40,1.0,L5_CAGR_OOS,OOS,21,0.95,0.05536284975661668,0.0547259289018298,0.02457781851914084,0.0057595787437833374,0.10213119121829352,True,0.986
U56,MOMVS,40,1.0,L1_H1,H1,21,0.9,0.2535726439028806,0.2527637159503378,0.19922390252924307,-0.05315180021242802,0.6014599059194731,False,0.9045
U56,MOMVS,40,1.0,L1_H1,H1,21,0.95,0.2535726439028806,0.2527637159503378,0.19922390252924307,-0.10467946565955194,0.6622817464502714,False,0.9045
U56,MOMVS,40,1.0,L2_H2,H2,21,0.9,0.35420989007958315,0.3371099542079859,0.1879012223347347,0.035546836988689594,0.6479931130531866,True,0.9665
U56,MOMVS,40,1.0,L2_H2,H2,21,0.95,0.35420989007958315,0.3371099542079859,0.1879012223347347,-0.01969290514294975,0.6954575033078866,False,0.9665
U56,MOMVS,40,1.0,L3_OOS,OOS,21,0.9,0.40096511710987026,0.38442731777765277,0.1788490544734616,0.08671156721805795,0.6780022295523859,True,0.9865
U56,MOMVS,40,1.0,L3_OOS,OOS,21,0.95,0.40096511710987026,0.38442731777765277,0.1788490544734616,0.04060782366471608,0.7293954260610822,True,0.9865
U56,MOMVS,40,1.0,L4_DD_FULL,FULL,21,0.9,0.020556802668090846,0.0019078008227401664,0.039816489433525296,-0.060446423659686395,0.06836264853920437,False,0.507
U56,MOMVS,40,1.0,L4_DD_FULL,FULL,21,0.95,0.020556802668090846,0.0019078008227401664,0.039816489433525296,-0.07155396328346159,0.08405097727096773,False,0.507
U56,MOMVS,40,1.0,L5_CAGR_FULL,FULL,21,0.9,0.036920206332598626,0.037074051479983834,0.01831651086678073,0.006056399357373799,0.06596926331078862,True,0.978
U56,MOMVS,40,1.0,L5_CAGR_FULL,FULL,21,0.95,0.036920206332598626,0.037074051479983834,0.01831651086678073,0.0007671078581199655,0.07308851807543279,True,0.978
U56,MOMVS,40,1.0,L4_DD_OOS,OOS,21,0.9,0.020556802668090957,0.007024984012031025,0.03830272424047561,-0.05153932875269823,0.07429130060492459,False,0.542
U56,MOMVS,40,1.0,L4_DD_OOS,OOS,21,0.95,0.020556802668090957,0.007024984012031025,0.03830272424047561,-0.0642170100231856,0.08625569760212295,False,0.542
U56,MOMVS,40,1.0,L5_CAGR_OOS,OOS,21,0.9,0.0480992849004748,0.0474324693383467,0.024079915692325555,0.0071433992865054564,0.08674695769526164,True,0.9765
U56,MOMVS,40,1.0,L5_CAGR_OOS,OOS,21,0.95,0.0480992849004748,0.0474324693383467,0.024079915692325555,0.0009592008623401502,0.09359872187214076,True,0.9765
U56,MADIST,40,1.0,L1_H1,H1,63,0.9,0.22633783392725315,0.21950362797545642,0.1676191116192302,-0.044435404221351026,0.5079186132652049,False,0.918
U56,MADIST,40,1.0,L1_H1,H1,63,0.95,0.22633783392725315,0.21950362797545642,0.1676191116192302,-0.09970327674759372,0.5743089434348028,False,0.918
U56,MADIST,40,1.0,L2_H2,H2,63,0.9,0.383420421305503,0.36010616094138376,0.15582531824652218,0.10023443762779712,0.6103127615396915,True,0.9885
U56,MADIST,40,1.0,L2_H2,H2,63,0.95,0.383420421305503,0.36010616094138376,0.15582531824652218,0.04936870727410399,0.6478616018342739,True,0.9885
U56,MADIST,40,1.0,L3_OOS,OOS,63,0.9,0.4347960777692266,0.4100209730082113,0.1489149603082471,0.16307995530564637,0.6493922725512776,True,0.9955
U56,MADIST,40,1.0,L3_OOS,OOS,63,0.95,0.4347960777692266,0.4100209730082113,0.1489149603082471,0.11708434455781046,0.6972908987825114,True,0.9955
U56,MADIST,40,1.0,L4_DD_FULL,FULL,63,0.9,0.025563461051691105,0.011426978569262907,0.032671260354537865,-0.04256276083773808,0.06438361286898352,False,0.654
U56,MADIST,40,1.0,L4_DD_FULL,FULL,63,0.95,0.025563461051691105,0.011426978569262907,0.032671260354537865,-0.054106892570908026,0.07772210835646773,False,0.654
U56,MADIST,40,1.0,L5_CAGR_FULL,FULL,63,0.9,0.03975915556866161,0.03858198547048512,0.016537724553172525,0.010576679136555384,0.06502583297601183,True,0.9905
U56,MADIST,40,1.0,L5_CAGR_FULL,FULL,63,0.95,0.03975915556866161,0.03858198547048512,0.016537724553172525,0.006791522274674723,0.06936047998400934,True,0.9905
U56,MADIST,40,1.0,L4_DD_OOS,OOS,63,0.9,0.025563461051690772,0.015965704050026765,0.028854598978523615,-0.030531519638822686,0.06411442386427092,False,0.6975
U56,MADIST,40,1.0,L4_DD_OOS,OOS,63,0.95,0.025563461051690772,0.015965704050026765,0.028854598978523615,-0.04008550073868696,0.07507250741752587,False,0.6975
U56,MADIST,40,1.0,L5_CAGR_OOS,OOS,63,0.9,0.05536284975661668,0.055507460656196286,0.021354400246644627,0.020593848329049064,0.08911913446085244,True,0.995
U56,MADIST,40,1.0,L5_CAGR_OOS,OOS,63,0.95,0.05536284975661668,0.055507460656196286,0.021354400246644627,0.014741212688824869,0.09565854895618614,True,0.995
U56,MOMVS,40,1.0,L1_H1,H1,63,0.9,0.2535726439028806,0.24774650750469704,0.16816312345070014,-0.017554618287921472,0.5373045550337817,False,0.939
U56,MOMVS,40,1.0,L1_H1,H1,63,0.95,0.2535726439028806,0.24774650750469704,0.16816312345070014,-0.0747009421810623,0.600294645077735,False,0.939
U56,MOMVS,40,1.0,L2_H2,H2,63,0.9,0.35420989007958315,0.3311626230127371,0.15120273387656782,0.07582713505255095,0.571258494137476,True,0.9835
U56,MOMVS,40,1.0,L2_H2,H2,63,0.95,0.35420989007958315,0.3311626230127371,0.15120273387656782,0.02898438058361003,0.6153976090427021,True,0.9835
U56,MOMVS,40,1.0,L3_OOS,OOS,63,0.9,0.40096511710987026,0.37621011969305607,0.14556349131132634,0.13546358349011517,0.608201158555824,True,0.993
U56,MOMVS,40,1.0,L3_OOS,OOS,63,0.95,0.40096511710987026,0.37621011969305607,0.14556349131132634,0.08769044537851949,0.6559501081664032,True,0.993
U56,MOMVS,40,1.0,L4_DD_FULL,FULL,63,0.9,0.020556802668090846,0.009264075472397583,0.032185536911335744,-0.043617801597847686,0.06236418279040515,False,0.633
U56,MOMVS,40,1.0,L4_DD_FULL,FULL,63,0.95,0.020556802668090846,0.009264075472397583,0.032185536911335744,-0.05661403344354774,0.07448215097760384,False,0.633
U56,MOMVS,40,1.0,L5_CAGR_FULL,FULL,63,0.9,0.036920206332598626,0.035787402131098746,0.016124411972806577,0.008282815958504082,0.06133261814020431,True,0.988
U56,MOMVS,40,1.0,L5_CAGR_FULL,FULL,63,0.95,0.036920206332598626,0.035787402131098746,0.016124411972806577,0.004276348341638477,0.06649919000365928,True,0.988
U56,MOMVS,40,1.0,L4_DD_OOS,OOS,63,0.9,0.020556802668090957,0.013600582653775284,0.028177373237725074,-0.03186254355895694,0.06162458728198283,False,0.6865
U56,MOMVS,40,1.0,L4_DD_OOS,OOS,63,0.95,0.020556802668090957,0.013600582653775284,0.028177373237725074,-0.03867754842193988,0.07152517182689994,False,0.6865
U56,MOMVS,40,1.0,L5_CAGR_OOS,OOS,63,0.9,0.0480992849004748,0.0480922006038331,0.02064469708115211,0.014737873206829469,0.08052959688507426,True,0.9895
U56,MOMVS,40,1.0,L5_CAGR_OOS,OOS,63,0.95,0.0480992849004748,0.0480922006038331,0.02064469708115211,0.006793676738174334,0.08777193497561396,True,0.9895
B136,MADIST,40,1.0,L1_H1,H1,10,0.9,0.23732232986180468,0.23509641699899697,0.18391718745207342,-0.057842635791871176,0.541526014958446,False,0.8995
B136,MADIST,40,1.0,L1_H1,H1,10,0.95,0.23732232986180468,0.23509641699899697,0.18391718745207342,-0.1199911558002959,0.5958144073408711,False,0.8995
B136,MADIST,40,1.0,L2_H2,H2,10,0.9,0.1507008249781827,0.1455230219756852,0.15507894834675154,-0.09979853557918426,0.3974530773712203,False,0.813
B136,MADIST,40,1.0,L2_H2,H2,10,0.95,0.1507008249781827,0.1455230219756852,0.15507894834675154,-0.15063016163170184,0.44248476232030304,False,0.813
B136,MADIST,40,1.0,L3_OOS,OOS,10,0.9,0.18035161831554813,0.17497668583312032,0.15671318452062086,-0.08407851392937227,0.43398057795575157,False,0.876
B136,MADIST,40,1.0,L3_OOS,OOS,10,0.95,0.18035161831554813,0.17497668583312032,0.15671318452062086,-0.13741532308727372,0.4915086478618045,False,0.876
B136,MADIST,40,1.0,L4_DD_FULL,FULL,10,0.9,-0.09121972565462078,-0.08326911272909052,0.04287720587198224,-0.15893120917130238,-0.01487841784365451,False,0.023
B136,MADIST,40,1.0,L4_DD_FULL,FULL,10,0.95,-0.09121972565462078,-0.08326911272909052,0.04287720587198224,-0.1742183851446544,-0.002310520383924793,False,0.023
B136,MADIST,40,1.0,L5_CAGR_FULL,FULL,10,0.9,0.07498102143491492,0.07517857329028833,0.022860498896629333,0.03831984821272781,0.11269581544383979,True,1.0
B136,MADIST,40,1.0,L5_CAGR_FULL,FULL,10,0.95,0.07498102143491492,0.07517857329028833,0.022860498896629333,0.03173051379327913,0.12056749132462659,True,1.0
B136,MADIST,40,1.0,L4_DD_OOS,OOS,10,0.9,-0.09121972565462075,-0.08302919175582596,0.04090086898417051,-0.15434790359290532,-0.023600954795401002,False,0.012
B136,MADIST,40,1.0,L4_DD_OOS,OOS,10,0.95,-0.09121972565462075,-0.08302919175582596,0.04090086898417051,-0.17870949128796726,-0.012575576782444612,False,0.012
B136,MADIST,40,1.0,L5_CAGR_OOS,OOS,10,0.9,0.07604871905253974,0.07578402446588868,0.03195848561463458,0.023755435488764312,0.12946105790881707,True,0.9895
B136,MADIST,40,1.0,L5_CAGR_OOS,OOS,10,0.95,0.07604871905253974,0.07578402446588868,0.03195848561463458,0.014184309945898163,0.1395362527038204,True,0.9895
B136,MOMVS,40,1.0,L1_H1,H1,10,0.9,0.26195572358325714,0.260851340475993,0.18185807406770713,-0.030229816106118457,0.5548184021109477,False,0.9245
B136,MOMVS,40,1.0,L1_H1,H1,10,0.95,0.26195572358325714,0.260851340475993,0.18185807406770713,-0.09023699153946968,0.626726866755,False,0.9245
B136,MOMVS,40,1.0,L2_H2,H2,10,0.9,-0.010571750462648133,-0.012826227641484266,0.16299585569778516,-0.27874300395490886,0.25118881625628303,False,0.4765
B136,MOMVS,40,1.0,L2_H2,H2,10,0.95,-0.010571750462648133,-0.012826227641484266,0.16299585569778516,-0.32796452291278655,0.29729791458980837,False,0.4765
B136,MOMVS,40,1.0,L3_OOS,OOS,10,0.9,0.032448863620891166,0.028108604724764702,0.16399917463517397,-0.24850822402354045,0.29482513934283106,False,0.58
B136,MOMVS,40,1.0,L3_OOS,OOS,10,0.95,0.032448863620891166,0.028108604724764702,0.16399917463517397,-0.3046473735256483,0.34648398122233875,False,0.58
B136,MOMVS,40,1.0,L4_DD_FULL,FULL,10,0.9,-0.09266581559913034,-0.06995167669023249,0.04211365847817619,-0.14467972061387274,-0.0021084426053143996,False,0.047
B136,MOMVS,40,1.0,L4_DD_FULL,FULL,10,0.95,-0.09266581559913034,-0.06995167669023249,0.04211365847817619,-0.16068639747204477,0.013198556574336532,False,0.047
B136,MOMVS,40,1.0,L5_CAGR_FULL,FULL,10,0.9,0.04079789429375369,0.04058937865585993,0.01954633998785295,0.008861835691611118,0.07269762282080779,True,0.9815
B136,MOMVS,40,1.0,L5_CAGR_FULL,FULL,10,0.95,0.04079789429375369,0.04058937865585993,0.01954633998785295,0.001946280195365218,0.07837496211693233,True,0.9815
B136,MOMVS,40,1.0,L4_DD_OOS,OOS,10,0.9,-0.0926658155991302,-0.07764502928939344,0.04131965500634759,-0.15120195984249965,-0.018100345965740665,False,0.016
B136,MOMVS,40,1.0,L4_DD_OOS,OOS,10,0.95,-0.0926658155991302,-0.07764502928939344,0.04131965500634759,-0.1710096898946415,-0.006130003083415053,False,0.016
B136,MOMVS,40,1.0,L5_CAGR_OOS,OOS,10,0.9,0.02936362449008134,0.028551938441919143,0.027601538298103332,-0.017881392117323185,0.07391478581487361,False,0.8575
B136,MOMVS,40,1.0,L5_CAGR_OOS,OOS,10,0.95,0.02936362449008134,0.028551938441919143,0.027601538298103332,-0.0269872229404706,0.08244035235588666,False,0.8575
B136,MADIST,40,1.0,L1_H1,H1,21,0.9,0.23732232986180468,0.23838036394744988,0.18485436084910564,-0.05381104991028885,0.5589938188770439,False,0.8965
B136,MADIST,40,1.0,L1_H1,H1,21,0.95,0.23732232986180468,0.23838036394744988,0.18485436084910564,-0.0977692646912093,0.6162829190425804,False,0.8965
B136,MADIST,40,1.0,L2_H2,H2,21,0.9,0.1507008249781827,0.14089481391836098,0.15424519393849725,-0.12146351888412037,0.3896695239914826,False,0.8185
B136,MADIST,40,1.0,L2_H2,H2,21,0.95,0.1507008249781827,0.14089481391836098,0.15424519393849725,-0.17240688237377136,0.44660343039285616,False,0.8185
B136,MADIST,40,1.0,L3_OOS,OOS,21,0.9,0.18035161831554813,0.17152070579851553,0.14790615655140427,-0.07958517481283701,0.41591631651053435,False,0.873
B136,MADIST,40,1.0,L3_OOS,OOS,21,0.95,0.18035161831554813,0.17152070579851553,0.14790615655140427,-0.122163732203984,0.4598705845071922,False,0.873
B136,MADIST,40,1.0,L4_DD_FULL,FULL,21,0.9,-0.09121972565462078,-0.07717858454893914,0.040905041669063204,-0.1448227504078157,-0.01298030452373928,False,0.028
B136,MADIST,40,1.0,L4_DD_FULL,FULL,21,0.95,-0.09121972565462078,-0.07717858454893914,0.040905041669063204,-0.1619409102175052,0.0018756077751386584,False,0.028
B136,MADIST,40,1.0,L5_CAGR_FULL,FULL,21,0.9,0.07498102143491492,0.07534143563483053,0.021980103931776927,0.04057005702497215,0.11402608580911544,True,0.9995
B136,MADIST,40,1.0,L5_CAGR_FULL,FULL,21,0.95,0.07498102143491492,0.07534143563483053,0.021980103931776927,0.03528987939525036,0.1216341326297348,True,0.9995
B136,MADIST,40,1.0,L4_DD_OOS,OOS,21,0.9,-0.09121972565462075,-0.07969634224052663,0.03622750950669329,-0.14535580726530284,-0.027066133593751963,False,0.006
B136,MADIST,40,1.0,L4_DD_OOS,OOS,21,0.95,-0.09121972565462075,-0.07969634224052663,0.03622750950669329,-0.16041135907023024,-0.017690705389313,False,0.006
B136,MADIST,40,1.0,L5_CAGR_OOS,OOS,21,0.9,0.07604871905253974,0.0760533480484382,0.029351995930903818,0.02749848443820377,0.12346229642531915,True,0.9965
B136,MADIST,40,1.0,L5_CAGR_OOS,OOS,21,0.95,0.07604871905253974,0.0760533480484382,0.029351995930903818,0.019719798557638665,0.13271742153227942,True,0.9965
B136,MOMVS,40,1.0,L1_H1,H1,21,0.9,0.26195572358325714,0.2641313337751177,0.1868126255148274,-0.037369642770790454,0.5905379997717133,False,0.924
B136,MOMVS,40,1.0,L1_H1,H1,21,0.95,0.26195572358325714,0.2641313337751177,0.1868126255148274,-0.08307038979975163,0.6408363393027897,False,0.924
B136,MOMVS,40,1.0,L2_H2,H2,21,0.9,-0.010571750462648133,-0.01487695753946415,0.16532977593616746,-0.29905540219135857,0.24570620134550894,False,0.471
B136,MOMVS,40,1.0,L2_H2,H2,21,0.95,-0.010571750462648133,-0.01487695753946415,0.16532977593616746,-0.34429428872562967,0.3020266550866054,False,0.471
B136,MOMVS,40,1.0,L3_OOS,OOS,21,0.9,0.032448863620891166,0.02981579760156719,0.15784699862884075,-0.23555549108657883,0.293011320459151,False,0.579
B136,MOMVS,40,1.0,L3_OOS,OOS,21,0.95,0.032448863620891166,0.02981579760156719,0.15784699862884075,-0.2959367352311908,0.33453864076418227,False,0.579
B136,MOMVS,40,1.0,L4_DD_FULL,FULL,21,0.9,-0.09266581559913034,-0.06758150782162824,0.04205385233077391,-0.1343243012142093,-0.002642180577721169,False,0.0445
B136,MOMVS,40,1.0,L4_DD_FULL,FULL,21,0.95,-0.09266581559913034,-0.06758150782162824,0.04205385233077391,-0.15075874396350225,0.015837737042402298,False,0.0445
B136,MOMVS,40,1.0,L5_CAGR_FULL,FULL,21,0.9,0.04079789429375369,0.0407831149611223,0.019347702905779897,0.009569567838900525,0.07418746127405089,True,0.9845
B136,MOMVS,40,1.0,L5_CAGR_FULL,FULL,21,0.95,0.04079789429375369,0.0407831149611223,0.019347702905779897,0.004524608656273492,0.08066376119827799,True,0.9845
B136,MOMVS,40,1.0,L4_DD_OOS,OOS,21,0.9,-0.0926658155991302,-0.07584534329538731,0.03878215612239111,-0.14346002298888677,-0.018955643046217212,False,0.011
B136,MOMVS,40,1.0,L4_DD_OOS,OOS,21,0.95,-0.0926658155991302,-0.07584534329538731,0.03878215612239111,-0.159698300708425,-0.011049105756281182,False,0.011
B136,MOMVS,40,1.0,L5_CAGR_OOS,OOS,21,0.9,0.02936362449008134,0.02910005255629924,0.02623304488939593,-0.015423829184442244,0.07195002903302461,False,0.864
B136,MOMVS,40,1.0,L5_CAGR_OOS,OOS,21,0.95,0.02936362449008134,0.02910005255629924,0.02623304488939593,-0.023724847005413722,0.08076906574664652,False,0.864
B136,MADIST,40,1.0,L1_H1,H1,63,0.9,0.23732232986180468,0.2297892867252531,0.1620372664260553,-0.023593695011308417,0.5063927338903781,False,0.928
B136,MADIST,40,1.0,L1_H1,H1,63,0.95,0.23732232986180468,0.2297892867252531,0.1620372664260553,-0.07660933111961704,0.5604208161852464,False,0.928
B136,MADIST,40,1.0,L2_H2,H2,63,0.9,0.1507008249781827,0.13377719954099784,0.1315913146395738,-0.08019773331219648,0.3571467641561596,False,0.847
B136,MADIST,40,1.0,L2_H2,H2,63,0.95,0.1507008249781827,0.13377719954099784,0.1315913146395738,-0.12135559634496143,0.39729633713725593,False,0.847
B136,MADIST,40,1.0,L3_OOS,OOS,63,0.9,0.18035161831554813,0.16692069804644682,0.12296190571752268,-0.03762601049782936,0.3648132113956316,False,0.9095
B136,MADIST,40,1.0,L3_OOS,OOS,63,0.95,0.18035161831554813,0.16692069804644682,0.12296190571752268,-0.08597960183001242,0.405828982942324,False,0.9095
B136,MADIST,40,1.0,L4_DD_FULL,FULL,63,0.9,-0.09121972565462078,-0.07443244104533671,0.03606471550788455,-0.12650965430524544,-0.011833324856521624,False,0.0285
B136,MADIST,40,1.0,L4_DD_FULL,FULL,63,0.95,-0.09121972565462078,-0.07443244104533671,0.03606471550788455,-0.14176717939859565,0.003090016291499371,False,0.0285
B136,MADIST,40,1.0,L5_CAGR_FULL,FULL,63,0.9,0.07498102143491492,0.07419393407261331,0.02013943257235466,0.04122958077227478,0.10723451178546478,True,1.0
B136,MADIST,40,1.0,L5_CAGR_FULL,FULL,63,0.95,0.07498102143491492,0.07419393407261331,0.02013943257235466,0.036799346321386116,0.1148078933024308,True,1.0
B136,MADIST,40,1.0,L4_DD_OOS,OOS,63,0.9,-0.09121972565462075,-0.07911839263771273,0.03206529225613722,-0.13040749395812284,-0.026784680972412527,False,0.0095
B136,MADIST,40,1.0,L4_DD_OOS,OOS,63,0.95,-0.09121972565462075,-0.07911839263771273,0.03206529225613722,-0.14930912856160325,-0.016056038998234438,False,0.0095
B136,MADIST,40,1.0,L5_CAGR_OOS,OOS,63,0.9,0.07604871905253974,0.07664814622502777,0.026771806807967775,0.03335563060196577,0.1218601026575483,True,0.997
B136,MADIST,40,1.0,L5_CAGR_OOS,OOS,63,0.95,0.07604871905253974,0.07664814622502777,0.026771806807967775,0.02584136870745052,0.12990960748361333,True,0.997
B136,MOMVS,40,1.0,L1_H1,H1,63,0.9,0.26195572358325714,0.2580053954854367,0.16513349680258785,-0.005009200664063208,0.5277621882332514,False,0.9455
B136,MOMVS,40,1.0,L1_H1,H1,63,0.95,0.26195572358325714,0.2580053954854367,0.16513349680258785,-0.055626814307237066,0.5749022035224535,False,0.9455
B136,MOMVS,40,1.0,L2_H2,H2,63,0.9,-0.010571750462648133,-0.022155841242892077,0.15517351235492555,-0.26732189746732327,0.23025620314056616,False,0.445
B136,MOMVS,40,1.0,L2_H2,H2,63,0.95,-0.010571750462648133,-0.022155841242892077,0.15517351235492555,-0.3121443682322375,0.2799831452868145,False,0.445
B136,MOMVS,40,1.0,L3_OOS,OOS,63,0.9,0.032448863620891166,0.026941296242508763,0.14558617976184118,-0.21679383557925885,0.26374740864659574,False,0.5795
B136,MOMVS,40,1.0,L3_OOS,OOS,63,0.95,0.032448863620891166,0.026941296242508763,0.14558617976184118,-0.2567258447347871,0.3138538834916969,False,0.5795
B136,MOMVS,40,1.0,L4_DD_FULL,FULL,63,0.9,-0.09266581559913034,-0.06794351516375124,0.04334796289563855,-0.12814467154431822,0.007030735871361811,False,0.0675
B136,MOMVS,40,1.0,L4_DD_FULL,FULL,63,0.95,-0.09266581559913034,-0.06794351516375124,0.04334796289563855,-0.15011442278189513,0.023475221862487284,False,0.0675
