outcome,dial,outcome_col,record_sign,note,panel,tape,rho_obs,rho_mech,selection,retention,abs_share_selection,seed_spread,n_seeds_ok,RESOLVABLE,SIGN_CHANGE,obs_matches_record,MAG_CHANGE_bar000,MAG_CHANGE_bar025,MAG_CHANGE_bar050,MAG_CHANGE_bar075,MAG_CHANGE_bar100
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),U56,T_REALRAND,0.3556312239272435,0.6400844372431391,-0.2844532133158956,0.5556004852405985,0.3076707726763718,0.25391137603539005,5,True,False,False,False,False,False,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),U56,T_IID,0.3556312239272435,0.9737151851632386,-0.6180839612359952,0.36523125996810213,0.3882926829268293,0.01552974776974858,5,True,False,False,False,False,True,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),U56,T_BLOCK,0.3556312239272435,0.9760446473287011,-0.6204134234014576,0.36435958631662685,0.3886186770428015,0.025882912949580894,5,True,False,False,False,False,True,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),U56,T_FACTOR,0.3556312239272435,0.5973776308763304,-0.24174640694908694,0.5953206239168111,0.28809376927822333,0.7423219433939843,5,True,False,False,False,False,False,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),B136,T_REALRAND,0.16590947200681447,0.47106901568237497,-0.30515954367556053,0.35219780219780217,0.39313104368122714,0.3258658740352254,5,True,False,False,False,False,True,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),B136,T_IID,0.16590947200681447,0.9623267034654231,-0.7964172314586087,0.1724045185583647,0.45283296541574686,0.017082722546723383,5,True,False,False,False,True,True,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),B136,T_BLOCK,0.16590947200681447,0.9682797734438268,-0.8023703014370123,0.17134456027800052,0.4531501242508405,0.05383645893512856,5,True,False,False,False,True,True,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),B136,T_FACTOR,0.16590947200681447,,,,,,0,False,False,False,False,False,False,False,False
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),SMALL,T_REALRAND,0.10249633528034093,0.5334468358908653,-0.43095050061052437,0.19213973799126638,0.44685990338164255,0.18842760627294997,5,True,False,False,False,True,True,True,True
O_SHARPE,N,Sharpe,-1,N -> Sharpe (1082/1086/1093 EDGE-ladder premise: smaller is better),SMALL,T_IID,0.10249633528034093,0.8556891021131493,-0.7531927668328083,0.11978221415607984,0.46814671814671815,0.10120218963286187,5,True,False,False,False,True,True,True,True
