G,w,kind,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b_FULL,pass4b_OOS
0.5,0.0,corner,0.028719815109498947,0.659363973503955,-0.096186231491321,0.8047215864097801,0.5483727711653262,0.024652653069431985,0.5459277433609857,-0.09618623149132133,False,False,False
0.5,0.25,blend,0.03511528051864121,0.831838186389976,-0.0792725044750543,0.9044000314473897,0.7756679513234989,0.03417446233520827,0.7836571774514841,-0.0792725044750553,False,False,False
0.5,0.5,blend,0.041480262129523826,0.9829029473996922,-0.06880856065068885,0.983205064327983,0.9869659960369189,0.043690336146698705,1.002167265348894,-0.06880856065068908,False,False,False
0.5,0.75,blend,0.04781369329269114,1.0951789180631952,-0.07499490468832215,1.0366534541705275,1.1508046226671227,0.053198465628715,1.1704355501244743,-0.07499490468832182,False,False,False
0.5,1.0,corner,0.05411450608516799,1.163585598865389,-0.08117574860687327,1.065458678143577,1.2538963415703601,0.06269702550393674,1.2771652514806893,-0.08117574860687304,False,False,False
0.75,0.0,corner,0.04263549964259328,0.6596066000247431,-0.14158634613008658,0.8057476983273514,0.5479919505960125,0.03635375722473366,0.5457504412853388,-0.14158634613008747,False,False,False
0.75,0.25,blend,0.05244258204193719,0.8320732771472793,-0.11756273037440035,0.9053737451621576,0.7752947628771321,0.05092750156069603,0.7834399333819716,-0.11756273037440002,False,False,False
0.75,0.5,blend,0.06218069412608429,0.9830769598343716,-0.10227076081083852,0.9840872371841279,0.9865390607691571,0.06548924989742311,1.0018361242955656,-0.10227076081083886,False,False,False
0.75,0.75,blend,0.07184616711913616,1.0952711354217168,-0.111417657410255,1.0374240643535315,1.1503112343791237,0.08003278212995535,1.1699727668575848,-0.111417657410255,False,False,False
0.75,1.0,corner,0.08143532583618529,1.163614911755474,-0.12054956914840886,1.0661180920980544,1.253385593616838,0.09455179369762767,1.276620821629499,-0.12054956914840886,False,False,False
1.0,0.0,corner,0.05622688575217505,0.6597925438420384,-0.18524928186754885,0.8067194676273537,0.5475550922895641,0.047609466601277406,0.5455169082679764,-0.1852492818675472,False,False,False
1.0,0.25,blend,0.06958556712970632,0.8322308304678102,-0.15495163713824012,0.9062730544815626,0.774843333652856,0.06742354339887746,0.7831430443267546,-0.15495163713823912,False,False,False
1.0,0.5,blend,0.08282092973071742,0.9831518714096815,-0.13510874862890476,0.9848759974494157,0.986009366617312,0.08721865545688035,1.0014000860296546,-0.13510874862890487,False,False,False
1.0,0.75,blend,0.09592411387997135,1.09524393751323,-0.14712500028816133,1.0380845609608582,1.1496907334293782,0.10697978454138246,1.169380722706928,-0.14712500028816144,False,False,True
1.0,1.0,corner,0.10888623986664481,1.1635079334920069,-0.1591100739598581,1.066653774307596,1.2527273822308012,0.12669164118494414,1.2759272265148862,-0.1591100739598581,False,True,True
