vocab,subset,mech,cells,instances,files,cell_mean,inst_mean,median,win_rate,abs_mean,zero_share,sd
STRICT,ALL,ARGMAX,4426,85,73,-0.0038066716139768253,-0.008556358549144383,0.0,0.32083145051965656,0.05026144889690862,0.31269769543605963,0.11109353646192759
STRICT,ALL,CLASSIFIER,1039,42,23,0.0024035675096026475,-0.0047991406723156904,0.0,0.4465832531280077,0.06840869375608721,0.18286814244465832,0.10075829853600107
STRICT,ACTIVE (|margin|>0),ARGMAX,3042,81,71,-0.005538569547488966,-0.013412199755691585,-0.001994639152286287,0.4648257725180802,0.07312859066986113,0.0,0.13397419796126406
STRICT,ACTIVE (|margin|>0),CLASSIFIER,849,35,23,0.0029414683656974684,-0.002465153774396115,0.01023362430756436,0.5465253239104829,0.08371805984991122,0.0,0.11146894577700488
BROAD,ALL,ARGMAX,16724,229,129,0.1491191775021852,0.09118389004257264,0.029044694898492818,0.566551064338675,0.24974382736979808,0.09531212628557761,0.32234966694352946
BROAD,ALL,CLASSIFIER,2381,78,33,0.1601881631791981,0.11103504936350851,0.06192825186520157,0.6320873582528349,0.24487258750064028,0.08525829483410331,0.31371601081823614
BROAD,ACTIVE (|margin|>0),ARGMAX,15130,225,128,0.16482941999646697,0.09149308505816377,0.0667889432181572,0.6258426966292134,0.27605523918919384,0.0,0.3350635311665118
BROAD,ACTIVE (|margin|>0),CLASSIFIER,2178,71,33,0.1751184648896559,0.1237210571632436,0.10086979899305093,0.6910009182736455,0.26769588192792676,0.0,0.32400490647314584
