cohort,n_names,mean_maxdd,key,dir,m,cost,Sharpe_F,dSharpe_F,dSharpe_OOS,CAGR_F,MaxDD_F
deepDD,147,-0.9588420389557981,PRICE,NEG,0.2,10.0,0.38066815189649744,0.04724100107110646,0.07171200565743951,0.049036784034653724,-0.3304572747310415
deepDD,147,-0.9588420389557981,PRICE,NEG,0.2,25.0,0.22729865839461116,0.04397914902942854,0.06766546776521676,0.023762787990481815,-0.41310878559073805
deepDD,147,-0.9588420389557981,PRICE,NEG,0.5,10.0,0.4765815002871221,0.1431543494617311,0.16854969216838067,0.06565045978387651,-0.3731875958663783
deepDD,147,-0.9588420389557981,PRICE,NEG,0.5,25.0,0.3232248823381302,0.13990537297294756,0.16571023887611225,0.03975433376916193,-0.4548025683639042
deepDD,147,-0.9588420389557981,PRICE,NEG,1.0,10.0,0.48590764495997235,0.15248049413458137,0.1595772212580997,0.06741362634607162,-0.4226426797165109
deepDD,147,-0.9588420389557981,PRICE,NEG,1.0,25.0,0.33258860253367906,0.14926909316849643,0.15620940093882352,0.04140766241279903,-0.49604486878860066
deepDD,147,-0.9588420389557981,DDTR,NEG,0.2,10.0,0.25684823038161503,-0.07657892044377596,-0.07230645206021774,0.028767113345700812,-0.4352583617801383
deepDD,147,-0.9588420389557981,DDTR,NEG,0.2,25.0,0.10076697179236406,-0.08255253757281857,-0.07788352055452993,0.0032350523932491715,-0.5117536725831825
deepDD,147,-0.9588420389557981,DDTR,NEG,0.5,10.0,0.1482952622871835,-0.18513188853820747,-0.24372626267509145,0.010893398351862205,-0.4983581299775588
deepDD,147,-0.9588420389557981,DDTR,NEG,0.5,25.0,-0.025605692844248504,-0.20892520220943112,-0.26644755402889886,-0.017685755361059097,-0.5743620324310779
deepDD,147,-0.9588420389557981,DDTR,NEG,1.0,10.0,0.17865961044977832,-0.15476754037561266,-0.22019059517624023,0.015993223742416518,-0.5561124990218405
deepDD,147,-0.9588420389557981,DDTR,NEG,1.0,25.0,-0.020532433311726224,-0.20385194267690884,-0.26651857854478533,-0.01725718684083022,-0.6315831774700893
deepDD,147,-0.9588420389557981,DVOL,NEG,0.2,10.0,0.39852752591994234,0.06510037509455135,0.10331037949438904,0.050875840887554924,-0.341278435801325
deepDD,147,-0.9588420389557981,DVOL,NEG,0.2,25.0,0.24103250674508683,0.05771299737990421,0.09664675511024207,0.025614927447004332,-0.42655888407104914
deepDD,147,-0.9588420389557981,DVOL,NEG,0.5,10.0,0.43883982224610135,0.10541267142071037,0.16938724210766098,0.05709370090978072,-0.3429085205261908
deepDD,147,-0.9588420389557981,DVOL,NEG,0.5,25.0,0.2803864642607445,0.09706695489556186,0.162704708849924,0.03172689756947422,-0.4262348560222029
deepDD,147,-0.9588420389557981,DVOL,NEG,1.0,10.0,0.4753845359894853,0.14195738516409434,0.19214877077173464,0.0628601804607456,-0.4288562767240319
deepDD,147,-0.9588420389557981,DVOL,NEG,1.0,25.0,0.3151486917261538,0.13182918236097116,0.1864028723291467,0.03716429897117024,-0.5029171168824906
deepDD,147,-0.9588420389557981,FROZEN,NEG,0.2,10.0,0.3605796438644983,0.027152493039107328,0.0920176060860729,0.045389682900806916,-0.327553440027212
deepDD,147,-0.9588420389557981,FROZEN,NEG,0.2,25.0,0.21111898773913154,0.027799478373948916,0.09271345217217553,0.021056305455145363,-0.4115932118377261
deepDD,147,-0.9588420389557981,FROZEN,NEG,0.5,10.0,0.489467627688326,0.15604047686293504,0.2289003744073932,0.06678784479099176,-0.34454021176226945
deepDD,147,-0.9588420389557981,FROZEN,NEG,0.5,25.0,0.34389423448907125,0.16057472512388862,0.2323249368884212,0.04263495029896491,-0.40819069657788654
deepDD,147,-0.9588420389557981,FROZEN,NEG,1.0,10.0,0.4803740316127334,0.14694688078734242,0.20771254731671418,0.06421747811621992,-0.3694676182999953
deepDD,147,-0.9588420389557981,FROZEN,NEG,1.0,25.0,0.3367657411046817,0.1534462317394991,0.21256946119794978,0.04089819534994521,-0.43886647134023105
midDD,146,-0.8559859861522909,PRICE,NEG,0.2,10.0,0.574936422329426,0.09584724856968546,0.1612269249119035,0.07883387437639922,-0.2934445239109018
midDD,146,-0.8559859861522909,PRICE,NEG,0.2,25.0,0.4237895835266881,0.09352321785356205,0.158949168425263,0.054339190684326244,-0.31411259002999325
midDD,146,-0.8559859861522909,PRICE,NEG,0.5,10.0,0.6884000734051751,0.20931089964543453,0.2510752868431618,0.09675454702871367,-0.2970572499263914
midDD,146,-0.8559859861522909,PRICE,NEG,0.5,25.0,0.5351709917659706,0.20490462609284454,0.24684268742396756,0.07176840854738065,-0.32292253148079764
midDD,146,-0.8559859861522909,PRICE,NEG,1.0,10.0,0.6738960539974693,0.1948068802377288,0.218566805304808,0.09214944556914917,-0.3255912008661458
midDD,146,-0.8559859861522909,PRICE,NEG,1.0,25.0,0.5217198307529958,0.1914534650798697,0.213929883185593,0.06805528656379378,-0.3497695643559553
midDD,146,-0.8559859861522909,DDTR,NEG,0.2,10.0,0.4628774194265389,-0.0162117543332016,-0.0024061448804520436,0.0617463523840287,-0.32135861576981306
midDD,146,-0.8559859861522909,DDTR,NEG,0.2,25.0,0.31345518418276475,-0.016811181490361315,-0.0038207638674735978,0.03735030114333715,-0.34232397232415623
midDD,146,-0.8559859861522909,DDTR,NEG,0.5,10.0,0.5051208548924007,0.026031681132660134,0.064980156244347,0.07015114689441893,-0.3445031210504993
midDD,146,-0.8559859861522909,DDTR,NEG,0.5,25.0,0.33697022398236465,0.006703858309238586,0.043831835740434394,0.04186970975149307,-0.37056520489209377
midDD,146,-0.8559859861522909,DDTR,NEG,1.0,10.0,0.28703544580085505,-0.19205372795888548,-0.16259931079243203,0.03382857135485717,-0.43299514795534577
midDD,146,-0.8559859861522909,DDTR,NEG,1.0,25.0,0.0732525503911332,-0.25701381528199285,-0.22864575568618897,-0.001249915499287324,-0.46209217021694193
midDD,146,-0.8559859861522909,DVOL,NEG,0.2,10.0,0.593166859134818,0.11407768537507751,0.18337308455616008,0.08114549844332752,-0.3037526576014784
midDD,146,-0.8559859861522909,DVOL,NEG,0.2,25.0,0.43904046414388453,0.10877409847075847,0.17896198565925645,0.05635364380737595,-0.3216213742307903
midDD,146,-0.8559859861522909,DVOL,NEG,0.5,10.0,0.7177670745580423,0.2386779007983018,0.30391640730615144,0.09929285726022741,-0.28813066079578276
midDD,146,-0.8559859861522909,DVOL,NEG,0.5,25.0,0.5600512115905504,0.22978484591742432,0.2966827413713905,0.07415814013187783,-0.304472858059449
midDD,146,-0.8559859861522909,DVOL,NEG,1.0,10.0,0.7293286744463501,0.25023950068660955,0.27116164784244845,0.09783615170176474,-0.2817766462814778
midDD,146,-0.8559859861522909,DVOL,NEG,1.0,25.0,0.5723562180924674,0.24208985241934133,0.2649408121340412,0.07372153350097888,-0.3079429842472352
