panel,arm,seed,cost,delay,pick_gross,n_eligible,fallback,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,h1,h2,keep4a,keep4b,fail4a,fail4b,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD,live_oos_Sharpe
U56,RANK,-1,0.0,1,0.6,1,False,1.1380102965478653,0.14047257371157085,1.2034463670955726,-0.15469511783473733,0.12852430966751216,1.1732443577745864,-0.15469511783473722,1.2349886660185412,1.1328793769028573,False,True,"H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,0.0,2,0.6,1,False,1.1204474722333497,0.13884349439036603,1.1774047619482737,-0.17037433734234175,0.12687550274426784,1.150505629494545,-0.17037433734234164,1.2256285079147347,1.1007397849698985,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,10.0,1,0.6,1,False,1.115490424647164,0.13775891877085966,1.1825724390649999,-0.15513469778683764,0.12591068407521866,1.1517373610135737,-0.15513469778683742,1.2123353579763128,1.1121427410281963,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,10.0,2,0.6,1,False,1.0979360726602467,0.1361462406785141,1.1571066790074849,-0.17046271661385903,0.12427093740540274,1.129356402311172,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,25.0,1,0.6,1,False,1.0816481183156539,0.13369988369314245,1.1512224424887765,-0.15592436194343973,0.12200094618653012,1.119429022969265,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,25.0,2,0.6,1,False,1.0641087905365525,0.13211168840909693,1.1266066447115728,-0.1705952727316613,0.12037473288687517,1.0975767510445127,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,50.0,1,1.0,0,True,1.026713713239729,0.2124913410638689,1.1016787689988676,-0.2517558426487424,0.19278505640016919,1.0677526789887697,-0.2517558426487423,1.1231508796024816,1.0318977661645083,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RANK,-1,50.0,2,0.85,0,True,1.0089662212088408,0.17799428608109968,1.0771531676163109,-0.23591767996277824,0.1614302964170291,1.045909914046542,-0.2359176799627779,1.1135021913896332,1.0012765402610866,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,0.0,1,0.85,1,False,1.0575793466651475,0.13909800495322844,1.1955540881594422,-0.17745058163024774,0.12850240909024557,1.1345507093048455,-0.17745058163024807,1.1607397183695618,1.1144967931412983,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,0.0,2,0.85,1,False,1.0266467063326774,0.14746934206155093,1.2172650296223841,-0.19557728741373936,0.13279148099123939,1.1333990635548805,-0.19557728741373903,1.1351285733189462,1.1358960034636771,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,10.0,1,1.0,0,True,0.9747425106570201,0.15123016934307953,1.112858004937412,-0.2084118327794905,0.13893529606599264,1.0518228601135926,-0.2084118327794907,1.0794259015498568,1.0302829157468902,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,10.0,2,0.85,1,False,0.9454331285076448,0.1365890699878034,1.1368159977538286,-0.19680401561213545,0.12224183269093691,1.052667170804016,-0.19680401561213534,1.055381808637729,1.0540333170129181,False,True,"H1,H2,DD",-,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,25.0,1,1.0,0,True,0.850570647261458,0.13228269159215,0.9891327146812743,-0.21044105031722404,0.12055079111736,0.9279324948495484,-0.2104410503172246,0.957484028596338,0.904265358679515,False,False,"H1,H2,DD","H1,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,25.0,2,1.0,0,True,0.8235726291011704,0.14154490249472818,1.0155773444927712,-0.23075186799370395,0.12504545941621004,0.9312507364232753,-0.23075186799370417,0.935692074446697,0.9307219520255573,False,False,"H1,H2,DD","H1,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,50.0,1,1.0,0,True,0.6434022995453434,0.10136886445492133,0.7823997143837436,-0.23765641131862758,0.09054342658411252,0.7210592319970689,-0.23765641131862802,0.7539131184908139,0.6938080710527186,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,BREADTH,-1,50.0,2,1.0,0,True,0.6193181041074759,0.10994722529099632,0.8135519916202913,-0.23424669840630852,0.09446570051353764,0.7283904944372335,-0.23424669840630852,0.7349822679237152,0.7252808815798194,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,0.0,1,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,0.0,2,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,10.0,1,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,10.0,2,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,25.0,1,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,25.0,2,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,50.0,1,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,SPYONLY,-1,50.0,2,1.0,0,True,0.8988613338604721,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,False,False,"H1,H2,DD","H1,H2,OOS,DD",0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RAND,0,0.0,1,1.0,0,True,1.043729300491166,0.1681368344385643,1.0856465894943925,-0.26647618085659375,0.1599770133698155,1.066817240433841,-0.26647618085659375,1.1476043790704162,1.000747011120571,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RAND,0,0.0,2,1.0,0,True,1.0415713576304062,0.1723225392620471,1.1004034000491867,-0.2733940876347801,0.16203831740801955,1.0741705990295458,-0.2733940876347801,1.138112260072168,1.0241060643588897,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RAND,0,10.0,1,1.0,0,True,1.012539896921361,0.1626871881104195,1.0551599855571117,-0.26690710710916843,0.15466651458127223,1.0360425483372837,-0.2669071071091682,1.116017960428331,0.9705754596878394,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RAND,0,10.0,2,1.0,0,True,1.010557202419937,0.16685015912032863,1.070233205816237,-0.2736844927728006,0.15671505556455156,1.0436575174193166,-0.2736844927728004,1.1066534040456522,0.9942899188097442,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
U56,RAND,0,25.0,1,1.0,0,True,0.9656737358308608,0.15455780410457942,1.0093615428321498,-0.2675532167747293,0.14674386509538606,0.9898064144685462,-0.2675532167747292,1.0685383310870944,0.9252631017973303,False,False,"H1,H2,DD",DD,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234
