cost,column,q,thr,n_pred,precision,recall,F1,tp,fp,fn
10.0,H2CUSH0,0,-0.27650235146004154,216,0.041666666666666664,1.0,0.07999999999999999,9,207,0
10.0,H2CUSH0,5,-0.2561333647159007,205,0.04390243902439024,1.0,0.08411214953271028,9,196,0
10.0,H2CUSH0,10,-0.23436551194001543,194,0.04639175257731959,1.0,0.08866995073891626,9,185,0
10.0,H2CUSH0,15,-0.2184236777714407,183,0.04918032786885246,1.0,0.09375,9,174,0
10.0,H2CUSH0,20,-0.19449058944225628,173,0.05202312138728324,1.0,0.0989010989010989,9,164,0
10.0,H2CUSH0,25,-0.16708552202573093,162,0.05555555555555555,1.0,0.10526315789473684,9,153,0
10.0,H2CUSH0,30,-0.06340388492465449,151,0.059602649006622516,1.0,0.11249999999999999,9,142,0
10.0,H2CUSH0,35,0.04222988113866197,140,0.06428571428571428,1.0,0.12080536912751677,9,131,0
10.0,H2CUSH0,40,0.11181465696507187,130,0.06923076923076923,1.0,0.12949640287769784,9,121,0
10.0,H2CUSH0,45,0.13971880910541928,119,0.07563025210084033,1.0,0.140625,9,110,0
10.0,H2CUSH0,50,0.15525079736458397,108,0.08333333333333333,1.0,0.15384615384615385,9,99,0
10.0,H2CUSH0,55,0.1797474477002451,97,0.07216494845360824,0.7777777777777778,0.1320754716981132,7,90,2
10.0,H2CUSH0,60,0.19557093487031496,87,0.06896551724137931,0.6666666666666666,0.125,6,81,3
10.0,H2CUSH0,65,0.19874891357402896,76,0.07894736842105263,0.6666666666666666,0.1411764705882353,6,70,3
10.0,H2CUSH0,70,0.21916499995032235,65,0.09230769230769231,0.6666666666666666,0.16216216216216217,6,59,3
10.0,H2CUSH0,75,0.2448252013910544,54,0.1111111111111111,0.6666666666666666,0.1904761904761905,6,48,3
10.0,H2CUSH0,80,0.25949543430828936,44,0.13636363636363635,0.6666666666666666,0.22641509433962262,6,38,3
10.0,H2CUSH0,85,0.28929244557529715,33,0.18181818181818182,0.6666666666666666,0.28571428571428575,6,27,3
10.0,H2CUSH0,90,0.32603962956359234,22,0.22727272727272727,0.5555555555555556,0.3225806451612903,5,17,4
10.0,H2CUSH0,95,0.35825812754174846,11,0.2727272727272727,0.3333333333333333,0.3,3,8,6
10.0,H2CUSH0,100,0.3817826588649569,1,0.0,0.0,0.0,0,1,9
10.0,TURNOVER,0,0.4053248009165261,1,0.0,0.0,0.0,0,1,9
10.0,TURNOVER,5,0.5582324664531394,11,0.0,0.0,0.0,0,11,9
10.0,TURNOVER,10,1.0899912279607933,22,0.0,0.0,0.0,0,22,9
10.0,TURNOVER,15,1.2802027943031682,33,0.0,0.0,0.0,0,33,9
10.0,TURNOVER,20,1.7367087166573159,44,0.06818181818181818,0.3333333333333333,0.11320754716981131,3,41,6
10.0,TURNOVER,25,1.9894104967291684,54,0.05555555555555555,0.3333333333333333,0.09523809523809525,3,51,6
10.0,TURNOVER,30,2.389023648983615,65,0.06153846153846154,0.4444444444444444,0.10810810810810811,4,61,5
10.0,TURNOVER,35,3.2455998462600633,76,0.11842105263157894,1.0,0.2117647058823529,9,67,0
10.0,TURNOVER,40,4.387211349406633,87,0.10344827586206896,1.0,0.1875,9,78,0
10.0,TURNOVER,45,5.640251527403025,97,0.09278350515463918,1.0,0.16981132075471697,9,88,0
10.0,TURNOVER,50,6.497329470728074,108,0.08333333333333333,1.0,0.15384615384615385,9,99,0
10.0,TURNOVER,55,7.358255360509748,119,0.07563025210084033,1.0,0.140625,9,110,0
10.0,TURNOVER,60,8.242625464002568,130,0.06923076923076923,1.0,0.12949640287769784,9,121,0
10.0,TURNOVER,65,8.96081444480485,140,0.06428571428571428,1.0,0.12080536912751677,9,131,0
10.0,TURNOVER,70,9.946482670421627,151,0.059602649006622516,1.0,0.11249999999999999,9,142,0
10.0,TURNOVER,75,11.463028046438579,162,0.05555555555555555,1.0,0.10526315789473684,9,153,0
10.0,TURNOVER,80,12.835321960269578,173,0.05202312138728324,1.0,0.0989010989010989,9,164,0
10.0,TURNOVER,85,14.673541376134148,183,0.04918032786885246,1.0,0.09375,9,174,0
10.0,TURNOVER,90,16.849974549346747,194,0.04639175257731959,1.0,0.08866995073891626,9,185,0
10.0,TURNOVER,95,19.331065786622524,205,0.04390243902439024,1.0,0.08411214953271028,9,196,0
10.0,TURNOVER,100,28.707921464646425,216,0.041666666666666664,1.0,0.07999999999999999,9,207,0
10.0,MINCUSH0,0,-0.3505689883945786,216,0.041666666666666664,1.0,0.07999999999999999,9,207,0
10.0,MINCUSH0,5,-0.2825417816947951,205,0.04390243902439024,1.0,0.08411214953271028,9,196,0
10.0,MINCUSH0,10,-0.26970769104616127,194,0.04639175257731959,1.0,0.08866995073891626,9,185,0
10.0,MINCUSH0,15,-0.25583503835233007,183,0.04918032786885246,1.0,0.09375,9,174,0
10.0,MINCUSH0,20,-0.23019848329037648,173,0.05202312138728324,1.0,0.0989010989010989,9,164,0
10.0,MINCUSH0,25,-0.21816375818075256,162,0.05555555555555555,1.0,0.10526315789473684,9,153,0
10.0,MINCUSH0,30,-0.1883477935016945,151,0.059602649006622516,1.0,0.11249999999999999,9,142,0
10.0,MINCUSH0,35,-0.16715005012432657,140,0.06428571428571428,1.0,0.12080536912751677,9,131,0
10.0,MINCUSH0,40,-0.14004376761909007,130,0.06923076923076923,1.0,0.12949640287769784,9,121,0
10.0,MINCUSH0,45,-0.1246165113251104,119,0.07563025210084033,1.0,0.140625,9,110,0
10.0,MINCUSH0,50,-0.1165173159818935,108,0.08333333333333333,1.0,0.15384615384615385,9,99,0
10.0,MINCUSH0,55,-0.09556923692418319,97,0.09278350515463918,1.0,0.16981132075471697,9,88,0
10.0,MINCUSH0,60,-0.08494060546211427,87,0.10344827586206896,1.0,0.1875,9,78,0
10.0,MINCUSH0,65,-0.07729443076381366,76,0.11842105263157894,1.0,0.2117647058823529,9,67,0
10.0,MINCUSH0,70,-0.05781000148210105,65,0.13846153846153847,1.0,0.24324324324324326,9,56,0
10.0,MINCUSH0,75,-0.04898327008302386,54,0.16666666666666666,1.0,0.2857142857142857,9,45,0
10.0,MINCUSH0,80,-0.02950561804800969,44,0.20454545454545456,1.0,0.339622641509434,9,35,0
10.0,MINCUSH0,85,-0.021544937149862897,33,0.2727272727272727,1.0,0.42857142857142855,9,24,0
10.0,MINCUSH0,90,-0.016281563079733087,22,0.4090909090909091,1.0,0.5806451612903226,9,13,0
10.0,MINCUSH0,95,-0.0064553368146306606,11,0.8181818181818182,1.0,0.9,9,2,0
10.0,MINCUSH0,100,0.014465420357703901,1,1.0,0.1111111111111111,0.19999999999999998,1,0,8
10.0,JOINT,0,0.0,216,0.041666666666666664,1.0,0.07999999999999999,9,207,0
10.0,JOINT,5,0.02662037037037037,205,0.04390243902439024,1.0,0.08411214953271028,9,196,0
10.0,JOINT,10,0.05092592592592593,194,0.04639175257731959,1.0,0.08866995073891626,9,185,0
10.0,JOINT,15,0.07523148148148148,183,0.04918032786885246,1.0,0.09375,9,174,0
10.0,JOINT,20,0.10185185185185185,173,0.05202312138728324,1.0,0.0989010989010989,9,164,0
10.0,JOINT,25,0.12847222222222224,162,0.05555555555555555,1.0,0.10526315789473684,9,153,0
10.0,JOINT,30,0.15509259259259262,151,0.059602649006622516,1.0,0.11249999999999999,9,142,0
10.0,JOINT,35,0.19444444444444442,141,0.06382978723404255,1.0,0.12,9,132,0
10.0,JOINT,40,0.2222222222222222,131,0.06870229007633588,1.0,0.1285714285714286,9,122,0
10.0,JOINT,45,0.2592592592592593,119,0.07563025210084033,1.0,0.140625,9,110,0
10.0,JOINT,50,0.3194444444444444,109,0.08256880733944955,1.0,0.15254237288135594,9,100,0
10.0,JOINT,55,0.3958333333333334,97,0.09278350515463918,1.0,0.16981132075471697,9,88,0
10.0,JOINT,60,0.4444444444444444,87,0.10344827586206896,1.0,0.1875,9,78,0
10.0,JOINT,65,0.5115740740740741,76,0.11842105263157894,1.0,0.2117647058823529,9,67,0
10.0,JOINT,70,0.5439814814814815,65,0.12307692307692308,0.8888888888888888,0.21621621621621623,8,57,1
10.0,JOINT,75,0.5798611111111112,54,0.1111111111111111,0.6666666666666666,0.1904761904761905,6,48,3
10.0,JOINT,80,0.6111111111111112,45,0.13333333333333333,0.6666666666666666,0.2222222222222222,6,39,3
10.0,JOINT,85,0.6481481481481481,34,0.17647058823529413,0.6666666666666666,0.27906976744186046,6,28,3
10.0,JOINT,90,0.7430555555555556,22,0.13636363636363635,0.3333333333333333,0.1935483870967742,3,19,6
10.0,JOINT,95,0.7847222222222222,11,0.2727272727272727,0.3333333333333333,0.3,3,8,6
10.0,JOINT,100,0.8564814814814815,1,0.0,0.0,0.0,0,1,9
25.0,H2CUSH0,0,-0.27650235146004154,216,0.027777777777777776,1.0,0.05405405405405406,6,210,0
25.0,H2CUSH0,5,-0.2561333647159007,205,0.02926829268292683,1.0,0.05687203791469195,6,199,0
25.0,H2CUSH0,10,-0.23436551194001543,194,0.030927835051546393,1.0,0.06000000000000001,6,188,0
25.0,H2CUSH0,15,-0.2184236777714407,183,0.03278688524590164,1.0,0.06349206349206349,6,177,0
25.0,H2CUSH0,20,-0.19449058944225628,173,0.03468208092485549,1.0,0.06703910614525138,6,167,0
25.0,H2CUSH0,25,-0.16708552202573093,162,0.037037037037037035,1.0,0.07142857142857142,6,156,0
25.0,H2CUSH0,30,-0.06340388492465449,151,0.039735099337748346,1.0,0.07643312101910829,6,145,0
25.0,H2CUSH0,35,0.04222988113866197,140,0.04285714285714286,1.0,0.0821917808219178,6,134,0
25.0,H2CUSH0,40,0.11181465696507187,130,0.046153846153846156,1.0,0.08823529411764706,6,124,0
25.0,H2CUSH0,45,0.13971880910541928,119,0.05042016806722689,1.0,0.096,6,113,0
25.0,H2CUSH0,50,0.15525079736458397,108,0.05555555555555555,1.0,0.10526315789473684,6,102,0
25.0,H2CUSH0,55,0.1797474477002451,97,0.061855670103092786,1.0,0.11650485436893204,6,91,0
25.0,H2CUSH0,60,0.19557093487031496,87,0.06896551724137931,1.0,0.12903225806451613,6,81,0
25.0,H2CUSH0,65,0.19874891357402896,76,0.07894736842105263,1.0,0.14634146341463414,6,70,0
25.0,H2CUSH0,70,0.21916499995032235,65,0.09230769230769231,1.0,0.16901408450704225,6,59,0
25.0,H2CUSH0,75,0.2448252013910544,54,0.1111111111111111,1.0,0.19999999999999998,6,48,0
25.0,H2CUSH0,80,0.25949543430828936,44,0.13636363636363635,1.0,0.24000000000000002,6,38,0
25.0,H2CUSH0,85,0.28929244557529715,33,0.18181818181818182,1.0,0.3076923076923077,6,27,0
25.0,H2CUSH0,90,0.32603962956359234,22,0.22727272727272727,0.8333333333333334,0.35714285714285715,5,17,1
25.0,H2CUSH0,95,0.35825812754174846,11,0.2727272727272727,0.5,0.3529411764705882,3,8,3
25.0,H2CUSH0,100,0.3817826588649569,1,0.0,0.0,0.0,0,1,6
25.0,TURNOVER,0,0.4053248009165261,1,0.0,0.0,0.0,0,1,6
25.0,TURNOVER,5,0.5582324664531394,11,0.0,0.0,0.0,0,11,6
25.0,TURNOVER,10,1.0899912279607933,22,0.0,0.0,0.0,0,22,6
25.0,TURNOVER,15,1.2802027943031682,33,0.0,0.0,0.0,0,33,6
25.0,TURNOVER,20,1.7367087166573159,44,0.06818181818181818,0.5,0.12000000000000001,3,41,3
25.0,TURNOVER,25,1.9894104967291684,54,0.05555555555555555,0.5,0.09999999999999999,3,51,3
25.0,TURNOVER,30,2.389023648983615,65,0.06153846153846154,0.6666666666666666,0.11267605633802817,4,61,2
25.0,TURNOVER,35,3.2455998462600633,76,0.07894736842105263,1.0,0.14634146341463414,6,70,0
25.0,TURNOVER,40,4.387211349406633,87,0.06896551724137931,1.0,0.12903225806451613,6,81,0
25.0,TURNOVER,45,5.640251527403025,97,0.061855670103092786,1.0,0.11650485436893204,6,91,0
25.0,TURNOVER,50,6.497329470728074,108,0.05555555555555555,1.0,0.10526315789473684,6,102,0
25.0,TURNOVER,55,7.358255360509748,119,0.05042016806722689,1.0,0.096,6,113,0
25.0,TURNOVER,60,8.242625464002568,130,0.046153846153846156,1.0,0.08823529411764706,6,124,0
25.0,TURNOVER,65,8.96081444480485,140,0.04285714285714286,1.0,0.0821917808219178,6,134,0
25.0,TURNOVER,70,9.946482670421627,151,0.039735099337748346,1.0,0.07643312101910829,6,145,0
25.0,TURNOVER,75,11.463028046438579,162,0.037037037037037035,1.0,0.07142857142857142,6,156,0
25.0,TURNOVER,80,12.835321960269578,173,0.03468208092485549,1.0,0.06703910614525138,6,167,0
25.0,TURNOVER,85,14.673541376134148,183,0.03278688524590164,1.0,0.06349206349206349,6,177,0
25.0,TURNOVER,90,16.849974549346747,194,0.030927835051546393,1.0,0.06000000000000001,6,188,0
25.0,TURNOVER,95,19.331065786622524,205,0.02926829268292683,1.0,0.05687203791469195,6,199,0
25.0,TURNOVER,100,28.707921464646425,216,0.027777777777777776,1.0,0.05405405405405406,6,210,0
25.0,MINCUSH0,0,-0.3505689883945786,216,0.027777777777777776,1.0,0.05405405405405406,6,210,0
25.0,MINCUSH0,5,-0.2825417816947951,205,0.02926829268292683,1.0,0.05687203791469195,6,199,0
25.0,MINCUSH0,10,-0.26970769104616127,194,0.030927835051546393,1.0,0.06000000000000001,6,188,0
25.0,MINCUSH0,15,-0.25583503835233007,183,0.03278688524590164,1.0,0.06349206349206349,6,177,0
25.0,MINCUSH0,20,-0.23019848329037648,173,0.03468208092485549,1.0,0.06703910614525138,6,167,0
25.0,MINCUSH0,25,-0.21816375818075256,162,0.037037037037037035,1.0,0.07142857142857142,6,156,0
25.0,MINCUSH0,30,-0.1883477935016945,151,0.039735099337748346,1.0,0.07643312101910829,6,145,0
25.0,MINCUSH0,35,-0.16715005012432657,140,0.04285714285714286,1.0,0.0821917808219178,6,134,0
25.0,MINCUSH0,40,-0.14004376761909007,130,0.046153846153846156,1.0,0.08823529411764706,6,124,0
25.0,MINCUSH0,45,-0.1246165113251104,119,0.05042016806722689,1.0,0.096,6,113,0
25.0,MINCUSH0,50,-0.1165173159818935,108,0.05555555555555555,1.0,0.10526315789473684,6,102,0
25.0,MINCUSH0,55,-0.09556923692418319,97,0.061855670103092786,1.0,0.11650485436893204,6,91,0
25.0,MINCUSH0,60,-0.08494060546211427,87,0.06896551724137931,1.0,0.12903225806451613,6,81,0
25.0,MINCUSH0,65,-0.07729443076381366,76,0.07894736842105263,1.0,0.14634146341463414,6,70,0
25.0,MINCUSH0,70,-0.05781000148210105,65,0.09230769230769231,1.0,0.16901408450704225,6,59,0
25.0,MINCUSH0,75,-0.04898327008302386,54,0.1111111111111111,1.0,0.19999999999999998,6,48,0
25.0,MINCUSH0,80,-0.02950561804800969,44,0.13636363636363635,1.0,0.24000000000000002,6,38,0
25.0,MINCUSH0,85,-0.021544937149862897,33,0.18181818181818182,1.0,0.3076923076923077,6,27,0
25.0,MINCUSH0,90,-0.016281563079733087,22,0.2727272727272727,1.0,0.42857142857142855,6,16,0
25.0,MINCUSH0,95,-0.0064553368146306606,11,0.5454545454545454,1.0,0.7058823529411764,6,5,0
25.0,MINCUSH0,100,0.014465420357703901,1,1.0,0.16666666666666666,0.2857142857142857,1,0,5
25.0,JOINT,0,0.0,216,0.027777777777777776,1.0,0.05405405405405406,6,210,0
25.0,JOINT,5,0.02662037037037037,205,0.02926829268292683,1.0,0.05687203791469195,6,199,0
25.0,JOINT,10,0.05092592592592593,194,0.030927835051546393,1.0,0.06000000000000001,6,188,0
25.0,JOINT,15,0.07523148148148148,183,0.03278688524590164,1.0,0.06349206349206349,6,177,0
25.0,JOINT,20,0.10185185185185185,173,0.03468208092485549,1.0,0.06703910614525138,6,167,0
25.0,JOINT,25,0.12847222222222224,162,0.037037037037037035,1.0,0.07142857142857142,6,156,0
25.0,JOINT,30,0.15509259259259262,151,0.039735099337748346,1.0,0.07643312101910829,6,145,0
25.0,JOINT,35,0.19444444444444442,141,0.0425531914893617,1.0,0.08163265306122448,6,135,0
25.0,JOINT,40,0.2222222222222222,131,0.04580152671755725,1.0,0.0875912408759124,6,125,0
25.0,JOINT,45,0.2592592592592593,119,0.05042016806722689,1.0,0.096,6,113,0
25.0,JOINT,50,0.3194444444444444,109,0.05504587155963303,1.0,0.10434782608695652,6,103,0
25.0,JOINT,55,0.3958333333333334,97,0.061855670103092786,1.0,0.11650485436893204,6,91,0
25.0,JOINT,60,0.4444444444444444,87,0.06896551724137931,1.0,0.12903225806451613,6,81,0
25.0,JOINT,65,0.5115740740740741,76,0.07894736842105263,1.0,0.14634146341463414,6,70,0
25.0,JOINT,70,0.5439814814814815,65,0.09230769230769231,1.0,0.16901408450704225,6,59,0
25.0,JOINT,75,0.5798611111111112,54,0.1111111111111111,1.0,0.19999999999999998,6,48,0
25.0,JOINT,80,0.6111111111111112,45,0.13333333333333333,1.0,0.23529411764705882,6,39,0
25.0,JOINT,85,0.6481481481481481,34,0.17647058823529413,1.0,0.3,6,28,0
25.0,JOINT,90,0.7430555555555556,22,0.13636363636363635,0.5,0.21428571428571427,3,19,3
25.0,JOINT,95,0.7847222222222222,11,0.2727272727272727,0.5,0.3529411764705882,3,8,3
25.0,JOINT,100,0.8564814814814815,1,0.0,0.0,0.0,0,1,6
