etf_share,bps,panels,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
0.0,0,6,0.14115915802650925,1.146576171976246,-0.21747186238482463,0.13585051937563564,1.133955437119782,-0.21747186238482497
0.0,10,6,0.13125003797662438,1.0744958484084013,-0.2200626495242931,0.12595891113152535,1.059678708747744,-0.22006264952429355
0.0,25,6,0.11654177772562857,0.9661876688115145,-0.2239372531453897,0.11127715828924889,0.9481113266773601,-0.22393725314538937
0.125,0,6,0.12718327097651128,1.1209264865021094,-0.18210219438441366,0.1285401724910249,1.1376939301318965,-0.18210219438441366
0.125,10,6,0.11744987191692435,1.0434936213525035,-0.1852245195113541,0.11851186366413224,1.0575538020860789,-0.18522451951135388
0.125,25,6,0.10300174146562346,0.9271244050413339,-0.18989101449377366,0.10363070574360878,0.9371078324146797,-0.18989101449377355
0.25,0,6,0.12189389677542439,1.1275454572345425,-0.18094019157562513,0.12231165795856724,1.12454005639774,-0.18094019157562502
0.25,10,6,0.11221628146559381,1.0465796053865997,-0.18208907363997673,0.11254211118301605,1.0434205584681189,-0.18208907363997628
0.25,25,6,0.09785082931023359,0.924806374117908,-0.18381093447323393,0.09804173003964611,0.921404521084407,-0.18381093447323393
0.375,0,6,0.11142048614271172,1.072555156892203,-0.19668135095594275,0.11213607095177958,1.0676644032683122,-0.19668135095594275
0.375,10,6,0.10157179987074372,0.98642466546762,-0.2076190113978983,0.10208586906821004,0.980863535672838,-0.20761901139789762
0.375,25,6,0.08695635992890871,0.8568939171582238,-0.22375556557175946,0.08717459520490922,0.8503135790752104,-0.22375556557175913
0.5,0,6,0.10107812952030004,1.0223804023311842,-0.18037889310130528,0.10444314752975359,1.0479723629840534,-0.18037889310130528
0.5,10,6,0.09178466414810682,0.9366385249884082,-0.18172581441986413,0.09511154269694311,0.9626136242810416,-0.18172581441986435
0.5,25,6,0.07798600940851874,0.8077031205821322,-0.1837441297663419,0.08125661696243958,0.8342596668886487,-0.18374412976634225
0.625,0,6,0.09238027853650532,0.9734326055766312,-0.17130889540024385,0.0956331016924834,0.9898914871854912,-0.17130889540024374
0.625,10,6,0.08282120374957636,0.8812594554472459,-0.18277889287616678,0.08562289100934328,0.895315460724755,-0.18277889287616667
0.625,25,6,0.06863327826594978,0.7426364416260817,-0.1996961011086945,0.07077259032462258,0.7530277230525289,-0.1996961011086944
0.75,0,6,0.08548165900336291,0.9508442161800971,-0.15708996450860557,0.0855452147125253,0.9489706153552803,-0.15708996450860557
0.75,10,6,0.07632301149165555,0.8571442419110358,-0.1636065941328798,0.07611596018496725,0.8528612651120548,-0.1636065941328807
0.75,25,6,0.0627241666291003,0.7162572779501063,-0.17329213071542704,0.06211976243374506,0.7083278341767814,-0.17329213071542737
0.875,0,6,0.07249112724743578,0.833081668180626,-0.18492823817635118,0.07671003826430556,0.8647395551955493,-0.18492823817635207
0.875,10,6,0.06339010142450374,0.736782787327305,-0.1951152130965793,0.06740439718015145,0.7682029595925214,-0.19511521309657842
0.875,25,6,0.04987718737182156,0.5920949753346463,-0.21618989093672292,0.0535905105355754,0.6231581765795656,-0.2161898909367227
1.0,0,1,0.059996237946978725,0.7284482263279793,-0.20349568944395213,0.0649274017536634,0.7644227720247759,-0.20349568944395258
1.0,10,1,0.051074398875337934,0.6286991144056556,-0.21789114887889938,0.055802348083681785,0.6655585909084499,-0.21789114887889982
1.0,25,1,0.03782611654692358,0.4788893993700832,-0.23901283520666583,0.04225505039737354,0.5170800804278749,-0.23901283520666505
