panel,ladder,rung,subtape,frac,n,stat,is_path,is_trunc,value
U56,N,8,F1_1,1,4445,K0504,True,True,-21.43027415284484
U56,N,10,F1_1,1,4445,CAGR,False,False,17.124118251739183
U56,N,10,F1_1,1,4445,VOL,False,False,15.259762062855453
U56,N,10,F1_1,1,4445,SHARPE,False,False,1.1125373434924573
U56,N,10,F1_1,1,4445,MAXDD,True,False,-20.771055519190902
U56,N,10,F1_1,1,4445,ULCER,True,False,5.333824853279237
U56,N,10,F1_1,1,4445,CALMAR,True,False,0.8244221501366543
U56,N,10,F1_1,1,4445,Q0500,True,True,-2.1870866120121306
U56,N,10,F1_1,1,4445,Q0750,True,True,-5.948735297903682
U56,N,10,F1_1,1,4445,Q0900,True,True,-9.409421963461638
U56,N,10,F1_1,1,4445,Q0950,True,True,-11.69338608168625
U56,N,10,F1_1,1,4445,Q0990,True,True,-15.245503961982154
U56,N,10,F1_1,1,4445,Q0999,True,True,-18.526647305506387
U56,N,10,F1_1,1,4445,K0021,True,True,-16.649912460641474
U56,N,10,F1_1,1,4445,K0063,True,True,-20.771055519190902
U56,N,10,F1_1,1,4445,K0126,True,True,-20.771055519190902
U56,N,10,F1_1,1,4445,K0252,True,True,-20.771055519190902
U56,N,10,F1_1,1,4445,K0504,True,True,-20.771055519190902
U56,N,12,F1_1,1,4445,CAGR,False,False,17.706098380475165
U56,N,12,F1_1,1,4445,VOL,False,False,14.897120800334257
U56,N,12,F1_1,1,4445,SHARPE,False,False,1.1692471153699835
U56,N,12,F1_1,1,4445,MAXDD,True,False,-20.16923219532984
U56,N,12,F1_1,1,4445,ULCER,True,False,4.7196831474382765
U56,N,12,F1_1,1,4445,CALMAR,True,False,0.877876669225663
U56,N,12,F1_1,1,4445,Q0500,True,True,-1.9470582023722083
U56,N,12,F1_1,1,4445,Q0750,True,True,-5.11422294794244
U56,N,12,F1_1,1,4445,Q0900,True,True,-8.522724496360375
U56,N,12,F1_1,1,4445,Q0950,True,True,-10.30806968674322
U56,N,12,F1_1,1,4445,Q0990,True,True,-13.973335069336192
U56,N,12,F1_1,1,4445,Q0999,True,True,-17.88959710186186
U56,N,12,F1_1,1,4445,K0021,True,True,-18.116935781253545
U56,N,12,F1_1,1,4445,K0063,True,True,-20.16923219532984
U56,N,12,F1_1,1,4445,K0126,True,True,-20.16923219532984
U56,N,12,F1_1,1,4445,K0252,True,True,-20.16923219532984
U56,N,12,F1_1,1,4445,K0504,True,True,-20.16923219532984
U56,N,15,F1_1,1,4445,CAGR,False,False,16.996803256031345
U56,N,15,F1_1,1,4445,VOL,False,False,14.405325728440745
U56,N,15,F1_1,1,4445,SHARPE,False,False,1.1621690585429851
U56,N,15,F1_1,1,4445,MAXDD,True,False,-20.97413892943369
U56,N,15,F1_1,1,4445,ULCER,True,False,4.724065381436931
U56,N,15,F1_1,1,4445,CALMAR,True,False,0.8103695371340933
U56,N,15,F1_1,1,4445,Q0500,True,True,-1.7882294356877424
U56,N,15,F1_1,1,4445,Q0750,True,True,-4.8948397205182
U56,N,15,F1_1,1,4445,Q0900,True,True,-8.51950300455308
U56,N,15,F1_1,1,4445,Q0950,True,True,-10.401525672660114
U56,N,15,F1_1,1,4445,Q0990,True,True,-14.18322425789888
U56,N,15,F1_1,1,4445,Q0999,True,True,-19.174538007548
U56,N,15,F1_1,1,4445,K0021,True,True,-19.307423686948567
U56,N,15,F1_1,1,4445,K0063,True,True,-20.97413892943369
U56,N,15,F1_1,1,4445,K0126,True,True,-20.97413892943369
U56,N,15,F1_1,1,4445,K0252,True,True,-20.97413892943369
U56,N,15,F1_1,1,4445,K0504,True,True,-20.97413892943369
U56,N,20,F1_1,1,4445,CAGR,False,False,15.579303262072287
U56,N,20,F1_1,1,4445,VOL,False,False,13.509092899586497
U56,N,20,F1_1,1,4445,SHARPE,False,False,1.1397424828870693
U56,N,20,F1_1,1,4445,MAXDD,True,False,-19.12756359122643
U56,N,20,F1_1,1,4445,ULCER,True,False,4.730590864502282
U56,N,20,F1_1,1,4445,CALMAR,True,False,0.8144949139898986
U56,N,20,F1_1,1,4445,Q0500,True,True,-1.6586720863411855
U56,N,20,F1_1,1,4445,Q0750,True,True,-4.997405389744277
U56,N,20,F1_1,1,4445,Q0900,True,True,-8.854223634546505
U56,N,20,F1_1,1,4445,Q0950,True,True,-10.470016904366531
U56,N,20,F1_1,1,4445,Q0990,True,True,-13.413576607851663
U56,N,20,F1_1,1,4445,Q0999,True,True,-18.42206711256536
U56,N,20,F1_1,1,4445,K0021,True,True,-19.12756359122643
U56,N,20,F1_1,1,4445,K0063,True,True,-19.12756359122643
U56,N,20,F1_1,1,4445,K0126,True,True,-19.12756359122643
U56,N,20,F1_1,1,4445,K0252,True,True,-19.12756359122643
U56,N,20,F1_1,1,4445,K0504,True,True,-19.12756359122643
U56,N,25,F1_1,1,4445,CAGR,False,False,14.891531634976385
U56,N,25,F1_1,1,4445,VOL,False,False,13.06114139734787
U56,N,25,F1_1,1,4445,SHARPE,False,False,1.128547974062571
U56,N,25,F1_1,1,4445,MAXDD,True,False,-21.158706611988386
U56,N,25,F1_1,1,4445,ULCER,True,False,4.735224126945523
U56,N,25,F1_1,1,4445,CALMAR,True,False,0.7038016031915173
U56,N,25,F1_1,1,4445,Q0500,True,True,-1.5723628100498437
U56,N,25,F1_1,1,4445,Q0750,True,True,-4.65267887104942
U56,N,25,F1_1,1,4445,Q0900,True,True,-9.03602142668403
U56,N,25,F1_1,1,4445,Q0950,True,True,-10.61115792459696
U56,N,25,F1_1,1,4445,Q0990,True,True,-14.24787515864245
U56,N,25,F1_1,1,4445,Q0999,True,True,-18.63973239980286
U56,N,25,F1_1,1,4445,K0021,True,True,-20.133815499186362
U56,N,25,F1_1,1,4445,K0063,True,True,-21.158706611988386
U56,N,25,F1_1,1,4445,K0126,True,True,-21.158706611988386
U56,N,25,F1_1,1,4445,K0252,True,True,-21.158706611988386
U56,N,25,F1_1,1,4445,K0504,True,True,-21.158706611988386
U56,N,30,F1_1,1,4445,CAGR,False,False,14.008526450705805
U56,N,30,F1_1,1,4445,VOL,False,False,12.64020297275824
U56,N,30,F1_1,1,4445,SHARPE,False,False,1.1007868976894735
U56,N,30,F1_1,1,4445,MAXDD,True,False,-22.068527693735604
U56,N,30,F1_1,1,4445,ULCER,True,False,4.367487895818818
U56,N,30,F1_1,1,4445,CALMAR,True,False,0.6347739480002683
U56,N,30,F1_1,1,4445,Q0500,True,True,-1.4489071930346722
U56,N,30,F1_1,1,4445,Q0750,True,True,-4.23146224485199
U56,N,30,F1_1,1,4445,Q0900,True,True,-7.965184268561362
U56,N,30,F1_1,1,4445,Q0950,True,True,-9.93176228332636
U56,N,30,F1_1,1,4445,Q0990,True,True,-13.298677800864134
U56,N,30,F1_1,1,4445,Q0999,True,True,-19.938303292064198
U56,N,30,F1_1,1,4445,K0021,True,True,-21.748884739606154
U56,N,30,F1_1,1,4445,K0063,True,True,-22.068527693735604
U56,N,30,F1_1,1,4445,K0126,True,True,-22.068527693735604
U56,N,30,F1_1,1,4445,K0252,True,True,-22.068527693735604
U56,N,30,F1_1,1,4445,K0504,True,True,-22.068527693735604
U56,N,40,F1_1,1,4445,CAGR,False,False,13.45896145530503
U56,N,40,F1_1,1,4445,VOL,False,False,11.830720762941535
U56,N,40,F1_1,1,4445,SHARPE,False,False,1.1268612970416136
U56,N,40,F1_1,1,4445,MAXDD,True,False,-22.98419863140657
U56,N,40,F1_1,1,4445,ULCER,True,False,4.215262540228007
U56,N,40,F1_1,1,4445,CALMAR,True,False,0.5855745362778992
U56,N,40,F1_1,1,4445,Q0500,True,True,-1.2023535441479614
U56,N,40,F1_1,1,4445,Q0750,True,True,-3.679536796679086
U56,N,40,F1_1,1,4445,Q0900,True,True,-7.418228654463811
U56,N,40,F1_1,1,4445,Q0950,True,True,-9.951562345617736
U56,N,40,F1_1,1,4445,Q0990,True,True,-14.521333629150785
U56,N,40,F1_1,1,4445,Q0999,True,True,-20.39263668307544
U56,N,40,F1_1,1,4445,K0021,True,True,-22.07962109181781
U56,N,40,F1_1,1,4445,K0063,True,True,-22.98419863140657
U56,N,40,F1_1,1,4445,K0126,True,True,-22.98419863140657
U56,N,40,F1_1,1,4445,K0252,True,True,-22.98419863140657
U56,N,40,F1_1,1,4445,K0504,True,True,-22.98419863140657
U56,N,5,F2_1,2,2222,CAGR,False,False,19.868865656906355
U56,N,5,F2_1,2,2222,VOL,False,False,16.24658869470454
U56,N,5,F2_1,2,2222,SHARPE,False,False,1.1972176004919377
U56,N,5,F2_1,2,2222,MAXDD,True,False,-24.238280544386473
U56,N,5,F2_1,2,2222,ULCER,True,False,5.880344155235788
U56,N,5,F2_1,2,2222,CALMAR,True,False,0.8197308229237381
U56,N,5,F2_1,2,2222,Q0500,True,True,-2.1264960442746035
U56,N,5,F2_1,2,2222,Q0750,True,True,-5.095262124726803
U56,N,5,F2_1,2,2222,Q0900,True,True,-10.324841796594969
U56,N,5,F2_1,2,2222,Q0950,True,True,-13.590978981485469
U56,N,5,F2_1,2,2222,Q0990,True,True,-20.922861106321367
U56,N,5,F2_1,2,2222,Q0999,True,True,-23.42715878296093
U56,N,5,F2_1,2,2222,K0021,True,True,-16.469201233751225
U56,N,5,F2_1,2,2222,K0063,True,True,-19.028144292798675
U56,N,5,F2_1,2,2222,K0126,True,True,-24.238280544386473
U56,N,5,F2_1,2,2222,K0252,True,True,-24.238280544386473
U56,N,5,F2_1,2,2222,K0504,True,True,-24.238280544386473
U56,N,8,F2_1,2,2222,CAGR,False,False,16.777659279331104
U56,N,8,F2_1,2,2222,VOL,False,False,14.421769378074655
U56,N,8,F2_1,2,2222,SHARPE,False,False,1.1480278471437877
U56,N,8,F2_1,2,2222,MAXDD,True,False,-20.214976136943637
U56,N,8,F2_1,2,2222,ULCER,True,False,5.118455132825772
U56,N,8,F2_1,2,2222,CALMAR,True,False,0.8299618641977663
U56,N,8,F2_1,2,2222,Q0500,True,True,-1.6841962293568693
U56,N,8,F2_1,2,2222,Q0750,True,True,-3.945533457684465
U56,N,8,F2_1,2,2222,Q0900,True,True,-9.678889880273402
U56,N,8,F2_1,2,2222,Q0950,True,True,-12.056753192052106
U56,N,8,F2_1,2,2222,Q0990,True,True,-16.690250776858083
U56,N,8,F2_1,2,2222,Q0999,True,True,-19.115247759615155
U56,N,8,F2_1,2,2222,K0021,True,True,-15.87010024637426
U56,N,8,F2_1,2,2222,K0063,True,True,-16.756963016622215
U56,N,8,F2_1,2,2222,K0126,True,True,-20.214976136943637
U56,N,8,F2_1,2,2222,K0252,True,True,-20.214976136943637
U56,N,8,F2_1,2,2222,K0504,True,True,-20.214976136943637
U56,N,10,F2_1,2,2222,CAGR,False,False,17.940496396528125
U56,N,10,F2_1,2,2222,VOL,False,False,14.021055544804717
U56,N,10,F2_1,2,2222,SHARPE,False,False,1.2474793589191107
U56,N,10,F2_1,2,2222,MAXDD,True,False,-18.868682738358977
U56,N,10,F2_1,2,2222,ULCER,True,False,4.9104459590434075
U56,N,10,F2_1,2,2222,CALMAR,True,False,0.9508081006659834
U56,N,10,F2_1,2,2222,Q0500,True,True,-1.7203606749205154
U56,N,10,F2_1,2,2222,Q0750,True,True,-4.035486206674454
U56,N,10,F2_1,2,2222,Q0900,True,True,-9.20267318526711
U56,N,10,F2_1,2,2222,Q0950,True,True,-11.565167530904036
U56,N,10,F2_1,2,2222,Q0990,True,True,-16.1112704954886
U56,N,10,F2_1,2,2222,Q0999,True,True,-18.27036949864631
U56,N,10,F2_1,2,2222,K0021,True,True,-13.049179054738994
U56,N,10,F2_1,2,2222,K0063,True,True,-16.09447863357893
U56,N,10,F2_1,2,2222,K0126,True,True,-18.745021171736393
U56,N,10,F2_1,2,2222,K0252,True,True,-18.868682738358977
U56,N,10,F2_1,2,2222,K0504,True,True,-18.868682738358977
U56,N,12,F2_1,2,2222,CAGR,False,False,17.74550103140622
U56,N,12,F2_1,2,2222,VOL,False,False,13.532694550074398
U56,N,12,F2_1,2,2222,SHARPE,False,False,1.2752671969463023
U56,N,12,F2_1,2,2222,MAXDD,True,False,-16.10485857849166
U56,N,12,F2_1,2,2222,ULCER,True,False,4.190370485877494
U56,N,12,F2_1,2,2222,CALMAR,True,False,1.1018725153604063
U56,N,12,F2_1,2,2222,Q0500,True,True,-1.506625067800096
U56,N,12,F2_1,2,2222,Q0750,True,True,-3.5221361232264834
U56,N,12,F2_1,2,2222,Q0900,True,True,-7.925783875803491
U56,N,12,F2_1,2,2222,Q0950,True,True,-10.017330961238867
U56,N,12,F2_1,2,2222,Q0990,True,True,-12.289339370984857
U56,N,12,F2_1,2,2222,Q0999,True,True,-15.449970232835552
U56,N,12,F2_1,2,2222,K0021,True,True,-12.111989734749066
U56,N,12,F2_1,2,2222,K0063,True,True,-16.10485857849166
U56,N,12,F2_1,2,2222,K0126,True,True,-16.10485857849166
U56,N,12,F2_1,2,2222,K0252,True,True,-16.10485857849166
U56,N,12,F2_1,2,2222,K0504,True,True,-16.10485857849166
U56,N,15,F2_1,2,2222,CAGR,False,False,16.159629484126036
U56,N,15,F2_1,2,2222,VOL,False,False,12.612956204345476
U56,N,15,F2_1,2,2222,SHARPE,False,False,1.251134135398056
U56,N,15,F2_1,2,2222,MAXDD,True,False,-14.478227463683707
U56,N,15,F2_1,2,2222,ULCER,True,False,4.067439883396952
U56,N,15,F2_1,2,2222,CALMAR,True,False,1.1161331402383237
U56,N,15,F2_1,2,2222,Q0500,True,True,-1.53064577026139
U56,N,15,F2_1,2,2222,Q0750,True,True,-3.8358715514331814
U56,N,15,F2_1,2,2222,Q0900,True,True,-7.828321217452985
U56,N,15,F2_1,2,2222,Q0950,True,True,-9.396545316334375
U56,N,15,F2_1,2,2222,Q0990,True,True,-12.058836447293233
U56,N,15,F2_1,2,2222,Q0999,True,True,-13.733177774977706
U56,N,15,F2_1,2,2222,K0021,True,True,-11.797675123814075
U56,N,15,F2_1,2,2222,K0063,True,True,-13.529042912405256
U56,N,15,F2_1,2,2222,K0126,True,True,-14.478227463683707
U56,N,15,F2_1,2,2222,K0252,True,True,-14.478227463683707
U56,N,15,F2_1,2,2222,K0504,True,True,-14.478227463683707
U56,N,20,F2_1,2,2222,CAGR,False,False,14.851423797350716
U56,N,20,F2_1,2,2222,VOL,False,False,12.117021216454146
U56,N,20,F2_1,2,2222,SHARPE,False,False,1.2037435151987168
U56,N,20,F2_1,2,2222,MAXDD,True,False,-13.952247957155734
U56,N,20,F2_1,2,2222,ULCER,True,False,3.854105758811271
U56,N,20,F2_1,2,2222,CALMAR,True,False,1.0644466642906687
U56,N,20,F2_1,2,2222,Q0500,True,True,-1.3317969353554833
U56,N,20,F2_1,2,2222,Q0750,True,True,-3.4603272644335816
U56,N,20,F2_1,2,2222,Q0900,True,True,-7.238714494271034
U56,N,20,F2_1,2,2222,Q0950,True,True,-9.305344762621168
U56,N,20,F2_1,2,2222,Q0990,True,True,-11.911688320165368
U56,N,20,F2_1,2,2222,Q0999,True,True,-13.297010030356116
U56,N,20,F2_1,2,2222,K0021,True,True,-11.76503452605409
U56,N,20,F2_1,2,2222,K0063,True,True,-13.32181916214816
U56,N,20,F2_1,2,2222,K0126,True,True,-13.952247957155734
U56,N,20,F2_1,2,2222,K0252,True,True,-13.952247957155734
U56,N,20,F2_1,2,2222,K0504,True,True,-13.952247957155734
U56,N,25,F2_1,2,2222,CAGR,False,False,14.11001869981754
U56,N,25,F2_1,2,2222,VOL,False,False,11.536054699448435
U56,N,25,F2_1,2,2222,SHARPE,False,False,1.2022295611971658
U56,N,25,F2_1,2,2222,MAXDD,True,False,-14.867686216977727
U56,N,25,F2_1,2,2222,ULCER,True,False,3.749321737687234
U56,N,25,F2_1,2,2222,CALMAR,True,False,0.9490393120958531
U56,N,25,F2_1,2,2222,Q0500,True,True,-1.2655883221992585
U56,N,25,F2_1,2,2222,Q0750,True,True,-3.2644834744092606
U56,N,25,F2_1,2,2222,Q0900,True,True,-6.936560941060442
U56,N,25,F2_1,2,2222,Q0950,True,True,-9.03913487452554
U56,N,25,F2_1,2,2222,Q0990,True,True,-11.955373078054512
U56,N,25,F2_1,2,2222,Q0999,True,True,-13.795159135676013
U56,N,25,F2_1,2,2222,K0021,True,True,-11.73936587843234
U56,N,25,F2_1,2,2222,K0063,True,True,-13.845940901874322
U56,N,25,F2_1,2,2222,K0126,True,True,-14.867686216977727
U56,N,25,F2_1,2,2222,K0252,True,True,-14.867686216977727
U56,N,25,F2_1,2,2222,K0504,True,True,-14.867686216977727
U56,N,30,F2_1,2,2222,CAGR,False,False,13.013538804409542
U56,N,30,F2_1,2,2222,VOL,False,False,11.083291753065557
U56,N,30,F2_1,2,2222,SHARPE,False,False,1.1595566179782364
U56,N,30,F2_1,2,2222,MAXDD,True,False,-15.324854852577078
U56,N,30,F2_1,2,2222,ULCER,True,False,3.7056759131816595
U56,N,30,F2_1,2,2222,CALMAR,True,False,0.8491786010110981
U56,N,30,F2_1,2,2222,Q0500,True,True,-1.2667749641712063
U56,N,30,F2_1,2,2222,Q0750,True,True,-3.412829604683144
U56,N,30,F2_1,2,2222,Q0900,True,True,-6.710143869234359
U56,N,30,F2_1,2,2222,Q0950,True,True,-8.743002156982813
U56,N,30,F2_1,2,2222,Q0990,True,True,-11.612826101582465
U56,N,30,F2_1,2,2222,Q0999,True,True,-13.900572626914375
U56,N,30,F2_1,2,2222,K0021,True,True,-11.720119616918145
U56,N,30,F2_1,2,2222,K0063,True,True,-13.622702379818827
U56,N,30,F2_1,2,2222,K0126,True,True,-15.324854852577078
U56,N,30,F2_1,2,2222,K0252,True,True,-15.324854852577078
U56,N,30,F2_1,2,2222,K0504,True,True,-15.324854852577078
U56,N,40,F2_1,2,2222,CAGR,False,False,13.50508684269407
U56,N,40,F2_1,2,2222,VOL,False,False,10.389416299089472
U56,N,40,F2_1,2,2222,SHARPE,False,False,1.271594548623603
U56,N,40,F2_1,2,2222,MAXDD,True,False,-12.581409077906578
U56,N,40,F2_1,2,2222,ULCER,True,False,2.9930718677342782
U56,N,40,F2_1,2,2222,CALMAR,True,False,1.0734160823376695
U56,N,40,F2_1,2,2222,Q0500,True,True,-0.9709313922414232
U56,N,40,F2_1,2,2222,Q0750,True,True,-2.6467521709349477
U56,N,40,F2_1,2,2222,Q0900,True,True,-5.750907834934438
U56,N,40,F2_1,2,2222,Q0950,True,True,-7.096102022394042
U56,N,40,F2_1,2,2222,Q0990,True,True,-9.46814321895353
U56,N,40,F2_1,2,2222,Q0999,True,True,-11.19761508205551
U56,N,40,F2_1,2,2222,K0021,True,True,-10.105794654479078
U56,N,40,F2_1,2,2222,K0063,True,True,-11.50217703081921
U56,N,40,F2_1,2,2222,K0126,True,True,-12.581409077906578
U56,N,40,F2_1,2,2222,K0252,True,True,-12.581409077906578
U56,N,40,F2_1,2,2222,K0504,True,True,-12.581409077906578
U56,N,5,F2_2,2,2223,CAGR,False,False,15.82210381950695
U56,N,5,F2_2,2,2223,VOL,False,False,20.239957737421545
U56,N,5,F2_2,2,2223,SHARPE,False,False,0.8268978810173324
U56,N,5,F2_2,2,2223,MAXDD,True,False,-25.853595033656962
U56,N,5,F2_2,2,2223,ULCER,True,False,8.054697321493446
U56,N,5,F2_2,2,2223,CALMAR,True,False,0.6119885377220953
U56,N,5,F2_2,2,2223,Q0500,True,True,-5.762862019858687
U56,N,5,F2_2,2,2223,Q0750,True,True,-8.655452165568997
U56,N,5,F2_2,2,2223,Q0900,True,True,-13.48839946247447
U56,N,5,F2_2,2,2223,Q0950,True,True,-17.227354982650105
U56,N,5,F2_2,2,2223,Q0990,True,True,-19.70002816164058
U56,N,5,F2_2,2,2223,Q0999,True,True,-24.035315706447626
U56,N,5,F2_2,2,2223,K0021,True,True,-17.86121197113653
U56,N,5,F2_2,2,2223,K0063,True,True,-25.853595033656962
U56,N,5,F2_2,2,2223,K0126,True,True,-25.853595033656962
U56,N,5,F2_2,2,2223,K0252,True,True,-25.853595033656962
U56,N,5,F2_2,2,2223,K0504,True,True,-25.853595033656962
U56,N,8,F2_2,2,2223,CAGR,False,False,16.893068814014157
U56,N,8,F2_2,2,2223,VOL,False,False,17.38751741273254
U56,N,8,F2_2,2,2223,SHARPE,False,False,0.9848452051276803
U56,N,8,F2_2,2,2223,MAXDD,True,False,-21.430274152844845
U56,N,8,F2_2,2,2223,ULCER,True,False,5.6294415716468515
U56,N,8,F2_2,2,2223,CALMAR,True,False,0.7882805741788245
U56,N,8,F2_2,2,2223,Q0500,True,True,-3.480286995531233
U56,N,8,F2_2,2,2223,Q0750,True,True,-6.451263836965465
U56,N,8,F2_2,2,2223,Q0900,True,True,-9.54038064611111
U56,N,8,F2_2,2,2223,Q0950,True,True,-11.247356645782169
U56,N,8,F2_2,2,2223,Q0990,True,True,-15.285247003067273
U56,N,8,F2_2,2,2223,Q0999,True,True,-20.5478525558704
U56,N,8,F2_2,2,2223,K0021,True,True,-14.601146269332373
U56,N,8,F2_2,2,2223,K0063,True,True,-21.430274152844845
U56,N,8,F2_2,2,2223,K0126,True,True,-21.430274152844845
U56,N,8,F2_2,2,2223,K0252,True,True,-21.430274152844845
U56,N,8,F2_2,2,2223,K0504,True,True,-21.430274152844845
U56,N,10,F2_2,2,2223,CAGR,False,False,16.313754470167495
U56,N,10,F2_2,2,2223,VOL,False,False,16.407835216702562
U56,N,10,F2_2,2,2223,SHARPE,False,False,1.0033842904761878
U56,N,10,F2_2,2,2223,MAXDD,True,False,-20.771055519190824
U56,N,10,F2_2,2,2223,ULCER,True,False,5.725720712331975
U56,N,10,F2_2,2,2223,CALMAR,True,False,0.7854080624402967
U56,N,10,F2_2,2,2223,Q0500,True,True,-2.9956259979357993
U56,N,10,F2_2,2,2223,Q0750,True,True,-7.1302841485792605
U56,N,10,F2_2,2,2223,Q0900,True,True,-9.62424499935401
U56,N,10,F2_2,2,2223,Q0950,True,True,-11.762136172401789
U56,N,10,F2_2,2,2223,Q0990,True,True,-14.57017070230717
U56,N,10,F2_2,2,2223,Q0999,True,True,-19.179348681484466
U56,N,10,F2_2,2,2223,K0021,True,True,-16.64991246064146
U56,N,10,F2_2,2,2223,K0063,True,True,-20.771055519190824
U56,N,10,F2_2,2,2223,K0126,True,True,-20.771055519190824
U56,N,10,F2_2,2,2223,K0252,True,True,-20.771055519190824
U56,N,10,F2_2,2,2223,K0504,True,True,-20.771055519190824
U56,N,12,F2_2,2,2223,CAGR,False,False,17.666726631440355
U56,N,12,F2_2,2,2223,VOL,False,False,16.149204570641626
U56,N,12,F2_2,2,2223,SHARPE,False,False,1.0885339443358648
U56,N,12,F2_2,2,2223,MAXDD,True,False,-20.16923219532985
U56,N,12,F2_2,2,2223,ULCER,True,False,5.195058440308239
U56,N,12,F2_2,2,2223,CALMAR,True,False,0.8759245994267969
U56,N,12,F2_2,2,2223,Q0500,True,True,-2.6318897396937766
U56,N,12,F2_2,2,2223,Q0750,True,True,-5.941156499560996
U56,N,12,F2_2,2,2223,Q0900,True,True,-8.867118389477437
U56,N,12,F2_2,2,2223,Q0950,True,True,-10.615149502312155
U56,N,12,F2_2,2,2223,Q0990,True,True,-14.919480656167627
U56,N,12,F2_2,2,2223,Q0999,True,True,-19.029600792381345
U56,N,12,F2_2,2,2223,K0021,True,True,-18.11693578125357
U56,N,12,F2_2,2,2223,K0063,True,True,-20.16923219532985
U56,N,12,F2_2,2,2223,K0126,True,True,-20.16923219532985
U56,N,12,F2_2,2,2223,K0252,True,True,-20.16923219532985
U56,N,12,F2_2,2,2223,K0504,True,True,-20.16923219532985
U56,N,15,F2_2,2,2223,CAGR,False,False,17.839629947378334
U56,N,15,F2_2,2,2223,VOL,False,False,16.00013824658507
U56,N,15,F2_2,2,2223,SHARPE,False,False,1.1063601505746037
U56,N,15,F2_2,2,2223,MAXDD,True,False,-20.974138929433625
U56,N,15,F2_2,2,2223,ULCER,True,False,5.299658674935201
U56,N,15,F2_2,2,2223,CALMAR,True,False,0.8505536273693437
U56,N,15,F2_2,2,2223,Q0500,True,True,-2.193708297504563
U56,N,15,F2_2,2,2223,Q0750,True,True,-5.846643905234157
U56,N,15,F2_2,2,2223,Q0900,True,True,-9.082314050040438
U56,N,15,F2_2,2,2223,Q0950,True,True,-11.452372420027636
U56,N,15,F2_2,2,2223,Q0990,True,True,-15.93666053832041
U56,N,15,F2_2,2,2223,Q0999,True,True,-19.387333586438306
U56,N,15,F2_2,2,2223,K0021,True,True,-19.307423686948574
U56,N,15,F2_2,2,2223,K0063,True,True,-20.974138929433625
U56,N,15,F2_2,2,2223,K0126,True,True,-20.974138929433625
U56,N,15,F2_2,2,2223,K0252,True,True,-20.974138929433625
U56,N,15,F2_2,2,2223,K0504,True,True,-20.974138929433625
U56,N,20,F2_2,2,2223,CAGR,False,False,16.31146516944737
U56,N,20,F2_2,2,2223,VOL,False,False,14.772604213199042
U56,N,20,F2_2,2,2223,SHARPE,False,False,1.097140582066611
U56,N,20,F2_2,2,2223,MAXDD,True,False,-19.12756359122645
U56,N,20,F2_2,2,2223,ULCER,True,False,5.46804022276418
U56,N,20,F2_2,2,2223,CALMAR,True,False,0.852772758624063
U56,N,20,F2_2,2,2223,Q0500,True,True,-2.3741944755145052
U56,N,20,F2_2,2,2223,Q0750,True,True,-6.3906697802624395
U56,N,20,F2_2,2,2223,Q0900,True,True,-9.63132076235986
U56,N,20,F2_2,2,2223,Q0950,True,True,-11.364833464752113
