panel,m,n,cost,constr,tilt,overlap,share,dSharpe,dCAGR,dMaxDD,t_biv,slope_biv,absdS,absdC
broad,0.05,5,10.0,lit,INV,0.11577709479827075,0.054230533339573235,-0.24522920249877012,-0.10235002145142102,0.02169184731134477,3.191392527505591,0.0029448223007120427,0.24522920249877012,0.10235002145142102
broad,0.05,5,10.0,lit,POS,0.4247435251039666,0.054230533339573235,0.17229646333983173,0.05825900095336767,-0.06347504413262428,3.191392527505591,0.0029448223007120427,0.17229646333983173,0.05825900095336767
broad,0.05,5,10.0,norm,INV,0.11577709479827075,0.054230533339573235,-0.24285270268026626,-0.10269043077373463,0.02797580160275903,3.191392527505591,0.0029448223007120427,0.24285270268026626,0.10269043077373463
broad,0.05,5,10.0,norm,POS,0.4247435251039666,0.054230533339573235,0.175632047023068,0.057888140362239104,-0.05719108984120691,3.191392527505591,0.0029448223007120427,0.175632047023068,0.057888140362239104
broad,0.05,5,25.0,lit,INV,0.11577709479827075,0.054230533339573235,-0.4977849210983082,-0.11159373629527414,-0.025215526178755998,3.191392527505591,0.0029448223007120427,0.4977849210983082,0.11159373629527414
broad,0.05,5,25.0,lit,POS,0.4247435251039666,0.054230533339573235,0.162190770278554,0.05049694574774577,-0.08059829309961064,3.191392527505591,0.0029448223007120427,0.162190770278554,0.05049694574774577
broad,0.1,9,10.0,lit,INV,0.2191727780970191,0.09766274455711854,-0.22538528993524642,-0.07995119639029036,0.024602065922842198,3.191392527505591,0.0029448223007120427,0.22538528993524642,0.07995119639029036
broad,0.1,9,10.0,lit,POS,0.49405295565930574,0.09766274455711854,0.12666111310739725,0.04251831006613305,-0.011045232591220033,3.191392527505591,0.0029448223007120427,0.12666111310739725,0.04251831006613305
broad,0.1,9,10.0,norm,INV,0.2191727780970191,0.09766274455711854,-0.22273766864314848,-0.0795188947810952,0.024602065922841865,3.191392527505591,0.0029448223007120427,0.22273766864314848,0.0795188947810952
broad,0.1,9,10.0,norm,POS,0.49405295565930574,0.09766274455711854,0.1321694084345234,0.04288654937087344,-0.011045232591220144,3.191392527505591,0.0029448223007120427,0.1321694084345234,0.04288654937087344
broad,0.1,9,25.0,lit,INV,0.2191727780970191,0.09766274455711854,-0.4325629927709633,-0.08893700371870095,-0.011063523745961867,3.191392527505591,0.0029448223007120427,0.4325629927709633,0.08893700371870095
broad,0.1,9,25.0,lit,POS,0.49405295565930574,0.09766274455711854,0.12359155339409889,0.03749430096765982,-0.016067275895762845,3.191392527505591,0.0029448223007120427,0.12359155339409889,0.03749430096765982
broad,0.2,18,10.0,lit,INV,0.3943175788667702,0.19433531450359495,-0.12418802853850286,-0.04938668422215242,0.035813547414048075,3.191392527505591,0.0029448223007120427,0.12418802853850286,0.04938668422215242
broad,0.2,18,10.0,lit,POS,0.6027529102254409,0.19433531450359495,0.08370623700268298,0.027488500728759968,-0.01050341069515337,3.191392527505591,0.0029448223007120427,0.08370623700268298,0.027488500728759968
broad,0.2,18,10.0,norm,INV,0.3943175788667702,0.19433531450359495,-0.1312884068900061,-0.04998610249465196,0.029378810226846186,3.191392527505591,0.0029448223007120427,0.1312884068900061,0.04998610249465196
broad,0.2,18,10.0,norm,POS,0.6027529102254409,0.19433531450359495,0.0831963510197703,0.026810224060428434,-0.010503410695153148,3.191392527505591,0.0029448223007120427,0.0831963510197703,0.026810224060428434
broad,0.2,18,25.0,lit,INV,0.3943175788667702,0.19433531450359495,-0.2435030310803048,-0.05533728410807859,0.03537424907029596,3.191392527505591,0.0029448223007120427,0.2435030310803048,0.05533728410807859
broad,0.2,18,25.0,lit,POS,0.6027529102254409,0.19433531450359495,0.0796628621706087,0.023880801849397004,-0.018771675569422497,3.191392527505591,0.0029448223007120427,0.0796628621706087,0.023880801849397004
broad,0.35,32,10.0,lit,INV,0.5803444151675222,0.342309767013392,-0.05068850280837889,-0.025278716105195054,0.014108813119893981,3.191392527505591,0.0029448223007120427,0.05068850280837889,0.025278716105195054
broad,0.35,32,10.0,lit,POS,0.7079791361875957,0.342309767013392,0.035722836094611354,0.013934465491267423,0.002051251885631933,3.191392527505591,0.0029448223007120427,0.035722836094611354,0.013934465491267423
broad,0.35,32,10.0,norm,INV,0.5803444151675222,0.342309767013392,-0.05127840199297107,-0.02491791927914333,0.012291758927222785,3.191392527505591,0.0029448223007120427,0.05127840199297107,0.02491791927914333
broad,0.35,32,10.0,norm,POS,0.7079791361875957,0.342309767013392,0.04163741384845587,0.014282345599097024,0.002051251885631933,3.191392527505591,0.0029448223007120427,0.04163741384845587,0.014282345599097024
broad,0.35,32,25.0,lit,INV,0.5803444151675222,0.342309767013392,-0.11101285795609928,-0.028551516457520076,0.013760692952984765,3.191392527505591,0.0029448223007120427,0.11101285795609928,0.028551516457520076
broad,0.35,32,25.0,lit,POS,0.7079791361875957,0.342309767013392,0.03319083316942084,0.011944277764765143,0.0022042239625483795,3.191392527505591,0.0029448223007120427,0.03319083316942084,0.011944277764765143
broad,0.53,48,10.0,lit,INV,0.7188998980408731,0.5044644066711167,-0.08205808797709835,-0.02060461142967074,0.00562174826747619,3.191392527505591,0.0029448223007120427,0.08205808797709835,0.02060461142967074
