panel,cost,chooser,pub_1023_chooser,pub_1023_random_mean,verdict_1023_mean,this_run_score,percentile,verdict_50th,flip
U56,0.0,IS_SHARPE,1.211524,1.305739,False,1.2115244194360681,0.0,False,False
U56,0.0,IS_LEGS,1.195362,1.305739,False,1.1953623901641497,0.0,False,False
U56,0.0,IS_CAGR,1.349433,1.305739,True,1.3494331509319404,0.947,True,False
U56,10.0,IS_SHARPE,1.155696,1.243317,False,1.1556956251247201,0.0,False,False
U56,10.0,IS_LEGS,1.155696,1.243317,False,1.1556956251247201,0.0,False,False
U56,10.0,IS_CAGR,1.261757,1.243317,True,1.261756730745027,0.8005,True,False
U56,25.0,IS_SHARPE,1.120364,1.147918,False,1.1203644643999953,0.0595,False,False
U56,25.0,IS_LEGS,1.11614,1.147918,False,1.1161397656498537,0.0415,False,False
U56,25.0,IS_CAGR,1.139356,1.147918,False,1.1393563791224368,0.3165,False,False
B136,0.0,IS_SHARPE,1.121657,1.155352,False,1.1216572085863084,0.0505,False,False
B136,0.0,IS_LEGS,1.065754,1.155352,False,1.0657538959473802,0.0,False,False
B136,0.0,IS_CAGR,1.20014,1.155352,True,1.2001396546093501,0.99,True,False
B136,10.0,IS_SHARPE,1.048081,1.089402,False,1.0480812684664886,0.0025,False,False
B136,10.0,IS_LEGS,1.048081,1.089402,False,1.0480812684664886,0.0025,False,False
B136,10.0,IS_CAGR,1.117967,1.089402,True,1.1179667931074377,0.9785,True,False
B136,25.0,IS_SHARPE,1.021559,0.987919,True,1.0215590001525217,0.996,True,False
B136,25.0,IS_LEGS,1.021559,0.987919,True,1.0215590001525217,0.996,True,False
B136,25.0,IS_CAGR,0.994358,0.987919,True,0.994357500683381,0.6785,True,False
