panel,anchor,ladder,rung,selector,knob,setting,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,A_H1,A_H2,A_DD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,pass4a,pass4b_full,pass4b_oos,pass4b_both
U56,A,H,63,RUNG_BOOK,-,-,0.14963211468865367,1.102413940449567,-0.2569212407170116,1.198740300236842,1.0423232998279683,0.13381165775054682,1.1094530373443943,-0.1280546084388534,0.16281041630091497,1.1063196716688195,-0.2569212407170116,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,H,126,RUNG_BOOK,-,-,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,0.1391140719342452,1.1118991984993762,-0.13952247957155728,0.17042230856703666,1.1687759914997473,-0.19127563591226404,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,H,252,RUNG_BOOK,-,-,0.15912649336850393,1.1666934896483823,-0.21843527860630385,1.224335820741266,1.1295976327022477,0.14177127967108416,1.1315014434422046,-0.16074254477689398,0.17359942687788488,1.1963686168554355,-0.21843527860630374,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,GROSS,0.3,RUNG_BOOK,-,-,0.06191553867891364,1.140499404891281,-0.07990333123577376,1.2032872488449897,1.0987852799176288,0.05531819186025255,1.110504743102845,-0.056833405210360066,0.06737302975501991,1.1666332574796348,-0.07990333123577409,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.35,RUNG_BOOK,-,-,0.07232237467147096,1.1407391224204493,-0.09276262093657028,1.2035090204791121,1.0990574125945578,0.06459301768157433,1.110700392838095,-0.06617688958777745,0.07872213329434019,1.1669089491979086,-0.0927626209365704,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.4,RUNG_BOOK,-,-,0.08275012704023954,1.1409696800637492,-0.10549267883333235,1.203721242385475,1.09932114625837,0.07388012108281994,1.1108864159844791,-0.07548243690992151,0.09010095944296825,1.1671759199580676,-0.1054926788333328,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.45,RUNG_BOOK,-,-,0.09319721630336009,1.14119149930187,-0.11809416190976652,1.2039243711634802,1.09957689193056,0.08317819551996641,1.1110635090676264,-0.08474957582170428,0.10150769692397188,1.167434401699982,-0.11809416190976596,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,A,GROSS,0.5,RUNG_BOOK,-,-,0.10366196624046786,1.141404107317017,-0.13056766654322272,1.2041180197528214,1.0998241081913693,0.09248589822281739,1.1112318120237656,-0.09397774313075768,0.11294038580743138,1.1676834827945959,-0.13056766654322316,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False
U56,A,GROSS,0.55,RUNG_BOOK,-,-,0.11414256030795089,1.1416061547391323,-0.14291446302138822,1.2043013124732846,1.100061076780698,0.10180173680267068,1.1113902002835951,-0.10316658467755369,0.12439693213249892,1.1679216583287788,-0.14291446302138833,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.6,RUNG_BOOK,-,-,0.1246372224725778,1.1417973775477448,-0.15513469778683775,1.2044716741880046,1.1002894095533342,0.11112394331250974,1.111535491016049,-0.11231599631903588,0.13587554680541536,1.168150738109901,-0.15513469778683753,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.65,RUNG_BOOK,-,-,0.13514414386957507,1.1419776938176072,-0.16728468172913113,1.2046299842590529,1.100508229505502,0.12045112225841059,1.111668945458463,-0.1214254415441236,0.14737406699094113,1.1683696804611672,-0.1672846817291309,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.7,RUNG_BOOK,-,-,0.14566148177022775,1.1421469314168915,-0.17933720685026788,1.204776158217033,1.100717300014131,0.12978173806498394,1.111790487443267,-0.13049427617982912,0.15889038376636266,1.168578246428646,-0.179337206850268,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,GROSS,0.75,RUNG_BOOK,-,-,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,0.1391140719342452,1.1118991984993762,-0.13952247957155728,0.17042230856703666,1.1687759914997473,-0.19127563591226404,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,CADENCE,D,RUNG_BOOK,-,-,0.15448165249381085,1.0996085361182695,-0.231308678792147,1.2043656497157642,1.035610711756636,0.13291311515938564,1.075630471064446,-0.13089792113247656,0.17253010026723592,1.1251231734682374,-0.2313086787921469,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,CADENCE,W,RUNG_BOOK,-,-,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,0.1391140719342452,1.1118991984993762,-0.13952247957155728,0.17042230856703666,1.1687759914997473,-0.19127563591226404,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,A,CADENCE,M,RUNG_BOOK,-,-,0.14706139918308914,1.0830344098738454,-0.2307735555021282,1.2252592845234385,0.9918964750815695,0.13180119912450938,1.1040548049212584,-0.13834828308111535,0.15976764176456326,1.079270299245277,-0.2307735555021283,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,A,CADENCE,Q,RUNG_BOOK,-,-,0.1541986326012712,1.1404931295532583,-0.19944641914072458,1.2220388249070273,1.09363930235868,0.13143137432336238,1.102317318155216,-0.17336905694641735,0.1732686275411892,1.1753945338448217,-0.19944641914072436,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,N,5,RUNG_BOOK,-,-,0.10853652106636402,0.8328447960563271,-0.20393816867154346,1.0592749703442843,0.6617623996026284,0.12553461068549066,1.0438213062125086,-0.16537566525282865,0.09474748661212762,0.6953496830102462,-0.20393816867154335,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
U56,B,N,8,RUNG_BOOK,-,-,0.1157274659332852,0.9721174486737855,-0.20637441572792936,1.1316213793683283,0.8526005828435078,0.11515290832373792,1.0561960916263677,-0.1285032738426637,0.11620028499774926,0.919050511220487,-0.20637441572792892,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,N,10,RUNG_BOOK,-,-,0.11668253314590182,1.0101231623201152,-0.20827784589054565,1.2126736591524163,0.8575454245919166,0.11775382065772977,1.1172834658215345,-0.1364765826391775,0.11580212491597175,0.9422886679378336,-0.20827784589054532,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,N,12,RUNG_BOOK,-,-,0.11401910300108486,1.048613015349016,-0.1926002722543556,1.1999796037402561,0.9372944366864131,0.10830369072189994,1.0954905904025831,-0.10767238625844755,0.1187423494236457,1.022059614468223,-0.1926002722543556,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,N,15,RUNG_BOOK,-,-,0.11236205418643341,1.0857416830460822,-0.19465639844871285,1.2070945871670302,1.001679825223831,0.10105847959418557,1.0874674372438253,-0.11025418743430004,0.12174663622408843,1.0916921093775014,-0.19465639844871274,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,N,20,RUNG_BOOK,-,-,0.11068969335388656,1.138687741053797,-0.1800572559872674,1.2041915227346824,1.101574078847554,0.09375158590181654,1.0862313368963246,-0.09711856516352879,0.12481841629594381,1.1826585866047303,-0.18005725598726774,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,N,25,RUNG_BOOK,-,-,0.10191131328747205,1.0967856715871378,-0.18600190651918447,1.1901845481826168,1.033510992095694,0.09002655548369254,1.0715852419538752,-0.09905273315307317,0.11178408011228669,1.1204659117585931,-0.1860019065191848,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False
U56,B,N,30,RUNG_BOOK,-,-,0.09418943163377236,1.0437321310783605,-0.19283674190924793,1.1574910417303974,0.9613475241302959,0.08802709782827778,1.0622362946499309,-0.09978841223970658,0.09928435606804298,1.0352261230196413,-0.19283674190924727,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False
U56,B,N,40,RUNG_BOOK,-,-,0.0914188098597628,1.0917388100409162,-0.17462642779191362,1.2065310174369215,1.0083185539930732,0.08561701803439803,1.1075028005799055,-0.08400129838386627,0.09621425495498026,1.0846639544769776,-0.1746264277919135,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False
U56,B,H,21,RUNG_BOOK,-,-,0.11828697970820445,1.0857086429651355,-0.20956720983531207,1.162204953910659,1.035655838325759,0.1095250104242127,1.1147881363792451,-0.10755269968958825,0.12554589899095303,1.0726350464408358,-0.20956720983531207,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,H,63,RUNG_BOOK,-,-,0.11401910300108486,1.048613015349016,-0.1926002722543556,1.1999796037402561,0.9372944366864131,0.10830369072189994,1.0954905904025831,-0.10767238625844755,0.1187423494236457,1.022059614468223,-0.1926002722543556,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,H,126,RUNG_BOOK,-,-,0.12177541207022924,1.0909432215737411,-0.19091867036500587,1.2369159112507397,0.9963786051510565,0.11064741719029847,1.1290708009393804,-0.12954961947326793,0.13101216686199924,1.0763068984061264,-0.19091867036500565,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,H,252,RUNG_BOOK,-,-,0.12163863448713208,1.0942985458295722,-0.15415326401954077,1.2126994704687646,1.0274096175319762,0.11050503731832273,1.1514523915772825,-0.12631694711621155,0.13088009219828933,1.0707728077327237,-0.15415326401954033,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,GROSS,0.3,RUNG_BOOK,-,-,0.061761597365503906,1.0443172717047364,-0.10860544520464377,1.1950237580423368,0.9328700995567111,0.058586935764617376,1.090739883406006,-0.05946128474462853,0.06438002167815648,1.0178493834692066,-0.10860544520464377,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False
U56,B,GROSS,0.35,RUNG_BOOK,-,-,0.07216037460665214,1.0451883251858707,-0.12586092894529122,1.1960294269532261,0.933757401750519,0.06846853326279678,1.0916991921672021,-0.06920031993598197,0.07520662503390518,1.0187019775919708,-0.12586092894529122,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False
U56,B,GROSS,0.4,RUNG_BOOK,-,-,0.08258656796277486,1.0460534710040141,-0.14288467585946485,1.1970280591892783,0.9346432888318659,0.07838177062180529,1.092654241268615,-0.07889079601639759,0.08605747243947715,1.0195490922710189,-0.14288467585946507,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False
U56,B,GROSS,0.45,RUNG_BOOK,-,-,0.09303913732192592,1.0469126455421105,-0.15968019869519656,1.1980197099191283,0.935527695355265,0.08832589811234515,1.0936046242267938,-0.08853284330592093,0.09693126559119936,1.0203909536922895,-0.15968019869519667,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False
U56,B,GROSS,0.5,RUNG_BOOK,-,-,0.10351698111299368,1.047765540435142,-0.17625093967470762,1.199003329380285,0.9364110310126563,0.09830012461709403,1.0945499905395073,-0.09812666713626195,0.10782662801078446,1.0212273428263305,-0.17625093967470762,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False
U56,B,GROSS,0.55,RUNG_BOOK,-,-,0.11401910300108486,1.048613015349016,-0.1926002722543556,1.1999796037402561,0.9372944366864131,0.10830369072189994,1.0954905904025831,-0.10767238625844755,0.1187423494236457,1.022059614468223,-0.1926002722543556,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,GROSS,0.6,RUNG_BOOK,-,-,0.12454425349036646,1.0494538403212172,-0.20873150283216035,1.2009458668197963,0.9381779839212224,0.11833546183512378,1.0964236160602394,-0.11717022143740718,0.12967706790244482,1.0228877043284055,-0.20873150283216002,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,GROSS,0.65,RUNG_BOOK,-,-,0.13509130590669183,1.0502882165492962,-0.22464787240470796,1.2019047058457422,0.9390600998905437,0.12839487705586894,1.0973517379013042,-0.1266203407741593,0.14062916988201035,1.023710174698966,-0.22464787240470807,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,GROSS,0.7,RUNG_BOOK,-,-,0.14565912526353597,1.0511164766257068,-0.24035255817519008,1.2028569476265683,0.9399408337702958,0.13848124276394302,1.098275982537049,-0.13602274676679416,0.1515971364031563,1.0245269368452392,-0.24035255817519063,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,GROSS,0.75,RUNG_BOOK,-,-,0.15624628892639958,1.0519371897412992,-0.2558486769096884,1.2038005143233217,0.9408193972678378,0.14859342745201576,1.0991942160139658,-0.1453782067613143,0.1625792857053272,1.025337105422892,-0.2558486769096886,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,CADENCE,D,RUNG_BOOK,-,-,0.1282945422707693,1.1266326148149375,-0.17929687074298872,1.2348021417264625,1.064109511427875,0.11426021546727094,1.156241535054763,-0.10791978345493813,0.1399707484757764,1.119756978200145,-0.17929687074298906,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,CADENCE,W,RUNG_BOOK,-,-,0.1293419799548372,1.1412516142175573,-0.20337490350320575,1.2455830743778038,1.0767390125390008,0.11914020432174222,1.1893651547883706,-0.10563568574627025,0.13780302730949967,1.119272459231969,-0.20337490350320575,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
U56,B,CADENCE,M,RUNG_BOOK,-,-,0.11401910300108486,1.048613015349016,-0.1926002722543556,1.1999796037402561,0.9372944366864131,0.10830369072189994,1.0954905904025831,-0.10767238625844755,0.1187423494236457,1.022059614468223,-0.1926002722543556,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
U56,B,CADENCE,Q,RUNG_BOOK,-,-,0.12267341450013158,1.0585385254302766,-0.1897369933177716,1.1432763842047935,1.0197568338926064,0.10530704734774843,1.0683413931346393,-0.10981213023663916,0.13716229593459706,1.0667750764565513,-0.1897369933177716,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True
B136,A,N,5,RUNG_BOOK,-,-,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
B136,A,N,8,RUNG_BOOK,-,-,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.21911842781946667,1.2950986667099715,-0.21002331052310796,0.1455591690419591,0.7866466863657643,-0.24535256443898168,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
B136,A,N,10,RUNG_BOOK,-,-,0.18094572346347726,1.0436862417648118,-0.20203288162979294,1.3777327159485238,0.7961860610058239,0.20680632078852312,1.2856106856479177,-0.19218182755549684,0.1600562902440652,0.8854758558934781,-0.20203288162979294,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False
B136,A,N,12,RUNG_BOOK,-,-,0.17598257111489235,1.0538758774646646,-0.2117059535427822,1.3258353583713147,0.8524044357148496,0.18940738775400634,1.227681435250053,-0.17871118424814003,0.16503590074535568,0.9403870313183638,-0.2117059535427821,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,N,15,RUNG_BOOK,-,-,0.1677976415961746,1.068178680791749,-0.19659728035297697,1.2377522144202826,0.9426949821751242,0.1592409493784368,1.10809276879891,-0.16310309434878967,0.17489486262089549,1.0457884279636374,-0.19659728035297697,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
B136,A,N,20,RUNG_BOOK,-,-,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,N,25,RUNG_BOOK,-,-,0.16366123249678388,1.0968282186007665,-0.216146994859019,1.2780130121206887,0.9570656729830784,0.15929717640987096,1.1513256102955831,-0.13583116427242126,0.16726908215706393,1.0622507626045483,-0.21614699485901911,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,N,30,RUNG_BOOK,-,-,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1529253327475546,1.1473205557687152,-0.1318403191007732,0.1661079493963833,1.0695530808226905,-0.24354358049436964,True,True,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,N,40,RUNG_BOOK,-,-,0.15311485642590061,1.088431221467345,-0.25383188323645245,1.265363577767309,0.9565255058773399,0.14825103577374144,1.1451120445195189,-0.1326386429377,0.15713759320155107,1.053516002793691,-0.25383188323645256,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,H,21,RUNG_BOOK,-,-,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.17161433050886887,1.2111577064313546,-0.1333054081542968,0.15547309710536084,0.9966114494768078,-0.2569070436953067,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,H,63,RUNG_BOOK,-,-,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.1751728910680972,1.2157937198737896,-0.13655282794379697,0.16487229134834314,0.9960363388880005,-0.28694818362899355,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,H,126,RUNG_BOOK,-,-,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,H,252,RUNG_BOOK,-,-,0.16386492526981544,1.0722128865297926,-0.23490998276411412,1.2432722358441652,0.9432775162188197,0.1558941772395317,1.1154846768253135,-0.1689671215654136,0.17047323820552207,1.0475859407578672,-0.23490998276411423,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,GROSS,0.3,RUNG_BOOK,-,-,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.0636049626530133,1.140807771108317,-0.059505431935822584,0.06411548358053709,1.0054987279847747,-0.08672096624141135,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False
B136,A,GROSS,0.35,RUNG_BOOK,-,-,0.07458782816568266,1.0599245358909708,-0.10068113078456065,1.286415610203458,0.8805950792182164,0.07430453322055297,1.1412208722254356,-0.06930575655301052,0.07482128862695192,1.0060403957911241,-0.10068113078456076,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False
B136,A,GROSS,0.4,RUNG_BOOK,-,-,0.08530141429279392,1.0603980371058317,-0.11450196962857728,1.2868827103437144,0.8811108785965581,0.08502816295230642,1.1416269857989212,-0.07907033015066456,0.08552659548697572,1.006573394298753,-0.11450196962857706,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False
B136,A,GROSS,0.45,RUNG_BOOK,-,-,0.0960234496348773,1.0608624235478246,-0.1281841567538472,1.2873402010089618,0.8816191019661377,0.09577401897855609,1.1420239200748576,-0.08879853620873712,0.09622899612292013,1.007097767395711,-0.12818415675384776,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False
B136,A,GROSS,0.5,RUNG_BOOK,-,-,0.10675175140207016,1.0613172049637596,-0.14172844448877653,1.2877887796439833,0.8821182819661783,0.10654041644278789,1.1424121746572091,-0.09848954869052562,0.10692589883084103,1.0076123238250767,-0.14172844448877653,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False
B136,A,GROSS,0.55,RUNG_BOOK,-,-,0.11748409738093457,1.06176197335862,-0.15513526976429914,1.2882271314270397,0.8826087872006162,0.11732547317238184,1.1427905042402007,-0.10814275954909958,0.11761480345776176,1.008117261923511,-0.15513526976429937,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
B136,A,GROSS,0.6,RUNG_BOOK,-,-,0.12821819208258534,1.0621963323951173,-0.16840548135869893,1.2886545518020684,0.883090486986644,0.12812726849018197,1.1431581769473835,-0.11775726907540796,0.12829310877488553,1.0086124267911551,-0.16840548135869893,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
B136,A,GROSS,0.65,RUNG_BOOK,-,-,0.13895172068729855,1.0626200842874902,-0.1815398564875792,1.289070505668076,0.8835634940278978,0.13894382265320337,1.1435145080141078,-0.12733247761124222,0.13895822785259915,1.0090979821698232,-0.18153985648757875,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
B136,A,GROSS,0.7,RUNG_BOOK,-,-,0.14968219038185238,1.0630322230188143,-0.19453874207190103,1.289474383254928,0.8840265333161325,0.14977309810221318,1.1438589547706266,-0.13686773366832095,0.14960729767280112,1.0095726160474137,-0.19453874207190114,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
B136,A,GROSS,0.75,RUNG_BOOK,-,-,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,CADENCE,D,RUNG_BOOK,-,-,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.1601733696976615,1.1237189721053256,-0.1387144071101475,0.17050660867462075,0.9522190783873681,-0.283637731649679,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,CADENCE,W,RUNG_BOOK,-,-,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,CADENCE,M,RUNG_BOOK,-,-,0.1667276717164461,1.072059139665344,-0.2762786363864471,1.252004065069234,0.950285757529385,0.15009659673116138,1.0974727022820046,-0.16058079977187767,0.18061041709598946,1.0654743736275754,-0.2762786363864471,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,A,CADENCE,Q,RUNG_BOOK,-,-,0.14826441782126,1.0009041865112431,-0.2211674828660266,1.1785643323141701,0.8725858528126057,0.1399030077260588,1.0506115543887051,-0.16535159832322743,0.15519937566578412,0.9745408500566024,-0.22116748286602672,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False
B136,B,N,5,RUNG_BOOK,-,-,0.13702875437211426,0.9300949839781103,-0.21393253690002834,1.361813788863586,0.6167371885282203,0.17409597423040823,1.3083585076962205,-0.1351991111430192,0.1073702836339403,0.698610168065447,-0.213932536900028,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
B136,B,N,8,RUNG_BOOK,-,-,0.11680925587999114,0.8987927279905177,-0.20558925256401706,1.3635324151167951,0.5593423220730858,0.14927168945142988,1.2713622738668346,-0.12969376574657354,0.0907538161556456,0.668148137615374,-0.20558925256401717,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
B136,B,N,10,RUNG_BOOK,-,-,0.10790413206689387,0.8662344180287427,-0.21438531179437492,1.3551012028012506,0.5117037385618162,0.14079600413061,1.2500843674843278,-0.11847600366972633,0.08151854894572863,0.6281259943074021,-0.21438531179437492,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
B136,B,N,12,RUNG_BOOK,-,-,0.11517703184978423,0.9478901998343642,-0.20972115836238414,1.3742555269146757,0.6344943342152187,0.14199118485148565,1.286525583161074,-0.10516958275019417,0.09355877958336878,0.733247537950272,-0.20972115836238392,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
B136,B,N,15,RUNG_BOOK,-,-,0.11908306530566248,0.993709723008849,-0.21128984429148423,1.3344882901243018,0.7355125001607032,0.1373933659708999,1.2480921668671248,-0.10272746703746549,0.1042190445028306,0.8270801079841694,-0.21128984429148434,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
B136,B,N,20,RUNG_BOOK,-,-,0.11511816983269063,1.0161016088001547,-0.2054111283616532,1.3284456526847317,0.7746949104976827,0.12823396465840942,1.224142308764562,-0.09868848749765824,0.1044268137501414,0.8769669732540215,-0.20541112836165287,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False
