corpus,transform,rung,target,held_out,n_test,rmse_fit,rmse_mean,slope
pooled45,log,25,y_OOS,SMALL484,4,0.15511491430956506,0.1590193211802199,0.03428906271079193
pooled45,log,25,y_OOS,U56,15,0.11676212023092204,0.11945189039316954,0.02530205606510783
pooled45,log,30,y_IS,B136,15,0.04745203726753472,0.05254044506238194,0.03991390025235837
pooled45,log,30,y_IS,SMALL439,11,0.08270981639894802,0.08425668856263993,0.059120673876608694
pooled45,log,30,y_IS,SMALL484,4,0.099711037977558,0.10342228918642783,0.05174946351178257
pooled45,log,30,y_IS,U56,15,0.0644641960923699,0.05534757288921952,0.08467011345944439
pooled45,log,30,y_OOS,B136,15,0.08072937710693699,0.08150111488938548,0.042783884781818375
pooled45,log,30,y_OOS,SMALL439,11,0.1622637853591702,0.1644929683658358,0.02589523163481713
pooled45,log,30,y_OOS,SMALL484,4,0.163161441374218,0.16367883535427188,0.043789477084596254
pooled45,log,30,y_OOS,U56,15,0.10177214875486336,0.09901941307445968,0.06286257385257663
pooled45,rank,10,y_IS,B136,15,0.010330563940012276,0.0104071639492856,1.812571007651737e-05
pooled45,rank,10,y_IS,SMALL439,11,0.01260967230226421,0.007379882726935895,0.00034149487831986223
pooled45,rank,10,y_IS,SMALL484,4,0.035834775838840566,0.035657777250884794,-2.431948013845492e-05
pooled45,rank,10,y_IS,U56,15,0.017548500397330455,0.016128568757266575,0.00028931415468790885
pooled45,rank,10,y_OOS,B136,15,0.09352998455978621,0.09957213819034347,0.0018839359973979349
pooled45,rank,10,y_OOS,SMALL439,11,0.10468881749868605,0.11115673499789604,0.0026472620602360107
pooled45,rank,10,y_OOS,SMALL484,4,0.1301574536816744,0.14179540938988935,0.002154181871597722
pooled45,rank,10,y_OOS,U56,15,0.08717296315913725,0.0917051337919065,0.002958293020215228
pooled45,rank,20,y_IS,B136,15,0.029294583591825515,0.031256738574305776,0.0005279815772905725
pooled45,rank,20,y_IS,SMALL439,11,0.04273861941510216,0.041991311589562985,0.000872281820039067
pooled45,rank,20,y_IS,SMALL484,4,0.06704105033456594,0.06964698055876112,0.0006156378552895288
pooled45,rank,20,y_IS,U56,15,0.04069626735943556,0.03531946690417403,0.0012511762066635588
pooled45,rank,20,y_OOS,B136,15,0.07248086414848526,0.06881975742359274,0.0014477614002916177
pooled45,rank,20,y_OOS,SMALL439,11,0.12494928337442537,0.12603480431597364,0.0010943458424193476
pooled45,rank,20,y_OOS,SMALL484,4,0.14719061010861528,0.1504724049579031,0.0006439910061535216
pooled45,rank,20,y_OOS,U56,15,0.11026251519980089,0.11165732996466757,0.0003599224670041711
pooled45,rank,25,y_IS,B136,15,0.03888114703900316,0.04190278545821364,0.0008568641617183411
pooled45,rank,25,y_IS,SMALL439,11,0.06158107636682259,0.0628720911110539,0.0011356379370661663
pooled45,rank,25,y_IS,SMALL484,4,0.08319206843939443,0.08652327205415343,0.001012350447611325
pooled45,rank,25,y_IS,U56,15,0.052719129259800684,0.04528557682474667,0.0018083597723538025
pooled45,rank,25,y_OOS,B136,15,0.056148166662713536,0.05305997116858265,0.0015896941758070673
pooled45,rank,25,y_OOS,SMALL439,11,0.1419557470093215,0.14234195599216962,0.0015496351977584662
pooled45,rank,25,y_OOS,SMALL484,4,0.1548075416572289,0.1590193211802199,0.0009918740477207419
pooled45,rank,25,y_OOS,U56,15,0.1170430619859368,0.11945189039316954,0.0005110770606461155
pooled45,rank,30,y_IS,B136,15,0.04850035230898966,0.05254044506238194,0.001184627265992326
pooled45,rank,30,y_IS,SMALL439,11,0.08126062390990162,0.08425668856263993,0.00139829536275169
pooled45,rank,30,y_IS,SMALL484,4,0.09968795531629246,0.10342228918642783,0.0014076834684276737
pooled45,rank,30,y_IS,U56,15,0.0647776778927369,0.05534757288921952,0.002364067435585084
pooled45,rank,30,y_OOS,B136,15,0.08202795344613913,0.08150111488938548,0.0013182214380087639
pooled45,rank,30,y_OOS,SMALL439,11,0.1624441450316298,0.1644929683658358,0.0007038632966180255
pooled45,rank,30,y_OOS,SMALL484,4,0.16320075365397413,0.16367883535427188,0.0012013895847773947
pooled45,rank,30,y_OOS,U56,15,0.09986111685447549,0.09901941307445968,0.0015025098609289435
pooled45,span,10,y_IS,B136,15,0.009826654494832611,0.0104071639492856,0.0001847324564559152
pooled45,span,10,y_IS,SMALL439,11,0.010343249897875263,0.007379882726935895,0.00047270440771020485
pooled45,span,10,y_IS,SMALL484,4,0.035091051062522076,0.035657777250884794,0.00011914717878275394
pooled45,span,10,y_IS,U56,15,0.01663008089944008,0.016128568757266575,0.00039761351075573296
pooled45,span,10,y_OOS,B136,15,0.10200638394274764,0.09957213819034347,-0.0014002760173833031
pooled45,span,10,y_OOS,SMALL439,11,0.11499138441698689,0.11115673499789604,-0.0014442551902705463
pooled45,span,10,y_OOS,SMALL484,4,0.14484378774455997,0.14179540938988935,-0.0010451680167004522
pooled45,span,10,y_OOS,U56,15,0.09645130557380444,0.0917051337919065,0.0011724717993429783
pooled45,span,20,y_IS,B136,15,0.028570984112077133,0.031256738574305776,0.0011165307047440918
pooled45,span,20,y_IS,SMALL439,11,0.0397479422927313,0.041991311589562985,0.0011615629417744103
pooled45,span,20,y_IS,SMALL484,4,0.06564260695609278,0.06964698055876112,0.0010172114390856236
pooled45,span,20,y_IS,U56,15,0.03755630420422233,0.03531946690417403,0.001644473331621951
pooled45,span,20,y_OOS,B136,15,0.06560410354488848,0.06881975742359274,0.0010497841270171383
pooled45,span,20,y_OOS,SMALL439,11,0.12645669888411715,0.12603480431597364,0.0020874582823794843
pooled45,span,20,y_OOS,SMALL484,4,0.1475914240259175,0.1504724049579031,0.0014200901589450558
pooled45,span,20,y_OOS,U56,15,0.11102369563803755,0.11165732996466757,0.0018151076935466483
pooled45,span,25,y_IS,B136,15,0.03820058987315319,0.04190278545821364,0.0016850781960068277
pooled45,span,25,y_IS,SMALL439,11,0.0585172735077787,0.0628720911110539,0.001502585611393973
pooled45,span,25,y_IS,SMALL484,4,0.08082510074985604,0.08652327205415343,0.001549968103613173
pooled45,span,25,y_IS,U56,15,0.04851817708545425,0.04528557682474667,0.002357582955098598
pooled45,span,25,y_OOS,B136,15,0.0500579512047541,0.05305997116858265,0.0013057395667648807
pooled45,span,25,y_OOS,SMALL439,11,0.14228038414922603,0.14234195599216962,0.0018760894658264085
pooled45,span,25,y_OOS,SMALL484,4,0.15622692922415185,0.1590193211802199,0.001283429645655448
pooled45,span,25,y_OOS,U56,15,0.11829926778401088,0.11945189039316954,0.0015494370773950746
pooled45,span,30,y_IS,B136,15,0.04786682472646195,0.05254044506238194,0.0022520829187450907
pooled45,span,30,y_IS,SMALL439,11,0.07806601583051742,0.08425668856263993,0.0018438782075197245
pooled45,span,30,y_IS,SMALL484,4,0.0961422480978238,0.10342228918642783,0.0020819400972998756
pooled45,span,30,y_IS,U56,15,0.059573125564216414,0.05534757288921952,0.0030698623654295733
pooled45,span,30,y_OOS,B136,15,0.06690985704642075,0.08150111488938548,0.004193037798313535
pooled45,span,30,y_OOS,SMALL439,11,0.1618614627935094,0.1644929683658358,0.0051073647224463975
pooled45,span,30,y_OOS,SMALL484,4,0.164189375908886,0.16367883535427188,0.004787412308023719
pooled45,span,30,y_OOS,U56,15,0.08526308932273989,0.09901941307445968,0.0038017967340303687
pooled45,span_over_level,10,y_IS,B136,15,0.010275936527123537,0.0104071639492856,0.002324951623344682
pooled45,span_over_level,10,y_IS,SMALL439,11,0.007347779981074602,0.007379882726935895,0.0030548633907265294
pooled45,span_over_level,10,y_IS,SMALL484,4,0.03551953186016988,0.035657777250884794,0.0018414567920310148
pooled45,span_over_level,10,y_IS,U56,15,0.01629577561918021,0.016128568757266575,0.004892537503857142
pooled45,span_over_level,10,y_OOS,B136,15,0.10074817136367639,0.09957213819034347,-0.07251201348674373
pooled45,span_over_level,10,y_OOS,SMALL439,11,0.11232767439992826,0.11115673499789604,-0.07002587320129258
pooled45,span_over_level,10,y_OOS,SMALL484,4,0.14298451849702232,0.14179540938988935,-0.06435329430988962
pooled45,span_over_level,10,y_OOS,U56,15,0.08294362548921418,0.0917051337919065,-0.02195408596290046
pooled45,span_over_level,20,y_IS,B136,15,0.030825048764922047,0.031256738574305776,0.007685841091136631
pooled45,span_over_level,20,y_IS,SMALL439,11,0.04159979502562396,0.041991311589562985,0.0075777128872473575
pooled45,span_over_level,20,y_IS,SMALL484,4,0.06904955020263566,0.06964698055876112,0.007003860318139955
pooled45,span_over_level,20,y_IS,U56,15,0.03692568406134823,0.03531946690417403,0.01788581254761796
pooled45,span_over_level,20,y_OOS,B136,15,0.07026423425290768,0.06881975742359274,-0.00800403479312628
pooled45,span_over_level,20,y_OOS,SMALL439,11,0.12716598091834014,0.12603480431597364,0.018556109152235017
pooled45,span_over_level,20,y_OOS,SMALL484,4,0.1503827611640154,0.1504724049579031,0.009107022238543903
pooled45,span_over_level,20,y_OOS,U56,15,0.11302008971666602,0.11165732996466757,0.023657268585336046
pooled45,span_over_level,25,y_IS,B136,15,0.041307348603746526,0.04190278545821364,0.010701081330013235
pooled45,span_over_level,25,y_IS,SMALL439,11,0.062328454079133774,0.0628720911110539,0.00983644053463553
pooled45,span_over_level,25,y_IS,SMALL484,4,0.08565546578127921,0.08652327205415343,0.009848861121421257
pooled45,span_over_level,25,y_IS,U56,15,0.04788498752035413,0.04528557682474667,0.025117568700157928
pooled45,span_over_level,25,y_OOS,B136,15,0.0542845370831891,0.05305997116858265,-0.008287511874918769
pooled45,span_over_level,25,y_OOS,SMALL439,11,0.14296799717125216,0.14234195599216962,0.011638159913833991
pooled45,span_over_level,25,y_OOS,SMALL484,4,0.15897687606007396,0.1590193211802199,0.001850621462610361
pooled45,span_over_level,25,y_OOS,U56,15,0.11992001352121182,0.11945189039316954,0.01163183985088858
pooled45,span_over_level,30,y_IS,B136,15,0.051779975168071805,0.05254044506238194,0.013711174933122097
pooled45,span_over_level,30,y_IS,SMALL439,11,0.08357068623345397,0.08425668856263993,0.012104859415366574
pooled45,span_over_level,30,y_IS,SMALL484,4,0.10227984265406441,0.10342228918642783,0.012699210291396812
pooled45,span_over_level,30,y_IS,U56,15,0.058968896070467056,0.05534757288921952,0.03235462845693431
pooled45,span_over_level,30,y_OOS,B136,15,0.07335623885916127,0.08150111488938548,0.058399886528754046
pooled45,span_over_level,30,y_OOS,SMALL439,11,0.17028971455512618,0.1644929683658358,0.08361958468534607
pooled45,span_over_level,30,y_OOS,SMALL484,4,0.1631647325539036,0.16367883535427188,0.06631621351832279
pooled45,span_over_level,30,y_OOS,U56,15,0.08771727074982463,0.09901941307445968,0.041964886022372694
dedup37,level,10,y_IS,B136,11,0.011449586471835123,0.011684641290830496,8.246768188222182e-05
dedup37,level,10,y_IS,SMALL439,11,0.01793723238718962,0.00789597068162181,0.0010379591548223368
dedup37,level,10,y_IS,SMALL484,4,0.035627042971214544,0.035783131389934816,4.465162463932208e-05
dedup37,level,10,y_IS,U56,11,0.014124377981110067,0.013744452170136668,0.00040181740662775204
dedup37,level,10,y_OOS,B136,11,0.11037642210628155,0.11784125990324366,0.0029084847021858323
dedup37,level,10,y_OOS,SMALL439,11,0.10736514240555013,0.11095629362269162,0.005597363211181629
dedup37,level,10,y_OOS,SMALL484,4,0.130896463302311,0.1407816945223671,0.003703732271536946
dedup37,level,10,y_OOS,U56,11,0.09506915301336001,0.10076101249887215,0.004643499960745502
dedup37,level,20,y_IS,B136,11,0.03193565749367147,0.03502027225609437,0.0011813165097035705
dedup37,level,20,y_IS,SMALL439,11,0.04738283446660407,0.042149721672159295,0.002502236553722692
dedup37,level,20,y_IS,SMALL484,4,0.06671732214564598,0.06943509634084746,0.001462820973882481
dedup37,level,20,y_IS,U56,11,0.033408042137067925,0.03210362383693017,0.0021186459045216114
dedup37,level,20,y_OOS,B136,11,0.0819519372537967,0.08201326275886109,0.0008991123393118773
dedup37,level,20,y_OOS,SMALL439,11,0.1239377620370944,0.12401161378963621,0.001154847965009534
dedup37,level,20,y_OOS,SMALL484,4,0.147577001026475,0.1478469351113112,0.00011953433505875865
dedup37,level,20,y_OOS,U56,11,0.11810418423033363,0.11831031254566345,0.0005794242203308905
dedup37,level,25,y_IS,B136,11,0.04197040008531293,0.04678960989686887,0.0018851487810766356
dedup37,level,25,y_IS,SMALL439,11,0.06529056911233187,0.06287382577165133,0.0032307984983431927
dedup37,level,25,y_IS,SMALL484,4,0.0830021884291135,0.08614757116777026,0.002340908937840043
dedup37,level,25,y_IS,U56,11,0.04352420329483835,0.04192051686567197,0.0031376375424607534
dedup37,level,25,y_OOS,B136,11,0.05893753785443135,0.059662416036780214,0.0010822570208223658
dedup37,level,25,y_OOS,SMALL439,11,0.14200897392841688,0.1405028475586857,0.0022596021105154834
dedup37,level,25,y_OOS,SMALL484,4,0.15490589793002968,0.15613018348236113,0.0006932364283305225
dedup37,level,25,y_OOS,U56,11,0.12297432240728413,0.12368732507466912,0.0007789421306637236
dedup37,level,30,y_IS,B136,11,0.052033329601884316,0.05855624001617455,0.0025866909265697636
dedup37,level,30,y_IS,SMALL439,11,0.08424141953426038,0.08412492811712524,0.0039576214812453835
dedup37,level,30,y_IS,SMALL484,4,0.09969745398761164,0.10290229446623538,0.003216124024070915
dedup37,level,30,y_IS,U56,11,0.053697105677968766,0.05184202701161112,0.004153849042913979
dedup37,level,30,y_OOS,B136,11,0.08498917085624937,0.08686171192439698,0.0014623849534967806
dedup37,level,30,y_OOS,SMALL439,11,0.16126551241201445,0.16284633254359168,0.001431763569190054
dedup37,level,30,y_OOS,SMALL484,4,0.16359631519057397,0.16310388368365022,0.002073032018727525
dedup37,level,30,y_OOS,U56,11,0.11249003811657765,0.10982162291253744,0.002794133931469697
dedup37,log,10,y_IS,B136,11,0.01137883156721416,0.011684641290830496,0.0018503392573215034
dedup37,log,10,y_IS,SMALL439,11,0.016330379376794452,0.00789597068162181,0.01808238211859146
dedup37,log,10,y_IS,SMALL484,4,0.035502267841164434,0.035783131389934816,0.001592591766313125
dedup37,log,10,y_IS,U56,11,0.014339570867181246,0.013744452170136668,0.009186886060703394
dedup37,log,10,y_OOS,B136,11,0.10911217871492843,0.11784125990324366,0.06511467378011916
dedup37,log,10,y_OOS,SMALL439,11,0.10334767868123461,0.11095629362269162,0.10113884256177882
dedup37,log,10,y_OOS,SMALL484,4,0.13026052415367548,0.1407816945223671,0.08066379542758838
dedup37,log,10,y_OOS,U56,11,0.09800886393505166,0.10076101249887215,0.11001596922999986
dedup37,log,20,y_IS,B136,11,0.03173506495221686,0.03502027225609437,0.021842766628740365
dedup37,log,20,y_IS,SMALL439,11,0.04652028121452856,0.042149721672159295,0.04461269716977777
dedup37,log,20,y_IS,SMALL484,4,0.06677148700063971,0.06943509634084746,0.02774096115705003
dedup37,log,20,y_IS,U56,11,0.0337850331330886,0.03210362383693017,0.041989339905665266
dedup37,log,20,y_OOS,B136,11,0.0827304470205721,0.08201326275886109,0.026048980893434572
dedup37,log,20,y_OOS,SMALL439,11,0.12364176090074033,0.12401161378963621,0.019565924325363443
dedup37,log,20,y_OOS,SMALL484,4,0.14722439345287183,0.1478469351113112,0.005508111316016937
dedup37,log,20,y_OOS,U56,11,0.11797652976714343,0.11831031254566345,0.011325998099595034
dedup37,log,25,y_IS,B136,11,0.04173285623538363,0.04678960989686887,0.03462285538644478
dedup37,log,25,y_IS,SMALL439,11,0.06497220772588778,0.06287382577165133,0.057798775749484714
dedup37,log,25,y_IS,SMALL484,4,0.08304236306515717,0.08614757116777026,0.043664100463747565
dedup37,log,25,y_IS,U56,11,0.04387395458682,0.04192051686567197,0.061015825564806773
dedup37,log,25,y_OOS,B136,11,0.05954124267401328,0.059662416036780214,0.029080838814831048
dedup37,log,25,y_OOS,SMALL439,11,0.14115456917025365,0.1405028475586857,0.03946535100076961
dedup37,log,25,y_OOS,SMALL484,4,0.15460718333447382,0.15613018348236113,0.01738127288424656
dedup37,log,25,y_OOS,U56,11,0.1227509500026559,0.12368732507466912,0.016795033252040775
dedup37,log,30,y_IS,B136,11,0.05176842573257582,0.05855624001617455,0.047361346298428524
dedup37,log,30,y_IS,SMALL439,11,0.08438482723606,0.08412492811712524,0.07095332807293847
dedup37,log,30,y_IS,SMALL484,4,0.09966950303523185,0.10290229446623538,0.05953531499829398
dedup37,log,30,y_IS,U56,11,0.054004641565307376,0.05184202701161112,0.07999109508624626
dedup37,log,30,y_OOS,B136,11,0.08537351076383111,0.08686171192439698,0.03186668837002119
dedup37,log,30,y_OOS,SMALL439,11,0.16139234424576776,0.16284633254359168,0.026173167671107594
dedup37,log,30,y_OOS,SMALL484,4,0.16355204303861898,0.16310388368365022,0.03947459734121369
dedup37,log,30,y_OOS,U56,11,0.11185463945665199,0.10982162291253744,0.05179978639200379
dedup37,rank,10,y_IS,B136,11,0.011354742061016969,0.011684641290830496,9.925888019620874e-05
dedup37,rank,10,y_IS,SMALL439,11,0.015359997370144764,0.00789597068162181,0.0005980743867722879
dedup37,rank,10,y_IS,SMALL484,4,0.03562872496361061,0.035783131389934816,2.7575224207551406e-05
dedup37,rank,10,y_IS,U56,11,0.014232113055344,0.013744452170136668,0.00030839618631198516
dedup37,rank,10,y_OOS,B136,11,0.11032317362055336,0.11784125990324366,0.002012335591006143
dedup37,rank,10,y_OOS,SMALL439,11,0.10603260647032146,0.11095629362269162,0.0035376492460313727
dedup37,rank,10,y_OOS,SMALL484,4,0.1301397675339537,0.1407816945223671,0.002617716350326078
dedup37,rank,10,y_OOS,U56,11,0.09710530753854588,0.10076101249887215,0.0035689030259258812
dedup37,rank,20,y_IS,B136,11,0.03242693561386242,0.03502027225609437,0.0008606557750093982
dedup37,rank,20,y_IS,SMALL439,11,0.04449817779085173,0.042149721672159295,0.001429332626777526
dedup37,rank,20,y_IS,SMALL484,4,0.06660516845066367,0.06943509634084746,0.0009839132957095169
dedup37,rank,20,y_IS,U56,11,0.033618961264195134,0.03210362383693017,0.001482283129106236
dedup37,rank,20,y_OOS,B136,11,0.08247424522752977,0.08201326275886109,0.000960637589211295
dedup37,rank,20,y_OOS,SMALL439,11,0.12416854420094778,0.12401161378963621,0.0010859781291985943
dedup37,rank,20,y_OOS,SMALL484,4,0.1468397987251574,0.1478469351113112,0.00028917121293747615
dedup37,rank,20,y_OOS,U56,11,0.11782489324731306,0.11831031254566345,0.0003702997573639801
dedup37,rank,25,y_IS,B136,11,0.04287215404446562,0.04678960989686887,0.0013404600673868343
dedup37,rank,25,y_IS,SMALL439,11,0.06269903473337556,0.06287382577165133,0.001841714716031542
dedup37,rank,25,y_IS,SMALL484,4,0.0829649346617044,0.08614757116777026,0.0015745571359087746
dedup37,rank,25,y_IS,U56,11,0.04379775349888929,0.04192051686567197,0.0021749494428371045
dedup37,rank,25,y_OOS,B136,11,0.059715777096767904,0.059662416036780214,0.0010632143143741153
dedup37,rank,25,y_OOS,SMALL439,11,0.14186440876314244,0.1405028475586857,0.0016014417068655588
dedup37,rank,25,y_OOS,SMALL484,4,0.15444072498442887,0.15613018348236113,0.0006228183803514317
dedup37,rank,25,y_OOS,U56,11,0.12280738326025789,0.12368732507466912,0.0004076898180196466
dedup37,rank,30,y_IS,B136,11,0.05334344005152827,0.05855624001617455,0.0018187704508641118
dedup37,rank,30,y_IS,SMALL439,11,0.08187854312222931,0.08412492811712524,0.0022531616121253496
dedup37,rank,30,y_IS,SMALL484,4,0.09977650797296556,0.10290229446623538,0.002163295708682377
dedup37,rank,30,y_IS,U56,11,0.0540331014527665,0.05184202701161112,0.0028657720112065443
dedup37,rank,30,y_OOS,B136,11,0.08581550221981504,0.08686171192439698,0.001229186367617999
dedup37,rank,30,y_OOS,SMALL439,11,0.16138987889644374,0.16284633254359168,0.0009540312106730949
dedup37,rank,30,y_OOS,SMALL484,4,0.16381023787363286,0.16310388368365022,0.0014643659376814917
dedup37,rank,30,y_OOS,U56,11,0.11056787843241472,0.10982162291253744,0.0016446179212651405
dedup37,span,10,y_IS,B136,11,0.010946985857388795,0.011684641290830496,0.00022575766379760292
dedup37,span,10,y_IS,SMALL439,11,0.011371680836165944,0.00789597068162181,0.0005587321807361265
dedup37,span,10,y_IS,SMALL484,4,0.035124598987610244,0.035783131389934816,0.000144183155625383
dedup37,span,10,y_IS,U56,11,0.014136274131964206,0.013744452170136668,0.00040805853720602775
dedup37,span,10,y_OOS,B136,11,0.12065535010059132,0.11784125990324366,-0.0013109125381049148
dedup37,span,10,y_OOS,SMALL439,11,0.11375607435363926,0.11095629362269162,-0.0011920459958485313
dedup37,span,10,y_OOS,SMALL484,4,0.143014655125688,0.1407816945223671,-0.0008548831071712988
dedup37,span,10,y_OOS,U56,11,0.10609931591652888,0.10076101249887215,0.0012598599782455964
dedup37,span,20,y_IS,B136,11,0.031971016868598566,0.03502027225609437,0.0012502731734097177
dedup37,span,20,y_IS,SMALL439,11,0.0400679545187317,0.042149721672159295,0.0013355022544842522
dedup37,span,20,y_IS,SMALL484,4,0.06523095171188756,0.06943509634084746,0.0011358254828187887
dedup37,span,20,y_IS,U56,11,0.033807989261678044,0.03210362383693017,0.0016880435640697332
dedup37,span,20,y_OOS,B136,11,0.07728564986431687,0.08201326275886109,0.001349550154148056
dedup37,span,20,y_OOS,SMALL439,11,0.1269293749342924,0.12401161378963621,0.0029159704333772242
dedup37,span,20,y_OOS,SMALL484,4,0.14497138094018028,0.1478469351113112,0.001855012258707053
dedup37,span,20,y_OOS,U56,11,0.11632993953723424,0.11831031254566345,0.0018152468167285584
dedup37,span,25,y_IS,B136,11,0.04263353027519015,0.04678960989686887,0.0018718900806446218
dedup37,span,25,y_IS,SMALL439,11,0.058478272180250084,0.06287382577165133,0.0017194176921127126
dedup37,span,25,y_IS,SMALL484,4,0.08024907289644609,0.08614757116777026,0.0017249670967016803
dedup37,span,25,y_IS,U56,11,0.044347468512282884,0.04192051686567197,0.0024222530004220882
dedup37,span,25,y_OOS,B136,11,0.05562984074181005,0.059662416036780214,0.0016415243479967142
dedup37,span,25,y_OOS,SMALL439,11,0.1424150153759577,0.1405028475586857,0.0026220305377059453
dedup37,span,25,y_OOS,SMALL484,4,0.15331636536792445,0.15613018348236113,0.001646584661404346
dedup37,span,25,y_OOS,U56,11,0.12139513814980461,0.12368732507466912,0.0014399142865295263
dedup37,span,30,y_IS,B136,11,0.05334313725369239,0.05855624001617455,0.0024918614427936595
dedup37,span,30,y_IS,SMALL439,11,0.07773643478678227,0.08412492811712524,0.0021036760963498193
