scope,neutral,q,tau,n,abstain_rate,D_raw,t_raw,D_net,t_net,FREE,t_free,verdict_raw,verdict_net,flips
"record(Sharpe,1834)",MENU-MEAN,0.0,-inf,1834,0.0,0.0,,0.0,,0.0,,NEG/0,NEG/0,False
"record(Sharpe,1834)",MENU-MEAN,0.1,0.0,1834,0.0,0.0,,0.0,,0.0,,NEG/0,NEG/0,False
"record(Sharpe,1834)",MENU-MEAN,0.2,0.0008297049606171603,1834,0.20010905125408943,0.00015166674305448492,0.473303564048755,-0.008436314151607666,-12.909368540243168,0.008587980894662152,13.888814552249153,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,0.3,0.0028731542385023,1834,0.29716466739367503,-0.001113742226407018,-1.6564953004236458,-0.010845775293425229,-14.100451732164512,0.00973203306701821,13.07048391244278,NEG/0,NEG/0,False
"record(Sharpe,1834)",MENU-MEAN,0.4,0.0076815535271366,1834,0.3980370774263904,0.0020822971239556195,2.075692810562459,-0.010935928110363072,-10.380469731290708,0.013018225234318693,15.989680222432511,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,0.5,0.01358702111884235,1834,0.5,0.0028272508570945684,2.6589357511048344,-0.012933179005282588,-11.963668142703598,0.015760429862377152,18.429250746501754,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,0.6,0.021093080049821498,1834,0.5997818974918212,0.0053553758486260495,4.328464488780956,-0.01299216117488388,-10.337645839319476,0.01834753702350993,19.947806999426362,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,0.7,0.03315185126055118,1834,0.7001090512540894,0.007393635774879865,5.505136723972704,-0.01253838704639709,-9.286575472588916,0.019932022821276957,20.94943296149827,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,0.8,0.0514802888646483,1834,0.7982551799345693,0.009729620299610709,6.46175603820868,-0.012635756546269415,-8.236256612174696,0.022365376845880126,22.141691896247952,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,0.9,0.07441187333186643,1834,0.8996728462377317,0.009005874831539184,5.622544955464007,-0.015086051367375185,-9.457030650060629,0.024091926198914364,22.687632603793308,POS,NEG/0,True
"record(Sharpe,1834)",MENU-MEAN,1.0,inf,1834,1.0,0.005750180958063642,3.1877094794435026,-0.020083455161101087,-11.76426568899996,0.025833636119164734,22.210346066484306,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.0,-inf,1834,0.0,0.0,,0.0,,0.0,,NEG/0,NEG/0,False
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.1,0.0,1834,0.0,0.0,,0.0,,0.0,,NEG/0,NEG/0,False
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.2,0.0008297049606171603,1834,0.20010905125408943,0.00015166674305448492,0.473303564048755,-0.006518280960763015,-6.09330386924957,0.006669947703817499,6.5432497689846185,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.3,0.0028731542385023,1834,0.29716466739367503,-0.001113742226407018,-1.6564953004236458,-0.008370231492687952,-6.822609827881102,0.0072564892662809344,6.465274536476498,NEG/0,NEG/0,False
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.4,0.0076815535271366,1834,0.3980370774263904,0.0020822971239556195,2.075692810562459,-0.008555903919879133,-5.872894055098119,0.010638201043834753,8.689357622439939,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.5,0.01358702111884235,1834,0.5,0.0028272508570945684,2.6589357511048344,-0.00970566731816642,-6.472163191267799,0.012532918175260989,10.008677100852323,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.6,0.021093080049821498,1834,0.5997818974918212,0.0053553758486260495,4.328464488780956,-0.009134864303615205,-5.346328414378594,0.014490240152241256,10.667193914669268,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.7,0.03315185126055118,1834,0.7001090512540894,0.007393635774879865,5.505136723972704,-0.008491131144474797,-4.677096668756513,0.015884766919354667,11.24182878922787,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.8,0.0514802888646483,1834,0.7982551799345693,0.009729620299610709,6.46175603820868,-0.008536148386943145,-4.079682537055967,0.018265768686553854,11.718468093072211,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,0.9,0.07441187333186643,1834,0.8996728462377317,0.009005874831539184,5.622544955464007,-0.010027077758030108,-4.6164446992493735,0.01903295258956929,11.823114721726743,POS,NEG/0,True
"record(Sharpe,1834)",IS-MEDIAN-ARM,1.0,inf,1834,1.0,0.005750180958063642,3.1877094794435026,-0.014248356280252913,-6.001181729349573,0.019998537238316554,11.853116970842752,POS,NEG/0,True
ANCHOR tau=0.013,MENU-MEAN,,0.013,1834,0.48964013086150493,0.003004944440951586,2.8385405825225605,-0.012715309599762305,-11.794381978124559,0.01572025404071389,18.42691309934142,POS,NEG/0,True
ANCHOR tau=0.013,IS-MEDIAN-ARM,,0.013,1834,0.48964013086150493,0.003004944440951586,2.8385405825225605,-0.009538991047978538,-6.378960025964247,0.012543935488930125,10.0382157989716,POS,NEG/0,True
