form,h,L,n_dead,share_below200,CAGR,Sharpe,MaxDD,CAGR_IS,gap_full,gap_IS
TREND,0.01,0.5,53.166666666666664,1.0,0.13793448698744135,0.7049561810163784,-0.46484430702508345,0.16370603050183885,0.026804613654340365,0.034582504939204006
TREND,0.01,0.9,53.166666666666664,1.0,0.133530334723414,0.6869847844885054,-0.4676269953171522,0.15989420661947873,0.022400461390313015,0.030770681056843885
TREND,0.02,0.5,94.5,1.0,0.1318700330450805,0.6794253100127743,-0.4715500313261942,0.15940391992771877,0.02074015971197951,0.030280394365083924
TREND,0.02,0.9,94.5,1.0,0.12364588780569097,0.6456626799234592,-0.4781440496365861,0.15248273448893687,0.012516014472589987,0.023359208926302027
TREND,0.03,0.5,135.0,1.0,0.12452564577708658,0.6492969753434652,-0.47442886076213625,0.15477088304608425,0.013395772443985599,0.0256473574834494
TREND,0.03,0.9,135.0,1.0,0.11196996847237595,0.5973527235032179,-0.4849633812225366,0.14364899223289418,0.0008400951392749656,0.014525466670259335
TREND,0.04,0.5,169.5,1.0,0.1179008868079745,0.621940000707761,-0.4800355604158652,0.150387244252876,0.006771013474873522,0.021263718690241157
TREND,0.04,0.9,169.5,1.0,0.10113126693322638,0.552079610977084,-0.4945104155488275,0.13531828428223291,-0.009998606399874599,0.00619475871959807
TREND,0.06,0.5,224.66666666666666,1.0,0.1040264777172264,0.564141538778505,-0.48912674777567355,0.13751950214105105,-0.007103395615874586,0.008395976578416203
TREND,0.06,0.9,224.66666666666666,1.0,0.07936081075225458,0.45994594465211563,-0.5093760862152777,0.1149620641419397,-0.0317690625808464,-0.014161461420695146
TREND,0.08,0.5,266.5,1.0,0.08967953893770815,0.5041161142834308,-0.4933115162842485,0.12803598867874244,-0.02145033439539283,-0.0010875368838924038
TREND,0.08,0.9,266.5,1.0,0.05776103632564692,0.36710042355801376,-0.5199153868929225,0.09928725405224088,-0.05336883700745406,-0.02983627151039396
UNCOND,0.01,0.5,52.0,0.4654165962798205,0.1399456045979475,0.7117698284257807,-0.46416323114544816,0.1646886402824503,0.028815731264846517,0.035565114719815466
UNCOND,0.01,0.9,52.0,0.4654165962798205,0.13563054946354536,0.6942603103333407,-0.4669790252178952,0.16121001278802474,0.024500676130444377,0.0320864872253899
UNCOND,0.02,0.5,94.16666666666667,0.45963627246480204,0.13368453295814367,0.6868446370178926,-0.46432427403922677,0.1592022390940079,0.02255465962504269,0.030078713531373064
UNCOND,0.02,0.9,94.16666666666667,0.45963627246480204,0.1253279699762869,0.6526286971251872,-0.4695046465726418,0.15194987560637296,0.014198096643185915,0.02282635004373812
UNCOND,0.03,0.5,133.0,0.4655069841569807,0.12780263746619758,0.6609275899590901,-0.4699345729513802,0.15402020413817377,0.016672764133096596,0.024896678575538927
UNCOND,0.03,0.9,133.0,0.4655069841569807,0.11527459602088475,0.6095135574621406,-0.4787719106191868,0.14274617189577973,0.004144722687783764,0.013622646333144889
UNCOND,0.04,0.5,165.0,0.45623898007714764,0.12246007517856898,0.6380230971352739,-0.4753997889030896,0.1493815912207674,0.011330201845468,0.020258065658132568
UNCOND,0.04,0.9,165.0,0.45623898007714764,0.10597385485800404,0.5701013956836315,-0.4871660764177483,0.13417189660107331,-0.005156018475096946,0.005048371038438471
UNCOND,0.06,0.5,221.33333333333334,0.4587608977778783,0.11223522007244029,0.594926069773566,-0.48706860689730624,0.14180214493488655,0.0011053467393393052,0.012678619372251704
UNCOND,0.06,0.9,221.33333333333334,0.4587608977778783,0.08759346974011477,0.49242253715420786,-0.5053532346806828,0.11923358982040792,-0.023536403592986213,-0.009889935742226921
UNCOND,0.08,0.5,264.6666666666667,0.45010857783507513,0.10195688568293552,0.5530606182167284,-0.4923760549000234,0.13255103880935779,-0.009172987650165457,0.0034275132467229408
UNCOND,0.08,0.9,264.6666666666667,0.45010857783507513,0.06907935416015214,0.41443876964720644,-0.5173079266198543,0.1016993634506869,-0.042050519172948844,-0.02742416211194794
