panel,estimator,family,n,rho_family,mean_res_is,mean_res_oos
U56,OLSD,MOM,20,0.8272410055306021,0.001212593452254039,-0.00012281238800547766
U56,OLSD,MOMVS,20,0.8674131501564125,0.0007576572072245435,0.0024301707607962872
U56,OLSD,MADIST,20,0.6411614213918084,0.0026887866589510043,0.007594624608396871
U56,OLSD,LOWVOL,20,0.9342657789878811,-0.0046590373184296876,-0.009901982981187694
U56,OLSM,MOM,20,0.9055986964068088,-0.0030081836378481343,-0.0022329463817327934
U56,OLSM,MOMVS,20,0.25087943165455556,0.0020539704918957923,0.008829093851775716
U56,OLSM,MADIST,20,0.4221195956940444,0.00475364615028966,0.007843565116308774
U56,OLSM,LOWVOL,20,0.8677439703984137,-0.003799433004337238,-0.014439712586351914
U56,DOWN,MOM,20,0.8366343956879377,0.002116137543832717,0.0003071747114445286
U56,DOWN,MOMVS,20,0.9816080060077087,-0.001104830501166326,-0.0006432121352836426
U56,DOWN,MADIST,20,0.8904539425774489,0.0036503284216137027,0.00655718860354689
U56,DOWN,LOWVOL,20,0.950476750918952,-0.004661635464280189,-0.0062211511797076405
B136,OLSD,MOM,20,0.5678631524794825,-0.0008038734996992133,0.0008163447204436375
B136,OLSD,MOMVS,20,0.781338545146149,0.0038993730252006808,-0.005668452774891466
B136,OLSD,MADIST,20,-0.19491347316630916,-0.002032794805544174,0.019600682744866017
B136,OLSD,LOWVOL,20,0.7598070445489333,-0.00106270471995717,-0.014748574690418159
B136,OLSM,MOM,20,0.5055073152570233,-0.0017951188126962073,0.0016493522071720002
B136,OLSM,MOMVS,20,0.6624836277261078,0.0020569525908666767,-0.004370533909015826
B136,OLSM,MADIST,20,-0.3960221387986158,0.0020835938716096776,0.01948755484586788
B136,OLSM,LOWVOL,20,0.6664783422359066,-0.002345427649780185,-0.016766373144023974
B136,DOWN,MOM,20,0.7414707047678367,0.0005663722248102212,0.0004001680903978233
B136,DOWN,MOMVS,20,0.9150064235270676,0.0019814210032164476,-0.00660380294566717
B136,DOWN,MADIST,20,0.3399579864714616,-0.0015410515647632933,0.015987231937976097
B136,DOWN,LOWVOL,20,0.8730562266628312,-0.001006741663263265,-0.009783597082706945
SMALL,OLSD,MOM,20,0.16907092706818833,-0.004378642181248922,0.04168690630461865
SMALL,OLSD,MOMVS,20,0.800667168316735,-0.003706387615801886,-0.04800403556301379
SMALL,OLSD,MADIST,20,0.5116842112490706,0.0035024609970685577,0.024316125666105366
SMALL,OLSD,LOWVOL,20,0.4495039591097639,0.004582568799982097,-0.01799899640771016
SMALL,OLSM,MOM,20,-0.33405312344733473,-0.005029076664465988,0.04695844556713612
SMALL,OLSM,MOMVS,20,0.6018998528646754,0.0036900949608546785,-0.05015386989400252
SMALL,OLSM,MADIST,20,0.17334709940252901,-0.0004146919548674112,0.025851684818346377
SMALL,OLSM,LOWVOL,20,0.09917600622222508,0.0017536736584785537,-0.022656260491479892
SMALL,DOWN,MOM,20,0.17365364147355772,-0.0024391782751136586,0.03727760913865832
SMALL,DOWN,MOMVS,20,0.8946114422440578,-0.009081783703084831,-0.047475299083816744
SMALL,DOWN,MADIST,20,0.5636640974314151,0.004737525798427448,0.01760023622351693
SMALL,DOWN,LOWVOL,20,0.48561773061953134,0.006783436179770942,-0.0074025462783584685
