arm,band,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,kind,panel,series,CAGR,Sharpe,MaxDD,H1,H2
POOLED-read,0.02,0.07487715145112492,1.0266717570920805,-0.13241426065829953,0.937269051932298,arm,,,,,,,
FE-WITHIN-read,0.12,0.07626984367574001,0.9726486814235646,-0.1602817719567097,0.9791392117815091,arm,,,,,,,
FE-RECENTRED-read,0.02,0.07487715145112492,1.0266717570920805,-0.13241426065829953,0.937269051932298,arm,,,,,,,
FE-STANDARDISED-read,0.02,0.07487715145112492,1.0266717570920805,-0.13241426065829953,0.937269051932298,arm,,,,,,,
bare 200d (band 0),0.00,0.07299705604048241,1.0193431262179375,-0.12739395721241406,0.9166791555515412,arm,,,,,,,
live RULES v2 band,0.03,0.07488282971079503,1.0135093676957583,-0.13675085678773685,0.9380952379270033,arm,,,,,,,
ORACLE (best OOS band),oracle,0.0760941967103773,1.0456749299101018,-0.13093143571621957,0.9512860069685255,arm,,,,,,,
,,0.15450717694493354,0.8821923750254496,-0.33717289200673795,,benchmark,U56,SPY buy-and-hold,0.1522804498656667,0.8891298629344232,-0.33717289200673795,0.956835532356551,0.8342040795161164
,,0.09534815248934558,1.2853489467147505,-0.12054946768671182,,benchmark,U56,RULES v2 (live) @10bps,0.08660060029784411,1.2057639631781307,-0.1205494676867116,1.2262055541154628,1.1911198177449172
,,0.077302799496622,0.7472157626076877,-0.13827814258121418,,benchmark,U56,RULES v1 @10bps,0.06458507306778283,0.6647821450461113,-0.13827814258121418,0.6422081978469302,0.6879449136197412
,,0.1545044425578177,0.8822053166939766,-0.3371595330739301,,benchmark,B136,SPY buy-and-hold,0.15228333786002324,0.8891500684050615,-0.3371595330739301,0.9568540270149234,0.8342206005217467
,,0.07983337481604336,1.1187383069809544,-0.12240793860208021,,benchmark,B136,RULES v2 (live) @10bps,0.0803031894255104,1.105914756823072,-0.12240793860208032,1.2293447612905366,0.9846068463857991
,,0.05941502665859644,0.5763690469131079,-0.2119126361153264,,benchmark,B136,RULES v1 @10bps,0.06385177680442844,0.6350626444033665,-0.21191263611532518,0.7563854020143184,0.5321506173131293
,,0.15450717694493354,0.8821923750254496,-0.33717289200673795,,benchmark,SMALL439,SPY buy-and-hold,0.14129862948357252,0.8616451554495406,-0.33717289200673817,0.8908874746723193,0.8579247523814549
,,0.04548190064363755,0.6630483911212459,-0.12087781649545659,,benchmark,SMALL439,RULES v2 (live) @10bps,0.04069577813760494,0.6147280980418327,-0.12087781649545659,0.5417200039867754,0.6803816553277646
,,0.171529292869383,0.5541568132498974,-0.4482943452871372,,benchmark,SMALL439,RULES v1 @10bps,0.1355113138541919,0.523085089588188,-0.44829434528713763,0.5387184744153345,0.5916372258997981
