support,stat,label,form,kind,pair_type,n_panels,k_min,k_max,k_span,uncond_rho_breadth,uncond_rho_Ebar,uncond_rho_k,withinq_rho_Ebar,withinq_signlevels,need_q,withinE_rho_breadth,withinE_signlevels,need_b,partial_Ebar_given_breadth,partial_breadth_given_Ebar,beta_logbreadth,beta_logk,R2,beta_reading,is_nelig,is_breadth,verdict,s3_signature,stat_mean,stat_sd
"laneB q in [0,1] k<=100",S4_argmax_n,S4 argmax_n premium vs EWall [155],parent,parent,,58,40.0,100.0,2.5,0.437676599021845,0.5649143502963144,0.39778873589511216,0.533648698130033,4/4,3,0.18107978407938238,4/5,4,0.45191048819361795,0.23479175207289482,0.46728327867011354,0.4299650842614942,0.3755542235355276,log Ebar,True,False,n_elig,False,24.56896551724138,7.6825435959747885
"laneB q in [0,1] k<=100",S5_fix_minus_adapt,S5 fixed n=20 - adaptive n_t [157],parent,parent,,58,40.0,100.0,2.5,0.18428742809683474,0.0714571349472454,-0.05055542703513373,-0.015944055944055947,2/5,4,0.1662937062937063,4/5,4,-0.018033939892579898,0.1712297328129683,0.18166763728206708,-0.03804609607700197,0.035402498277333216,flat,False,False,NULL,True,0.04518864121856679,0.06493389820111244
NARROW q>=0.5 k<=100,LV_CAGR,LV CAGR of CAND-20                  [level],LEVEL,plain,,36,40.0,100.0,2.5,0.7104247104247106,0.39253539253539255,0.09805778712233729,0.1328671328671329,2/3,3,0.6357142857142859,5/5,4,0.1593006354404947,0.6552428196536014,0.7104247104247103,0.09805778712233727,0.5143185987973633,breadth,False,True,breadth,True,0.06825679392424691,0.022529498977291795
NARROW q>=0.5 k<=100,LV_ARET,LV ann. arithmetic mean CAND-20     [level],LEVEL,plain,,36,40.0,100.0,2.5,0.711969111969112,0.4566280566280566,0.16980738745575483,0.2540792540792541,2/3,3,0.6190476190476192,5/5,4,0.258667063559771,0.6470569289854428,0.7119691119691121,0.16980738745575477,0.535734565232635,breadth,False,True,breadth,True,0.07284182344011661,0.021610357523000487
NARROW q>=0.5 k<=100,LV_DD,LV |MaxDD| of CAND-20              [level],LEVEL,plain,,36,40.0,100.0,2.5,-0.5222651222651222,0.010553410553410554,0.25829856120030315,0.42890442890442887,3/3,3,-0.4666666666666668,5/5,4,0.287640525744154,-0.5769369050759917,-0.5222651222651225,0.2582985612003031,0.3394790046527498,mixed,True,True,JOINT,False,0.22611929029957561,0.042036041157862275
NARROW q>=0.5 k<=100,LV_VOL,LV ann. vol of CAND-20             [level],LEVEL,plain,,36,40.0,100.0,2.5,0.1052767052767053,0.836036036036036,0.8896950441343774,0.8997668997668998,3/3,3,-0.16190476190476197,3/5,4,0.8736818453456081,-0.4717154232175021,0.10527670527670531,0.8896950441343769,0.8026404562311898,k,True,False,n_elig,False,0.11784153489305543,0.011770587871541673
NARROW q>=0.5 k<=100,RA_SHARPE,RA Sharpe of CAND-20               [ratio],RATIO,plain,,36,40.0,100.0,2.5,0.6911196911196912,0.22033462033462034,-0.08370786705565379,-0.14219114219114223,2/3,3,0.6095238095238097,5/5,4,-0.0939590626459019,0.6751595527011337,0.691119691119691,-0.08370786705565374,0.48465343446038445,breadth,False,True,breadth,True,0.616691194710782,0.17286390749176458
NARROW q>=0.5 k<=100,RA_SORTINO,RA Sortino of CAND-20              [ratio],RATIO,plain,,36,40.0,100.0,2.5,0.644015444015444,0.16782496782496784,-0.11958266722236255,-0.18414918414918416,2/3,3,0.5380952380952382,5/5,4,-0.13641017697282326,0.6395313318590473,0.6440154440154439,-0.11958266722236245,0.4290559064304237,breadth,False,True,breadth,True,0.8463745247077651,0.22235189593526797
NARROW q>=0.5 k<=100,RA_CALMAR,RA Calmar of CAND-20               [ratio],RATIO,plain,,36,40.0,100.0,2.5,0.7173745173745174,0.31994851994851997,0.014349920066683505,0.009324009324009322,2/3,3,0.592857142857143,5/5,4,0.04230978046046593,0.6784110817617619,0.7173745173745175,0.01434992006668345,0.5148321183842419,breadth,False,True,breadth,True,0.3201270115686256,0.1383850259769753
NARROW q>=0.5 k<=100,RA_VOLREL,RA vol(CAND-20)/vol(EWall)         [ratio],RATIO,plain,,36,40.0,100.0,2.5,0.4738738738738739,0.9253539253539254,0.8035955237342763,0.9300699300699303,3/3,3,0.5452380952380953,5/5,4,0.9104328692238177,0.27706181783555317,0.47387387387387386,0.803595523734276,0.8703222141059979,mixed,True,True,JOINT,False,0.9375865247739055,0.13332156895871639
NARROW q>=0.5 k<=100,RL_SHARPE_CAGR,RV Sharpe vs CAGR    == S3 [271/269C] [ratio x level],RATIO,reversal,ratio x level,36,40.0,100.0,2.5,0.3920971079559992,0.11215892515971207,-0.042660409801068735,-0.13268411706152736,2/3,3,0.3888616403550613,5/5,4,-0.057177752093672464,0.3817863371051269,0.3920971079559992,-0.042660409801068715,0.15556005263185368,breadth,False,True,breadth,True,0.3694444444444444,0.24239217861549955
NARROW q>=0.5 k<=100,RL_CALMAR_CAGR,RV Calmar vs CAGR                     [ratio x level],RATIO,reversal,ratio x level,36,40.0,100.0,2.5,0.4938827188784915,0.0261306729388199,-0.18602208692389416,-0.30424649123791064,3/3,3,0.45709370615925116,4/5,4,-0.22127230714691756,0.5295730119852575,0.4938827188784915,-0.18602208692389413,0.27852435683033194,mixed,True,True,JOINT,False,0.37500000000000006,0.28221066093054875
NARROW q>=0.5 k<=100,RL_SORTINO_CAGR,RV Sortino vs CAGR                    [ratio x level],RATIO,reversal,ratio x level,36,40.0,100.0,2.5,0.2954861191529747,0.11208989926550204,-0.008447787441391259,-0.1139486333099959,2/3,3,0.261715767113431,5/5,4,-0.009878939481201854,0.27529838356578373,0.2954861191529747,-0.008447787441391297,0.08738341172474096,breadth,False,False,NULL,True,0.33055555555555555,0.24239217861549958
NARROW q>=0.5 k<=100,RL_SHARPE_ARET,RV Sharpe vs ann. arith. mean         [ratio x level],RATIO,reversal,ratio x level,36,40.0,100.0,2.5,0.3577692135703102,0.13429345843682067,-0.014495227552511232,-0.012754220952291987,1/3,3,0.42802231084281817,5/5,4,-0.013906562568968257,0.33489611601124125,0.3577692135703103,-0.01449522755251124,0.12820892180051702,breadth,False,True,breadth,True,0.43333333333333335,0.2563479777846623
NARROW q>=0.5 k<=100,RR_SHARPE_SORTINO,RV Sharpe vs Sortino                  [ratio x ratio],RATIO,reversal,ratio x ratio,36,40.0,100.0,2.5,0.26894114353233295,-0.08239898865671477,-0.18684682005340797,-0.19843482500383644,3/3,3,0.13057363564162427,2/5,4,-0.2186929289925138,0.3326535764811771,0.2689411435323329,-0.18684682005340789,0.10724107284854967,mixed,False,False,NULL,False,0.044444444444444446,0.08086830367753821
NARROW q>=0.5 k<=100,RR_SHARPE_CALMAR,RV Sharpe vs Calmar                   [ratio x ratio],RATIO,reversal,ratio x ratio,36,40.0,100.0,2.5,0.2960826109938565,0.06165564668293122,-0.030217738391732762,-0.05995637929910621,2/3,3,0.15470913321798113,2/5,4,-0.06800873530219295,0.2973538868925394,0.2960826109938566,-0.03021773839173277,0.08857802424645078,breadth,False,False,NULL,True,0.1222222222222222,0.15876507552465435
NARROW q>=0.5 k<=100,LL_CAGR_ARET,RV CAGR vs ann. arith. mean           [level x level],LEVEL,reversal,level x level,36,40.0,100.0,2.5,-0.11344767554575072,-0.04889986014903047,-0.025164367319401294,0.034542257528329796,2/3,3,0.044724655663208004,2/5,4,-0.0028197504315575638,-0.10252884507518976,-0.11344767554575069,-0.025164367319401304,0.013503620469319855,flat,False,False,NULL,False,0.0638888888888889,0.10461569884316811
NARROW q>=0.5 k<=100,LL_CAGR_NEGDD,RV CAGR vs -|MaxDD|                   [level x level],LEVEL,reversal,level x level,36,40.0,100.0,2.5,0.23401313973224747,-0.33783129556015734,-0.4491162047195904,-0.551042899555244,3/3,3,0.372741337683377,5/5,4,-0.4884112726186786,0.4330307418984184,0.2340131397322475,-0.4491162047195901,0.25646751490907327,mixed,True,True,JOINT,False,0.5694444444444444,0.2866749721941902
NARROW q>=0.5 k<=100,S1_rho_n_OOS,"S1 rho(n, OOS Sharpe)        [209/199]",parent,parent,,36,40.0,100.0,2.5,0.4710161263098604,0.5095538093715762,0.3544587784792833,0.3755037987805847,3/3,3,0.20046471041753694,4/5,4,0.393888124628445,0.3347017423988462,0.4710161263098603,0.35445877847928314,0.34749721688497215,log Ebar,True,False,n_elig,False,0.4472222222222222,0.5379782848039825
NARROW q>=0.5 k<=100,S2_overlap,S2 INV-vs-NONE top20 overlap [153],parent,parent,,36,40.0,100.0,2.5,-0.3258687258687259,-0.9830115830115831,-0.9303531509899806,-0.9720279720279721,3/3,3,-0.11190476190476188,3/5,4,-0.9848867613304545,0.4517710146640188,-0.32586872586872584,-0.9303531509899804,0.9717474120562923,mixed,True,False,n_elig,False,0.8405322830329055,0.08473229010019763
NARROW q>=0.5 k<=100,S3_reversal,S3 Sharpe-vs-CAGR reversal   [271/269C],parent,parent,,36,40.0,100.0,2.5,0.3920971079559992,0.11215892515971207,-0.042660409801068735,-0.13268411706152736,2/3,3,0.3888616403550613,5/5,4,-0.057177752093672464,0.3817863371051269,0.3920971079559992,-0.042660409801068715,0.15556005263185368,breadth,False,True,breadth,True,0.3694444444444444,0.24239217861549955
NARROW q>=0.5 k<=100,S4_argmax_n,S4 argmax_n premium vs EWall [155],parent,parent,,36,40.0,100.0,2.5,0.14651345198138652,0.5951249972602285,0.5785058470907244,0.5703618675495935,3/3,3,-0.010716271644497316,2/5,4,0.5928326181123743,-0.131681500376834,0.1465134519813865,0.5785058470907243,0.3561352067296585,mixed,True,False,n_elig,False,22.22222222222222,8.404458378439424
NARROW q>=0.5 k<=100,S5_fix_minus_adapt,S5 fixed n=20 - adaptive n_t [157],parent,parent,,36,40.0,100.0,2.5,-0.019819819819819822,0.07361647361647362,0.03826645351115601,0.06526806526806528,2/3,3,-0.09523809523809526,3/5,4,0.08954021621705466,-0.05480894889916806,-0.01981981981981984,0.03826645351115598,0.001857146722011871,flat,False,False,NULL,False,0.03208425283829522,0.07459883188056839
WIDE q>=0.5 k<=400,LV_CAGR,LV CAGR of CAND-20                  [level],LEVEL,plain,,51,40.0,400.0,10.0,0.7125791855203619,0.11891402714932126,-0.05840170524449657,0.03695881861516536,2/3,3,0.6484848484848484,5/5,4,0.03865273579116943,0.7081347358618675,0.7157349297579528,0.02657876887245681,0.5084655678699448,breadth,False,True,breadth,True,0.0667780539596392,0.022500320725948084
WIDE q>=0.5 k<=400,LV_ARET,LV ann. arithmetic mean CAND-20     [level],LEVEL,plain,,51,40.0,400.0,10.0,0.7238009049773756,0.2266968325791855,0.046142856737986675,0.21460882598653494,3/3,3,0.6436363636363636,5/5,4,0.1947076239148498,0.7191118549129377,0.7397073548243276,0.1339696192826442,0.5415825937900709,breadth,False,True,breadth,True,0.0725857513045488,0.021203706562354357
WIDE q>=0.5 k<=400,LV_DD,LV |MaxDD| of CAND-20              [level],LEVEL,plain,,51,40.0,400.0,10.0,-0.6162895927601809,0.3264253393665158,0.4863594840054655,0.5962000589709567,3/3,3,-0.6206060606060606,5/5,4,0.5199129849045443,-0.7024843952962835,-0.5665297731631566,0.419094402027342,0.5529769403088368,mixed,True,True,JOINT,False,0.2363952860501077,0.04485800525683659
WIDE q>=0.5 k<=400,LV_VOL,LV ann. vol of CAND-20             [level],LEVEL,plain,,51,40.0,400.0,10.0,-0.055384615384615386,0.9373755656108596,0.9582562815706666,0.955813553491572,3/3,3,-0.5030303030303029,5/5,4,0.9539681486837913,-0.5108155976949885,0.059225767209663285,0.9652882616629604,0.9217133439271954,k,True,True,JOINT,False,0.1264320739848704,0.01705437020616282
WIDE q>=0.5 k<=400,RA_SHARPE,RA Sharpe of CAND-20               [ratio],RATIO,plain,,51,40.0,400.0,10.0,0.6723981900452488,-0.1586425339366516,-0.32850959200029317,-0.4389970023096958,3/3,3,0.6509090909090908,5/5,4,-0.3344401286350659,0.7076985466854041,0.6424504386144515,-0.25223031513369665,0.51484259003281,mixed,True,True,JOINT,False,0.5803772423679115,0.1752442494946474
WIDE q>=0.5 k<=400,RA_SORTINO,RA Sortino of CAND-20              [ratio],RATIO,plain,,51,40.0,400.0,10.0,0.6309502262443438,-0.20045248868778281,-0.35950106294371703,-0.45587989581797633,3/3,3,0.6290909090909091,5/5,4,-0.3664678803744429,0.6761059251807804,0.5966775313200365,-0.28865648431785923,0.4802461363191608,mixed,True,True,JOINT,False,0.7930301779834369,0.22957206765495447
WIDE q>=0.5 k<=400,RA_CALMAR,RA Calmar of CAND-20               [ratio],RATIO,plain,,51,40.0,400.0,10.0,0.7361990950226245,0.00995475113122172,-0.1741031967666124,-0.19192835028748337,3/3,3,0.6606060606060605,5/5,4,-0.1268342294017549,0.7411561448721066,0.7257587040129116,-0.08793258220350825,0.5496122447606723,breadth,False,True,breadth,True,0.3010624322270607,0.135073645160708
WIDE q>=0.5 k<=400,RA_VOLREL,RA vol(CAND-20)/vol(EWall)         [ratio],RATIO,plain,,51,40.0,400.0,10.0,0.1783710407239819,0.9723076923076922,0.9239590537266107,0.9751007420512064,3/3,3,0.13333333333333336,3/5,4,0.9728907821613979,0.2278642623977563,0.2921934525119919,0.9586516991403755,0.9378737670084464,mixed,True,False,n_elig,False,1.0247234698724543,0.18029124091291526
WIDE q>=0.5 k<=400,RL_SHARPE_CAGR,RV Sharpe vs CAGR    == S3 [271/269C] [ratio x level],RATIO,reversal,ratio x level,51,40.0,400.0,10.0,0.30789467205487836,-0.2767886390265357,-0.35438304137059473,-0.36837489907245485,2/3,3,0.26264213560898014,4/5,4,-0.335522859115751,0.3606305902088233,0.2696190290069848,-0.3223706971865338,0.19725697063358327,mixed,False,False,NULL,False,0.3117647058823529,0.23121164228777874
WIDE q>=0.5 k<=400,RL_CALMAR_CAGR,RV Calmar vs CAGR                     [ratio x level],RATIO,reversal,ratio x level,51,40.0,400.0,10.0,0.2914439886285662,-0.24778453621440458,-0.339212214662623,-0.33614609312613614,2/3,3,0.29545365667337004,4/5,4,-0.30089435696168787,0.3366733264516951,0.2547601353841129,-0.30896409319904905,0.17905270430517806,mixed,False,False,NULL,False,0.3215686274509804,0.26481217909318
WIDE q>=0.5 k<=400,RL_SORTINO_CAGR,RV Sortino vs CAGR                    [ratio x level],RATIO,reversal,ratio x level,51,40.0,400.0,10.0,0.25155329274209454,-0.2645322502345308,-0.33002952315719497,-0.33515804994545273,2/3,3,0.19394824393404603,4/5,4,-0.3094777793092974,0.2987709082865986,0.21540491702249,-0.3044541163765243,0.15466466300083426,mixed,False,False,NULL,False,0.2725490196078431,0.22722537831197379
WIDE q>=0.5 k<=400,RL_SHARPE_ARET,RV Sharpe vs ann. arith. mean         [ratio x level],RATIO,reversal,ratio x level,51,40.0,400.0,10.0,0.3142961840052273,-0.20585374430277112,-0.28584065812246484,-0.241290304830594,2/3,3,0.4053545084193641,5/5,4,-0.26178926514150175,0.35128220447006664,0.2843665992827977,-0.2520773088358089,0.16142928086849462,mixed,False,True,breadth,False,0.38431372549019605,0.24849350013198157
WIDE q>=0.5 k<=400,RR_SHARPE_SORTINO,RV Sharpe vs Sortino                  [ratio x ratio],RATIO,reversal,ratio x ratio,51,40.0,400.0,10.0,0.2102838307932432,-0.0726928454060113,-0.12039500116313157,-0.15024198197157088,2/3,3,0.16070094761507675,3/5,4,-0.1029950486303027,0.22211402246731693,0.19879152985858595,-0.09679213122421428,0.053455933179233917,flat,False,False,NULL,False,0.04313725490196079,0.07811504838578624
WIDE q>=0.5 k<=400,RR_SHARPE_CALMAR,RV Sharpe vs Calmar                   [ratio x ratio],RATIO,reversal,ratio x ratio,51,40.0,400.0,10.0,0.17481544260676538,-0.020777245227853264,-0.06113876390832111,-0.0902891126761775,1/3,3,0.1175180912710881,4/5,4,-0.04440279648736273,0.17903613507945126,0.16995218455955996,-0.040960040444359976,0.03221451260816932,flat,False,False,NULL,True,0.11176470588235293,0.14092133809119103
WIDE q>=0.5 k<=400,LL_CAGR_ARET,RV CAGR vs ann. arith. mean           [level x level],LEVEL,reversal,level x level,51,40.0,400.0,10.0,-0.010175453184153827,0.12316854525893661,0.12251147732035243,0.1935760957965711,2/3,3,0.05295132783008795,2/5,4,0.12554028314887716,-0.026503518253687984,0.004433044867748111,0.12303782057814247,0.015028436924789723,flat,False,False,NULL,False,0.07254901960784314,0.10407388024389023
WIDE q>=0.5 k<=400,LL_CAGR_NEGDD,RV CAGR vs -|MaxDD|                   [level x level],LEVEL,reversal,level x level,51,40.0,400.0,10.0,0.05290995400089145,-0.25400430031144094,-0.2902287108396218,-0.33148818467558855,2/3,3,0.07131022338920161,3/5,4,-0.2634086721510609,0.0893668813358272,0.018714407197628798,-0.28800671617323054,0.08457799637209018,k,False,False,NULL,False,0.5411764705882354,0.2815503298440514
WIDE q>=0.5 k<=400,S1_rho_n_OOS,"S1 rho(n, OOS Sharpe)        [209/199]",parent,parent,,51,40.0,400.0,10.0,0.4772480669227959,0.25895236445041275,0.15994471795446674,0.27465477426191015,3/3,3,0.4348645420190135,5/5,4,0.2264380669781799,0.4633597163180413,0.5033342056980225,0.21970647843465355,0.27535616741150204,mixed,False,True,breadth,False,0.42745098039215673,0.5758744416528828
WIDE q>=0.5 k<=400,S2_overlap,S2 INV-vs-NONE top20 overlap [153],parent,parent,,51,40.0,400.0,10.0,-0.0853393665158371,-0.9931221719457014,-0.972305748398352,-0.980844267531574,3/3,3,0.25090909090909086,3/5,4,-0.9940209008405119,0.3696112442583813,-0.20365390423977042,-0.9964859366475367,0.9862686995768151,k,True,False,n_elig,False,0.7269489975420127,0.20071668522827088
WIDE q>=0.5 k<=400,S3_reversal,S3 Sharpe-vs-CAGR reversal   [271/269C],parent,parent,,51,40.0,400.0,10.0,0.30789467205487836,-0.2767886390265357,-0.35438304137059473,-0.36837489907245485,2/3,3,0.26264213560898014,4/5,4,-0.335522859115751,0.3606305902088233,0.2696190290069848,-0.3223706971865338,0.19725697063358327,mixed,False,False,NULL,False,0.3117647058823529,0.23121164228777874
WIDE q>=0.5 k<=400,S4_argmax_n,S4 argmax_n premium vs EWall [155],parent,parent,,51,40.0,400.0,10.0,0.25178090351996274,0.15470120191400694,0.12663905740759088,0.17755226853025474,2/3,3,0.19507001997664936,4/5,4,0.1273196291368798,0.23660863694389495,0.270632147197748,0.158771690906324,0.08824670382238298,mixed,False,False,NULL,False,21.470588235294116,9.18118280218071
WIDE q>=0.5 k<=400,S5_fix_minus_adapt,S5 fixed n=20 - adaptive n_t [157],parent,parent,,51,40.0,400.0,10.0,-0.00986425339366516,0.2060633484162896,0.18360724785592908,0.19828247088309006,3/3,3,-0.010909090909090934,2/5,4,0.20909822712574458,-0.03759007512112073,0.012106427007972357,0.18504466534699338,0.03385612087108414,flat,False,False,NULL,False,0.04350027419568177,0.070865033272677
