repair,gate_set,pass_rate,cost,clears_pass_bar
R_NONE,G_ANCHOR,0.3333333333333333,0.0,False
R_NONE,G_BENCH,0.5,0.0,False
R_NONE,G_VERDICT,0.974025974025974,0.0,True
R_NONE,G_ALL,0.4,0.0,False
R_TOLERANCE,G_ANCHOR,1.0,0.2619047619047619,True
R_TOLERANCE,G_BENCH,1.0,0.2619047619047619,True
R_TOLERANCE,G_VERDICT,0.974025974025974,0.2619047619047619,True
R_TOLERANCE,G_ALL,1.0,0.2619047619047619,True
R_APPENDONLY,G_ANCHOR,0.3333333333333333,0.0,False
R_APPENDONLY,G_BENCH,0.5,0.0,False
R_APPENDONLY,G_VERDICT,0.9936868686868687,0.0,True
R_APPENDONLY,G_ALL,0.4,0.0,False
R_FINGERPRINT,G_ANCHOR,1.0,64.0,True
R_FINGERPRINT,G_BENCH,1.0,64.0,True
R_FINGERPRINT,G_VERDICT,1.0,64.0,True
R_FINGERPRINT,G_ALL,1.0,64.0,True
