panel,arm,dial,anchor_MaxDD,dMaxDD_bp,dSharpe,dCAGR_pp,dTurn,dNames,MaxDD,Sharpe
ETF36,NT,10.0,-0.22153357165594434,28.55555106676899,0.029121032419110793,0.10166238403703787,-3.3330680192270794,0.0,-0.21867801654926744,0.7025737159300759
ETF36,NT,20.0,-0.22153357165594434,28.555551066771212,0.05516750013125027,0.3123848822059294,-3.4045568756090105,0.0,-0.21867801654926722,0.7286201836422154
ETF36,NT,40.0,-0.22153357165594434,28.555551066771212,0.05516750013125027,0.3123848822059294,-3.4045568756090105,0.0,-0.21867801654926722,0.7286201836422154
ETF36,MAB,0.03,-0.22153357165594434,601.413842001598,0.09051718911918105,0.8861642062203634,-2.3462123798842036,0.04280243298040176,-0.16139218745578454,0.7639698726301462
ETF36,MAB,0.06,-0.22153357165594434,470.2974332465604,0.0815574080078244,1.1006417773337773,-3.5451254650543778,-0.3735075467447615,-0.1745038283312883,0.7550100915187895
ETF36,MAB,0.12,-0.22153357165594434,654.0480460086828,0.18242624532808005,2.0376067102880535,-5.221018684198881,-0.16490200495607255,-0.15612876705507606,0.8558789288390451
MIX00~0,NT,5.0,-0.2851153885350909,19.388089260253814,0.06857078300253394,0.9496038028290688,-3.413752713328475,0.0,-0.2831765796090655,0.8799426101547912
MIX00~0,NT,10.0,-0.2851153885350909,15.07473397374337,0.08895095987881707,1.1838183693034354,-4.004780713437762,0.0,-0.28360791513771655,0.9003227870310744
MIX00~0,NT,20.0,-0.2851153885350909,-5.280603392423533,0.08457122242158455,1.098521511851458,-4.112949269160336,0.0,-0.28564344887433324,0.8959430495738419
MIX00~0,NT,40.0,-0.2851153885350909,-5.280603392423533,0.08457122242158455,1.098521511851458,-4.112949269160336,0.0,-0.28564344887433324,0.8959430495738419
MIX00~0,MAB,0.03,-0.2851153885350909,861.2869201573848,0.011971696590029501,-0.005075905815909998,-1.338058696676688,-0.03829691371930721,-0.1989866965193524,0.8233435237422868
MIX00~0,MAB,0.06,-0.2851153885350909,-57.87486471082737,-0.028504089183582604,-0.33646194349337133,-2.377922861323958,0.048884883982879046,-0.2909028750061736,0.7828677379686747
MIX00~0,MAB,0.12,-0.2851153885350909,169.31381291019676,0.06681191366376027,0.909264611758398,-3.2077144054507736,0.2971389952692043,-0.2681840072440712,0.8781837408160176
MIX00~1,NT,5.0,-0.2568265049606261,11.225859848804642,-0.0026436815055519425,-0.06881226127910534,-2.983572985057518,0.0,-0.2557039189757456,1.0333847123011544
MIX00~1,NT,10.0,-0.2568265049606261,-45.95319961915201,-0.02497989403350198,-0.486240588251996,-3.5289118187251463,0.0,-0.2614218249225413,1.0110484997732043
MIX00~1,NT,20.0,-0.2568265049606261,-7.863672060769433,-0.011352221729123535,-0.2869196777954608,-3.6045613467797155,0.0,-0.25761287216670303,1.0246761720775828
MIX00~1,NT,40.0,-0.2568265049606261,-7.863672060769433,-0.011352221729123535,-0.2869196777954608,-3.6045613467797155,0.0,-0.25761287216670303,1.0246761720775828
MIX00~1,MAB,0.03,-0.2568265049606261,393.44418046107666,0.08676865086157792,1.107522249444104,-1.3545284865221827,-0.05744537057896082,-0.21748208691451842,1.1227970446682842
MIX00~1,MAB,0.06,-0.2568265049606261,-82.9000069953889,-0.06411932195639913,-0.9908971952433232,-2.1848919613477635,-0.05203874746564452,-0.265116505660165,0.9719090718503072
MIX00~1,MAB,0.12,-0.2568265049606261,634.8523188893407,0.1341308965811121,1.4265268167356515,-3.3372748594282733,0.15746789817526263,-0.19334127307169202,1.1701592903878184
MIX00~2,NT,5.0,-0.21017960480584763,-61.435873180361035,-0.0023617781875355792,-0.051794345339861714,-3.0977994563929823,0.0,-0.21632319212388373,1.222958376326796
MIX00~2,NT,10.0,-0.21017960480584763,-82.94902392530057,-0.005645604771939983,-0.2842444360705576,-3.7643027208965396,0.0,-0.2184745071983777,1.2196745497423915
MIX00~2,NT,20.0,-0.21017960480584763,-58.34147957675007,-0.028416894349105215,-0.7954733173721085,-3.9038773491719967,0.0,-0.21601375276352264,1.1969032601652263
MIX00~2,NT,40.0,-0.21017960480584763,-58.34147957675007,-0.028416894349105215,-0.7954733173721085,-3.9038773491719967,0.0,-0.21601375276352264,1.1969032601652263
MIX00~2,MAB,0.03,-0.21017960480584763,-35.66527411810405,-0.08123901968345693,-1.1915143197800404,-0.8755757392893795,-0.0452804685740027,-0.21374613221765804,1.1440811348308746
MIX00~2,MAB,0.06,-0.21017960480584763,-14.923441749321587,-0.07778941820922824,-1.05592657530178,-1.89823274502357,-0.05316512728091993,-0.2116719489807798,1.1475307363051033
MIX00~2,MAB,0.12,-0.21017960480584763,-234.23422883645296,-0.015272214381466087,-0.015339524252522274,-2.7290175981384346,0.24239693624690162,-0.23360302768949293,1.2100479401328654
MIX50~0,NT,5.0,-0.2462817190430262,13.694988794451524,0.019078352962843104,0.2265269334208897,-2.785820424444763,0.0,-0.24491222016358105,0.8861863351765512
MIX50~0,NT,10.0,-0.2462817190430262,61.731271636107365,0.034152139212484944,0.2903064590526805,-3.186561047968099,0.0,-0.24010859187941547,0.901260121426193
MIX50~0,NT,20.0,-0.2462817190430262,61.73127163611514,0.04464681104409107,0.383195173058426,-3.224360366102956,0.0,-0.2401085918794147,0.9117547932577992
MIX50~0,NT,40.0,-0.2462817190430262,61.73127163611514,0.04464681104409107,0.383195173058426,-3.224360366102956,0.0,-0.2401085918794147,0.9117547932577992
MIX50~0,MAB,0.03,-0.2462817190430262,37.112464583145545,0.044925466113022616,0.5245927799078398,-1.7708530013026103,0.006983554854695484,-0.24257047258471165,0.9120334483267307
MIX50~0,MAB,0.06,-0.2462817190430262,470.92482019550516,0.08658029317667504,1.242966485058461,-2.81733884232655,-0.20094615904482893,-0.19918923702347568,0.9536882753903831
MIX50~0,MAB,0.12,-0.2462817190430262,409.146316593666,0.08726386981687873,1.3314034820505194,-4.127274644802977,0.24780355936021436,-0.2053670873836596,0.9543718520305868
MIX50~1,NT,5.0,-0.20521373034987644,-2.7864818485001663,-0.01788844646926957,-0.28508293394240436,-2.7322848343099695,0.0,-0.20549237853472646,0.9166353535819936
MIX50~1,NT,10.0,-0.20521373034987644,3.896531487743715,-0.018070752064643703,-0.4136260789780355,-3.2391750902509555,0.0,-0.20482407720110207,0.9164530479866194
MIX50~1,NT,20.0,-0.20521373034987644,132.5708551832905,-0.02914770308097958,-0.614799569815272,-3.3229008307598606,0.0,-0.1919566448315474,0.9053760969702835
MIX50~1,NT,40.0,-0.20521373034987644,132.5708551832905,-0.02914770308097958,-0.614799569815272,-3.3229008307598606,0.0,-0.1919566448315474,0.9053760969702835
MIX50~1,MAB,0.03,-0.20521373034987644,138.90686633509563,0.028102037119218548,0.336908562034699,-1.776212813013938,-0.004054967334983672,-0.19132304371636688,0.9626258371704817
MIX50~1,MAB,0.06,-0.20521373034987644,25.583964940572024,0.04717654756953649,1.061355108657791,-2.7122841023468354,-0.3325073214687997,-0.20265533385581924,0.9817003476207996
MIX50~1,MAB,0.12,-0.20521373034987644,28.274115266467838,0.10003642171404403,1.5286644279252082,-4.421652570870516,0.1006983554854699,-0.20238631882322966,1.0345602217653072
MIX50~2,NT,5.0,-0.21907450786204996,-0.8967025960804342,0.025276839720523414,0.30237260030017143,-3.157856040287599,0.0,-0.219164178121658,0.7626955004475283
MIX50~2,NT,10.0,-0.21907450786204996,-5.941179050701351,0.03095504084306777,0.2459643607745532,-3.7048526698347173,0.0,-0.2196686257671201,0.7683737015700727
MIX50~2,NT,20.0,-0.21907450786204996,8.093430173296001,0.016643004142711137,0.0884132038891483,-3.7346601059831706,0.0,-0.21826516484472036,0.754061664869716
MIX50~2,NT,40.0,-0.21907450786204996,8.093430173296001,0.016643004142711137,0.0884132038891483,-3.7346601059831706,0.0,-0.21826516484472036,0.754061664869716
MIX50~2,MAB,0.03,-0.21907450786204996,448.0931951016842,0.03140998353472435,0.3459263182383987,-1.7229864470493013,-0.03784636179319634,-0.17426518835188154,0.7688286442617293
MIX50~2,MAB,0.06,-0.21907450786204996,-184.96692543253812,-0.0007543052597969169,0.14612664664774844,-2.9042915716577964,-0.13899526920477712,-0.23757120040530377,0.736664355467208
MIX50~2,MAB,0.12,-0.21907450786204996,-10.87343828994669,0.16326425690887603,2.029038961022067,-4.496838359045137,0.3221446271682815,-0.22016185169104463,0.9006829176358809
