panel,signal,sleeve,fill,CAGR,anchor_CAGR,dCAGR,MaxDD,anchor_MaxDD,dMaxDD,dSharpe,dOOS,dturn
B135,COMPOSITE3,IEF,0.5,0.16502907145659096,0.16184809643572629,0.0031809750208646737,-0.20110686247711318,-0.20740302267849475,0.006296160201381573,0.027785642143324907,0.011708884054691504,0.1505844161107297
B135,COMPOSITE3,IEF,0.75,0.16659497885574326,0.16184809643572629,0.0047468824200169735,-0.19795862416839816,-0.20740302267849475,0.009444398510096597,0.040595176382552944,0.016546034299504075,0.2228904845988322
B135,COMPOSITE3,IEF,1.0,0.16814454352797115,0.16184809643572629,0.006296447092244861,-0.19480804352217218,-0.20740302267849475,0.012594979156322572,0.052615448692022726,0.02068493995990539,0.2913273287641034
B135,COMPOSITE3,TLT,0.25,0.16346500085556004,0.16184809643572629,0.0016169044198337534,-0.20047166537762262,-0.20740302267849475,0.006931357300872132,0.020564899490863375,0.0029328318509356244,0.09548694583988615
B135,COMPOSITE3,TLT,0.5,0.16499508643900263,0.16184809643572629,0.00314699000327634,-0.19354342301655492,-0.20740302267849475,0.013859599661939837,0.037265032426713196,0.0024299180109801366,0.18847435501121845
B135,COMPOSITE3,TLT,0.75,0.16643809126832965,0.16184809643572629,0.004589994832603361,-0.19115869051221202,-0.20740302267849475,0.016244332166282738,0.049693412876543386,-0.0015305099897093832,0.2736209813553443
B135,COMPOSITE3,TLT,1.0,0.1677939828344568,0.16184809643572629,0.005945886398730504,-0.19720389185456555,-0.20740302267849475,0.010199130823929203,0.05758915477383253,-0.008860586332541276,0.3507635132416054
U56,M12_1,IEF,0.75,0.1726421173186481,0.16789417949845542,0.004747937820192671,-0.2005845170264282,-0.20581279840258215,0.005228281376153943,0.043039572226640566,0.015495212648881651,0.20845342558329705
U56,M12_1,IEF,1.0,0.17419211371857113,0.16789417949845542,0.0062979342201157085,-0.1988385605929286,-0.20581279840258215,0.006974237809653561,0.05526464314714952,0.01880960003645149,0.2734830733311093
U56,M12_1,TLT,0.5,0.17108808245274298,0.16789417949845542,0.003193902954287564,-0.20031035119784035,-0.20581279840258215,0.0055024472047418005,0.03992872268596126,0.00028579175352105857,0.17629235323258596
U56,M12_1,TLT,0.75,0.1725541039869931,0.16789417949845542,0.004659924488537692,-0.19854074375132813,-0.20581279840258215,0.007272054651254023,0.051420416125523394,-0.0064116241350558045,0.25780736938096016
U56,M12_1,TLT,1.0,0.17393252942997361,0.16789417949845542,0.006038349931518194,-0.1990359717256791,-0.20581279840258215,0.006776826676903047,0.05686535676497284,-0.01745115559005339,0.3315418904994205
