arm,cell,tau,q,k,draw,panel_vol,panel_dv,panel_roll,Ebar,breadth
DV,q0.00/t0.20,0.2,0.0,20,5,0.3783262930540904,3740077.435025,0.00929848140668681,10.402200488997556,0.5201100244498778
DV,q0.00/t0.20,0.2,0.0,20,6,0.3872062250646639,3696911.75,0.009793435264798374,10.25794621026895,0.5128973105134474
DV,q0.00/t0.20,0.2,0.0,20,7,0.3968577263062053,3809368.435025,0.008053090251651933,10.227383863080684,0.5113691931540342
DV,q0.00/t0.20,0.2,0.0,30,0,0.3814676825985101,3691125.185025,0.00960461579095134,15.7200488997555,0.5240016299918501
DV,q0.00/t0.20,0.2,0.0,30,1,0.38488114159739034,3815155.0,0.008799099730884441,15.421760391198044,0.5140586797066015
DV,q0.00/t0.20,0.2,0.0,30,2,0.39154053790560484,3815155.0,0.009400622560865256,15.416870415647923,0.5138956805215974
DV,q0.00/t0.20,0.2,0.0,30,3,0.3861412171686559,3815155.0,0.009171443944301713,15.460880195599023,0.5153626731866341
DV,q0.00/t0.20,0.2,0.0,30,4,0.39207919882735887,3696911.75,0.009646582438683394,15.485330073349633,0.5161776691116544
DV,q0.00/t0.20,0.2,0.0,30,5,0.36087918629917526,3691125.185025,0.008597550970526694,15.930317848410757,0.5310105949470253
DV,q0.00/t0.20,0.2,0.0,30,6,0.3766216862248874,3691125.185025,0.008463351697284197,15.8679706601467,0.5289323553382234
DV,q0.00/t0.20,0.2,0.0,30,7,0.4007993652593784,3676284.850025,0.00993043899596772,15.185819070904646,0.5061939690301549
DV,q0.50/t0.20,0.2,0.5,20,0,0.41229060891845737,3452681.4775,0.010663490194920787,9.255501222493887,0.46277506112469435
DV,q0.50/t0.20,0.2,0.5,20,1,0.4025495300816881,3633119.165,0.009838487065215703,9.56601466992665,0.4783007334963325
DV,q0.50/t0.20,0.2,0.5,20,2,0.3919934445364264,3552976.835,0.00989095605275506,9.251833740831296,0.46259168704156484
DV,q0.50/t0.20,0.2,0.5,20,3,0.414484813468624,3361729.4025,0.01164780359578182,9.273838630806846,0.46369193154034233
DV,q0.50/t0.20,0.2,0.5,20,4,0.4327680302982041,3452681.4775,0.011658548266163103,8.93520782396088,0.446760391198044
DV,q0.50/t0.20,0.2,0.5,20,5,0.3902076339955341,3822126.915,0.009210946972618818,9.503667481662593,0.4751833740831296
DV,q0.50/t0.20,0.2,0.5,20,6,0.41604986454842596,4202279.0725,0.01137368885050919,9.359413202933986,0.4679706601466993
DV,q0.50/t0.20,0.2,0.5,20,7,0.3643191254615302,3303669.21935,0.008332040693612226,9.78239608801956,0.489119804400978
DV,q0.50/t0.20,0.2,0.5,30,0,0.395673666718668,3349091.21,0.009906686690731099,14.100244498777506,0.4700081499592502
DV,q0.50/t0.20,0.2,0.5,30,1,0.4000907343179322,3502958.8125,0.009916508396932575,14.058679706601467,0.46862265688671556
DV,q0.50/t0.20,0.2,0.5,30,2,0.3938796848004479,3461694.25,0.009228815976264692,14.530562347188264,0.4843520782396088
DV,q0.50/t0.20,0.2,0.5,30,3,0.40182284302988885,3383565.979,0.009798280091118812,14.095354523227384,0.4698451507742461
DV,q0.50/t0.20,0.2,0.5,30,4,0.4038101371811619,3502699.5,0.010162442884078818,14.145476772616137,0.4715158924205379
DV,q0.50/t0.20,0.2,0.5,30,5,0.39645108295853443,3428649.955,0.009183539337278347,14.275061124694377,0.47583537082314586
DV,q0.50/t0.20,0.2,0.5,30,6,0.393972593590006,3616706.4,0.010115469510100917,14.117359413202934,0.47057864710676445
DV,q0.50/t0.20,0.2,0.5,30,7,0.4040212310358649,3674712.420025,0.01076526607398988,13.755501222493887,0.4585167074164629
DV,q0.50/t0.20,0.2,0.5,40,0,0.4036288300802853,3452681.4775,0.010020838324524125,18.688264058679707,0.46720660146699267
DV,q0.50/t0.20,0.2,0.5,40,1,0.4027883357885987,3437057.9775,0.009986698387591695,18.58068459657702,0.4645171149144255
DV,q0.50/t0.20,0.2,0.5,40,2,0.38487541029440003,3400388.2625,0.008764508059099264,19.361858190709047,0.4840464547677262
DV,q0.50/t0.20,0.2,0.5,40,3,0.4031431771857806,3428649.955,0.009414690561206245,19.25672371638142,0.48141809290953547
DV,q0.50/t0.20,0.2,0.5,40,4,0.3839781912215243,3428649.955,0.008746964635975414,19.34474327628362,0.4836185819070905
DV,q0.50/t0.20,0.2,0.5,40,5,0.3963964506885985,3603476.75,0.009705605007847676,19.19682151589242,0.4799205378973105
DV,q0.50/t0.20,0.2,0.5,40,6,0.41090163644394123,3452681.4775,0.01027806275606455,18.524449877750612,0.4631112469437653
DV,q0.50/t0.20,0.2,0.5,40,7,0.4064803023989911,3383414.535,0.010203653460899525,18.684596577017114,0.46711491442542785
DV,q1.00/t0.20,0.2,1.0,20,0,0.4158891961431201,3281960.95,0.009692825903098815,8.399755501222494,0.41998777506112467
DV,q1.00/t0.20,0.2,1.0,20,1,0.4136560312526282,3253361.24285,0.009959692137132608,8.43154034229829,0.42157701711491447
DV,q1.00/t0.20,0.2,1.0,20,2,0.4157200425980708,3281960.95,0.010025017362156274,8.41075794621027,0.4205378973105135
DV,q1.00/t0.20,0.2,1.0,20,3,0.41122842336835186,3281960.95,0.010002563976908362,8.34718826405868,0.417359413202934
DV,q1.00/t0.20,0.2,1.0,20,4,0.4148896751830263,3253361.24285,0.010089044245303021,8.39486552567237,0.4197432762836185
DV,q1.00/t0.20,0.2,1.0,20,5,0.38755372043852376,3281960.95,0.010393378426506499,8.751833740831296,0.4375916870415648
DV,q1.00/t0.20,0.2,1.0,20,6,0.41382518479767744,3253361.24285,0.009627500678075149,8.420537897310513,0.4210268948655257
DV,q1.00/t0.20,0.2,1.0,20,7,0.4093921149807761,3281960.95,0.00990947732322611,8.448655256723717,0.4224327628361858
VOL,q0.00/UNM,,0.0,20,0,0.38210966259065776,1072043.9725,0.012024378859373665,11.602689486552567,0.5801344743276283
VOL,q0.00/UNM,,0.0,20,1,0.3796399759196201,1394072.93,0.011880613908881147,11.24205378973105,0.5621026894865525
VOL,q0.00/UNM,,0.0,20,2,0.3578100522953305,1462480.151,0.011494284445216028,11.316625916870416,0.5658312958435208
VOL,q0.00/UNM,,0.0,20,3,0.36585997144574744,1090993.95,0.012510286208011078,10.930317848410757,0.5465158924205379
VOL,q0.00/UNM,,0.0,20,4,0.38152688961212705,1041172.0874999999,0.012839529836320125,10.929095354523227,0.5464547677261613
VOL,q0.00/UNM,,0.0,20,5,0.3767977879606522,2593361.64,0.011035782165225503,10.942542787286063,0.5471271393643031
VOL,q0.00/UNM,,0.0,20,6,0.4064054175987807,1097169.0150000001,0.010372895557464554,10.82273838630807,0.5411369193154034
VOL,q0.00/UNM,,0.0,20,7,0.3382264638924226,2148350.39,0.009844958252022355,10.902200488997556,0.5451100244498778
VOL,q0.00/UNM,,0.0,30,0,0.3843890460083931,1036765.1799999999,0.012319732266191388,16.54156479217604,0.5513854930725347
VOL,q0.00/UNM,,0.0,30,1,0.37206297376080016,1718051.25,0.011459602425819065,17.02078239608802,0.567359413202934
VOL,q0.00/UNM,,0.0,30,2,0.4020995192801186,2078253.9175,0.013281686504744865,15.69926650366748,0.5233088834555827
VOL,q0.00/UNM,,0.0,30,3,0.41128685305150003,1893915.5,0.013104683271319245,15.39486552567237,0.513162184189079
VOL,q0.00/UNM,,0.0,30,4,0.36221387548777834,1312781.5225,0.011334219307724588,17.149144254278728,0.571638141809291
VOL,q0.00/UNM,,0.0,30,5,0.38850110506918534,3409420.8575,0.009168868686988005,15.809290953545233,0.5269763651181745
VOL,q0.00/UNM,,0.0,30,6,0.35344246771255894,3096190.5825,0.00987092436650647,16.682151589242054,0.5560717196414018
VOL,q0.00/UNM,,0.0,30,7,0.4011134914786793,2963390.6525,0.0118495910225764,15.941320293398533,0.5313773431132844
VOL,q0.00/UNM,,0.0,40,0,0.39299894129848834,2052371.0,0.012512421702938726,21.693154034229828,0.5423288508557457
VOL,q0.00/UNM,,0.0,40,1,0.3821906132984327,3676284.850025,0.011515074704262062,21.56234718826406,0.5390586797066015
VOL,q0.00/UNM,,0.0,40,2,0.4250947803902668,617208.627,0.014716246756496767,20.973105134474327,0.5243276283618582
VOL,q0.00/UNM,,0.0,40,3,0.38089244965562663,3552976.835,0.011244198912703528,20.98166259168704,0.5245415647921761
VOL,q0.00/UNM,,0.0,40,4,0.4408560179032085,2473558.4825,0.014659499450056778,20.496332518337407,0.5124083129584351
VOL,q0.00/UNM,,0.0,40,5,0.35538214714896,2184128.665,0.012115037828523204,23.425427872860634,0.5856356968215158
VOL,q0.00/UNM,,0.0,40,6,0.40193718110545873,2278231.4575,0.012785797036561183,21.348410757946212,0.5337102689486553
VOL,q0.00/UNM,,0.0,40,7,0.42219315731141877,1586631.814,0.013391172906394636,20.61369193154034,0.5153422982885085
VOL,q0.50/UNM,,0.5,20,0,0.41951520920435437,2027837.0,0.012301401911786417,9.970660146699267,0.4985330073349633
VOL,q0.50/UNM,,0.5,20,1,0.442468302074747,1097115.379,0.01670633205585504,9.750611246943766,0.4875305623471883
VOL,q0.50/UNM,,0.5,20,2,0.48990830458645257,825480.32,0.020235339361833325,9.452322738386307,0.47261613691931537
VOL,q0.50/UNM,,0.5,20,3,0.5197080647902845,440053.29000000004,0.018883226306174616,8.91442542787286,0.44572127139364304
VOL,q0.50/UNM,,0.5,20,4,0.4112315570082014,1944559.2615,0.014428467807086384,10.73838630806846,0.536919315403423
VOL,q0.50/UNM,,0.5,20,5,0.4303832535841499,566667.3,0.014018398944792702,10.48166259168704,0.524083129584352
VOL,q0.50/UNM,,0.5,20,6,0.37418985452858533,479115.05700000003,0.010442727267768492,10.321515892420537,0.5160757946210268
VOL,q0.50/UNM,,0.5,20,7,0.3759014022041359,2838185.808025,0.012057811140830486,10.244498777506113,0.5122249388753056
VOL,q0.50/UNM,,0.5,30,0,0.4110869148830084,606191.5149999999,0.012988599869387897,15.429095354523227,0.5143031784841076
VOL,q0.50/UNM,,0.5,30,1,0.4096827084228109,998954.335,0.014700376464041822,15.569682151589243,0.5189894050529748
VOL,q0.50/UNM,,0.5,30,2,0.5128226547712956,292431.375,0.01786000286918775,13.514669926650367,0.4504889975550122
VOL,q0.50/UNM,,0.5,30,3,0.451616259519702,367615.61250000005,0.017937370497965847,15.10635696821516,0.5035452322738386
VOL,q0.50/UNM,,0.5,30,4,0.43424904509471,634685.8200000001,0.011982976707101326,15.710268948655257,0.5236756316218419
VOL,q0.50/UNM,,0.5,30,5,0.38351141318190024,1979727.8675000002,0.01089990321154742,15.7640586797066,0.5254686226568867
VOL,q0.50/UNM,,0.5,30,6,0.42541151113804876,1143125.139,0.015234835699788675,15.663814180929096,0.5221271393643032
VOL,q0.50/UNM,,0.5,30,7,0.4459263203253504,593656.445,0.017859163551802355,14.051344743276283,0.46837815810920946
VOL,q0.50/UNM,,0.5,40,0,0.43529638960980793,224272.15000000002,0.017334837060973846,20.716381418092908,0.5179095354523227
VOL,q0.50/UNM,,0.5,40,1,0.4005165454322396,766682.0575,0.012081441957928998,20.591687041564793,0.5147921760391199
VOL,q0.50/UNM,,0.5,40,2,0.406564030049282,446598.2775,0.013948649765192127,20.75916870415648,0.518979217603912
VOL,q0.50/UNM,,0.5,40,3,0.42870473856378516,387211.4625,0.01780679693299104,21.195599022004888,0.5298899755501222
VOL,q0.50/UNM,,0.5,40,4,0.4287707471131827,1720513.225,0.01462078708879704,20.403422982885086,0.5100855745721271
VOL,q0.50/UNM,,0.5,40,5,0.39005548104573157,1232622.68,0.011376434036172204,20.731051344743275,0.5182762836185819
VOL,q0.50/UNM,,0.5,40,6,0.42479352017882877,292515.97,0.017902472151288706,20.661369193154034,0.5165342298288509
VOL,q0.50/UNM,,0.5,40,7,0.3951944804133779,1707471.6875,0.011503256747968222,19.949877750611247,0.49874694376528117
VOL,q1.00/UNM,,1.0,20,0,0.4146370578721384,214630.005,0.01679996906661952,10.24205378973105,0.5121026894865526
VOL,q1.00/UNM,,1.0,20,1,0.45250499904358366,284615.475,0.01574577876415133,9.32518337408313,0.4662591687041565
VOL,q1.00/UNM,,1.0,20,2,0.48028339190464164,119511.7025,0.022135042085790303,9.525672371638143,0.47628361858190715
VOL,q1.00/UNM,,1.0,20,3,0.470839047347228,360662.6575,0.021949654393108656,9.161369193154034,0.4580684596577017
VOL,q1.00/UNM,,1.0,20,4,0.4405688758621536,566880.935,0.01337524101075495,9.39119804400978,0.469559902200489
VOL,q1.00/UNM,,1.0,20,5,0.558041803045795,738767.3227499999,0.023041243460735675,7.555012224938875,0.37775061124694376
VOL,q1.00/UNM,,1.0,20,6,0.4206923601682605,594537.735,0.013014415505171111,9.639364303178484,0.4819682151589242
VOL,q1.00/UNM,,1.0,20,7,0.43031678641794474,329979.09549999994,0.01470050910519535,9.5880195599022,0.47940097799511
VOL,q1.00/UNM,,1.0,30,0,0.45056262128683344,324734.80299999996,0.014222728923650545,13.95843520782396,0.465281173594132
VOL,q1.00/UNM,,1.0,30,1,0.45208801749848887,138990.175,0.015830271445745902,14.84841075794621,0.49494702526487366
VOL,q1.00/UNM,,1.0,30,2,0.42405259353011626,923440.9136999999,0.013175081946514212,13.658924205378973,0.45529747351263244
VOL,q1.00/UNM,,1.0,30,3,0.5130942797262443,1122787.325,0.023009133896067683,12.233496332518337,0.40778321108394455
VOL,q1.00/UNM,,1.0,30,4,0.44154968605488,642299.48,0.013269504192703804,13.952322738386307,0.46507742461287693
VOL,q1.00/UNM,,1.0,30,5,0.5228399410833584,163028.1125,0.022075297301657165,13.73838630806846,0.45794621026894866
VOL,q1.00/UNM,,1.0,30,6,0.4586764296201632,451395.905,0.011576051118290402,13.756723716381417,0.4585574572127139
VOL,q1.00/UNM,,1.0,30,7,0.4297332453074125,364201.1825,0.01654531921920534,14.663814180929096,0.4887938060309699
VOL,q1.00/UNM,,1.0,40,0,0.4319455469629078,286284.9,0.014270709541613746,19.16870415647922,0.4792176039119805
VOL,q1.00/UNM,,1.0,40,1,0.5073010799794458,314755.8848,0.021982126966612264,16.732273838630807,0.41830684596577017
VOL,q1.00/UNM,,1.0,40,2,0.45739658361836966,343834.70979999995,0.019568785860141404,19.418092909535453,0.48545232273838634
VOL,q1.00/UNM,,1.0,40,3,0.47319509563001183,299644.8375,0.019790745590809046,18.486552567237165,0.4621638141809291
VOL,q1.00/UNM,,1.0,40,4,0.4606642478131838,355305.53500000003,0.015956732116498965,18.71026894865526,0.46775672371638144
VOL,q1.00/UNM,,1.0,40,5,0.4259707966359326,867567.47775,0.014147036550292301,18.62469437652812,0.465617359413203
VOL,q1.00/UNM,,1.0,40,6,0.4402836642462333,565589.76,0.013407409376005272,18.34963325183374,0.45874083129584353
VOL,q1.00/UNM,,1.0,40,7,0.4740431192917291,341869.5155,0.016360599102490624,18.654034229828852,0.4663508557457213
VOL,q0.00/t0.45,0.45,0.0,20,0,0.35690044924225084,1271336.4325,0.011529180042244456,11.37163814180929,0.5685819070904645
VOL,q0.00/t0.45,0.45,0.0,20,1,0.3723569511235296,3257032.245,0.00908076014576452,11.2200488997555,0.5610024449877751
VOL,q0.00/t0.45,0.45,0.0,20,2,0.3271819709406917,1815663.04,0.010991940883836631,11.612469437652813,0.5806234718826406
VOL,q0.00/t0.45,0.45,0.0,20,3,0.34990516283201034,2346113.6525,0.01138014608234587,11.638141809290953,0.5819070904645477
VOL,q0.00/t0.45,0.45,0.0,20,4,0.3754571029189753,1012597.7649999999,0.011451939915809043,10.982885085574573,0.5491442542787286
VOL,q0.00/t0.45,0.45,0.0,20,5,0.3931177909616293,1440230.4575,0.0119613188987644,10.557457212713937,0.5278728606356968
VOL,q0.00/t0.45,0.45,0.0,20,6,0.3679593931780917,1067871.63,0.009968973514567901,11.031784841075794,0.5515892420537897
VOL,q0.00/t0.45,0.45,0.0,20,7,0.3623497033114601,2169615.54,0.010779927138402865,10.84841075794621,0.5424205378973105
VOL,q0.00/t0.45,0.45,0.0,30,0,0.3506920121974825,3427033.5675,0.010396056386564463,16.425427872860634,0.5475142624286878
VOL,q0.00/t0.45,0.45,0.0,30,1,0.36145974684838184,1621240.8895,0.010932124324775345,15.920537897310513,0.5306845965770172
VOL,q0.00/t0.45,0.45,0.0,30,2,0.3796750003952544,2447675.565,0.010732259272791563,16.361858190709047,0.5453952730236349
VOL,q0.00/t0.45,0.45,0.0,30,3,0.35499707032761774,3210231.0,0.010207753680379522,16.15770171149144,0.5385900570497147
VOL,q0.00/t0.45,0.45,0.0,30,4,0.3349247536708853,2129943.2625,0.011062449540328628,17.239608801955992,0.5746536267318664
VOL,q0.00/t0.45,0.45,0.0,30,5,0.33218704957439854,3210231.0,0.009195980620379332,16.530562347188265,0.5510187449062756
VOL,q0.00/t0.45,0.45,0.0,30,6,0.3488878472086203,2173830.4825,0.010644588340995288,16.765281173594133,0.5588427057864711
VOL,q0.00/t0.45,0.45,0.0,30,7,0.34973691361809933,1398012.705,0.009882950479454625,16.3679706601467,0.54559902200489
VOL,q0.00/t0.45,0.45,0.0,40,0,0.3686040979102577,1918028.79,0.010548940157911585,22.630806845965772,0.5657701711491443
VOL,q0.00/t0.45,0.45,0.0,40,1,0.35644192826063026,2129943.2625,0.010399639886043886,22.03667481662592,0.550916870415648
VOL,q0.00/t0.45,0.45,0.0,40,2,0.363771699769429,3166263.5,0.010036414294739372,21.74327628361858,0.5435819070904645
VOL,q0.00/t0.45,0.45,0.0,40,3,0.36703815466493594,1143607.0899999999,0.01086253558234342,21.988997555012226,0.5497249388753056
VOL,q0.00/t0.45,0.45,0.0,40,4,0.35039631983533903,1569874.99,0.01107881293000971,21.811735941320293,0.5452933985330073
VOL,q0.00/t0.45,0.45,0.0,40,5,0.363240000671815,1584988.6175000002,0.010858424377578888,21.926650366748166,0.5481662591687042
VOL,q0.00/t0.45,0.45,0.0,40,6,0.3732775327187835,2214824.0175,0.010251425838404219,21.698044009779952,0.5424511002444988
VOL,q0.00/t0.45,0.45,0.0,40,7,0.3693682469293855,1610745.104,0.01100933959624549,21.82640586797066,0.5456601466992665
VOL,q0.50/t0.45,0.45,0.5,20,0,0.37668998900855033,2110485.15,0.010939676781809552,10.534229828850856,0.5267114914425428
VOL,q0.50/t0.45,0.45,0.5,20,1,0.39679336978992874,834196.9125,0.013052225745104201,10.767726161369193,0.5383863080684597
VOL,q0.50/t0.45,0.45,0.5,20,2,0.3637088620156662,1192673.8395,0.01067398593870567,11.15403422982885,0.5577017114914425
VOL,q0.50/t0.45,0.45,0.5,20,3,0.37648781651276647,1686631.9274999998,0.010595909961860979,9.778728606356967,0.4889364303178484
VOL,q0.50/t0.45,0.45,0.5,20,4,0.36174539702328057,1438205.222,0.011344133612292156,10.556234718826406,0.5278117359413204
VOL,q0.50/t0.45,0.45,0.5,20,5,0.352413282373439,957584.1525,0.01120311259390716,10.45476772616137,0.5227383863080685
VOL,q0.50/t0.45,0.45,0.5,20,6,0.36331071073590965,1094052.5345,0.009584265385290553,10.250611246943766,0.5125305623471883
VOL,q0.50/t0.45,0.45,0.5,20,7,0.3313081944511095,775800.1025,0.011023338586065613,11.430317848410757,0.5715158924205379
VOL,q0.50/t0.45,0.45,0.5,30,0,0.37254396199510975,1251409.0520000001,0.010565086467441635,15.7640586797066,0.5254686226568867
VOL,q0.50/t0.45,0.45,0.5,30,1,0.3708218445135891,1877654.225,0.011699288960047776,15.34963325183374,0.5116544417277914
VOL,q0.50/t0.45,0.45,0.5,30,2,0.34620340771738445,1168045.2275,0.010601753359820311,16.1760391198044,0.53920130399348
VOL,q0.50/t0.45,0.45,0.5,30,3,0.36915692681108575,1745911.5,0.010889783534669495,15.705378973105134,0.5235126324368378
VOL,q0.50/t0.45,0.45,0.5,30,4,0.3801665473754818,1210007.154,0.012002784574311314,15.665036674816626,0.5221678891605542
VOL,q0.50/t0.45,0.45,0.5,30,5,0.34653916231288284,2223551.315,0.009612717667151046,16.30317848410758,0.543439282803586
VOL,q0.50/t0.45,0.45,0.5,30,6,0.3867212383112831,1081408.5675,0.012271357503562537,16.029339853300733,0.5343113284433578
VOL,q0.50/t0.45,0.45,0.5,30,7,0.3833020995142063,1738547.6400000001,0.01212281079182747,15.525672371638143,0.5175224123879381
VOL,q0.50/t0.45,0.45,0.5,40,0,0.3421728095492721,2663946.52,0.009455587222014766,21.51833740831296,0.5379584352078239
VOL,q0.50/t0.45,0.45,0.5,40,1,0.3495338328784042,1611871.3675000002,0.011358221338505252,22.02567237163814,0.5506418092909535
VOL,q0.50/t0.45,0.45,0.5,40,2,0.37170133321016097,1711664.8900000001,0.01208923860899822,22.234718826405867,0.5558679706601467
VOL,q0.50/t0.45,0.45,0.5,40,3,0.36980784486551455,834438.4275,0.010956979036252014,21.405867970660147,0.5351466992665037
VOL,q0.50/t0.45,0.45,0.5,40,4,0.374447225196099,721492.315,0.011811006144866418,22.012224938875306,0.5503056234718826
VOL,q0.50/t0.45,0.45,0.5,40,5,0.3435486307039738,1067871.63,0.012417864266866058,21.97921760391198,0.5494804400977995
VOL,q0.50/t0.45,0.45,0.5,40,6,0.37675707231579275,1550989.7078,0.01151062905594139,20.969437652811735,0.5242359413202934
VOL,q0.50/t0.45,0.45,0.5,40,7,0.38362083831425137,2574285.315,0.012217342458473113,21.273838630806846,0.5318459657701712
VOL,q1.00/t0.45,0.45,1.0,20,0,0.3870893411634019,180196.71499999997,0.01502996845142085,10.969437652811736,0.5484718826405868
VOL,q1.00/t0.45,0.45,1.0,20,1,0.3545515527168248,600200.2749999999,0.011236273078531228,10.28117359413203,0.5140586797066015
VOL,q1.00/t0.45,0.45,1.0,20,2,0.3593370331102773,176260.26750000002,0.012418816978908943,10.21638141809291,0.5108190709046455
VOL,q1.00/t0.45,0.45,1.0,20,3,0.3860522748468871,516339.8325,0.013070764399758674,10.680929095354523,0.5340464547677262
VOL,q1.00/t0.45,0.45,1.0,20,4,0.35916872235019065,1166331.5150000001,0.012767188995075729,10.700488997555013,0.5350244498777507
VOL,q1.00/t0.45,0.45,1.0,20,5,0.37054578993839027,553013.195,0.012123291696096071,10.425427872860636,0.5212713936430318
VOL,q1.00/t0.45,0.45,1.0,20,6,0.3549903410946453,1223790.5187,0.012036480963099425,10.466992665036674,0.5233496332518337
VOL,q1.00/t0.45,0.45,1.0,20,7,0.34274057393767027,748735.9099999999,0.012983015107124702,10.616136919315403,0.5308068459657702
VOL,q1.00/t0.45,0.45,1.0,30,0,0.3391146772597293,1340704.3775,0.010621491271522126,15.58679706601467,0.519559902200489
VOL,q1.00/t0.45,0.45,1.0,30,1,0.3725152710836286,979838.3436999999,0.012284428448875954,15.47921760391198,0.5159739201303993
VOL,q1.00/t0.45,0.45,1.0,30,2,0.3629376766505489,600200.2749999999,0.012611997077060141,15.95843520782396,0.5319478402607987
VOL,q1.00/t0.45,0.45,1.0,30,3,0.3755250164929493,630590.735,0.011960471046181404,15.65158924205379,0.5217196414017929
VOL,q1.00/t0.45,0.45,1.0,30,4,0.3841283307492706,364258.57,0.012511591390726972,15.072127139364303,0.5024042379788101
VOL,q1.00/t0.45,0.45,1.0,30,5,0.38738194325021136,1355017.7349999999,0.011837716977188065,14.93520782396088,0.497840260798696
VOL,q1.00/t0.45,0.45,1.0,30,6,0.36864508083461744,491253.08749999997,0.012974619245529466,16.0440097799511,0.53480032599837
VOL,q1.00/t0.45,0.45,1.0,30,7,0.3775348440472753,212113.995,0.013115631887947751,15.23960880195599,0.5079869600651997
VOL,q1.00/t0.45,0.45,1.0,40,0,0.3550270733169116,397032.33999999997,0.0117741557106827,20.68948655256724,0.517237163814181
VOL,q1.00/t0.45,0.45,1.0,40,1,0.3735890028062782,710022.765,0.011902726784434105,20.267726161369193,0.5066931540342299
VOL,q1.00/t0.45,0.45,1.0,40,2,0.3867795087055147,438819.33999999997,0.012807441191549128,20.545232273838632,0.5136308068459658
VOL,q1.00/t0.45,0.45,1.0,40,3,0.3831513978216309,600200.2749999999,0.012547199721148688,19.876528117359413,0.49691320293398533
VOL,q1.00/t0.45,0.45,1.0,40,4,0.366529168067457,335325.39479999995,0.011771895915125698,20.75672371638142,0.5189180929095355
VOL,q1.00/t0.45,0.45,1.0,40,5,0.36567445977116864,913405.7625,0.012692096609419773,21.112469437652813,0.5278117359413204
VOL,q1.00/t0.45,0.45,1.0,40,6,0.369315167188839,335325.39479999995,0.013340823293781591,20.610024449877752,0.5152506112469438
VOL,q1.00/t0.45,0.45,1.0,40,7,0.3563777991060918,528779.05,0.011888003525280952,21.251833740831295,0.5312958435207824
VOL,q0.00/t0.30,0.3,0.0,20,0,0.385275726716784,3447747.5,0.010121656397422955,10.74205378973105,0.5371026894865525
VOL,q0.00/t0.30,0.3,0.0,20,1,0.3884309722663988,2282087.87,0.011558846236634451,11.3679706601467,0.568398533007335
VOL,q0.00/t0.30,0.3,0.0,20,2,0.37020640474148475,1076608.6424999998,0.01041165929585464,11.113691931540343,0.5556845965770172
VOL,q0.00/t0.30,0.3,0.0,20,3,0.38438796992280017,3809368.435025,0.0083774601562414,10.11002444987775,0.5055012224938875
VOL,q0.00/t0.30,0.3,0.0,20,4,0.34734455174070644,2813761.715,0.011342776760405713,11.338630806845966,0.5669315403422983
VOL,q0.00/t0.30,0.3,0.0,20,5,0.3607442873636283,1088999.13,0.009788064253140369,11.419315403422983,0.5709657701711491
VOL,q0.00/t0.30,0.3,0.0,20,6,0.383638895900937,1594050.47,0.012601926485251448,10.925427872860636,0.5462713936430318
VOL,q0.00/t0.30,0.3,0.0,20,7,0.3915922090075569,798337.075,0.012576355123334142,10.712713936430317,0.5356356968215159
VOL,q0.00/t0.30,0.3,0.0,30,0,0.3731285349425425,1965772.4225,0.011002513047869238,16.742053789731052,0.5580684596577018
VOL,q0.00/t0.30,0.3,0.0,30,1,0.38607510556199937,1510589.24,0.011220574389927757,16.37530562347188,0.5458435207823961
VOL,q0.00/t0.30,0.3,0.0,30,2,0.3700824479649621,2336273.2725,0.01073610210850329,16.322738386308068,0.5440912795436023
VOL,q0.00/t0.30,0.3,0.0,30,3,0.37141891214921446,2626820.4375,0.009685243506577013,16.007334963325185,0.5335778321108395
VOL,q0.00/t0.30,0.3,0.0,30,4,0.3767076996511437,2675331.0774999997,0.009478232403980175,16.820293398533007,0.5606764466177669
VOL,q0.00/t0.30,0.3,0.0,30,5,0.3695537861844175,1941218.1764999998,0.01186190208216996,16.43765281173594,0.547921760391198
VOL,q0.00/t0.30,0.3,0.0,30,6,0.3741535120428582,2675331.0774999997,0.010842605018608035,16.669926650366747,0.5556642216788916
VOL,q0.00/t0.30,0.3,0.0,30,7,0.3701177417148461,2608704.53,0.010717690483351005,16.8520782396088,0.5617359413202934
VOL,q0.00/t0.30,0.3,0.0,40,0,0.38056488174269926,3296319.9074999997,0.01064770762833247,21.903422982885086,0.5475855745721272
VOL,q0.00/t0.30,0.3,0.0,40,1,0.3728855336692045,2997415.5,0.009960337713439774,21.816625916870414,0.5454156479217603
VOL,q0.00/t0.30,0.3,0.0,40,2,0.3744675201876629,1815663.04,0.010572582959823447,21.91931540342298,0.5479828850855746
VOL,q0.00/t0.30,0.3,0.0,40,3,0.3749061089308093,1711664.8900000001,0.01105135976959454,21.795843520782395,0.5448960880195599
VOL,q0.00/t0.30,0.3,0.0,40,4,0.3784760795087176,2129943.2625,0.010981767309420583,22.248166259168705,0.5562041564792176
VOL,q0.00/t0.30,0.3,0.0,40,5,0.3696757705548125,1723890.0825,0.011038460684055144,21.492665036674815,0.5373166259168703
VOL,q0.00/t0.30,0.3,0.0,40,6,0.3765757921253071,1189636.9449999998,0.011103438377525792,21.404645476772615,0.5351161369193154
VOL,q0.00/t0.30,0.3,0.0,40,7,0.36072746946988454,1554688.1403,0.011028160714724101,22.257946210268948,0.5564486552567237
