panel,fold,cost,pick,is_sharpe,is_sharpe_anchor,eval_sharpe_pick,eval_sharpe_anchor,pick_is_anchor
U56,R8,0,189,1.2655463664132176,1.1380721186344385,1.068956046415606,1.2038511937053087,False
U56,R8,10,189,1.2465742147599201,1.1157639886864141,1.0530445140025766,1.1831862943616596,False
U56,R8,25,189,1.218047750067805,1.0822396313450808,1.0291421078218992,1.1521503455864581,False
U56,R8,50,189,1.1703353318229586,1.0262159996901057,0.989218258271585,1.1003319859675023,False
U56,R8,75,189,1.1224349224771788,0.9700315256743128,0.949197901431523,1.0484170848566574,False
U56,R8,100,189,1.0743726005248808,0.9137167330389644,0.9090945239001958,0.996426667363904,False
U56,R8,150,189,0.9778674460205026,0.8008188991144763,0.8286929316802767,0.8923034063760862,False
U56,R8,200,189,0.8810311495601515,0.6877679769736661,0.7481221696193068,0.7881299103557775,False
U56,F1,0,189,1.2655463664132176,1.1380721186344385,1.9659469561336396,2.24911746389392,False
U56,F1,10,189,1.2465742147599201,1.1157639886864141,1.946681297531384,2.227991169478268,False
U56,F1,25,189,1.218047750067805,1.0822396313450808,1.9176415758425256,2.1961886084852114,False
U56,F1,50,189,1.1703353318229586,1.0262159996901057,1.8688830548706816,2.142896204155809,False
U56,F1,75,189,1.1224349224771788,0.9700315256743128,1.81970507049894,2.089265933256411,False
U56,F1,100,189,1.0743726005248808,0.9137167330389644,1.7701421460524982,2.035323957125417,False
U56,F1,150,189,0.9778674460205026,0.8008188991144763,1.6700030710963447,1.9266115455566222,False
U56,F1,200,189,0.8810311495601515,0.6877679769736661,1.5687542565112569,1.8169753830912523,False
U56,F2,0,189,1.3471790039560327,1.2621463220616178,0.32926759575011094,0.18645243531121158,False
U56,F2,10,189,1.3281807641353067,1.2400003026376998,0.31295425109926767,0.16879008203759285,False
U56,F2,25,189,1.2996080821839486,1.2067128648224785,0.2885071247937063,0.14230904902999503,False
U56,F2,50,189,1.2518001644703414,1.1510671632204763,0.24782965593071007,0.098214945375332,False
U56,F2,75,189,1.2037818866487129,1.0952390172112905,0.207247628736246,0.05418434726878946,False
U56,F2,100,189,1.155580199140923,1.0392584828108007,0.16677328165932848,0.010231344111839721,False
U56,F2,150,189,1.058735516433006,0.9269612685508049,0.08619547699259347,-0.07738631781470437,False
U56,F2,200,189,0.9614851298913062,0.8144180155311229,0.006189515606243501,-0.16452880965288172,False
U56,F3,0,189,1.212032618570596,1.116220771346319,1.3829106395810566,1.304759047613336,False
U56,F3,10,189,1.1933332597559962,1.0946672436723326,1.3714703968731314,1.2876265257377302,False
U56,F3,25,189,1.165226346636315,1.0622835022852735,1.3542794447834836,1.261934391769012,False
U56,F3,50,189,1.118240253831135,1.0081825640705062,1.3255492840544956,1.2191385124412035,False
U56,F3,75,189,1.0710990421180064,0.9539452726486807,1.296725812338997,1.1763837079236596,False
U56,F3,100,189,1.0238275943923763,0.8995991002573421,1.2678147434735354,1.133682108023939,False
U56,F3,150,189,0.9289940355388524,0.7906903671993157,1.2097529300429362,1.0484861114142334,False
