family,rung_label,k,fmax,between,B,v
E_FINE,k1,1,2,B_ENDPOINT,0.6931471805599453,1.4426950408889634
E_FINE,k1,1,2,B_MATCHED,0.6931471805599453,1.4426950408889634
E_FINE,k1,1,2,B_SD,0.49012907173427356,2.040278893193579
E_FINE,k1,1,2,B_SPAN,1.0,1.0
E_FINE,k2,2,3,B_ENDPOINT,1.0986122886681098,0.9102392266268373
E_FINE,k2,2,3,B_MATCHED,0.7324081924454066,1.3653588399402559
E_FINE,k2,2,3,B_SD,0.5555483670248627,1.8000232911408174
E_FINE,k2,2,3,B_SPAN,1.0,1.0
E_FINE,k3,3,4,B_ENDPOINT,1.3862943611198906,0.7213475204444817
E_FINE,k3,3,4,B_MATCHED,0.7607246985779726,1.3145359968846893
E_FINE,k3,3,4,B_SD,0.6011676120285359,1.6634295993186883
E_FINE,k3,3,4,B_SPAN,1.0,1.0
E_FINE,k4,4,6,B_ENDPOINT,1.791759469228055,0.5581106265512472
E_FINE,k4,4,6,B_MATCHED,0.8553332238032109,1.1691349899323835
E_FINE,k4,4,6,B_SD,0.6855303019275464,1.4587247233101739
E_FINE,k4,4,6,B_SPAN,1.0,1.0
E_FINE,k6,6,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_FINE,k6,6,8,B_MATCHED,0.8520356977277824,1.1736597453214817
E_FINE,k6,6,8,B_SD,0.7098780011501246,1.408692759009052
E_FINE,k6,6,8,B_SPAN,1.0,1.0
E_COARSE,k1,1,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_COARSE,k1,1,8,B_MATCHED,2.0794415416798357,0.48089834696298783
E_COARSE,k1,1,8,B_SD,1.4703872152028206,0.6800929643978597
E_COARSE,k1,1,8,B_SPAN,1.0,1.0
E_COARSE,k2,2,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_COARSE,k2,2,8,B_MATCHED,1.3862943611198906,0.7213475204444817
E_COARSE,k2,2,8,B_SD,1.1267386635508672,0.8875172498727825
E_COARSE,k2,2,8,B_SPAN,1.0,1.0
E_COARSE,k3,3,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_COARSE,k3,3,8,B_MATCHED,1.0701076969722436,0.9344853820128517
E_COARSE,k3,3,8,B_SD,0.933705657188894,1.0710013292740437
E_COARSE,k3,3,8,B_SPAN,1.0,1.0
E_COARSE,k4,4,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_COARSE,k4,4,8,B_MATCHED,0.9128696382935673,1.0954466640705742
E_COARSE,k4,4,8,B_SD,0.8086450123254277,1.2366365769378718
E_COARSE,k4,4,8,B_SPAN,1.0,1.0
E_COARSE,k6,6,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_COARSE,k6,6,8,B_MATCHED,0.8520356977277824,1.1736597453214817
E_COARSE,k6,6,8,B_SD,0.7098780011501246,1.408692759009052
E_COARSE,k6,6,8,B_SPAN,1.0,1.0
E_SLIDE,f3,2,3,B_ENDPOINT,1.0986122886681098,0.9102392266268373
E_SLIDE,f3,2,3,B_MATCHED,0.7324081924454066,1.3653588399402559
E_SLIDE,f3,2,3,B_SD,0.5555483670248627,1.8000232911408174
E_SLIDE,f3,2,3,B_SPAN,1.0,1.0
E_SLIDE,f4,2,4,B_ENDPOINT,1.3862943611198906,0.7213475204444817
E_SLIDE,f4,2,4,B_MATCHED,0.9241962407465937,1.0820212806667227
E_SLIDE,f4,2,4,B_SD,0.7316103233388135,1.366847853426056
E_SLIDE,f4,2,4,B_SPAN,1.0,1.0
E_SLIDE,f5,2,5,B_ENDPOINT,1.6094379124341003,0.6213349345596119
E_SLIDE,f5,2,5,B_MATCHED,1.0729586082894003,0.9320024018394177
E_SLIDE,f5,2,5,B_SD,0.8719609599580856,1.1468403356591437
E_SLIDE,f5,2,5,B_SPAN,1.0,1.0
E_SLIDE,f6,2,6,B_ENDPOINT,1.791759469228055,0.5581106265512472
E_SLIDE,f6,2,6,B_MATCHED,1.1945063128187032,0.8371659398268709
E_SLIDE,f6,2,6,B_SD,0.9860640225682109,1.0141329336765506
E_SLIDE,f6,2,6,B_SPAN,1.0,1.0
E_SLIDE,f8,2,8,B_ENDPOINT,2.0794415416798357,0.48089834696298783
E_SLIDE,f8,2,8,B_MATCHED,1.3862943611198906,0.7213475204444817
E_SLIDE,f8,2,8,B_SD,1.1267386635508672,0.8875172498727825
E_SLIDE,f8,2,8,B_SPAN,1.0,1.0
