panel,sleeve,assets,sl_CAGR,sl_Sharpe,sl_MaxDD,sl_vol,sl_corr,sl_cush,sl_CAGR_IS,sl_Sharpe_IS,sl_MaxDD_IS,sl_cush_IS
u56,CASH,-,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
u56,SHY,SHY,0.011293894605606702,1.217870145819303,-0.011840564842419576,0.00925687049838913,-0.11681892371978835,3.5644961873546928,0.006083002235264701,0.7940620930947421,-0.008129460179088221,4.657637299024654
u56,IEF,IEF,0.012412623777739995,0.29731257124354243,-0.13367003064178484,0.04487892236444588,-0.21851745489209992,18.78034679571106,0.01890158747554227,0.39838757113555123,-0.07334030396045654,30.545496023876456
u56,TLT,TLT,0.007656717503751853,0.12581338161575445,-0.33066251878628317,0.10176643417510337,-0.2337815912834353,40.73291118509886,0.028789005760160746,0.3096617031979077,-0.17624653560969383,66.74256225796238
u56,GLD,GLD,0.06864800006295835,0.6269178944795303,-0.3338707288429954,0.11682706905128952,0.20436959820411724,-27.13361228223147,0.030953986709529202,0.32748218807433366,-0.3338707288429954,-13.935082421220718
u56,UUP,UUP,0.01153239009927276,0.24355250418409832,-0.16814172407913852,0.05280369140549451,-0.13858224604896752,9.54740565612697,0.0055990295346048935,0.12591044942235438,-0.16814172407913852,16.161700419103095
u56,ETF3,TLT+GLD+UUP,0.029328045628668642,0.513769499057112,-0.16677573372506982,0.05974027054568013,-0.04898578212209205,4.927317834349787,0.03268976412006985,0.5032101469109769,-0.16677573372506982,17.96027942986869
u56,BOND2,TLT+IEF,0.00706186211283466,0.1445193651376675,-0.24963913740833155,0.061978213194178816,-0.2245880818465541,25.43260097640795,0.022274193977632528,0.3646873838179464,-0.10998923035326191,40.56623807542824
u56,DEFEQ,XLU+XLP,0.06310434997305503,0.6319807400472259,-0.2332609207770877,0.10568323544071766,0.528081321443233,-82.76619089506289,0.08735470131601186,0.9572435131197541,-0.09229953526496204,-84.01887207449526
u56,SPY1,SPY,0.09312579763252371,0.7866146814704678,-0.2619144720688358,0.12282356033102257,0.8394054773043639,-157.99163526486706,0.10104765303210206,0.893872798192794,-0.1410168078987296,-147.07917655370846
broad,CASH,-,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
broad,SHY,SHY,0.01141186140790329,1.226809119360543,-0.011748378066733456,0.009284714317866092,-0.13094251961378645,3.0947654361593178,0.006084343565166961,0.7921337069292492,-0.008122785017697254,4.557610938681202
broad,IEF,IEF,0.012429511540202887,0.29760865506725825,-0.1336204390605541,0.04489235134090969,-0.23521557602488213,16.864367495598643,0.018937406714425675,0.399180058318825,-0.07338515631563858,33.16069535883554
broad,TLT,TLT,0.007669646650722228,0.1259333186227752,-0.33061776362783646,0.10179348547055865,-0.25379414873859085,38.05576635101216,0.028793493492692557,0.30968197902731043,-0.17624459642526602,70.89371952785577
broad,GLD,GLD,0.0690638100732981,0.6303664828643782,-0.3338707288429954,0.11680023122100863,0.14338134477177222,-20.543204040436002,0.030953986709529202,0.32748218807433366,-0.3338707288429954,6.859272360325938
broad,UUP,UUP,0.0117556489012971,0.24750496183805434,-0.16759201030680337,0.05286536212096879,-0.10377652976864017,9.588311551782324,0.005691497106612431,0.1274083193461849,-0.16759201030680337,17.96124549541025
broad,ETF3,TLT+GLD+UUP,0.02974873783756471,0.5203279909247169,-0.16666315369868556,0.05977688502486969,-0.08374489274409136,7.314685579526719,0.033174993298113575,0.5097489807359241,-0.16666315369868556,28.58201269978836
broad,BOND2,TLT+IEF,0.007066467156118472,0.14457082938882126,-0.24972387101369553,0.06199496893649627,-0.24273335805772706,23.119458983848098,0.022295945465366618,0.36506427575056183,-0.10998989598036912,43.943514676301696
broad,DEFEQ,XLU+XLP,0.06350136723158273,0.635497933754438,-0.23328471972171583,0.1056864419089674,0.5208401498021443,-74.94491128579912,0.08797315155732632,0.963011112186555,-0.0921530879224085,-86.52659260639574
broad,SPY1,SPY,0.09364563489381705,0.790404155421765,-0.2619040213716005,0.12283882146526393,0.8055981010527898,-148.21125990098514,0.10105594069772983,0.8939555891333838,-0.14101624598526374,-149.83946792102728
