panel,book,target_dd,m,ctl_MaxDD,ctl_CAGR,lever,dCAGR,dMaxDD,rate,dSharpe,dominated,rate_over_lever,note
u56,V1u,0.15,0.9540191650390626,-0.1499920516156641,0.06023753679533295,0.4034597267778027,1.678572220388741,3.258236443857321,0.5151781490730407,-0.09846117418223932,True,1.2769010507875664,
u56,V1u,0.2,,,,,,,,,,,unreachable
u56,V1u,0.25,,,,,,,,,,,unreachable
u56,V1u,0.3,,,,,,,,,,,unreachable
u56,TOP20,0.15,0.6559844970703126,-0.15000048540421795,0.10108426680365712,0.6856584397417903,1.5682954157985485,1.779264774437872,0.8814289128463325,-0.10900256094247185,True,1.2855218600944616,
u56,TOP20,0.2,0.8923248291015624,-0.20000611789863043,0.13802754048281196,0.7064246574525845,3.2753332292420723,5.1278247398246934,0.6387373585147231,-0.1262247339125906,False,0.904183272449823,
u56,TOP20,0.25,,,,,,,,,,,unreachable
u56,TOP20,0.3,,,,,,,,,,,unreachable
u56,EWall,0.15,0.6458953857421876,-0.15000725243506274,0.08535500250028227,0.578505919609912,1.3013347726435587,2.8465480900118245,0.45716240565538907,-0.03020694187857287,False,0.7902467203164573,
u56,EWall,0.2,0.8786407470703124,-0.20000857410315787,0.11644254394514486,0.5953856902628242,3.1712197293882527,3.723969897654722,0.851569646517664,-0.11183036098638222,True,1.4302823538499072,
u56,EWall,0.25,,,,,,,,,,,unreachable
u56,EWall,0.3,,,,,,,,,,,unreachable
broad,V1u,0.15,0.6137725830078125,-0.14999457810728223,0.03902468360687594,0.2623180037069935,0.49637356964562507,3.402239754907699,0.14589611708863576,-0.03413844055953996,False,0.5561803422825686,
broad,V1u,0.2,0.8379364013671875,-0.2000007695800261,0.05257602078873669,0.26577363568306206,2.3205536167662855,4.350428925845417,0.5334080055831123,-0.19493772304315493,True,2.0070011993936343,
broad,V1u,0.25,,,,,,,,,,,unreachable
broad,V1u,0.3,,,,,,,,,,,unreachable
broad,TOP20,0.15,0.5517303466796877,-0.14999958239056443,0.08122319904258868,0.5494044567696832,0.6896334786992808,2.975928599912492,0.23173723950217076,-0.03119951154601197,False,0.42179715990057526,
broad,TOP20,0.2,0.7507293701171873,-0.19999927175475196,0.11044863822696316,0.563163048208205,2.8680260574771355,5.485001425244729,0.5228851982201937,-0.1275971809951637,False,0.9284792386216358,
broad,TOP20,0.25,0.9585418701171875,-0.24998968589844783,0.14082908722063037,0.5774633594884488,4.999019019315476,7.0359965956601105,0.7104919610675953,-0.17089233929430903,True,1.2303671729007897,
broad,TOP20,0.3,,,,,,,,,,,unreachable
broad,EWall,0.15,0.5663421630859375,-0.15001072048413655,0.07977003618640333,0.5406042507037371,1.0210021936768898,3.1879142491175405,0.32027279088812305,0.006622491768695671,False,0.5924348365208092,
broad,EWall,0.2,0.7705596923828124,-0.20001199835499284,0.10882354033945729,0.5563920817487682,2.144834094833614,4.174597012160608,0.5137823096662286,-0.034721097953021696,False,0.9234177237953946,
broad,EWall,0.25,0.9838226318359375,-0.2500088096209452,0.1392623681534042,0.5731109752041778,3.707492379780386,7.9317755293450976,0.4674227562370896,-0.04961188762602142,False,0.8155885621812854,
broad,EWall,0.3,,,,,,,,,,,unreachable
small,V1u,0.15,0.4122222900390626,-0.15001418882038442,0.031228848066927384,0.2080980054176478,1.0447474057387662,3.0532510465995366,0.3421754024787189,-0.10561149180766533,True,1.6442992896158755,
small,V1u,0.2,0.5584564208984375,-0.20001917633936184,0.04160724756621459,0.20789456254591318,1.5464648457968577,4.75520857266758,0.3252149347740011,-0.07960582435354002,True,1.5643263142208343,
small,V1u,0.25,0.7100250244140625,-0.24999888786765068,0.0519500092981684,0.20761383542809161,1.9721322120411555,7.709077659975671,0.2558194765996662,-0.0769859192368042,True,1.2321889630918692,
small,V1u,0.3,0.8678558349609375,-0.30000294494290036,0.062253059599974625,0.20722869839835178,2.0766393829148244,10.526330665242067,0.19728046258055387,-0.04336656200059602,False,0.9519939279902506,
small,TOP20,0.15,0.45408630371093756,-0.14999091757430916,0.06948571101517986,0.466799369670793,1.8363892208536514,2.975830312555805,0.6171014567280418,-0.08838331049818082,True,1.3219843402171865,
small,TOP20,0.2,0.6179473876953125,-0.1999839351991658,0.0934807576679424,0.4720862677105995,3.7103279563219127,1.3411694649215766,2.766487049821754,-0.13246663296842787,True,5.860130317363263,
small,TOP20,0.25,0.7892303466796875,-0.24999913097398607,0.11782605110522093,0.47699547044495133,4.924594578759489,7.134451234929495,0.6902555524732178,-0.13186489666710333,True,1.4470903713809546,
small,TOP20,0.3,0.9686309814453125,-0.3000009137268691,0.1424260195595568,0.4813842982108168,5.18853414842646,11.270770869579627,0.46035308573529543,-0.06516771705396973,False,0.9563109711852068,
small,EWall,0.15,0.3807952880859375,-0.15001534153645513,0.04086950412779644,0.2747057116956679,1.5047460290861236,2.3003173462950666,0.6541471469185307,-0.15551536041436465,True,2.3812651833145217,
small,EWall,0.2,0.5186798095703125,-0.20000752299653557,0.05507864730818279,0.27846806528395884,2.2973596898893334,5.101038480987219,0.4503709780767462,-0.13129201153092962,True,1.6173164330979743,
small,EWall,0.25,0.6605072021484375,-0.2500169626258938,0.0693317524469641,0.2810070168324119,2.0797672699940595,7.9982136339803445,0.2600289721142463,-0.024345945332243768,False,0.9253469007477612,
small,EWall,0.3,0.8082489013671874,-0.30000229635373254,0.08376335563475079,0.2833216195444163,2.7774003965177485,10.178377515198967,0.27287260591094864,-0.024155325633891223,False,0.9631196036141901,
