book,set,panel,strip,rung,conv,half,margin0,margin1,d_margin,dBOOK,dCOMP,comparand_share,side,flips_leg,base_pass4b
u56-v2band-gross100,SHELF,U56,COVID_DD,25.0,DATE,H2,0.31180755673026417,0.27273058620294344,-0.03907697052732073,0.11643088227673148,0.15550785280405222,0.5718488495500876,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,10.0,COUNT,H1,0.27585141166781046,0.255579710530355,-0.020271701137455467,-0.05115998115465348,-0.03088828001719801,0.3764647730011241,BOOK,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,10.0,COUNT,H2,0.3490112647486122,0.3236301970429212,-0.02538106770569104,0.18487917791051944,0.21026024561621048,0.5321165975785938,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,10.0,DATE,H1,0.27585141166781046,0.27585141166781046,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,10.0,DATE,H2,0.3490112647486122,0.30804983634831595,-0.04096142840029626,0.13733274668984485,0.17829417509014112,0.5648889964285893,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,25.0,COUNT,H1,0.2381884297452289,0.2180368307550542,-0.020151598990174713,-0.051039879007372724,-0.03088828001719801,0.3770166495250361,BOOK,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,25.0,COUNT,H2,0.31180755673026417,0.2853969899278168,-0.026410566802447355,0.18384967881376313,0.21026024561621048,0.5335065995110966,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,25.0,DATE,H1,0.2381884297452289,0.2381884297452289,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,COVID_WIDE,25.0,DATE,H2,0.31180755673026417,0.26990848665642186,-0.041899070073842304,0.1363951050162988,0.17829417509014112,0.5665721280045994,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,10.0,COUNT,H1,0.27585141166781046,0.24712334703434213,-0.02872806463346833,0.0735244457807891,0.10225251041425742,0.5817173799550578,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,10.0,COUNT,H2,0.3490112647486122,0.35455897418800364,0.005547709439391424,-0.003669873871538165,-0.009217583310929589,0.7152367748285748,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,10.0,DATE,H1,0.27585141166781046,0.2535132814372345,-0.02233813023057596,0.06972534728135416,0.09206347751193011,0.5690348367976501,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,10.0,DATE,H2,0.3490112647486122,0.3490112647486122,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,25.0,COUNT,H1,0.2381884297452289,0.20983032052008999,-0.028358109225138928,0.0738944011891185,0.10225251041425742,0.580495618591917,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,25.0,COUNT,H2,0.31180755673026417,0.31726713215574975,0.0054595754254855855,-0.0037580078854440035,-0.009217583310929589,0.71037867727412,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,25.0,DATE,H1,0.2381884297452289,0.21613171357474914,-0.022056716170479773,0.07000676134145034,0.09206347751193011,0.5680467812182154,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,DD_2015,25.0,DATE,H2,0.31180755673026417,0.31180755673026417,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,10.0,COUNT,H1,0.27585141166781046,0.24503349331688185,-0.03081791835092862,-0.049391682794640124,-0.018573764443711505,0.2732824574606886,BOOK,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,10.0,COUNT,H2,0.3490112647486122,0.25373427140583993,-0.09527699334277229,0.19829792750102482,0.2935749208437971,0.5968512428195462,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,10.0,DATE,H1,0.27585141166781046,0.27585141166781046,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,10.0,DATE,H2,0.3490112647486122,0.22661166384614218,-0.12239960090247004,0.15931554249385926,0.2817151433963293,0.6387654020665425,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,25.0,COUNT,H1,0.2381884297452289,0.20714322829321574,-0.03104520145201317,-0.049618965895724676,-0.018573764443711505,0.27237162013104216,BOOK,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,25.0,COUNT,H2,0.31180755673026417,0.21799193765314429,-0.09381561907711988,0.19975930176667722,0.2935749208437971,0.5950832263173385,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,25.0,DATE,H1,0.2381884297452289,0.2381884297452289,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,BEAR2022,25.0,DATE,H2,0.31180755673026417,0.19066569870441819,-0.12114185802584598,0.16057328537048332,0.2817151433963293,0.6369489343906344,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,10.0,COUNT,H1,0.27585141166781046,0.2684141024353085,-0.007437309232501965,0.009820703850035972,0.017258013082537937,0.6373275781681401,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,10.0,COUNT,H2,0.3490112647486122,0.3544982737342336,0.005487008985621378,-0.0051761668635235125,-0.01066317584914489,0.6732082285596622,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,10.0,DATE,H1,0.27585141166781046,0.27464226505339706,-0.0012091466144134033,0.004031579850074518,0.0052407264644879215,0.5652020421561355,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,10.0,DATE,H2,0.3490112647486122,0.3490112647486122,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,25.0,COUNT,H1,0.2381884297452289,0.23069102601973268,-0.007497403725496232,0.009760609357041705,0.017258013082537937,0.6387451144532311,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,25.0,COUNT,H2,0.31180755673026417,0.3172157487998023,0.005408192069538131,-0.005254983779606759,-0.01066317584914489,0.6698749163116119,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,25.0,DATE,H1,0.2381884297452289,0.23683873082306284,-0.001349698922166076,0.0038910275423218454,0.0052407264644879215,0.5739014060803419,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2017,25.0,DATE,H2,0.31180755673026417,0.31180755673026417,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,10.0,COUNT,H1,0.27585141166781046,0.2880926696361962,0.01224125796838571,0.01727413440702641,0.005032876438640699,0.22561859468581735,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,10.0,COUNT,H2,0.3490112647486122,0.3544982737342336,0.005487008985621378,-0.0051761668635235125,-0.01066317584914489,0.6732082285596622,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,10.0,DATE,H1,0.27585141166781046,0.2944208760989456,0.018569464431135163,0.01150289701466023,-0.007066567416474934,0.3805477235318924,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,10.0,DATE,H2,0.3490112647486122,0.3490112647486122,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,25.0,COUNT,H1,0.2381884297452289,0.25042910898139825,0.012240679236169338,0.017273555674810037,0.005032876438640699,0.22562444827767342,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,25.0,COUNT,H2,0.31180755673026417,0.3172157487998023,0.005408192069538131,-0.005254983779606759,-0.01066317584914489,0.6698749163116119,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,25.0,DATE,H1,0.2381884297452289,0.2566770886553412,0.01848865891011231,0.011422091493637376,-0.007066567416474934,0.3822109245906364,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2013,25.0,DATE,H2,0.31180755673026417,0.31180755673026417,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,10.0,COUNT,H1,0.27585141166781046,0.26550942891144247,-0.010341982756367996,-0.017747349310488714,-0.007405366554120718,0.2944161812975542,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,10.0,COUNT,H2,0.3490112647486122,0.359660884696006,0.010649619947393774,-0.0016577600583034258,-0.0123073800056972,0.8812929873451965,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,10.0,DATE,H1,0.27585141166781046,0.27585141166781046,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,10.0,DATE,H2,0.3490112647486122,0.3503841534148936,0.00137288866628138,-0.01756320986093063,-0.01893609852721201,0.5188070504197195,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,25.0,COUNT,H1,0.2381884297452289,0.22794353369586118,-0.010244896049367735,-0.017650262603488454,-0.007405366554120718,0.2955569986903232,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,25.0,COUNT,H2,0.31180755673026417,0.32266447159084655,0.010856914860582378,-0.001450465145114821,-0.0123073800056972,0.8945717785587076,COMPARAND,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,25.0,DATE,H1,0.2381884297452289,0.2381884297452289,0.0,0.0,0.0,,BOOK,False,True
u56-v2band-gross100,SHELF,U56,PLACEBO_2019,25.0,DATE,H2,0.31180755673026417,0.3134675193815365,0.0016599626512723287,-0.01727613587593968,-0.01893609852721201,0.522919914755769,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,10.0,COUNT,H1,0.2841403448413472,0.2779067431473471,-0.006233601694000113,-0.01363896824812083,-0.007405366554120718,0.35189359149199295,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,10.0,COUNT,H2,0.2400871561133523,0.2696528556355178,0.02956569952216548,0.3080265334751173,0.27846083395295185,0.47479425716207635,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,10.0,DATE,H1,0.2841403448413472,0.2841403448413472,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,10.0,DATE,H2,0.2400871561133523,0.2642041526073948,0.02411699649404253,0.295707179419993,0.2715901829259505,0.4787439550271205,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,25.0,COUNT,H1,0.261706448078021,0.25551433204784,-0.006192116030180994,-0.013597482584301712,-0.007405366554120718,0.35258866572409003,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,25.0,COUNT,H2,0.21695600857995567,0.24549373904596727,0.0285377304660116,0.30699856441896345,0.27846083395295185,0.4756279166878427,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,25.0,DATE,H1,0.261706448078021,0.261706448078021,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_TIGHT,25.0,DATE,H2,0.21695600857995567,0.2400720961110243,0.02311608753106864,0.29470627045701914,0.2715901829259505,0.4795901180442005,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,10.0,COUNT,H1,0.2841403448413472,0.26400709234893194,-0.020133252492415266,-0.04981071082992461,-0.029677458337509344,0.37335692403477955,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,10.0,COUNT,H2,0.2400871561133523,0.28531398559053,0.04522682947717771,0.23171267755943314,0.18648584808225543,0.4459266033903621,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,10.0,DATE,H1,0.2841403448413472,0.2841403448413472,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,10.0,DATE,H2,0.2400871561133523,0.26854620063572443,0.028459044522372134,0.18396689732642435,0.15550785280405222,0.45808370944903276,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,25.0,COUNT,H1,0.261706448078021,0.24157387812352216,-0.020132569954498858,-0.0498100282920082,-0.029677458337509344,0.3733601299514315,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,25.0,COUNT,H2,0.21695600857995567,0.261492952004712,0.04453694342475634,0.23102279150701177,0.18648584808225543,0.44666344693061866,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,25.0,DATE,H1,0.261706448078021,0.261706448078021,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_DD,25.0,DATE,H2,0.21695600857995567,0.2446868769440118,0.027730868364056138,0.18323872116810835,0.15550785280405222,0.4590684150117262,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,10.0,COUNT,H1,0.2841403448413472,0.2690253603586852,-0.01511498448266202,-0.04600326449986003,-0.03088828001719801,0.4017123106474417,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,10.0,COUNT,H2,0.2400871561133523,0.2717402114669274,0.0316530553535751,0.24191330096978558,0.21026024561621048,0.4649989969641499,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,10.0,DATE,H1,0.2841403448413472,0.2841403448413472,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,10.0,DATE,H2,0.2400871561133523,0.2598872389508802,0.019800082837527877,0.198094257927669,0.17829417509014112,0.47369727507461556,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,25.0,COUNT,H1,0.261706448078021,0.24665108553562387,-0.015055362542397144,-0.045943642559595155,-0.03088828001719801,0.40202404132638114,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,25.0,COUNT,H2,0.21695600857995567,0.2478921644493879,0.030936155869432214,0.2411964014856427,0.21026024561621048,0.46573740128977137,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,25.0,DATE,H1,0.261706448078021,0.261706448078021,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,COVID_WIDE,25.0,DATE,H2,0.21695600857995567,0.2360645919287363,0.019108583348780628,0.19740275843892174,0.17829417509014112,0.4745691518303244,BOOK,False,True
u56-band008-gross100,SHELF,U56,DD_2015,10.0,COUNT,H1,0.2841403448413472,0.26975301645774175,-0.014387328383605458,0.08786518203065197,0.10225251041425742,0.537837952371988,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,DD_2015,10.0,COUNT,H2,0.2400871561133523,0.2447982048726508,0.004711048759298508,-0.004506534551631081,-0.009217583310929589,0.6716339369304831,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,DD_2015,10.0,DATE,H1,0.2841403448413472,0.2757552598522821,-0.008385084989065095,0.08367839252286502,0.09206347751193011,0.5238562528878432,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,DD_2015,10.0,DATE,H2,0.2400871561133523,0.2400871561133523,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,DD_2015,25.0,COUNT,H1,0.261706448078021,0.24747097092933634,-0.014235477148684672,0.08801703326557275,0.10225251041425742,0.5374087120654448,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,DD_2015,25.0,COUNT,H2,0.21695600857995567,0.22161650691418722,0.004660498334231544,-0.004557084976698045,-0.009217583310929589,0.6691691675224437,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,DD_2015,25.0,DATE,H1,0.261706448078021,0.2534274515138184,-0.008278996564202612,0.0837844809477275,0.09206347751193011,0.5235402123423057,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,DD_2015,25.0,DATE,H2,0.21695600857995567,0.21695600857995567,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,10.0,COUNT,H1,0.2841403448413472,0.26178511200189525,-0.022355232839451955,-0.04092899728316346,-0.018573764443711505,0.31214961969273597,BOOK,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,10.0,COUNT,H2,0.2400871561133523,0.15660000441730126,-0.08348715169605103,0.21008776914774607,0.2935749208437971,0.5828800240270456,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,10.0,DATE,H1,0.2841403448413472,0.2841403448413472,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,10.0,DATE,H2,0.2400871561133523,0.13460015090570376,-0.10548700520764853,0.17622813818868077,0.2817151433963293,0.6151747491987897,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,25.0,COUNT,H1,0.261706448078021,0.23927114600335875,-0.022435302074662267,-0.04100906651837377,-0.018573764443711505,0.31173014346247946,BOOK,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,25.0,COUNT,H2,0.21695600857995567,0.1341238920535197,-0.08283211652643596,0.21074280431736114,0.2935749208437971,0.582122947889613,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,25.0,DATE,H1,0.261706448078021,0.261706448078021,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,BEAR2022,25.0,DATE,H2,0.21695600857995567,0.11201444848762865,-0.10494156009232702,0.17677358330400228,0.2817151433963293,0.6144429011892771,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,10.0,COUNT,H1,0.2841403448413472,0.2781418811172397,-0.005998463724107506,0.011259549358430432,0.017258013082537937,0.605171396337334,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,10.0,COUNT,H2,0.2400871561133523,0.24417675093354096,0.004089594820188669,-0.006573581028956221,-0.01066317584914489,0.6186300546300679,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,10.0,DATE,H1,0.2841403448413472,0.2832416613367754,-0.0008986835045717845,0.004342042959916137,0.0052407264644879215,0.5468905941889378,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,10.0,DATE,H2,0.2400871561133523,0.2400871561133523,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,25.0,COUNT,H1,0.261706448078021,0.25582373731940844,-0.005882710758612575,0.011375302323925363,0.017258013082537937,0.6027249320434037,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,25.0,COUNT,H2,0.21695600857995567,0.22100135608973248,0.004045347509776809,-0.0066178283393680815,-0.01066317584914489,0.6170460774630745,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,25.0,DATE,H1,0.261706448078021,0.2608842897188228,-0.0008221583591981885,0.004418568105289733,0.0052407264644879215,0.5425578883250226,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2017,25.0,DATE,H2,0.21695600857995567,0.21695600857995567,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,10.0,COUNT,H1,0.2841403448413472,0.29042203498773833,0.006281690146391128,0.011314566585031827,0.005032876438640699,0.30786933658998866,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,10.0,COUNT,H2,0.2400871561133523,0.24417675093354096,0.004089594820188669,-0.006573581028956221,-0.01066317584914489,0.6186300546300679,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,10.0,DATE,H1,0.2841403448413472,0.2955921392242161,0.011451794382868918,0.004385226966393985,-0.007066567416474934,0.6170707559197904,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,10.0,DATE,H2,0.2400871561133523,0.2400871561133523,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,25.0,COUNT,H1,0.261706448078021,0.2679452430184256,0.0062387949404045795,0.011271671379045278,0.005032876438640699,0.308679301929576,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,25.0,COUNT,H2,0.21695600857995567,0.22100135608973248,0.004045347509776809,-0.0066178283393680815,-0.01066317584914489,0.6170460774630745,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,25.0,DATE,H1,0.261706448078021,0.2730751423246859,0.011368694246664868,0.004302126830189934,-0.007066567416474934,0.6215812707381052,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2013,25.0,DATE,H2,0.21695600857995567,0.21695600857995567,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,10.0,COUNT,H1,0.2841403448413472,0.2779067431473471,-0.006233601694000113,-0.01363896824812083,-0.007405366554120718,0.35189359149199295,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,10.0,COUNT,H2,0.2400871561133523,0.26034407499858825,0.020256918885235953,0.007949538879538753,-0.0123073800056972,0.6075642636189508,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,10.0,DATE,H1,0.2841403448413472,0.2841403448413472,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,10.0,DATE,H2,0.2400871561133523,0.25465268168157495,0.01456552556822266,-0.004370572958989349,-0.01893609852721201,0.8124754552971267,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,25.0,COUNT,H1,0.261706448078021,0.25551433204784,-0.006192116030180994,-0.013597482584301712,-0.007405366554120718,0.35258866572409003,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,25.0,COUNT,H2,0.21695600857995567,0.23728944438640298,0.02033343580644731,0.00802605580075011,-0.0123073800056972,0.6052779334909443,COMPARAND,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,25.0,DATE,H1,0.261706448078021,0.261706448078021,0.0,0.0,0.0,,BOOK,False,True
u56-band008-gross100,SHELF,U56,PLACEBO_2019,25.0,DATE,H2,0.21695600857995567,0.2316242882722378,0.014668279692282127,-0.004267818834929882,-0.01893609852721201,0.8160733479471446,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,10.0,COUNT,H1,0.13696165003170668,0.11750300345901354,-0.01945864657269314,-0.026864013126813857,-0.007405366554120718,0.2160928100557542,BOOK,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,10.0,COUNT,H2,0.2679768952137328,0.21787044350364182,-0.05010645171009098,0.22835438224286086,0.27846083395295185,0.5494326631372606,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,10.0,DATE,H1,0.13696165003170668,0.13696165003170668,0.0,0.0,0.0,,BOOK,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,10.0,DATE,H2,0.2679768952137328,0.20200101201416554,-0.06597588319956726,0.20561429972638323,0.2715901829259505,0.5691274763733033,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,25.0,COUNT,H1,0.002051757231050666,-0.01729479504722531,-0.019346552278275975,-0.026751918832396693,-0.007405366554120718,0.21680196392432782,BOOK,True,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,25.0,COUNT,H2,0.15005016572693997,0.09579084807935967,-0.054259317647580296,0.22420151630537155,0.27846083395295185,0.5539719332666311,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,25.0,DATE,H1,0.002051757231050666,0.002051757231050666,0.0,0.0,0.0,,BOOK,False,True
u56-top20-band-m20,SHELF,U56,COVID_TIGHT,25.0,DATE,H2,0.15005016572693997,0.08004944696957605,-0.07000071875736391,0.20158946416858659,0.2715901829259505,0.5739684379782489,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_DD,10.0,COUNT,H1,0.13696165003170668,0.10668561921344022,-0.030276030818266464,-0.05995348915577581,-0.029677458337509344,0.33110727006129975,BOOK,False,True
u56-top20-band-m20,SHELF,U56,COVID_DD,10.0,COUNT,H2,0.2679768952137328,0.2532985649114745,-0.014678330302258291,0.17180751777999714,0.18648584808225543,0.5204836758098131,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_DD,10.0,DATE,H1,0.13696165003170668,0.13696165003170668,0.0,0.0,0.0,,BOOK,False,True
u56-top20-band-m20,SHELF,U56,COVID_DD,10.0,DATE,H2,0.2679768952137328,0.23269431949339126,-0.03528257572034155,0.12022527708371067,0.15550785280405222,0.5639795728114052,COMPARAND,False,True
u56-top20-band-m20,SHELF,U56,COVID_DD,25.0,COUNT,H1,0.002051757231050666,-0.02748232409618656,-0.029534081327237227,-0.05921153966474657,-0.029677458337509344,0.33387099646185864,BOOK,True,True
