q,n,char,book,stat,pooled_rho,a,agree_obs,agree_pred_pair,agree_pred_indep,err,c_inf,nstar_indep
0.5,30,breadth,CAND10,MARGINAL,-0.06124678976881011,0.34397209940659434,0.5175,0.5174271676479922,0.5362161874236643,7.283235200772342e-05,0.9963720283770742,693.4403785901644
0.5,30,breadth,CAND10,PARTIAL,-0.03408889213642626,0.17538689741314012,0.515,0.4891207047244217,0.5096917046594335,0.025879295275578307,1.0430552108663471,2453.1355892993083
0.5,30,breadth,CAND20,MARGINAL,-0.06676630015431122,0.3474237061427827,0.4625,0.5181750719613494,0.5369177475328113,-0.055675071961349354,1.0337715483594674,628.1556391309952
0.5,30,breadth,CAND20,PARTIAL,-0.04075711517197689,0.19646132800936428,0.465,0.4917243170582605,0.5121291626671512,-0.02672431705826045,1.0816896313691728,1845.5728541185445
0.5,30,breadth,EWall,MARGINAL,-0.07270334778782743,0.38473131281760814,0.4675,0.5266488180342004,0.5448691152419611,-0.05914881803420036,1.0289634835902584,524.8362693816297
0.5,30,breadth,EWall,PARTIAL,-0.05195533576801801,0.2544041156585784,0.505,0.5003030677665883,0.5201636443000098,0.004696932233411721,1.0663327848888415,1103.7175436021457
0.5,30,disp,CAND10,MARGINAL,0.1302705306880672,0.7126049969699457,0.605,0.6246841229805898,0.6372406427763265,-0.019684122980589858,0.9640829781387207,143.50571563710614
0.5,30,disp,CAND10,PARTIAL,0.007884291121883146,0.03995103138146817,0.46,0.4793064346211003,0.5005077790287791,-0.019306434621100266,1.031173771617549,44819.92707787232
0.5,30,disp,CAND20,MARGINAL,0.1478268134844335,0.8082249097784289,0.635,0.6580004812543357,0.6688029884221188,-0.023000481254335736,0.9690236923864656,112.58877493259321
0.5,30,disp,CAND20,PARTIAL,-0.03781080197217799,0.19046159742724242,0.5,0.49095450482289804,0.5114084305229187,0.009045495177101959,1.0109956888070752,1873.2664839207773
0.5,30,disp,EWall,MARGINAL,0.14784167900034287,0.8134763152904919,0.64,0.6598522641998215,0.6705600075469651,-0.019852264199821446,0.9620711353231767,110.95664870914597
0.5,30,disp,EWall,PARTIAL,-0.016198328757191193,0.08248659838309061,0.4875,0.48107350473158195,0.502160886977326,0.006426495268418042,1.0286215420489937,10565.828230226734
0.5,30,corr,CAND10,MARGINAL,-0.18871891805085958,1.0616103133822499,0.75,0.746561240460626,0.7531781640940527,0.0034387595393740034,0.9756666342320577,70.03332789254287
0.5,30,corr,CAND10,PARTIAL,-0.1466973610335293,0.7652484321671931,0.62,0.642913806154325,0.6544991773273489,-0.022913806154325034,1.0262640631670645,128.2349402134026
0.5,30,corr,CAND20,MARGINAL,-0.1969845789261238,1.0930403477812682,0.7675,0.7570956395461526,0.7632649024399392,0.010404360453847405,0.9817385920579366,65.08186704892901
0.5,30,corr,CAND20,PARTIAL,-0.16013637026998856,0.8259709432491484,0.655,0.6642632553062863,0.6747464524718658,-0.009263255306286244,1.0358806226881716,109.64079882839225
0.5,30,corr,EWall,MARGINAL,-0.17039787499077685,0.9127643262668866,0.715,0.6949584241605516,0.7039262560105912,0.020041575839448322,1.014465543533261,92.87075710866326
0.5,30,corr,EWall,PARTIAL,-0.12641390192150723,0.6329264377602064,0.61,0.5979380839389452,0.6119677147641339,0.012061916061054778,1.0681543062545276,187.07297449335067
