panel,window,gate,band,point,PH0,MEANPH,SDPH,RANGEPH
SMALL439,FULL,MA,0.0,W,-0.08722648411794154,-0.08722648411794154,,0.0
SMALL439,COMMON,MA,0.0,W,-0.08722648411794154,-0.08722648411794154,,0.0
SMALL439,IS,MA,0.0,W,0.2170378129628503,0.2170378129628503,,0.0
SMALL439,OOS,MA,0.0,W,-0.21128043943554609,-0.21128043943554609,,0.0
SMALL439,FULL,MA,0.0,CAL-M,-0.2347815375021156,-0.2347815375021156,,0.0
SMALL439,COMMON,MA,0.0,CAL-M,-0.2347815375021156,-0.2347815375021156,,0.0
SMALL439,IS,MA,0.0,CAL-M,0.43831574209578505,0.43831574209578505,,0.0
SMALL439,OOS,MA,0.0,CAL-M,-0.6045340749469164,-0.6045340749469164,,0.0
SMALL439,FULL,MA,0.0,CAL-Q,-0.9145154242920839,-0.9145154242920839,,0.0
SMALL439,COMMON,MA,0.0,CAL-Q,-0.9145154242920839,-0.9145154242920839,,0.0
SMALL439,IS,MA,0.0,CAL-Q,-0.18859996442761595,-0.18859996442761595,,0.0
SMALL439,OOS,MA,0.0,CAL-Q,-1.2859933559548287,-1.2859933559548287,,0.0
SMALL439,FULL,MA,0.0,4W,-0.6141861539428861,-0.6400415562285988,0.25563359963762683,0.5566176931703248
SMALL439,COMMON,MA,0.0,4W,-0.6141861539428861,-0.6400415562285988,0.25563359963762683,0.5566176931703248
SMALL439,IS,MA,0.0,4W,-0.04763165502761346,-0.10772451491388724,0.38230203305689986,0.9045383999410683
SMALL439,OOS,MA,0.0,4W,-0.9093915712480527,-0.9147919109438019,0.2877046958385439,0.7046441101968393
SMALL439,FULL,MA,0.0,13W,-1.2148938814689147,-0.618509861671012,0.4017056620250861,1.2994347602917289
SMALL439,COMMON,MA,0.0,13W,-1.2148938814689147,-0.618509861671012,0.4017056620250861,1.2994347602917289
SMALL439,IS,MA,0.0,13W,-0.07700864184234657,-0.07737513754431102,0.395478243436881,1.5084148107622486
SMALL439,OOS,MA,0.0,13W,-1.7751389204176293,-0.879385143604601,0.5763522257629098,1.952818627164854
SMALL439,FULL,MA,0.02,W,-0.21107485190103858,-0.21107485190103858,,0.0
SMALL439,COMMON,MA,0.02,W,-0.21107485190103858,-0.21107485190103858,,0.0
SMALL439,IS,MA,0.02,W,0.11057827380751561,0.11057827380751561,,0.0
SMALL439,OOS,MA,0.02,W,-0.3542143864166958,-0.3542143864166958,,0.0
SMALL439,FULL,MA,0.02,CAL-M,-0.15209015376682622,-0.15209015376682622,,0.0
SMALL439,COMMON,MA,0.02,CAL-M,-0.15209015376682622,-0.15209015376682622,,0.0
SMALL439,IS,MA,0.02,CAL-M,0.5072704453805033,0.5072704453805033,,0.0
SMALL439,OOS,MA,0.02,CAL-M,-0.508937050665792,-0.508937050665792,,0.0
SMALL439,FULL,MA,0.02,CAL-Q,-0.9190879001119034,-0.9190879001119034,,0.0
SMALL439,COMMON,MA,0.02,CAL-Q,-0.9190879001119034,-0.9190879001119034,,0.0
SMALL439,IS,MA,0.02,CAL-Q,-0.1689089965399182,-0.1689089965399182,,0.0
SMALL439,OOS,MA,0.02,CAL-Q,-1.2828300491729783,-1.2828300491729783,,0.0
SMALL439,FULL,MA,0.02,4W,-0.6616340215636285,-0.6306764853552638,0.2596979380956116,0.5793033193010277
SMALL439,COMMON,MA,0.02,4W,-0.6616340215636285,-0.6306764853552638,0.2596979380956116,0.5793033193010277
SMALL439,IS,MA,0.02,4W,0.036259558292894845,-0.08258270416670044,0.3545687388088579,0.8463846715176304
SMALL439,OOS,MA,0.02,4W,-1.0230456229557428,-0.9119673547434148,0.28929037864576507,0.6846374338788541
SMALL439,FULL,MA,0.02,13W,-0.9983275883335141,-0.6111109208266527,0.3604399992430955,1.137171062475173
SMALL439,COMMON,MA,0.02,13W,-0.9983275883335141,-0.6111109208266527,0.3604399992430955,1.137171062475173
SMALL439,IS,MA,0.02,13W,0.14827246515465298,-0.0727687487013462,0.3932362247275537,1.3469742702298504
SMALL439,OOS,MA,0.02,13W,-1.5843552542376127,-0.8688088195441082,0.5223635990619744,1.7591472460263935
SMALL439,FULL,MA,0.03,W,-0.20241960582239038,-0.20241960582239038,,0.0
SMALL439,COMMON,MA,0.03,W,-0.20241960582239038,-0.20241960582239038,,0.0
SMALL439,IS,MA,0.03,W,0.14309254731839083,0.14309254731839083,,0.0
SMALL439,OOS,MA,0.03,W,-0.35773554500486693,-0.35773554500486693,,0.0
SMALL439,FULL,MA,0.03,CAL-M,-0.20396033534906266,-0.20396033534906266,,0.0
SMALL439,COMMON,MA,0.03,CAL-M,-0.20396033534906266,-0.20396033534906266,,0.0
SMALL439,IS,MA,0.03,CAL-M,0.5009574718787047,0.5009574718787047,,0.0
SMALL439,OOS,MA,0.03,CAL-M,-0.5849192207638909,-0.5849192207638909,,0.0
SMALL439,FULL,MA,0.03,CAL-Q,-1.050509915965958,-1.050509915965958,,0.0
SMALL439,COMMON,MA,0.03,CAL-Q,-1.050509915965958,-1.050509915965958,,0.0
SMALL439,IS,MA,0.03,CAL-Q,-0.2662325729477111,-0.2662325729477111,,0.0
SMALL439,OOS,MA,0.03,CAL-Q,-1.4253598346274376,-1.4253598346274376,,0.0
SMALL439,FULL,MA,0.03,4W,-0.7412684856800134,-0.6733176951900177,0.24396829724032615,0.5768866314387777
SMALL439,COMMON,MA,0.03,4W,-0.7412684856800134,-0.6733176951900177,0.24396829724032615,0.5768866314387777
SMALL439,IS,MA,0.03,4W,-0.02488344337461257,-0.11423408468042573,0.2576780383951397,0.609556465883343
SMALL439,OOS,MA,0.03,4W,-1.1104813759869048,-0.9572272596721387,0.31257582217303426,0.7135296318086848
SMALL439,FULL,MA,0.03,13W,-1.1301817276718085,-0.645797399804236,0.34234043148390253,1.1754839852575527
SMALL439,COMMON,MA,0.03,13W,-1.1301817276718085,-0.645797399804236,0.34234043148390253,1.1754839852575527
SMALL439,IS,MA,0.03,13W,6.172450570662846e-05,-0.11563928762195261,0.34065990164857307,1.15429088253578
SMALL439,OOS,MA,0.03,13W,-1.7075156196249663,-0.8965757159100435,0.5116882564598503,1.778337510746697
SMALL439,FULL,MA,0.05,W,-0.3042556309108102,-0.3042556309108102,,0.0
SMALL439,COMMON,MA,0.05,W,-0.3042556309108102,-0.3042556309108102,,0.0
SMALL439,IS,MA,0.05,W,-0.039264409862327376,-0.039264409862327376,,0.0
SMALL439,OOS,MA,0.05,W,-0.4128337869693466,-0.4128337869693466,,0.0
SMALL439,FULL,MA,0.05,CAL-M,-0.25578181897225605,-0.25578181897225605,,0.0
SMALL439,COMMON,MA,0.05,CAL-M,-0.25578181897225605,-0.25578181897225605,,0.0
SMALL439,IS,MA,0.05,CAL-M,0.4477182605318264,0.4477182605318264,,0.0
SMALL439,OOS,MA,0.05,CAL-M,-0.6261201418494844,-0.6261201418494844,,0.0
SMALL439,FULL,MA,0.05,CAL-Q,-0.9863044458003456,-0.9863044458003456,,0.0
SMALL439,COMMON,MA,0.05,CAL-Q,-0.9863044458003456,-0.9863044458003456,,0.0
SMALL439,IS,MA,0.05,CAL-Q,-0.13875373127685275,-0.13875373127685275,,0.0
SMALL439,OOS,MA,0.05,CAL-Q,-1.381957425174174,-1.381957425174174,,0.0
SMALL439,FULL,MA,0.05,4W,-0.8776505744667817,-0.7157639085543566,0.2743239645977145,0.6131399340112198
SMALL439,COMMON,MA,0.05,4W,-0.8776505744667817,-0.7157639085543566,0.2743239645977145,0.6131399340112198
SMALL439,IS,MA,0.05,4W,-0.2312207136818234,-0.1508161290217802,0.20803028223740055,0.44486493485982326
SMALL439,OOS,MA,0.05,4W,-1.2089782146125438,-1.0022690218452979,0.33826660405895176,0.753057472787777
SMALL439,FULL,MA,0.05,13W,-1.0556872569571718,-0.6628591734374484,0.323967739202704,1.0767697762647188
SMALL439,COMMON,MA,0.05,13W,-1.0556872569571718,-0.6628591734374484,0.323967739202704,1.0767697762647188
SMALL439,IS,MA,0.05,13W,0.08275023970865103,-0.1484110179519805,0.37154626128208945,1.2934359140135854
SMALL439,OOS,MA,0.05,13W,-1.6370858344834982,-0.9047656074421399,0.49275576308001906,1.7404478029717563
SMALL439,FULL,MA,0.08,W,-0.25749872742344415,-0.25749872742344415,,0.0
