kind,depth,family,rho,IS_median,OOS_median
SM_DOM,0.25,BREADTH-HI,0.012348060968551034,-0.0010400993598913277,-0.006795574114128122
SM_DOM,0.25,BREADTH-LO,0.2386970223165477,0.00039714251041025883,-0.0037236238694671187
SM_DOM,0.25,CORR-HI,0.014052350633481257,-0.002032353353543903,-0.0018614964641514575
SM_DOM,0.25,CORR-LO,0.04032413660042447,-0.00043522522848510325,-0.004261981417835237
SM_DOM,0.25,DISP-HI,-0.04717345166891762,-0.0034906991608084914,-0.003350887693777005
SM_DOM,0.25,DISP-LO,0.018650717087915623,0.0008068743566397862,-0.0064678472310358975
SM_DOM,0.25,VOL20-HI,0.03894141102321694,-0.0036674594847919684,-0.0022375832171525334
SM_DOM,0.25,VOL20-LO,0.008843012412373789,0.0003562605636705518,-0.0048778903124708645
SM_DOM,0.5,BREADTH-HI,-0.078140073316612,-0.008399071929848345,-0.013195589013512227
SM_DOM,0.5,BREADTH-LO,-0.004116020322850345,-0.0059554568518356,-0.0077695605015059704
SM_DOM,0.5,CORR-HI,-0.2051257315582996,-0.011691626467265626,-0.006271978263169289
SM_DOM,0.5,CORR-LO,0.037397903402148054,-0.004906711445546691,-0.009640338446797792
SM_DOM,0.5,DISP-HI,0.07415267862885075,-0.010865733601399336,-0.011870928948434473
SM_DOM,0.5,DISP-LO,0.12286963791883723,-0.0018308869832351637,-0.013124622320794255
SM_DOM,0.5,VOL20-HI,-0.0603897356743199,-0.006355309677974902,-0.0077572091966042755
SM_DOM,0.5,VOL20-LO,0.04437584410573028,0.0003841563204019516,-0.009115199869476759
SM_DOM,0.75,BREADTH-HI,0.10765965656955434,-0.00787062780420636,-0.028345925593935048
SM_DOM,0.75,BREADTH-LO,0.18296996591420672,-0.019899041057597766,-0.011694858556247578
SM_DOM,0.75,CORR-HI,-0.12492764808026241,-0.016689831464955618,-0.013719525713043579
SM_DOM,0.75,CORR-LO,-0.1688854588719532,-0.0006529031624328274,-0.027068130592110384
SM_DOM,0.75,DISP-HI,0.14936651874718632,-0.021298806823852462,-0.021793916623653015
SM_DOM,0.75,DISP-LO,0.25728342658691883,-0.01308047526061834,-0.02475999648576732
SM_DOM,0.75,VOL20-HI,0.007814007331661202,-0.011351256176185404,-0.02226832409254259
SM_DOM,0.75,VOL20-LO,0.10579458486076276,-0.01442870757641554,-0.02698530337984162
SM_DOM,1.0,BREADTH-HI,-0.08884815743777737,-0.03693938541754904,-0.029993920197556423
SM_DOM,1.0,BREADTH-LO,0.07424914785516755,-0.02044989287379878,-0.027306359552237702
SM_DOM,1.0,CORR-HI,-0.13688983214354622,-0.02796999648689949,-0.03045828294429656
SM_DOM,1.0,CORR-LO,-0.06714258151649626,-0.026631657281603466,-0.015167469644750443
SM_DOM,1.0,DISP-HI,-0.07672519133063221,-0.0245353021589913,-0.02849158391966236
SM_DOM,1.0,DISP-LO,-0.002122322978969709,-0.014183379668877949,-0.03227770426083375
SM_DOM,1.0,VOL20-HI,-0.10084249790983345,-0.02378046155248731,-0.032576983824299105
SM_DOM,1.0,VOL20-LO,0.014052350633481257,-0.0289137453223427,-0.029720946291617187
SM_UNIF,0.25,BREADTH-HI,0.07685381696572129,0.0021308289389969093,0.000973860768886628
SM_UNIF,0.25,BREADTH-LO,-0.0552125538619847,0.00030649838034393917,-0.0008998976836806505
SM_UNIF,0.25,CORR-HI,-0.03697987008810857,-0.0023578452146436613,0.001437346995963193
