panel,family,con,pick_level,pick_cad,isSharpe,oCAGR,oSharpe,oMaxDD,ctrl_oSharpe,spy_oCAGR,spy_oSharpe,spy_oMaxDD,live_oCAGR,live_oSharpe,live_oMaxDD,beats_SPY_oos,beats_LIVE_oos,beats_CTRL_oos,p4a,p4b,f4b
B136,MA-THRESH,DEGROSS,-0.25,Q,1.2156044088420448,0.13580129917386707,1.1384051662705015,-0.24163593668050243,1.1283035038832874,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,True,False,False,DD
B136,MA-THRESH,RESPREAD,0.2,Q,1.4584969655039113,0.21106474661139196,1.0664525071109843,-0.2952507655794452,1.1283035038832874,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,False,DD
B136,QUANTILE,DEGROSS,0.9,Q,1.1707637493305465,0.12496337696997828,1.1284481246686338,-0.22334553438842186,1.1283035038832874,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,True,False,False,DD
B136,QUANTILE,RESPREAD,0.9,Q,1.170016089073704,0.13852930233666005,1.1261503071799828,-0.24650540532220688,1.1283035038832874,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,False,False,False,DD
SMALL439,MA-THRESH,DEGROSS,-0.4,Q,0.7368408498827737,0.07975352536349556,0.5874263980687731,-0.3246766886644833,0.6467213771466885,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,MA-THRESH,RESPREAD,0.3,M,0.8874006931164304,0.24022985785064388,1.1041600612175628,-0.3077804460589927,0.623487716376168,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,True,False,True,False,False,DD
SMALL439,QUANTILE,DEGROSS,0.8,Q,0.7288904889119845,0.07585537286673993,0.62247468874787,-0.28164619150257,0.6467213771466885,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,QUANTILE,RESPREAD,0.8,Q,0.7262496219569461,0.09186693152643799,0.6169033768661532,-0.35072630041994146,0.6467213771466885,0.15450723909089636,0.882010501050508,-0.3371728920067377,0.09534818985375493,1.2850848109016457,-0.12054947359101964,False,False,False,False,False,"H1,H2,OOS,DD,CAGR"
U56,MA-THRESH,DEGROSS,0.3,Q,1.2402236316509476,0.010463121750692306,0.5676700137783639,-0.033800585095968394,1.1680190827943557,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,False,False,False,False,False,"H2,OOS,CAGR"
U56,MA-THRESH,RESPREAD,0.2,Q,1.408760308216809,0.21384920836366406,0.9389440910869066,-0.32510635940216404,1.1680190827943557,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,False,False,False,DD
U56,QUANTILE,DEGROSS,0.5,M,1.2604971933059348,0.08015840107945915,1.2214317686186724,-0.10323058404987118,1.155797921830638,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,True,False,False,CAGR
U56,QUANTILE,RESPREAD,0.5,M,1.2665506386785674,0.1602410873360829,1.2209814022101635,-0.19803550529723835,1.155797921830638,0.153780735432695,0.878646168321868,-0.3371728920067377,0.0950629792087272,1.2816876607860581,-0.12054947359101964,True,False,True,False,True,-
