window,arm,char,strata,frac_positive,elast_raw,t_raw,elast_ctrl,t_ctrl,elast_bookvol,t_bookvol,n,r2,sig_raw,sig_ctrl
full,EWall,breadth,3,1.0,-0.9294853924043707,-6.406369184149289,0.11356902324458851,0.6722063552787475,2.1821109576198086,8.780817928165733,168,0.4535697401783878,True,False
full,EWall,breadth,5,1.0,-1.0758698106478548,-5.68082755875188,-0.056482844850594294,-0.29402978507077454,2.289112265545432,9.028205932899386,168,0.43959864604292065,True,False
full,EWall,breadth,7,1.0,-1.1666730321934744,-5.224279677366198,-0.15238237803713073,-0.7156152720725575,2.300047771003102,9.194838607818895,168,0.43215904375831304,True,False
full,EWall,breadth,21,1.0,-1.2126681204930876,-4.663964925112021,-0.2646214856282273,-1.0985218627046875,2.261441015313269,8.77801441440279,168,0.39730899291185284,True,False
full,EWall,disp,3,1.0,0.9611952051983533,4.328336664528906,-0.31200357306182325,-1.475593322332153,2.2475942295787954,10.448299830798392,168,0.4592096971795223,True,False
full,EWall,disp,5,1.0,0.8340909642968454,3.2056374019376626,-0.2309864815638123,-1.0303911975355367,2.4377011926838916,10.672663226836242,168,0.44288978906200116,True,False
full,EWall,disp,7,1.0,0.7882603415912632,2.790803822276829,-0.20758023788708946,-0.8739187787184978,2.47298383837146,10.628912304580526,168,0.43302102450031754,True,False
full,EWall,disp,21,1.0,0.6899336490540261,2.430798657213425,-0.16358405795653583,-0.6778777998350248,2.448114938682829,9.908260208894639,168,0.3945871791780423,True,False
full,EWall,corr,3,1.0,-0.27332138892807545,-1.7098774032671016,0.09559241016500164,0.7724971631252089,2.101322931457008,11.488841433467622,168,0.45404784463005454,False,False
full,EWall,corr,5,1.0,-0.15481515715467772,-0.803357559428971,0.021091956955020086,0.1446248682054543,2.3361113386873984,11.321445571450617,168,0.4393760856843063,False,False
full,EWall,corr,7,1.0,0.03971315534077157,0.1995553254863485,0.01624972356087473,0.10784438349024218,2.3924586421787333,11.163610689056624,168,0.4304368009562064,False,False
full,EWall,corr,21,1.0,0.08019453738565507,0.3406887960372466,-0.027711014699529704,-0.15034969558809802,2.3903004646902253,10.326262778829923,168,0.3929842902793965,False,False
full,EWall,evol,3,1.0,1.9486910648714726,7.430427716829155,-0.846670590854671,-2.077701074793061,2.623718258219398,8.178518079145592,168,0.46604305474672536,True,True
full,EWall,evol,5,1.0,2.3041129184724354,6.810516268166346,-0.6840738927308392,-1.483322670488326,2.71644517173825,8.250842664879832,168,0.446683397885722,True,False
full,EWall,evol,7,1.0,2.525962729888534,6.589793952896263,-0.6970800497290486,-1.3681825590634646,2.746433815404771,8.198450600673203,168,0.4367863082255191,True,False
full,EWall,evol,21,1.0,2.4864763458332835,5.642349958497633,-0.8584745812655257,-1.5469734814972405,2.7788153275198493,8.145917500009183,168,0.40158048579100536,True,False
full,top10,breadth,3,1.0,-0.5297826531994326,-4.321546359723221,-0.39562548246078333,-3.1254638891750397,0.9643684383849557,3.1821223744870752,168,0.15310075984026106,True,True
full,top10,breadth,5,1.0,-0.5360155023207176,-3.357916055377815,-0.42321983203732594,-2.6179682889554434,0.8542424226479631,2.780378966515746,168,0.1055130281652581,True,True
full,top10,breadth,7,1.0,-0.4849551544458057,-2.5894416983613797,-0.39013601346340154,-2.0832236697570017,0.812521735101012,2.677408332730802,168,0.07884468384046284,True,True
full,top10,breadth,21,1.0,-0.3096278606929488,-1.4448062694776873,-0.21829050897960828,-1.0066813503305114,0.630351861961429,2.0572145890739963,168,0.03711620224209333,False,False
full,top10,disp,3,1.0,0.4237845716604016,2.3028140519392415,-0.12272884660136585,-0.5304465752856791,1.4102668294800906,3.6808247019551685,168,0.10448874288924548,True,False
full,top10,disp,5,1.0,0.27099948447050276,1.2743459799409924,-0.29054414321484145,-1.1022443239821258,1.3217706206737114,3.4179325443232864,168,0.07516770032984466,False,False
full,top10,disp,7,1.0,0.15274495857984907,0.6676286620399362,-0.49427994707300404,-1.7105248725694264,1.3610703953460999,3.4859153147818103,168,0.07108861378683606,False,False
full,top10,disp,21,1.0,-0.07873103932755109,-0.34965043564446285,-0.7604572047745033,-2.596304927666728,1.3806721174863377,3.484485013475832,168,0.06922745898538141,False,True
full,top10,corr,3,1.0,-0.04244966003763048,-0.329998999150811,0.008179406115314536,0.06660948019063054,1.2817155893678132,4.338545285244291,168,0.10298575315959313,False,False
full,top10,corr,5,1.0,0.04527570263800877,0.29429159796256454,0.0517223159435235,0.3472688960225364,1.0574010319841647,3.484775357160783,168,0.069038317606266,False,False
full,top10,corr,7,1.0,0.15598593469772212,0.9915792261638009,0.13602627171522352,0.8853239427993093,0.9207229055628141,3.054319143714109,168,0.05908612513538003,False,False
full,top10,corr,21,1.0,0.2176489584532281,1.1902681823655852,0.22357976393382706,1.238836652026282,0.698734371012687,2.3331688742547225,168,0.04013034796314219,False,False
full,top10,evol,3,1.0,1.0594949556278448,4.663960557315082,0.7092165317985916,2.35988071018061,0.6798856269975058,1.765485409337123,168,0.13224971393117646,True,True
full,top10,evol,5,1.0,1.0040744864458333,3.4052168334223,0.5709408216204918,1.4370365824635098,0.6604245656432143,1.6170728253625737,168,0.0798738255153204,True,False
full,top10,evol,7,1.0,0.9794176343669562,2.943634144680423,0.5077476346474957,1.0880020990142223,0.6080938160434545,1.4366501558326183,168,0.06135059796327258,True,False
full,top10,evol,21,1.0,0.4136618269260507,1.1066237880654224,-0.6115496077030942,-1.0512149677869214,1.0773911095761732,2.2801850142230666,168,0.037647456592498685,False,False
full,top20,breadth,3,1.0,-0.3461596233693267,-3.071932188272216,-0.5261844979744617,-4.309039838385494,0.9945036585019678,3.321726584353862,168,0.11309891686904228,True,True
full,top20,breadth,5,1.0,-0.39183832573577454,-2.7395988845218007,-0.604392315893353,-3.8796111881623556,0.9090752818730083,3.0681309262980423,168,0.09489468577481897,True,True
full,top20,breadth,7,1.0,-0.17151017890505646,-1.019279519531335,-0.37999363216023974,-2.1574084918167435,0.9336002620339942,3.211588650777562,168,0.06468696946898334,False,True
full,top20,breadth,21,1.0,-0.045615118180745144,-0.24305417155674588,-0.19361548463303646,-0.9808524150831387,0.6396715893331458,2.1972576042809675,168,0.028774061069287482,False,False
