panel,H,mech,cost,cap,turn,bracketed,blend,Shrp_cap,Shrp_H,dShrp,t,dCAGR,dMaxDD
U56,1,CONVICTION,0.0,0.05,2.6117805755395684,True,81%H189+19%H126,1.1983918249517413,1.1535842109225576,0.04480761402918376,0.48529624169036906,3.497056274927579,-2.930255605322152
U56,1,CONVICTION,0.0,0.1,5.100914828346791,True,82%H42+18%H21,1.2192103813987,1.1135639994702373,0.10564638192846276,1.6676048042791507,2.4465630287827445,-0.1210227342783532
U56,1,CONVICTION,0.0,0.15,7.162496705910944,True,80%H21+20%H1,1.1761371758291135,1.1670891823247764,0.009047993504337049,0.1752032400435731,0.6192730475018449,-1.493869178175533
U56,1,CONVICTION,0.0,0.2,8.582058080991157,True,49%H21+51%H1,1.1634305098763253,1.175260520773681,-0.011830010897355692,-0.29413303598789636,0.24315581116012286,-1.4030299555045533
U56,1,CONVICTION,0.0,0.25,9.477167426795937,True,29%H21+71%H1,1.165679528687624,1.175136699740692,-0.009457171053067981,-0.30757092308984063,0.14420631264642214,-0.8046170163998223
U56,1,CONVICTION,10.0,0.05,2.6117805755395684,True,81%H189+19%H126,1.1819836811607243,1.1344014706993573,0.047582210461367014,0.5155593493438603,3.488113502565593,-2.930536749456303
U56,1,CONVICTION,10.0,0.1,5.100914828346791,True,82%H42+18%H21,1.1822960242806149,1.0747681295332057,0.1075278947474092,1.6886448625184318,2.4341611279860675,-0.11469579967740007
U56,1,CONVICTION,10.0,0.15,7.162496705910944,True,80%H21+20%H1,1.1205840689293256,1.1095500565195968,0.011034012409728788,0.21326993323056595,0.6151676784972748,-1.452048502181713
U56,1,CONVICTION,10.0,0.2,8.582058080991157,True,49%H21+51%H1,1.0950592122596212,1.1047870050996527,-0.009727792840031446,-0.24206900124695924,0.2413709814004461,-1.400597674282389
U56,1,CONVICTION,10.0,0.25,9.477167426795937,True,29%H21+71%H1,1.0887454744596727,1.0965970624934658,-0.007851588033793044,-0.2551593845516321,0.14306632553633403,-0.804453524126969
U56,1,CONVICTION,25.0,0.05,2.6117805755395684,True,81%H189+19%H126,1.157359706377978,1.1055895897255053,0.051770116652472664,0.5611896362509038,3.47479195568432,-2.9309558609747155
U56,1,CONVICTION,25.0,0.1,5.100914828346791,True,82%H42+18%H21,1.126867766906258,1.0164578655716439,0.11040990133461404,1.719233999876867,2.4157821361195486,-0.10520637931850096
U56,1,CONVICTION,25.0,0.15,7.162496705910944,True,80%H21+20%H1,1.037135464591204,1.0230963301359581,0.01403913445524596,0.2699932319798807,0.6091516622999338,-1.3893922986316087
