panel,dial,dial_class,book,cad,cost,pick,pick_is,pick_oos,def_val,def_oos,med_val,med_oos,oracle,oracle_oos,d_def,d_med,regret,pick_is_default,pick_cagr_oos,pick_dd_oos,def_cagr_oos,def_dd_oos,pick_sh_full,pick_h1,pick_h2,pick_cagr_full,pick_dd_full,pick_4a,pick_4b,def_4a,def_4b,pick_4a_oos,pick_4b_oos,def_4a_oos,def_4b_oos
u56,n,SELECTION,TOP20,W,0.0,20,1.1715100700340608,1.2333380309691735,20,1.2333380309691735,20,1.2333380309691735,30,1.2440856791294848,0.0,0.0,0.010747648160311263,True,0.15935073311111658,-0.18393035277281966,0.15935073311111658,-0.18393035277281966,1.2055659202743094,1.2561279549543036,1.167513260637691,0.14872976684510686,-0.18393035277281933,False,True,False,True,False,True,False,True
u56,n,SELECTION,TOP20,W,10.0,40,1.0948044400623325,1.1797000096162003,20,1.159894713731626,20,1.159894713731626,60,1.192796028838683,0.019805295884574248,0.019805295884574248,0.013096019222482713,False,0.12972909386182496,-0.1697633036165963,0.14864488265270537,-0.18445130122957365,1.1416240963925193,1.1810990638153152,1.1061755838378922,0.12458987030590118,-0.1697633036165962,False,True,False,True,False,True,False,True
u56,n,SELECTION,TOP20,W,25.0,60,1.0543040124401726,1.170575810836928,20,1.049518655331576,20,1.049518655331576,60,1.170575810836928,0.1210571555053519,0.1210571555053519,0.0,False,0.10802883125379892,-0.15219843896337248,0.13276672566620107,-0.185232346175491,1.1194534214085887,1.1513361520106664,1.0968537547137522,0.099834159892918,-0.15219843896337304,False,False,False,True,False,True,False,True
u56,n,SELECTION,TOP20,W,50.0,60,1.0217215529078623,1.1334990699147731,20,0.8651987290830443,20,0.8651987290830443,60,1.1334990699147731,0.2683003408317288,0.2683003408317288,0.0,False,0.1042962126299718,-0.15242256953515698,0.10677775144289181,-0.18738358011884348,1.0843490689384199,1.1187603106869397,1.0593849381381142,0.09643370047870059,-0.1524225695351571,False,False,False,True,False,True,False,True
u56,n,SELECTION,TOP20,D,0.0,30,1.1590711339804076,1.2962987951376885,20,1.2504813216824506,20,1.2504813216824506,30,1.2962987951376885,0.0458174734552379,0.0458174734552379,0.0,False,0.1514364716352341,-0.16809885864277962,0.15954579121449375,-0.1818983834289336,1.2353933225568596,1.2539705775758558,1.22061781005026,0.14125344987814015,-0.16809885864277962,False,True,False,True,False,True,False,True
u56,n,SELECTION,TOP20,D,10.0,60,1.0660089552485517,1.204699567204226,20,1.073906730522942,20,1.073906730522942,60,1.204699567204226,0.13079283668128405,0.13079283668128405,0.0,False,0.10993701314055127,-0.14586445738676812,0.1343466408821452,-0.1841667263978226,1.1435614153212095,1.1655016060059817,1.1283739571150628,0.10140582296370959,-0.14586445738676823,False,False,False,True,False,True,False,True
u56,n,SELECTION,TOP20,D,25.0,60,1.029760647614757,1.1652607619157802,20,0.8090930683374844,20,0.8090930683374844,60,1.1652607619157802,0.3561676935782958,0.3561676935782958,0.0,False,0.10600868935986174,-0.14626859946189363,0.09756503668347682,-0.1875584214335596,1.105534242693836,1.1292536821336896,1.0886463644016051,0.09773232992423542,-0.1462685994618934,False,False,False,True,False,True,False,True
u56,n,SELECTION,TOP20,D,50.0,60,0.9693303525539716,1.099512726165362,20,0.36814106395079466,20,0.36814106395079466,60,1.099512726165362,0.7313716622145674,0.7313716622145674,0.0,False,0.09949208190071501,-0.1469417969617829,0.03887854127313117,-0.22831761803011041,1.0421388700600758,1.0688235137620552,1.0224180778375882,0.09163682223827374,-0.1469417969617831,False,False,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,W,0.0,1.0,1.1715100700340608,1.2333380309691735,1.0,1.2333380309691735,0.25,1.2302334176011664,0.7,1.2339321970256334,0.0,0.0031046133680070476,0.0005941660564598994,True,0.15935073311111658,-0.18393035277281966,0.15935073311111658,-0.18393035277281966,1.2055659202743094,1.2561279549543036,1.167513260637691,0.14872976684510686,-0.18393035277281933,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,W,10.0,1.0,1.088730327352267,1.159894713731626,1.0,1.159894713731626,0.25,1.1769583212969017,0.15,1.1836009052401228,0.0,-0.017063607565275696,0.023706191508496843,True,0.14864488265270537,-0.18445130122957365,0.14864488265270537,-0.18445130122957365,1.128217060385515,1.1732263370770513,1.0946167955322124,0.13801936405104276,-0.18445130122957365,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,W,25.0,0.06,1.022428377790794,1.125188107156912,1.0,1.049518655331576,0.25,1.0969346550089567,0.1,1.1259401172209607,0.07566945182533602,0.028253452147955382,0.0007520100640485694,False,0.15128039771210067,-0.1999307752233105,0.13276672566620107,-0.185232346175491,1.0799239016479047,1.1293156658254706,1.0459739783403108,0.1368633304819331,-0.1999307752233105,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,W,50.0,0.06,0.9405019113966192,1.0493575892672304,1.0,0.8651987290830443,0.25,0.9633352024507174,0.06,1.0493575892672304,0.18415886018418615,0.08602238681651309,0.0,False,0.1397448304741331,-0.20134652443845857,0.10677775144289181,-0.18738358011884348,1.0016759299913507,1.0465500421745215,0.9709928125416734,0.12571080077184438,-0.20134652443845846,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,D,0.0,0.5,1.1550197356092256,1.2530463134273275,1.0,1.2504813216824506,0.25,1.2516174287553263,0.5,1.2530463134273275,0.002564991744876899,0.001428884672001196,0.0,False,0.16108100011119175,-0.18036233796818613,0.15954579121449375,-0.1818983834289336,1.209807354523909,1.241631722348614,1.187479929474525,0.14848743067221348,-0.1803623379681859,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,D,10.0,0.06,1.0720281834166914,1.1716964701848567,1.0,1.073906730522942,0.25,1.1642303694713494,0.1,1.1806708251815945,0.09778973966191473,0.007466100713507284,0.008974354996737821,False,0.15698651817737908,-0.19452010663746644,0.1343466408821452,-0.1841667263978226,1.127693974045381,1.1744541776845472,1.0954601678134406,0.1427285710168542,-0.19452010663746666,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,D,25.0,0.06,0.9988770498223352,1.101362407050677,1.0,0.8090930683374844,0.25,1.033170264982214,0.06,1.101362407050677,0.2922693387131925,0.0681921420684628,0.0,False,0.14632529024456753,-0.19547981398501657,0.09756503668347682,-0.1875584214335596,1.056294154879874,1.0991655457801375,1.0269084675493876,0.13256152724180148,-0.19547981398501657,False,True,False,True,False,True,False,True
u56,lambda,TRADING,TOP20,D,50.0,0.06,0.8769316873847968,0.9841693931261972,1.0,0.36814106395079466,0.25,0.814804642844313,0.06,0.9841693931261972,0.6160283291754025,0.16936475028188425,0.0,False,0.12877334031821985,-0.1972127387510031,0.03887854127313117,-0.22831761803011041,0.937302648433235,0.9736513182114397,0.9126909565990132,0.11581609538310378,-0.19721273875100298,False,True,False,True,False,True,False,True
u56,lambda,TRADING,BAND,W,0.0,0.7,1.1432639963956903,1.3092488386235248,1.0,1.3135874225097135,0.25,1.3074264117884162,1.0,1.3135874225097135,-0.004338583886188685,0.0018224268351085815,0.004338583886188685,False,0.09714773301830282,-0.11935486683122687,0.0974246181902867,-0.11871012277393067,1.23618087267616,1.2672213854887913,1.2114372855054507,0.08904158874325985,-0.11935486683122676,True,False,True,False,False,False,True,False
u56,lambda,TRADING,BAND,W,10.0,0.7,1.1170727281228394,1.284289667027877,1.0,1.2887936243982006,0.25,1.2808911586631042,1.0,1.2887936243982006,-0.004503957370323608,0.0033985083647727343,0.004503957370323608,False,0.09515665983247623,-0.11959102971080793,0.09544685326150737,-0.11896569629881126,1.2106901791161002,1.241556395521418,1.186038010520145,0.08707299787269629,-0.11959102971080793,True,False,True,False,False,False,True,False
