panel,signal,sleeve,pick_fill,pick_IS,pick_OOS,donothing_OOS,delta,pick_full_CAGR,pick_full_Sharpe,pick_full_MaxDD,pick_keep4b,nothing_keep4b,rank_IS_OOS
U56,COMPOSITE3,SHY,1.0,1.1354408563525338,1.2126296207736713,1.1831862943616596,0.02944332641201175,0.16146821582144133,1.1774341001780846,-0.18873394280995004,True,True,0.9999999999999998
U56,COMPOSITE3,IEF,1.0,1.227337274983224,1.2021637637778662,1.1831862943616596,0.018977469416206594,0.1640659197193841,1.207719603225667,-0.18532599076534673,True,True,0.9999999999999998
U56,COMPOSITE3,TLT,1.0,1.2931910015169459,1.1643249983782111,1.1831862943616596,-0.018861295983448434,0.16381820924453727,1.208415454203849,-0.20959388513223043,False,True,-0.6999999999999998
U56,COMPOSITE3,LQD,1.0,1.2238620470378376,1.1690773982343976,1.1831862943616596,-0.01410889612726196,0.16906461122516925,1.186320535376545,-0.23016363845177767,False,True,-0.9999999999999998
U56,COMPOSITE3,TIP,1.0,1.2007089385369183,1.206091811579357,1.1831862943616596,0.022905517217697513,0.16647357001770446,1.1997754644985066,-0.20822510704935893,False,True,0.9999999999999998
U56,COMPOSITE3,SPY,0.0,1.1157639886864141,1.1831862943616596,1.1831862943616596,0.0,0.1578143852165539,1.152200994598872,-0.19127563591226449,True,True,0.9999999999999998
U56,M12_1,SHY,1.0,1.2694516978752024,1.1911849126628695,1.1626426792240492,0.02854223343882034,0.17157493086919784,1.218843075105008,-0.2035642787830465,False,False,0.9999999999999998
U56,M12_1,IEF,1.0,1.366129259714859,1.1814522792605007,1.1626426792240492,0.01880960003645149,0.17419211371857113,1.2493663184956945,-0.1988385605929286,True,False,0.9999999999999998
U56,M12_1,TLT,1.0,1.4393159416699022,1.1451915236339958,1.1626426792240492,-0.01745115559005339,0.17393252942997361,1.2509670321135178,-0.1990359717256791,True,False,-0.6999999999999998
U56,M12_1,LQD,1.0,1.356816625515294,1.1492321857944288,1.1626426792240492,-0.013410493429620418,0.17916104966604696,1.2257440046496841,-0.23764342305046782,False,False,-0.9999999999999998
U56,M12_1,TIP,1.0,1.3359183060896063,1.1851948796956921,1.1626426792240492,0.02255220047164297,0.17661402642106205,1.2405905865689635,-0.21591898631321804,False,False,0.9999999999999998
U56,M12_1,SPY,0.0,1.2493880256437486,1.1626426792240492,1.1626426792240492,0.0,0.16789417949845542,1.194101675348545,-0.20581279840258215,False,False,0.9999999999999998
B135,COMPOSITE3,SHY,1.0,1.1625269859092773,1.051413263873381,1.024015074035567,0.02739818983781417,0.16551799544797707,1.0948107009834336,-0.20312677902490106,False,False,0.9999999999999998
B135,COMPOSITE3,IEF,1.0,1.2489013528465576,1.0447000139954723,1.024015074035567,0.02068493995990539,0.16814454352797115,1.1241503422752241,-0.19480804352217218,True,False,0.9999999999999998
B135,COMPOSITE3,TLT,1.0,1.3161505627382837,1.0151544877030256,1.024015074035567,-0.008860586332541276,0.1677939828344568,1.129124048357034,-0.19720389185456555,True,False,-0.6999999999999998
B135,COMPOSITE3,LQD,1.0,1.2446808465508172,1.025568166794722,1.024015074035567,0.0015530927591551613,0.17307790257650235,1.1109420369004994,-0.23865314034300322,False,False,0.29999999999999993
