panel,signal,sleeve,pick_fill,pick_IS,pick_OOS,donothing_OOS,delta,pick_full_CAGR,pick_full_Sharpe,pick_full_MaxDD,pick_keep4b,nothing_keep4b,rank_IS_OOS
B135,COMPOSITE3,TIP,1.0,1.226682824274489,1.0518239474443505,1.024015074035567,0.027808873408783574,0.17060102844511094,1.1200900364259931,-0.20922932713436404,False,False,0.9999999999999998
B135,COMPOSITE3,SPY,0.0,1.144477050456314,1.024015074035567,1.024015074035567,0.0,0.16184809643572629,1.0715348935832014,-0.20740302267849475,False,False,-0.5999999999999999
B135,M12_1,SHY,1.0,1.1287547795178712,1.0262388091039407,1.000404204794137,0.025834604309803666,0.16429520202469794,1.0634579670127429,-0.21308799317879623,False,False,0.9999999999999998
B135,M12_1,IEF,1.0,1.2128128059692553,1.0182726713529635,1.000404204794137,0.017868466558826457,0.16688490675705148,1.08991608529303,-0.20834948875554404,False,False,0.9999999999999998
B135,M12_1,TLT,1.0,1.2789056012975237,0.9884330355071147,1.000404204794137,-0.011971169287022354,0.1665322780463614,1.0928465548736968,-0.20431739671349136,False,False,-0.6999999999999998
B135,M12_1,LQD,1.0,1.2104346725150459,1.0001409122858296,1.000404204794137,-0.00026329250830747775,0.17175290793716136,1.0780029620653466,-0.25300057597122383,False,False,-0.29999999999999993
B135,M12_1,TIP,1.0,1.1909545905418206,1.0266931600470475,1.000404204794137,0.026288955252910418,0.16935517132136302,1.0873230299932004,-0.22108544149888498,False,False,0.9999999999999998
B135,M12_1,SPY,0.0,1.1110562275538225,1.000404204794137,1.000404204794137,0.0,0.16064141033543944,1.0412276772513656,-0.21731684213270852,False,False,-0.9999999999999998
SMALL663,COMPOSITE3,SHY,1.0,0.6210340051704765,0.47510359441275934,0.4534302580652867,0.02167333634747265,0.08205514689560434,0.5245567920288111,-0.3551402186874133,False,False,0.9999999999999998
SMALL663,COMPOSITE3,IEF,1.0,0.693383021172701,0.4676426595247008,0.4534302580652867,0.014212401459414103,0.08486289160150662,0.5430046481320436,-0.35233853192152886,False,False,0.9999999999999998
SMALL663,COMPOSITE3,TLT,1.0,0.7845965708409282,0.44884102636945034,0.4534302580652867,-0.00458923169583636,0.08723653938091913,0.5580445820065554,-0.3545938755065714,False,False,-0.8999999999999998
SMALL663,COMPOSITE3,LQD,1.0,0.6871701441514015,0.4685350707973698,0.4534302580652867,0.015104812732083084,0.08692749348923234,0.5409139379116725,-0.3862819728592706,False,False,0.9999999999999998
SMALL663,COMPOSITE3,TIP,1.0,0.6602528994680723,0.47995860838600224,0.4534302580652867,0.026528350320715544,0.08536467296131378,0.5400014676510319,-0.3723953543878836,False,False,0.9999999999999998
SMALL663,COMPOSITE3,SPY,1.0,0.674387064107189,0.5569356069625713,0.4534302580652867,0.10350534889728458,0.11128298405689252,0.5963884104446917,-0.41272149732072927,False,False,0.9999999999999998
SMALL663,M12_1,SHY,1.0,0.5821590516989467,0.5089024577932144,0.4875324139447309,0.02137004384848351,0.0857948132556583,0.534452741461025,-0.3483150072241272,False,False,0.9999999999999998
SMALL663,M12_1,IEF,1.0,0.6510584180339545,0.5018226560194252,0.4875324139447309,0.014290242074694315,0.08869139902563505,0.5532489572667847,-0.3476695603109251,False,False,0.9999999999999998
SMALL663,M12_1,TLT,1.0,0.7410911379941659,0.4833331254235937,0.4875324139447309,-0.004199288521137212,0.09121989507520123,0.5696159527419373,-0.3549348694498008,False,False,-0.6999999999999998
SMALL663,M12_1,LQD,1.0,0.6455939682361345,0.5018392386897532,0.4875324139447309,0.014306824745022317,0.0907266769762185,0.5509756313046469,-0.38167210415810315,False,False,0.9999999999999998
SMALL663,M12_1,TIP,1.0,0.6194613120594404,0.5134985594421329,0.4875324139447309,0.02596614549740195,0.089135327702063,0.5498621316165584,-0.36725683230942974,False,False,0.9999999999999998
SMALL663,M12_1,SPY,1.0,0.63807796604735,0.5863901283002751,0.4875324139447309,0.09885771435554425,0.11504636085764597,0.6040820573516885,-0.40905494953150456,False,False,0.9999999999999998
