panel,q,m,start,end,days,d_pct,nf_pct,spy_pct
U56,0.2,2.0,2011-08-15,2011-08-26,10,0.0,-0.28882649241781333,0.09297380649224696
U56,0.2,2.0,2011-09-26,2011-10-07,10,0.0,-1.7867711830708108,2.083555421780836
U56,0.2,2.0,2011-11-21,2011-12-02,9,0.0,1.0966725974461042,2.5015770023089634
U56,0.2,2.0,2014-10-13,2014-10-24,10,-0.0631370372516405,1.9099257878707576,3.1036529896558696
U56,0.2,2.0,2015-07-06,2015-07-10,5,0.18365268005412247,-0.31077744795687307,0.10658227648208118
U56,0.2,2.0,2015-07-20,2015-08-14,20,0.10250657132036992,-1.6603524821359184,-1.4133328111498145
U56,0.2,2.0,2015-08-24,2015-10-23,44,-0.17099391382736692,4.080566267307762,5.775349416162201
U56,0.2,2.0,2015-11-02,2015-11-20,15,-0.27879634290781347,2.272754025840695,0.7155962553169637
U56,0.2,2.0,2015-12-14,2015-12-24,9,0.0,1.9816026223741412,2.5185169616915415
U56,0.2,2.0,2016-01-04,2016-03-04,43,0.09453338111123431,-4.007891452577198,-1.325660639289139
U56,0.2,2.0,2018-10-15,2019-02-15,85,0.26615018693254183,-4.21030808180456,1.8793338908529744
U56,0.2,2.0,2019-06-03,2019-06-07,5,-0.5455830768185788,3.219445324143237,4.433568530512922
U56,0.2,2.0,2020-03-02,2020-05-22,59,0.43390284314741845,-0.5596240291650001,4.5783550885481255
U56,0.2,2.0,2022-01-24,2022-12-02,218,-2.100215649977041,0.2578052662533612,-3.501498598890873
U56,0.2,2.0,2022-12-12,2023-01-06,18,-0.08752762623876832,1.8593406098445195,-0.7322963552823691
U56,0.2,2.0,2023-03-13,2023-03-17,5,0.06712057293266176,1.1550004107659428,1.4703219438531479
U56,0.2,2.0,2023-10-30,2023-11-03,5,-0.17047930700816227,3.82556600370353,5.718853544179581
U56,0.2,2.0,2025-03-17,2025-05-16,44,2.005583169310481,-1.7014785387744213,6.949997510088124
U56,0.2,2.0,2026-03-23,2026-04-02,9,-0.4884047869048864,3.0354570668141325,1.1964769880671078
B136,0.2,2.0,2011-08-15,2011-09-09,19,0.5931709117497235,-1.0051363701609906,-1.4974900272498592
B136,0.2,2.0,2011-10-03,2011-10-07,5,-0.06825003089990511,0.04708232181958511,2.341443538963317
B136,0.2,2.0,2011-11-28,2011-12-02,5,-0.6303459761391693,4.328457309697026,7.1832745758726
B136,0.2,2.0,2014-10-20,2014-10-24,5,-0.13584685450893033,4.091663140243532,4.173643999413779
B136,0.2,2.0,2015-08-24,2015-10-23,44,-3.4817352141231703,6.687049687076098,5.775267437979981
B136,0.2,2.0,2015-11-16,2015-11-20,5,-0.02920003694160062,2.9356130142141406,3.316125726479846
B136,0.2,2.0,2015-12-14,2015-12-24,9,-0.008739361434030493,1.6351511607619638,2.5181826251638895
B136,0.2,2.0,2016-01-11,2016-03-04,38,1.6645337249392174,0.15135506939380808,4.6593057517770875
B136,0.2,2.0,2018-10-15,2019-02-08,80,0.4120909269300523,-2.3848067447365575,-0.655052842741688
B136,0.2,2.0,2019-06-03,2019-06-07,5,-0.8197142481915318,4.5205167767225305,4.4320269253891205
B136,0.2,2.0,2020-03-02,2020-05-29,63,0.5060428734146802,-5.140174792802327,7.555846066285032
B136,0.2,2.0,2020-06-15,2020-06-19,5,-0.60227542243113,3.389502549442354,1.9110413323249809
B136,0.2,2.0,2022-01-24,2022-11-11,204,-1.4051259458628729,0.9778318410466127,-5.670632151661881
B136,0.2,2.0,2023-03-13,2023-03-17,5,0.7174568048263651,-0.8105082283465586,1.4717702159400492
B136,0.2,2.0,2023-10-09,2023-11-03,20,1.1209519346359929,-0.7556292907972775,1.2839224420872708
B136,0.2,2.0,2023-11-13,2023-11-17,5,-0.4510052098392841,1.2396382375738308,2.3027094912831947
B136,0.2,2.0,2025-03-17,2025-05-16,44,-0.7166736002784553,0.9369285737318729,6.950211801214056
B136,0.2,2.0,2026-03-23,2026-04-10,14,0.9323565199927161,3.2755313866383604,4.770749863633217
B136,0.2,2.0,2026-06-08,2026-06-12,5,-0.2510599616701672,1.2008438351989676,0.5969160666420392
SMALL439,0.2,2.0,2011-10-24,2011-10-28,5,-0.1787730200459604,2.5664264163906547,3.7577981955349005
SMALL439,0.2,2.0,2011-11-28,2011-12-02,5,-1.343317950312319,4.845895892941094,7.1916103934871245
SMALL439,0.2,2.0,2014-05-19,2014-05-23,5,-0.5758663299570066,2.12250986968879,1.2229905173984368
SMALL439,0.2,2.0,2014-08-04,2014-08-15,10,-0.1711598840681924,2.4315031989354954,1.6782088138400209
SMALL439,0.2,2.0,2014-09-22,2014-10-31,30,-1.1962973622263267,2.6074042789538723,0.6452127407565955
SMALL439,0.2,2.0,2015-07-27,2015-07-31,5,-1.1832199728366914,0.6863836948536296,1.206389360545268
SMALL439,0.2,2.0,2015-08-10,2016-03-18,154,-3.295453005459699,-2.9416056503230905,1.0633888267825298
SMALL439,0.2,2.0,2017-08-21,2017-09-01,10,-0.5355740608870119,3.3238913465581867,2.1013799543195266
SMALL439,0.2,2.0,2018-10-29,2018-11-02,5,0.32546367690700195,2.856538684214488,2.4677540375009244
