claim_set,n,stated_turnover,stated_same_line,n_files
CS_ALL,2538,0.20724980299448384,0.11938534278959811,434
CS_MD,2082,0.23390970220941404,0.1344860710854947,286
CS_WORST,116,0.14655172413793102,0.09482758620689655,32
