panel,book,bookset,gross,grid,cost_bps,gridkind,n_phases,n_reb_per_yr,c_k,canon_OOS_CAGR,fam_OOS_CAGR_mean,n_phases_pass4b_REC,n_phases_pass4a,rho_IS_OOS_CAGR,turn_per_yr,RANGE_OOS_CAGR,SD_OOS_CAGR,IQR_OOS_CAGR,RANGE_OOS_Sharpe,SD_OOS_Sharpe,IQR_OOS_Sharpe,RANGE_OOS_MaxDD,SD_OOS_MaxDD,IQR_OOS_MaxDD,RANGE_CAGR,SD_CAGR,IQR_CAGR,RANGE_over_SD,RANGE_over_SD_over_ck
U56,TOP05,RANKED,CORE,W,0.0,CAL,5,52.426754205990974,2.327340394198117,0.2058311222035587,0.2010763402569593,1,0,-0.7,17.08062204632633,4.470464302777288,1.6948471194209336,1.5454160949664564,0.19979734781961378,0.07573465180043584,0.06698976726906203,4.32982699073362,1.758242320458769,2.229970778038892,2.3080824042511106,0.9436752957468684,0.847666379912182,2.6376799721644986,1.133345160312619
U56,TOP05,RANKED,CORE,W,5.0,CAL,5,52.426754205990974,2.327340394198117,0.19517515902842475,0.1907474548953189,1,0,-0.7,17.08062204632633,4.483028158298263,1.698201198941323,1.5152770112736746,0.20204187091006798,0.07653292341498137,0.06651382868533895,4.3300003883519285,1.717461642373657,1.8972277102223933,2.3019255770198255,0.9432417984881626,0.8947307271197857,2.6398686805150247,1.1342855935882938
U56,TOP05,RANKED,CORE,W,10.0,CAL,5,52.426754205990974,2.327340394198117,0.1846107376424957,0.18050492405872798,0,0,-0.7,17.08062204632633,4.495073923136328,1.7016020351166463,1.4855365933976739,0.20427642578583805,0.0773329132898562,0.06601249623484517,4.330148613816808,1.6870784331621986,1.821396117492935,2.295711266879774,0.9431663215292599,0.9409405961072981,2.641671689601727,1.1350603015301133
U56,TOP05,RANKED,CORE,W,25.0,CAL,5,52.426754205990974,2.327340394198117,0.1534591143763675,0.15028847112868546,0,0,-0.7,17.08062204632633,4.5281768238957465,1.7119895653947468,1.3986627923411543,0.21090898465779473,0.07974120625822578,0.06435840803004689,4.330443252904004,1.6444334006520966,0.9999469395217009,2.2767364164414383,0.9448914716427065,1.0745500818987175,2.6449792191646035,1.1364814643179555
U56,TOP05,RANKED,CORE,W,50.0,CAL,5,52.426754205990974,2.327340394198117,0.10330047018195043,0.10159040949435805,0,0,-0.3,17.08062204632633,4.573666235479834,1.7294146630547143,1.3438385057505275,0.22165976977083512,0.0837704759471949,0.062122000004358635,3.8608734474633644,1.5036948450949212,1.2916274673247408,2.244080688493244,0.9531532962687975,1.2811223431348884,2.6446325067009884,1.1363324906377497
U56,TOP05,RANKED,EXT,W,0.0,CAL,5,52.426754205990974,2.327340394198117,0.27441745218802405,0.2673223886045106,0,0,-0.7,22.765732992227225,6.363988464417747,2.4084143921697234,2.20082719225958,0.2019766853221907,0.0764194000424828,0.06845815399745159,5.378364065808572,2.1702331739845446,2.70994811194607,3.292434486833007,1.340961381123147,1.1472564927330176,2.642397622729897,1.1353722168519886
U56,TOP05,RANKED,EXT,W,5.0,CAL,5,52.426754205990974,2.327340394198117,0.25943814993609027,0.2528192281495356,0,0,-0.7,22.765732992227225,6.363340702395415,2.4059933976648717,2.152756028472469,0.20422100472796945,0.07720606661374992,0.0679631290604753,5.374379314340294,2.115884829557982,2.177397648334256,3.274290156238857,1.3359266180328278,1.2090472832669175,2.6447872669024495,1.1363989872283846
U56,TOP05,RANKED,EXT,W,10.0,CAL,5,52.426754205990974,2.327340394198117,0.24463000974126747,0.23847742821653103,0,0,-0.7,22.765732992227225,6.3619223795139845,2.403630618260402,2.10548477810395,0.2064556017427437,0.07799475015147307,0.06744283270193974,5.370364744625277,2.084113221373689,2.079732506049925,3.256140626403492,1.3314011945561017,1.2693045626984478,2.646797029120201,1.1372625318232201
U56,TOP05,RANKED,EXT,W,25.0,CAL,5,52.426754205990974,2.327340394198117,0.2012136604381476,0.19640283818192192,0,0,-0.7,22.765732992227225,6.353207462272081,2.3967571414764346,1.96835503279158,0.21308969612241802,0.08037092273512264,0.0657326371535697,5.358144019303834,2.0489428550080317,1.215484830816349,3.201682429145003,1.3205817653944423,1.4411319032601844,2.6507514475823863,1.138961646603354
U56,TOP05,RANKED,EXT,W,50.0,CAL,5,52.426754205990974,2.327340394198117,0.1321029317967748,0.1293464700996018,0,0,-0.3,22.765732992227225,6.324759081372067,2.3853236719503337,1.7934856439420388,0.2238473019104542,0.08435262495703619,0.06240180268042539,4.757110143661958,1.8438406366933446,1.5107130561304194,3.11100982534962,1.3100612169149328,1.6991809198643848,2.6515307569143003,1.139296496345943
