rung,ABS,QEXP,QROLL,corpus
0.0,0.5740740740740741,0.6296296296296297,0.9907407407407407,ASOF
1.0,0.5740740740740741,0.6296296296296297,0.9861111111111112,ASOF
2.0,0.5740740740740741,0.6296296296296297,0.9837962962962963,ASOF
3.0,0.5555555555555556,0.6296296296296297,0.9814814814814815,ASOF
5.0,0.5370370370370371,0.6018518518518519,0.9768518518518519,ASOF
7.5,0.5,0.5740740740740741,0.9722222222222222,ASOF
10.0,0.48148148148148145,0.5740740740740741,0.9675925925925926,ASOF
15.0,0.4444444444444444,0.5185185185185185,0.9166666666666666,ASOF
20.0,0.39814814814814814,0.48148148148148145,0.8888888888888888,ASOF
25.0,0.28703703703703703,0.46296296296296297,0.8287037037037037,ASOF
30.0,0.2222222222222222,0.4444444444444444,0.7407407407407407,ASOF
40.0,0.18518518518518517,0.42592592592592593,0.6342592592592593,ASOF
50.0,0.1111111111111111,0.37037037037037035,0.47453703703703703,ASOF
75.0,0.07407407407407407,0.2037037037037037,0.2777777777777778,ASOF
100.0,0.05555555555555555,0.14814814814814814,0.21296296296296297,ASOF
0.0,0.6296296296296297,0.6481481481481481,0.9768518518518519,TODAY
1.0,0.6296296296296297,0.6481481481481481,0.9722222222222222,TODAY
2.0,0.6296296296296297,0.6481481481481481,0.9675925925925926,TODAY
3.0,0.6296296296296297,0.6481481481481481,0.9675925925925926,TODAY
5.0,0.6296296296296297,0.6481481481481481,0.9629629629629629,TODAY
7.5,0.6296296296296297,0.6296296296296297,0.9490740740740741,TODAY
10.0,0.5925925925925926,0.6296296296296297,0.9490740740740741,TODAY
15.0,0.5370370370370371,0.6296296296296297,0.9212962962962963,TODAY
20.0,0.48148148148148145,0.6296296296296297,0.9120370370370371,TODAY
25.0,0.3888888888888889,0.6296296296296297,0.8726851851851852,TODAY
30.0,0.3148148148148148,0.6111111111111112,0.8171296296296297,TODAY
40.0,0.24074074074074073,0.5925925925925926,0.6828703703703703,TODAY
50.0,0.16666666666666666,0.5925925925925926,0.5763888888888888,TODAY
75.0,0.12962962962962962,0.25925925925925924,0.3148148148148148,TODAY
100.0,0.08333333333333333,0.14814814814814814,0.22453703703703703,TODAY
