panel,delay,cost,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,TO,v2_CAGR,v2_Sharpe,v2_MaxDD,v2_H1,v2_H2,v2_OOS_Sharpe,pass4a_v2,beats_v2_oos,pass4b,fail4b
broad,t+1,10.0,0.11470457920164612,1.1333099451851134,-0.11817461227088111,1.3114955801174089,0.9745561996984295,0.1073829839940752,1.0412895289687134,-0.11817461227088122,10.875956446959604,0.07958992027840184,1.0972023061715337,-0.12241069123223436,1.2295511956034644,0.966907033404254,1.1016867720596069,True,False,True,-
broad,t+1,25.0,0.09666912493374569,0.9702435235436324,-0.11968278484109673,1.1385370463400721,0.8200057750574529,0.0896383194044783,0.8843286470405157,-0.11968278484109696,10.875956446959604,0.07633867780004056,1.055365075589272,-0.12285153570594742,1.191097964057534,0.9217420460009172,1.057138821217919,False,False,False,"H2,CAGR"
broad,t+1,50.0,0.06724099999071798,0.6979335396285596,-0.13479471922917052,0.8496144152870622,0.5619843671314168,0.060678863812385186,0.6222435085672594,-0.13479471922916997,10.875956446959604,0.0709410537293722,0.9855483851202416,-0.12358608812190797,1.1269230169957545,0.8463794185625343,0.9827932668211912,False,False,False,"H1,H2,OOS,CAGR"
broad,t+2,5.0,0.12130739942496471,1.1900330771350867,-0.11703062184016877,1.3709159884111133,1.0287146546108228,0.11416605300396121,1.0990965440233647,-0.11703062184016888,11.012028699425857,0.08127586779438145,1.107519590550178,-0.12607558430654708,1.236465816747223,0.9812931856242275,1.1132354369422284,True,False,True,-
broad,t+2,10.0,0.11515342635735282,1.1352824256226892,-0.1173196428593638,1.312534120882797,0.9771266735753239,0.10815187700214257,1.046708692469093,-0.11731964285936392,11.012028699425857,0.08018188408071847,1.0936536163882202,-0.12620845570335748,1.22368071001096,0.9663698951531288,1.0985166641425232,True,False,True,-
broad,t+2,25.0,0.09688859697456409,0.970651432907792,-0.11818637019727096,1.1369018915439366,0.8220643833224084,0.09029883921256743,0.8892114315590997,-0.11818637019727118,11.012028699425857,0.07690637612484297,1.052023471408487,-0.1266070132556424,1.1852935002739218,0.9215679757697302,1.0543250850718646,False,False,False,"H2,CAGR"
broad,t+2,50.0,0.06709394956158099,0.6956037184884187,-0.15091444052667224,0.8432971103723739,0.5631287013558776,0.061165730832703824,0.6261247777770871,-0.1509144405266709,11.012028699425857,0.07146861209553723,0.9825446336409621,-0.12727108706268708,1.1212186815559406,0.8468054823438746,0.9805687543442833,False,False,False,"H1,H2,OOS,CAGR"
broad,t+3,5.0,0.12463466421285307,1.2121680174802596,-0.12988990565446323,1.3771899941911396,1.0675728534161735,0.11992743338750889,1.136717801197779,-0.12988990565446357,10.796180619525888,0.08043363796518332,1.0772483472110435,-0.12770355832909996,1.2211188589019122,0.938172194651493,1.0681677205231552,False,True,True,-
broad,t+3,10.0,0.11858336032881422,1.1588655989133694,-0.1302755498881244,1.3197948603347893,1.0177869158587387,0.11401591032260772,1.086110610830649,-0.1302755498881243,10.796180619525888,0.07933141782346587,1.0634996645626966,-0.12792452308922664,1.2084748988443417,0.9233679694430349,1.0535668852728428,False,True,True,-
broad,t+3,25.0,0.10061942018710068,0.9985737936241214,-0.13143178521786303,1.1471129812041716,0.868126446474711,0.0964634693845905,0.9339552566944409,-0.13143178521786292,10.796180619525888,0.07603130463247543,1.0222290803117962,-0.12858719525793338,1.1705089327248719,0.8789411844564469,1.0097466500892534,False,False,False,CAGR
broad,t+3,50.0,0.07130309358459908,0.7307003170514548,-0.14090496959622412,0.85836732259087,0.6181329660292488,0.06780739895979737,0.6797231127191377,-0.1409049695962229,10.796180619525888,0.07055287717127645,0.9533746809208777,-0.12969090870074784,1.1071288314104732,0.8048627029386174,0.936666716959909,False,False,False,"H1,H2,OOS,CAGR"
