panel,delay,cost,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,TO,v2_CAGR,v2_Sharpe,v2_MaxDD,v2_H1,v2_H2,v2_OOS_Sharpe,pass4a_v2,beats_v2_oos,pass4b,fail4b
u56,t+1,5.0,0.11720103429376372,1.309886434283607,-0.1158137031030636,1.33274270986126,1.29044879358044,0.12145314533258822,1.3320254018545064,-0.11581370310306394,8.178953235271072,0.08714827947289083,1.2135139905502261,-0.12042392455732664,1.2402575878212923,1.1930158912609061,1.2888900709174087,True,True,True,-
u56,t+1,10.0,0.11264347733520674,1.2631836842789088,-0.11630008422595184,1.2821692801839668,1.2472607800728146,0.11707607319282665,1.288118742321921,-0.11630008422595228,8.178953235271072,0.08618487105855244,1.2009973252288961,-0.12054956914840909,1.2276487488133896,1.1805451084990706,1.276620821629499,True,True,True,-
u56,t+1,25.0,0.09907912163508925,1.1227411545495205,-0.11775813343821884,1.130066053847696,1.1174047458291017,0.10404440903285184,1.1560868685501202,-0.11775813343821895,8.178953235271072,0.08329959218379979,1.1634169008168884,-0.12092645658916623,1.1897897190855395,1.1431039610729623,1.2397820432399693,False,False,False,CAGR
u56,t+1,50.0,0.07682874711624188,0.8879745137159492,-0.12018457066147992,0.8758181290010806,0.9003326805490838,0.08265314496008536,0.9353397882661884,-0.1201845706614797,8.178953235271072,0.0785072410614176,1.1006920077540137,-0.12155444788885694,1.1265944498526421,1.080615924277626,1.1782902071194379,False,False,False,"H1,CAGR"
u56,t+2,5.0,0.12159721942183555,1.3481078780475544,-0.10678248564540638,1.3286750506688259,1.367609928417738,0.127986951348807,1.39356199761503,-0.10678248564540638,8.246760936097242,0.08682453108519561,1.200713720739121,-0.12201114404488378,1.2353783099856352,1.1732109599713327,1.2678449552585715,True,True,True,-
u56,t+2,10.0,0.11698426984125021,1.3013126177816636,-0.10727827833397052,1.2775130416350802,1.3248294149308548,0.1235739989721163,1.3497064954534939,-0.1072782783339703,8.246760936097242,0.08584991267237085,1.1881483294781927,-0.12210960407175175,1.2227184556235675,1.1606925522515328,1.2555406373646523,True,True,True,-
u56,t+2,25.0,0.10325594635657764,1.1605581480762415,-0.10876457560481267,1.1236127746825186,1.1961617024824351,0.11043570129568137,1.2177933796823195,-0.10876457560481256,8.246760936097242,0.08293112270625302,1.1504215090899599,-0.12240495424203823,1.184705499516697,1.1231088089080454,1.2185969587467096,False,False,False,CAGR
u56,t+2,50.0,0.08073953964270597,0.9251606946308455,-0.1112381372992377,0.8662778552945796,0.9809526759302307,0.08887002945842681,0.9971347693317397,-0.11123813729923715,8.246760936097242,0.07808331459784212,1.0874519097681237,-0.12289710482893734,1.121250891109163,1.0603839603609793,1.156931233339129,False,False,False,"H1,CAGR"
u56,t+3,5.0,0.11926343273502704,1.3126972256429288,-0.1100889600974706,1.2957063539031615,1.3302080791442106,0.12665209172512348,1.3623069030142638,-0.11008896009747082,8.221764060901865,0.08711846333561835,1.183442457242782,-0.12461823496562763,1.2342971807348047,1.141856056532267,1.2352782512702567,True,True,True,-
u56,t+3,10.0,0.1146743450956027,1.2665395786025018,-0.11041894937172025,1.245746502981934,1.2874921082081747,0.12223436490730744,1.3189584380305839,-0.11041894937172092,8.221764060901865,0.08613295494928996,1.1709745777079956,-0.12480775396229615,1.2218274765479993,1.1293545271584642,1.2230184024009376,True,True,True,-
u56,t+3,25.0,0.10101666831041411,1.1276891961315507,-0.11140845182294223,1.0954056026790255,1.1590356578931906,0.1090820922206015,1.1885855767233573,-0.11140845182294234,8.221764060901865,0.08318160599979607,1.13354120323015,-0.12537615562792082,1.1843811024339264,1.091826009944721,1.186212526521435,False,True,False,CAGR
u56,t+3,50.0,0.07861492737778342,0.8954239420880934,-0.11305607199672274,0.8438231921997851,0.944234745044387,0.08749426777664748,0.9705439822660477,-0.11305607199672274,8.221764060901865,0.07827990132175144,1.071063566838113,-0.12632297409175686,1.1218579088944696,1.029208226030219,1.1247908314279362,False,False,False,"H1,CAGR"
broad,t+1,5.0,0.12078048000496056,1.1875543028619573,-0.11767149007064093,1.369013084422058,1.0259803578548163,0.11336032298799648,1.093510418713642,-0.11767149007064048,10.875956446959604,0.08067578512102536,1.1111380242473774,-0.12226372423615806,1.242359312229104,0.9819518003260915,1.116524766132875,True,False,True,-
