panel,theta,cad,family,window,c_bar,c_sd,zero_share,gap0_pp,CAGR_rs0,CAGR_dg0,c_ARITH,pred0_ARITH,resid0_ARITH,c_GEO,pred0_GEO,resid0_GEO,c_HARM,pred0_HARM,resid0_HARM,c_MEDIAN,pred0_MEDIAN,resid0_MEDIAN,c_JADJ,pred0_JADJ,resid0_JADJ,resid0_PATH,jensen_pp,am_ge_geo,geo_ge_harm
U56,0.3,D,MA-THRESH,FULL,0.0425805157185766,0.03947336875477655,0.20810810810810812,-24.169441397504343,0.25249617767307475,0.01080176369803132,0.0425805157185766,-24.108031563389165,-0.061409834115178086,0.03444562204834331,-24.325888966752963,0.1564475692486198,0.02830794181214073,-24.4903366007019,0.3208952031975585,0.037037037037037035,-24.256476601021614,0.08703520351727079,0.02428403886107817,-24.59818481337892,0.4287434158745782,0.0,0.21785740336379789,True,True
U56,0.3,D,MA-THRESH,IS,0.0341865362721469,0.033778767950185855,0.27254608868958646,-23.72607332901573,0.24865065310600776,0.011389919815850469,0.0341865362721469,-23.98721097328609,0.26113764427035946,0.028582150214160204,-24.131066400675284,0.404993071659554,0.02440366096518392,-24.238336171304642,0.5122628422889122,0.02040816326530612,-24.34091979378945,0.61484646477372,0.0174986045795448,-24.415629168347095,0.6895558393313657,0.0,0.14385542738919455,True,True
U56,0.3,D,MA-THRESH,OOS,0.049504772499910116,0.042381396229695376,0.1549527332511303,-24.53604457485332,0.2556772924938353,0.010316846745302088,0.049504772499910116,-24.19458206468448,-0.3414625101688422,0.03951128794605639,-24.471276935929474,-0.06476763892384696,0.0316839825246502,-24.688177232935082,0.15213265808176146,0.037037037037037035,-24.539823148330097,0.003778573476775904,0.03136326153365228,-24.697067996532397,0.1610234216790758,0.0,0.27669487124499526,True,True
U56,0.3,D,QUANTILE-M,FULL,0.05654706778537443,0.0018956784251762545,0.0,-28.66286329507566,0.303372257798489,0.016743624847732397,0.05654706778537443,-28.655374385172514,-0.007488909903145213,0.056515691564404995,-28.65630965994914,-0.006553635126518742,0.0564847168979204,-28.65723296283569,-0.00563033223997067,0.05660377358490567,-28.653684070644616,-0.00917922443104402,0.05651529251538768,-28.656321554945308,-0.006541740130352025,0.0,0.0009352747766264713,True,True
U56,0.3,D,QUANTILE-M,IS,0.05830571113682413,0.0012658929453784214,0.0,-31.12172559205606,0.3291430493443406,0.01792579342377998,0.05830571113682413,-31.102098987230352,-0.01962660482570655,0.058292109015572545,-31.102523533944115,-0.019202058111943643,0.05827864568209535,-31.102943748030288,-0.018781844025770766,0.05769230769230769,-31.121243594844252,-0.00048199721180708366,0.0582919690443437,-31.1025279026941,-0.019197689361959647,0.0,0.00042454671376290776,True,True
U56,0.3,D,QUANTILE-M,OOS,0.055096349656989924,0.000761709173537897,0.0,-26.672078456052418,0.2824902631052657,0.015769478544741533,0.055096349656989924,-26.670964594726243,-0.0011138613261749697,0.05509113165180452,-26.671114132443563,-0.0009643236088550111,0.0550859609666269,-26.671262314049216,-0.000816142003202458,0.05454545454545454,-26.686752083240695,0.014673627188276583,0.0550910843275383,-26.6711154886635,-0.0009629673889186563,0.0,0.00014953771731995857,True,True
U56,0.3,D,QUANTILE-F,FULL,0.04258870572676662,1.0921822261439284e-18,0.0,-30.98821220931225,0.32350527193889134,0.013623149845768845,0.04258870572676662,-30.98821220931225,0.0,0.04258870572676659,-30.98821220931225,0.0,0.04258870572676661,-30.98821220931225,0.0,0.04258870572676662,-30.98821220931225,0.0,0.04258870572676662,-30.98821220931225,0.0,0.0,0.0,True,True
U56,0.3,D,QUANTILE-F,IS,0.04258870572676662,1.6244745188564826e-18,0.0,-33.877221686407964,0.35303344385246893,0.014261226988389275,0.04258870572676662,-33.877221686407964,0.0,0.04258870572676663,-33.877221686407964,0.0,0.0425887057267666,-33.877221686407964,0.0,0.04258870572676662,-33.877221686407964,0.0,0.04258870572676662,-33.877221686407964,0.0,0.0,0.0,True,True
U56,0.3,D,QUANTILE-F,OOS,0.04258870572676661,6.938893903907228e-18,0.0,-28.653582880565608,0.2996329261713253,0.013097097365669219,0.04258870572676661,-28.653582880565608,0.0,0.04258870572676661,-28.653582880565608,0.0,0.04258870572676662,-28.653582880565608,0.0,0.04258870572676662,-28.653582880565608,0.0,0.04258870572676661,-28.653582880565608,0.0,0.0,0.0,True,True
U56,0.3,W,MA-THRESH,FULL,0.04243563041903711,0.03874582743060606,0.20563063063063064,-28.80321090602378,0.29946090239685463,0.011428793336616838,0.04243563041903711,-28.655117421032884,-0.1480934849908948,0.03448666621254835,-28.897017382899115,0.09380647687533639,0.02842309486158935,-29.081519613916875,0.27830870789309614,0.03703718677452887,-28.819404376682844,0.016193470659064957,0.024747202929471267,-29.19335977335451,0.39014886733072984,0.0,0.2418999618662312,True,True
