sha,role,book,cadence,draw,OOS_Sharpe,OOS_MaxDD,pass4b,fail4b
c006b439,LADDER-REF,EWELIG,W,28,0.8220505970101134,-0.2373668146459117,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,29,0.8837357453861031,-0.2501761615742305,False,"L1_H1,L2_H2,L3_OOS,L4_DD"
c006b439,LADDER-REF,EWELIG,W,30,0.8353246122758328,-0.26468535963602624,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,31,0.9436315407642616,-0.2274822212599541,False,L4_DD
c006b439,LADDER-REF,EWELIG,W,32,0.7082866401035683,-0.2853768473669167,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,33,0.8946589798781489,-0.24818436422646983,False,"L1_H1,L2_H2,L4_DD"
c006b439,LADDER-REF,EWELIG,W,34,0.8341147231043173,-0.24655962019080613,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,35,0.9649628823313516,-0.21160964291082074,False,"L1_H1,L4_DD"
c006b439,LADDER-REF,EWELIG,W,36,0.789718670697776,-0.2499954587123887,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,37,0.8146126834144618,-0.25577929949525213,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,38,0.9093061808157664,-0.2664997478335468,False,"L1_H1,L4_DD"
c006b439,LADDER-REF,EWELIG,W,39,0.8896580677238617,-0.23994636488194798,False,"L2_H2,L4_DD"
c006b439,LADDER-REF,EWELIG,W,40,0.8699441924243058,-0.25302425410847096,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,41,0.8835855781504431,-0.26487875843084296,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,42,0.8786199516876876,-0.22273189544547067,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,43,0.9235408262588837,-0.22669268404422982,False,"L1_H1,L4_DD"
c006b439,LADDER-REF,EWELIG,W,44,0.9163178919541759,-0.25408258872615286,False,L4_DD
c006b439,LADDER-REF,EWELIG,W,45,0.8651093645196253,-0.2585654547084243,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,46,0.8486377584564118,-0.2810257910680609,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,47,0.8204078981875748,-0.20297518646852852,False,"L2_H2,L3_OOS,L4_DD,L5_CAGR"
c006b439,LADDER-REF,EWELIG,W,48,0.9275791977903921,-0.2238893342211894,False,"L1_H1,L4_DD"
c006b439,LADDER-REF,EWELIG,W,49,0.9858439123007235,-0.23177819331264093,False,L4_DD
c006b439,LADDER-REF,BAND03,W,0,1.0679631979882,-0.13156409144266212,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,1,1.1202403874751974,-0.1382161486547564,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,2,1.1083366663764906,-0.13489118914304465,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,3,1.0374572018146102,-0.13916700113487024,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,4,1.0862297713582019,-0.13837360876755478,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,5,1.1906936872062222,-0.14330065383555846,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,6,1.0893606146273094,-0.13483373237815444,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,7,0.998772328313001,-0.13894712893949202,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,8,0.9823497583182984,-0.13861333473874649,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,9,1.0354623273453434,-0.1352154612784372,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,10,1.108062539102911,-0.1315873576888974,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,11,1.0958835864541998,-0.13431888679342363,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,12,1.0761265781724159,-0.14387044805673155,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,13,1.0907909075092515,-0.1416680385285074,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,14,1.0969366543578314,-0.14067175828550182,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,15,1.0544953952172182,-0.13451061232857298,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,16,1.071374636127077,-0.13992723293079778,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,17,0.9705712163734036,-0.1406846928659753,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,18,1.1189476721261196,-0.13321226443523826,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,19,1.086532088126103,-0.1370378156513914,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,20,1.0295037234757316,-0.1358190174127224,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,21,1.089322176632534,-0.1400268058103339,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,22,1.0552054395873511,-0.1430282361501095,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,23,1.1547798329147438,-0.1374236350664647,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,24,1.0870401286565714,-0.13312431945642222,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,25,1.0963533176851923,-0.14084023698587367,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,26,1.0106575001877995,-0.13324248575481923,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,27,1.063502875519805,-0.14278789516811363,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,28,0.993200695029189,-0.1423557178161602,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,29,1.0335111994255617,-0.14037724320577327,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,30,1.0317714239029416,-0.14146536022598044,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,31,1.1058378585764381,-0.13963138443354106,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,32,1.1658174382441955,-0.13597440081338685,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,33,1.0941178005696124,-0.14401258144292128,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,34,1.0619549238544859,-0.1282765494736251,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,35,1.090166604113584,-0.13308890517632488,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,36,1.0752194996011493,-0.1335643905839553,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,37,1.0848460618420133,-0.1391544918633697,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,38,1.034797099939274,-0.1359769928341572,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,39,1.1737352410345772,-0.1378686012590481,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,40,1.0804650573907566,-0.1467426493519126,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,41,1.0296572236441845,-0.13130721520881827,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,42,1.0583452056510119,-0.136813769617823,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,43,1.1768687510857574,-0.13587212315923458,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,BAND03,W,44,1.016456720239977,-0.13709883356017938,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,45,1.080542605339881,-0.1393090372301179,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,46,1.0220190598024632,-0.14091910523666185,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,47,1.1096424844640231,-0.1412002783946722,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,48,1.105317165005869,-0.13081777504757308,False,L5_CAGR
c006b439,LADDER-REF,BAND03,W,49,1.06992018603815,-0.14893504491460474,False,L5_CAGR
c006b439,LADDER-REF,TOP20,W,0,0.8689970329906114,-0.1606223300166013,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,1,0.819470636833761,-0.16281548285724612,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,2,0.922143932306784,-0.15199544455428715,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,3,0.6903557994211146,-0.15472479610537226,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,4,0.8475550035754686,-0.15526847626900286,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,5,0.7391048393373973,-0.14828208828972733,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,6,0.8828437444227207,-0.15528716305908585,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,7,0.8556074304235152,-0.14794416784376452,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,8,0.9183501614689379,-0.14981267627370487,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,9,0.8092662773984103,-0.15706919141653286,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,10,0.8103590634238003,-0.16922190304524132,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,11,0.8890541096899516,-0.1587289645639688,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,12,0.7869612337444131,-0.17535220638790328,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,13,0.8591945128135954,-0.15455344521359915,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,14,0.8829840786343266,-0.16807797245090006,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,15,0.8004119420850611,-0.15297290828882182,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,16,0.8444470470956544,-0.15783679404349693,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,17,0.7702457831919333,-0.16067434003885028,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,18,0.7851411265903154,-0.16878287919201163,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,19,0.8652641834420998,-0.15735044711212898,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,20,0.8508341204971737,-0.1757879967529382,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,21,0.7192585364832134,-0.15586176476102753,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,22,0.8000439219856347,-0.16614740955378116,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,23,0.7621852606933637,-0.16899803787058343,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,24,0.840358078331614,-0.1653423305207764,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,25,0.7808439220230998,-0.17097170181576438,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,26,0.8198439377058186,-0.15424716122189164,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,27,0.7419308530210272,-0.16187667184211119,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,28,0.7852541612686079,-0.15540560257222658,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,29,0.7403093060129885,-0.15374911641880906,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,30,0.8063426455389068,-0.16635335313494526,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,31,0.8854526312235016,-0.15333864979726564,False,"L1_H1,L2_H2,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,32,0.9140164556496617,-0.13678246601256583,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,33,0.8862631471186482,-0.1616421460397911,False,"L1_H1,L2_H2,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,34,0.9685359722183067,-0.15358436056212554,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,35,0.8451801614276487,-0.1344189265027229,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,36,0.8155183677724326,-0.1659146014846934,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,37,0.9434900312139834,-0.16729121839749073,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,38,0.7144520865106859,-0.15667271299913965,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,39,0.8847808351612985,-0.15012263592081743,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,40,0.855601568348734,-0.15931397303345274,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,41,0.6114014921638163,-0.173143228412713,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,42,0.7923171134649132,-0.147769541806695,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,43,0.8912131647674015,-0.15756050990851367,False,"L1_H1,L2_H2,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,44,0.8829352284836894,-0.17105117552809712,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,45,0.7813714759387755,-0.15123146528849074,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,46,0.9480378238271339,-0.15718992465110482,False,"L1_H1,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,47,0.8034720180893888,-0.1670517804424998,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,48,0.8012374027483461,-0.1535887405256131,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,TOP20,W,49,0.8745320220313637,-0.1556532099954594,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR"
c006b439,LADDER-REF,EWELIG,M,0,1.1646536116602377,-0.2193131554793325,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,1,1.1693722129071442,-0.24132172539144137,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,2,1.101705209079975,-0.21631544533453362,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,3,1.036155103791821,-0.24103730064639728,False,"L1_H1,L4_DD"
c006b439,LADDER-REF,EWELIG,M,4,1.0102901473716661,-0.25515746007238815,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,5,0.9782713416572085,-0.21620505677988755,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,6,1.025971333691227,-0.22456093182661452,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,7,1.1558632288144,-0.21657155001300243,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,8,1.1753238794014378,-0.24579977416433962,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,9,1.049115524389418,-0.21884404600709728,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,10,1.0282445165285397,-0.2538248621612419,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,11,1.0267991739647597,-0.21839068858356536,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,12,1.101472716510593,-0.2252130629572484,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,13,1.1252183273260836,-0.2334889723815624,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,14,1.0963766438251,-0.20254811488738034,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,15,1.0898505373695415,-0.2153785881664555,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,16,1.0564687922292724,-0.22827271509102054,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,17,1.1796693235841926,-0.21959594577756913,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,18,1.0491892297033407,-0.2178010818893159,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,19,1.1002547039060073,-0.19911817059658476,True,-
c006b439,LADDER-REF,EWELIG,M,20,1.083444864094567,-0.2246736542068274,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,21,1.1444766278544798,-0.2109172145717152,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,22,1.0851622985200462,-0.2119631009020102,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,23,1.1894230608610217,-0.20828981098364452,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,24,0.9625693443089796,-0.23138897281051518,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,25,1.0106420320970024,-0.23499726528206288,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,26,1.057552138913395,-0.21763053487037276,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,27,1.131344041883219,-0.2400495571366057,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,28,1.0262957196585158,-0.2246629321452437,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,29,1.1047780185578615,-0.21526877993495852,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,30,1.0162998217048662,-0.23353492706208323,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,31,1.0736002864549872,-0.20461680890884004,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,32,1.1587931529894058,-0.2187249375484387,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,33,1.0798702588251463,-0.21095759204639974,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,34,0.9231952324335244,-0.25555576569077354,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,35,1.061191233377959,-0.2380768982734236,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,36,0.9275758079969005,-0.25159225846405586,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,37,1.1020016303136377,-0.21848477170946567,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,38,1.0058382321155273,-0.2375567019672692,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,39,1.1194480875250072,-0.2236069403632024,False,"L1_H1,L4_DD"
c006b439,LADDER-REF,EWELIG,M,40,1.0615214154334598,-0.21149371280981588,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,41,1.2088895857302917,-0.1968920057122613,True,-
c006b439,LADDER-REF,EWELIG,M,42,1.0596894795461242,-0.2353917953674194,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,43,1.1270344309273352,-0.21844103399009818,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,44,1.0572192725989022,-0.2294533795851038,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,45,1.1727025531927362,-0.22102904119209865,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,46,0.949630498275905,-0.2520133223274368,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,47,1.0516903413114977,-0.18632272559620255,True,-
c006b439,LADDER-REF,EWELIG,M,48,1.0488545963368177,-0.20362464322766094,False,L4_DD
c006b439,LADDER-REF,EWELIG,M,49,1.1073722199300047,-0.1995224500606141,True,-
c006b439,LADDER-REF,BAND03,M,0,1.1732296757191958,-0.1648678053701209,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,1,1.1630130482660919,-0.16294786488601054,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,2,1.224361109203765,-0.15715914713867385,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,3,1.197203829240857,-0.16374160236361412,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,4,1.157640761512902,-0.1605076371306604,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,5,1.0704220498769927,-0.1687921287610843,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,6,1.120092226724042,-0.1668730211453372,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,7,1.1475820421389014,-0.16132912035774993,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,8,1.1926234082451257,-0.1542273913248703,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,9,1.1771074932694485,-0.1604708411825988,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,10,1.0992922372826341,-0.16108910420566525,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,11,1.0944246679866882,-0.1668887462614982,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,12,1.1730623456108689,-0.15580791552118645,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,13,1.1691176312060954,-0.17160682871448085,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,14,1.148651183528718,-0.16778471147759066,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,15,1.2387606102139683,-0.16238560308258887,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,16,1.199360536391165,-0.1659212024866552,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,17,1.2284036730146228,-0.16681384354170792,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,18,1.1549679112295788,-0.15654935196851172,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,19,1.193528078637752,-0.16301776268371915,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,20,1.1897227338450727,-0.15259934564811706,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,21,1.1714390727535502,-0.16377424697819942,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,22,1.1403605233237724,-0.1702810804136714,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,23,1.1163894213012409,-0.1600933728449676,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,24,1.1284814494876416,-0.16941931438192026,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,25,1.1869930475323187,-0.15188796328435794,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,26,1.1954593548054089,-0.17144771250432667,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,27,1.2123582754381805,-0.16084348266470272,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,28,1.1618781583407058,-0.1685456029694159,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,29,1.1452034332576624,-0.16619655004970058,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,30,1.2137149720502494,-0.1681214868319305,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,31,1.1872740608789858,-0.1594904304753778,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,32,1.1592123748353516,-0.16379454653936765,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,33,1.1632088448328606,-0.16763825212207595,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,34,1.1416155093212181,-0.15587053306437249,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,35,1.1321842417503725,-0.16142027941758275,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,36,1.1586668668257778,-0.16481853511112088,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,37,1.2150887109144441,-0.1530620009630409,False,L5_CAGR
c006b439,LADDER-REF,BAND03,M,38,1.1184734503955858,-0.16748841510227885,False,L5_CAGR
