ticket,bar,R,instr,floor,n_passing,is_ref
1000000.0,0.02,50000000.0,DV,0.0,8,False
1000000.0,0.02,50000000.0,VOLSH,0.0,8,False
1000000.0,0.05,20000000.0,DV,0.0,8,False
1000000.0,0.05,20000000.0,VOLSH,0.0,8,False
1000000.0,0.075,13333333.333333334,DV,0.0,8,False
1000000.0,0.075,13333333.333333334,VOLSH,0.0,8,False
1000000.0,0.1,10000000.0,DV,0.0,8,False
1000000.0,0.1,10000000.0,VOLSH,0.0,8,False
1000000.0,0.15,6666666.666666667,DV,0.0,8,False
1000000.0,0.15,6666666.666666667,VOLSH,0.0,8,False
1000000.0,0.2,5000000.0,DV,0.0,8,False
1000000.0,0.2,5000000.0,VOLSH,0.0,8,False
1000000.0,0.25,4000000.0,DV,0.0,8,False
1000000.0,0.25,4000000.0,VOLSH,0.0,8,False
1000000.0,0.3333333333333333,3000000.0,DV,0.0,8,False
1000000.0,0.3333333333333333,3000000.0,VOLSH,0.0,8,False
2500000.0,0.02,125000000.0,DV,1000000.0,5,False
2500000.0,0.02,125000000.0,VOLSH,1000000.0,5,False
2500000.0,0.05,50000000.0,DV,0.0,8,False
2500000.0,0.05,50000000.0,VOLSH,0.0,8,False
2500000.0,0.075,33333333.333333336,DV,0.0,8,False
2500000.0,0.075,33333333.333333336,VOLSH,0.0,8,False
2500000.0,0.1,25000000.0,DV,0.0,8,False
2500000.0,0.1,25000000.0,VOLSH,0.0,8,False
2500000.0,0.15,16666666.666666668,DV,0.0,8,False
2500000.0,0.15,16666666.666666668,VOLSH,0.0,8,False
2500000.0,0.2,12500000.0,DV,0.0,8,False
2500000.0,0.2,12500000.0,VOLSH,0.0,8,False
2500000.0,0.25,10000000.0,DV,0.0,8,False
2500000.0,0.25,10000000.0,VOLSH,0.0,8,False
2500000.0,0.3333333333333333,7500000.0,DV,0.0,8,False
2500000.0,0.3333333333333333,7500000.0,VOLSH,0.0,8,False
5000000.0,0.02,250000000.0,DV,5000000.0,3,False
5000000.0,0.02,250000000.0,VOLSH,5000000.0,3,False
5000000.0,0.05,100000000.0,DV,500000.0,6,False
5000000.0,0.05,100000000.0,VOLSH,500000.0,6,False
5000000.0,0.075,66666666.66666667,DV,250000.0,7,False
5000000.0,0.075,66666666.66666667,VOLSH,250000.0,7,False
5000000.0,0.1,50000000.0,DV,0.0,8,False
5000000.0,0.1,50000000.0,VOLSH,0.0,8,False
5000000.0,0.15,33333333.333333336,DV,0.0,8,False
5000000.0,0.15,33333333.333333336,VOLSH,0.0,8,False
5000000.0,0.2,25000000.0,DV,0.0,8,False
5000000.0,0.2,25000000.0,VOLSH,0.0,8,False
5000000.0,0.25,20000000.0,DV,0.0,8,False
5000000.0,0.25,20000000.0,VOLSH,0.0,8,False
5000000.0,0.3333333333333333,15000000.0,DV,0.0,8,False
5000000.0,0.3333333333333333,15000000.0,VOLSH,0.0,8,False
10000000.0,0.02,500000000.0,DV,10000000.0,2,False
10000000.0,0.02,500000000.0,VOLSH,10000000.0,2,False
10000000.0,0.05,200000000.0,DV,5000000.0,3,False
10000000.0,0.05,200000000.0,VOLSH,2000000.0,4,False
10000000.0,0.075,133333333.33333334,DV,1000000.0,5,False
10000000.0,0.075,133333333.33333334,VOLSH,1000000.0,5,False
10000000.0,0.1,100000000.0,DV,500000.0,6,True
10000000.0,0.1,100000000.0,VOLSH,500000.0,6,True
10000000.0,0.15,66666666.66666667,DV,250000.0,7,False
10000000.0,0.15,66666666.66666667,VOLSH,250000.0,7,False
10000000.0,0.2,50000000.0,DV,0.0,8,False
10000000.0,0.2,50000000.0,VOLSH,0.0,8,False
10000000.0,0.25,40000000.0,DV,0.0,8,False
10000000.0,0.25,40000000.0,VOLSH,0.0,8,False
10000000.0,0.3333333333333333,30000000.0,DV,0.0,8,False
10000000.0,0.3333333333333333,30000000.0,VOLSH,0.0,8,False
25000000.0,0.02,1250000000.0,DV,,0,False
25000000.0,0.02,1250000000.0,VOLSH,,0,False
25000000.0,0.05,500000000.0,DV,10000000.0,2,False
25000000.0,0.05,500000000.0,VOLSH,10000000.0,2,False
25000000.0,0.075,333333333.3333334,DV,5000000.0,3,False
25000000.0,0.075,333333333.3333334,VOLSH,5000000.0,3,False
25000000.0,0.1,250000000.0,DV,5000000.0,3,False
25000000.0,0.1,250000000.0,VOLSH,5000000.0,3,False
25000000.0,0.15,166666666.6666667,DV,2000000.0,4,False
25000000.0,0.15,166666666.6666667,VOLSH,2000000.0,4,False
25000000.0,0.2,125000000.0,DV,1000000.0,5,False
25000000.0,0.2,125000000.0,VOLSH,1000000.0,5,False
25000000.0,0.25,100000000.0,DV,500000.0,6,False
25000000.0,0.25,100000000.0,VOLSH,500000.0,6,False
25000000.0,0.3333333333333333,75000000.0,DV,250000.0,7,False
25000000.0,0.3333333333333333,75000000.0,VOLSH,250000.0,7,False
50000000.0,0.02,2500000000.0,DV,,0,False
50000000.0,0.02,2500000000.0,VOLSH,,0,False
50000000.0,0.05,1000000000.0,DV,20000000.0,1,False
50000000.0,0.05,1000000000.0,VOLSH,,0,False
50000000.0,0.075,666666666.6666667,DV,10000000.0,2,False
50000000.0,0.075,666666666.6666667,VOLSH,,0,False
50000000.0,0.1,500000000.0,DV,10000000.0,2,False
50000000.0,0.1,500000000.0,VOLSH,10000000.0,2,False
50000000.0,0.15,333333333.3333334,DV,5000000.0,3,False
50000000.0,0.15,333333333.3333334,VOLSH,5000000.0,3,False
50000000.0,0.2,250000000.0,DV,5000000.0,3,False
50000000.0,0.2,250000000.0,VOLSH,5000000.0,3,False
50000000.0,0.25,200000000.0,DV,5000000.0,3,False
50000000.0,0.25,200000000.0,VOLSH,2000000.0,4,False
50000000.0,0.3333333333333333,150000000.0,DV,2000000.0,4,False
50000000.0,0.3333333333333333,150000000.0,VOLSH,1000000.0,5,False
100000000.0,0.02,5000000000.0,DV,,0,False
100000000.0,0.02,5000000000.0,VOLSH,,0,False
100000000.0,0.05,2000000000.0,DV,,0,False
100000000.0,0.05,2000000000.0,VOLSH,,0,False
100000000.0,0.075,1333333333.3333335,DV,,0,False
100000000.0,0.075,1333333333.3333335,VOLSH,,0,False
100000000.0,0.1,1000000000.0,DV,20000000.0,1,False
100000000.0,0.1,1000000000.0,VOLSH,,0,False
100000000.0,0.15,666666666.6666667,DV,10000000.0,2,False
100000000.0,0.15,666666666.6666667,VOLSH,,0,False
100000000.0,0.2,500000000.0,DV,10000000.0,2,False
100000000.0,0.2,500000000.0,VOLSH,10000000.0,2,False
100000000.0,0.25,400000000.0,DV,5000000.0,3,False
100000000.0,0.25,400000000.0,VOLSH,10000000.0,2,False
100000000.0,0.3333333333333333,300000000.0,DV,5000000.0,3,False
100000000.0,0.3333333333333333,300000000.0,VOLSH,5000000.0,3,False
250000000.0,0.02,12500000000.0,DV,,0,False
250000000.0,0.02,12500000000.0,VOLSH,,0,False
250000000.0,0.05,5000000000.0,DV,,0,False
250000000.0,0.05,5000000000.0,VOLSH,,0,False
250000000.0,0.075,3333333333.3333335,DV,,0,False
250000000.0,0.075,3333333333.3333335,VOLSH,,0,False
250000000.0,0.1,2500000000.0,DV,,0,False
250000000.0,0.1,2500000000.0,VOLSH,,0,False
250000000.0,0.15,1666666666.6666667,DV,,0,False
250000000.0,0.15,1666666666.6666667,VOLSH,,0,False
250000000.0,0.2,1250000000.0,DV,,0,False
250000000.0,0.2,1250000000.0,VOLSH,,0,False
250000000.0,0.25,1000000000.0,DV,20000000.0,1,False
250000000.0,0.25,1000000000.0,VOLSH,,0,False
250000000.0,0.3333333333333333,750000000.0,DV,10000000.0,2,False
250000000.0,0.3333333333333333,750000000.0,VOLSH,,0,False
