panel,target,T_trade,cell,turn_py,oos_Sharpe,matched,lift
B136,0.08,M,B=0.5,0.5228119386299683,1.051668688495524,,
B136,0.08,M,B=1.0,0.9814360874720977,1.0559755974344738,,
B136,0.08,M,B=1.5,1.469933395661781,1.2746869684887752,0.9428099198473117,0.3318770486414635
B136,0.08,M,B=2.0,1.9512596501936401,1.1559632793018035,1.082695034271263,0.07326824503054064
B136,0.08,M,B=3.0,2.8911406438873546,1.3288095681393268,1.209514024233225,0.11929554390610186
B136,0.08,M,B=5.0,4.498626833141551,1.3098268106346618,1.2526285047861012,0.05719830584856056
B136,0.08,W,B=0.5,0.6131843454905026,1.0800629741902188,,
B136,0.08,W,B=1.0,1.1274352015206335,1.0806465296352161,,
B136,0.08,W,B=1.5,1.4796603348645838,1.113493639609279,,
B136,0.08,W,B=2.0,1.9469627496602038,0.9476899845841623,0.9214009879521965,0.026288996631965822
B136,0.08,W,B=3.0,2.887083503294414,1.388871190512834,1.150507264131619,0.23836392638121495
B136,0.08,W,B=5.0,4.574176057353815,1.2818531278688154,1.2491773048763326,0.03267582299248284
B136,0.1,M,B=0.5,0.48114834190259564,1.0628730499425312,,
B136,0.1,M,B=1.0,0.9738705290981539,1.3068164055004539,,
B136,0.1,M,B=1.5,1.4274820258802232,1.1645248278232314,1.0220661883472897,0.14245863947594173
B136,0.1,M,B=2.0,1.8636940101196489,1.2999646799419273,1.157856537970545,0.14210814197138233
B136,0.1,M,B=3.0,2.742147684157272,1.2331568821530625,1.2294991868733005,0.0036576952797620077
B136,0.1,M,B=5.0,4.118962397475112,1.2671008823797103,1.2789282992563233,-0.01182741687661304
B136,0.1,W,B=0.5,0.6260597058828975,1.0905361073821906,,
B136,0.1,W,B=1.0,1.11294254750845,1.0789312920644467,,
B136,0.1,W,B=1.5,1.4726258347780756,1.2752592443825779,,
B136,0.1,W,B=2.0,1.893551395623346,1.309768232755395,0.9819326877950066,0.32783554496038836
B136,0.1,W,B=3.0,2.793871509342593,1.20931535383109,1.1988785536578614,0.010436800173228455
B136,0.1,W,B=5.0,4.241842480577734,1.2887227693728927,1.2713564464311191,0.017366322941773538
