panel,bps,chooser,pick_gross,pick_phase,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_4b,cagr_margin_oos,dd_margin_oos,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD
u56,0,C_LIVE,0.75,W0,0.09651574458861623,1.3012453352065745,-0.12029812214763824,False,-0.010493018910188029,0.08200541819747359,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,0,C_SHARPE,0.25,W4,0.03108221039307746,1.2788238423927611,-0.0426017299863497,False,-0.0759265531057268,0.15970181035876213,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,0,C_DDB,1.0,W4,0.12597769349884103,1.2735407114258745,-0.16548301910124985,True,0.01896893000003677,0.03682052124386198,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,0,C_DDB_PHAVG,1.0,PHAVG,0.12881977964368008,1.3014502745619907,-0.14938234196964817,True,0.021811016144875822,0.05292119837546366,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,0,C_ORACLE,1.0,W2,0.1306754212847676,1.3181883509890995,-0.1443598415925068,True,0.023666657785963358,0.05794369875260502,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,10,C_LIVE,0.75,W0,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,-0.012449795022716564,0.08175412120467312,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,10,C_SHARPE,0.75,W4,0.09215993603409256,1.2508885695291228,-0.1258063438237632,False,-0.014848827464711695,0.07649719652134862,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,10,C_DDB,1.0,W4,0.1233163272329234,1.2491878434970236,-0.1660657893676356,True,0.01630756373411915,0.036237750977476224,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,10,C_DDB_PHAVG,1.0,PHAVG,0.12613036746548612,1.2767735073554531,-0.14990144042529419,True,0.01912160396668186,0.052402099919817646,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,10,C_ORACLE,1.0,W2,0.12797524230225243,1.2935510740624045,-0.14479950923471208,True,0.02096647880344818,0.057504031110399756,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,25,C_LIVE,0.75,W0,0.09163013641609163,1.2398733886368856,-0.12092630671374771,False,-0.01537862708271262,0.08137723363136412,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,25,C_SHARPE,1.0,W4,0.11933568556593133,1.2126131002851026,-0.16693951088239634,True,0.012326922067127072,0.035364029462715496,0.15286966214114894,0.8750760816641813,-0.33717256724185307
u56,25,C_DDB,1.0,W4,0.11933568556593133,1.2126131002851026,-0.16693951088239634,True,0.012326922067127072,0.035364029462715496,0.15286966214114894,0.8750760816641813,-0.33717256724185307
