set,panel,form,cost,CAGR,Sharpe,MaxDD,H1,H2,peak,trough,days,E_window,E_panel,E_pctile,numeraire,ctrl_4a,ctrl_4b,neg_share_ge_0.30,neg_share_ge_0.40,neg_share_ge_0.50,loss_share_ge_0.30,loss_share_ge_0.40,loss_share_ge_0.50,IS_MaxDD,OOS_MaxDD
IN,U56,EWALL,0,0.1336338069075811,1.1311424607267913,-0.22511403097764315,1.1973396480385436,1.079017616524333,2020-02-19,2020-03-23,24,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6845589913735546,False,False,0.5072714867497329,0.5072714867497329,0.43412908112821536,0.5313641373671879,0.6407805476216885,0.6298056587689262,-0.12553620446261082,-0.2251140309776435
IN,U56,EWALL,10,0.13269504597354542,1.1240306130524902,-0.2252589051154078,1.1901347982102557,1.0719486149777597,2020-02-19,2020-03-23,24,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.6975683113318056,False,False,0.5071923618650657,0.5071923618650657,0.43407544764090783,0.5312881928560749,0.6406244444270597,0.6295075036445211,-0.12568116248617456,-0.2252589051154077
IN,U56,EWALL,25,0.1312883298840295,1.1133616504048525,-0.22547617750089255,1.179326790710523,1.061343596718628,2020-02-19,2020-03-23,24,0.4868827160493827,0.7119755755532328,0.15466485507246377,1.7174121850743451,False,False,0.5070737671070412,0.5070737671070412,0.43399505885417805,0.5311744703296234,0.6403906972477177,0.6290610583109727,-0.12589856361621898,-0.22547617750089244
IN,U56,TOP3,0,0.24404567056736215,1.1333629632691875,-0.25172317193258065,1.115915811469365,1.1557124027160632,2022-06-08,2022-09-26,76,0.19880382775119618,0.7119755755532328,0.008936755270394134,1.0314592811557348,False,False,0.014858523258730716,0.0036638600370993255,0.0,-0.0051504985395396915,-0.006292235503359695,-0.0,-0.17165468268171813,-0.25172317193257976
IN,U56,TOP3,10,0.218531179006751,1.0360853249411557,-0.2581034625219104,1.0144577492222204,1.0612718596873816,2022-06-08,2022-09-26,76,0.19880382775119618,0.7119755755532328,0.008936755270394134,1.18108300927593,False,False,0.016694045410165833,0.0036291044188417393,0.0,-0.0016363678458019295,-0.006111754799484267,-0.0,-0.17383874543618083,-0.25810346252191085
IN,U56,TOP3,25,0.18120647197987472,0.8896172918026419,-0.267581548790802,0.8617130270063887,0.9190635897849955,2022-06-08,2022-09-26,76,0.19880382775119618,0.7119755755532328,0.008936755270394134,1.4766666216012434,False,False,0.019343311753551827,0.0035701952493500605,0.0,0.00327838816268703,-0.0058594014324644915,-0.0,-0.18813973941610906,-0.2675815487908024
IN,U56,TOP10,0,0.14398931326086628,1.024573080571075,-0.1747359474773974,1.0243295396848315,1.0310039930310826,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.2135341402790585,False,True,0.7937883490640125,0.7937883490640125,0.6988853093854384,0.6902941030034683,0.8089193083784532,0.8303759969334717,-0.1283589099113328,-0.17473594747739718
IN,U56,TOP10,10,0.12826192382512347,0.9266784542225948,-0.17538190355779526,0.9175665176313622,0.9400369438453601,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.367373093490448,False,False,0.7940330391348666,0.7940330391348666,0.6992426110929182,0.6915517069532972,0.80969521815237,0.828781141660339,-0.1410893544899624,-0.17538190355779537
IN,U56,TOP10,25,0.10506534235383236,0.7794020777277634,-0.17635035763299556,0.7568928737035484,0.8032175858000484,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.6784826821302696,False,False,0.794399132490508,0.794399132490508,0.6997771884895864,0.693419976371469,0.810847893048204,0.8264116301953921,-0.1606106746957433,-0.17635035763299545
IN,U56,TOP20,0,0.13749175798268798,1.1754601006115302,-0.1822003619415381,1.1778456773192798,1.1800056069179945,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.3251729748373682,False,True,0.778218763634991,0.778218763634991,0.6605776805364658,0.7014469539526359,0.8149344193736605,0.7719992393010373,-0.11314731352927931,-0.1822003619415382
IN,U56,TOP20,10,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.446187261750832,False,True,0.7786212170741154,0.7786212170741154,0.6611936103690457,0.7030421378937342,0.8159232340790322,0.77030857164028,-0.11653190552192016,-0.18308348697878107
IN,U56,TOP20,25,0.11044635761256427,0.9668297371038527,-0.1844071220073723,0.9535500018905777,0.9835762726543062,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.6696532687320993,False,False,0.7792223707521045,0.7792223707521045,0.66211363849713,0.7054045090430794,0.8173876089839164,0.7678040174208356,-0.12545350656369159,-0.18440712200737241
IN,U56,MAEW,0,0.08542153334408287,1.2163556658794443,-0.11966682660900163,1.226385366271661,1.2100406900249088,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.4008976650767524,True,False,0.800991491599075,0.800991491599075,0.7074993909008718,0.7499421668095848,0.8403974224952908,0.8095586224651932,-0.08440733002793299,-0.11966682660900174
IN,U56,MAEW,10,0.0820244315824139,1.1711820871541068,-0.12011675258999577,1.1807379505267899,1.165188193687011,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.4644021332754824,False,False,0.8011893819878315,0.8011893819878315,0.7077902481094966,0.750941132783135,0.8410350251737748,0.8075701903680699,-0.08704843210640845,-0.12011675258999555
IN,U56,MAEW,25,0.0769481395725482,1.1033152355178564,-0.12079145061483709,1.1121595073728183,1.097803688098919,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.569777401842868,False,False,0.8014855314398399,0.8014855314398399,0.7082255254541333,0.7524252307094401,0.8419822694623683,0.8046157645824008,-0.09099645885623775,-0.12079145061483687
IN,U56,RULESV2,0,0.08852950361247114,1.2306462622986376,-0.12029812615148339,1.2511233124662855,1.2157854547481275,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.3588478557168484,True,False,0.7941803520850411,0.7941803520850411,0.6964501364369067,0.7172112430033958,0.8258612625464864,0.8281808442767451,-0.0774191642673806,-0.12029812615148383
IN,U56,RULESV2,10,0.08660009294734339,1.2056219490390438,-0.12054942313126804,1.225930875264405,1.1908384783945227,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.3920241772092246,True,False,0.7942763423935661,0.7942763423935661,0.6965917062304194,0.7178401914863092,0.8262485632860951,0.8269785564481319,-0.07887438111081335,-0.12054942313126815
IN,U56,RULESV2,25,0.08371217051382152,1.168046810053237,-0.12092631068492754,1.1881013684970718,1.1533810545401453,2020-02-19,2020-03-12,17,0.6089324618736383,0.7119755755532328,0.22089079810083653,1.4445487429448707,False,False,0.7944201712056101,0.7944201712056101,0.6968038298868084,0.7187785763193282,0.8268264121079613,0.825184634360358,-0.0818492041209703,-0.12092631068492765
