panel,N,H,freq,n_bars,N_IID,N_BLOCK,phi_L63,denom,iid_seed_spread,block_seed_spread,resolution,phi_estimable,phi_seed_min,phi_seed_max,phi_seed_spread,gap,CAGR,Sharpe,MaxDD,obs_maxdd,peak,trough,D_EPISODE,D_COVER,COVER_GRADED,D_TIES,D_RECOV,n_episodes,n_rec_episodes,n_rec_censored,deepest
U56,5,63,W,4446,32.52576207079248,26.85402209239211,0.9058600540666727,-6.261165787075232,0.655676447541417,0.10763415442851354,1.9670293426242509,True,0.9058600540666727,0.9171286703283513,0.011268616261678632,0.19249866531790316,0.18977511597180818,1.0083089004227346,-0.2626459628371727,26.26459628371725,2793,2815,22.0,0.4902849140611877,1.0,1.0,1.3529411764705883,219,29,1,26.26459628371725
U56,5,63,M,4446,34.708490661466904,27.178246912300573,0.9703737223477363,-7.760148049915809,1.0506801792697118,0.4470512973607512,3.1520405378091354,True,0.9070933458444255,0.9703737223477363,0.06328037650331086,0.2235806830554884,0.1474694307717812,0.8395671766148002,-0.2694834261155111,26.948342611551094,2793,2813,20.0,0.5064613490324849,1.0,1.0,2.0,199,31,1,26.948342611551094
U56,5,126,W,4446,31.39908395906918,27.342234126106277,0.7315588162677136,-5.5454869010536285,0.24613530526330862,0.38262563089403656,1.1478768926821097,True,0.7315588162677136,0.7912930634617115,0.05973424719399789,0.17661301547148778,0.17793757695658097,0.9844672527247917,-0.2585359705801561,25.853597058015552,4049,4082,33.0,0.3915166233584083,1.0,2.0,1.2768361581920904,184,32,1,25.853597058015552
U56,5,126,M,4446,32.3108095252947,29.11402929829542,0.596139851008902,-5.3624669137436065,0.2598405293048387,0.36012510877655757,1.0803753263296727,True,0.5049977001601117,0.596139851008902,0.0911421508487903,0.16596510556461197,0.18282465592136465,0.981991741091729,-0.2694834261155109,26.948342611551094,2793,2813,20.0,0.5064613490324849,1.0,1.0,2.2954545454545454,218,37,1,26.948342611551094
U56,5,252,W,4446,29.91340801527457,27.836530548564333,-2.8492114652473135,0.728930615379916,0.16052330775991663,0.24128787225735593,0.7238636167720678,True,-3.5117650238713503,-2.8492114652473135,0.6625535586240368,0.0243680230285932,0.17682565255928706,1.0178689742992235,-0.30642338630654453,30.642338630654486,633,746,113.0,0.0,0.5575221238938053,1.0,1.3333333333333333,214,29,1,30.642338630654486
U56,5,252,M,4446,31.31793897856435,30.84034621434247,-0.37065626538282903,1.288505844434063,0.4025023381537629,0.14855514975298334,1.2075070144612887,True,-0.8703132622851962,-0.37065626538282903,0.4996569969023672,0.041142740756854534,0.1615631474127277,0.9252133235961741,-0.3260644482299847,32.60644482299841,633,757,124.0,0.0,0.5080645161290323,1.0,0.6666666666666666,187,27,1,32.60644482299841
U56,10,63,W,4446,25.93830863823431,27.687075051048787,0.9999999999999797,1.7487664128145113,0.21139565833649243,7.105427357601002e-15,0.6341869750094773,True,0.9999999999999797,0.9999999999999823,2.6645352591003757e-15,0.06742021760959171,0.1916912172617915,1.169065355310175,-0.27687075051048815,27.687075051048822,2793,2813,20.0,0.5064613490324849,1.0,1.0,1.2222222222222223,266,30,1,27.687075051048822
U56,10,63,M,4446,27.49936990280692,27.635183891688325,1.0,0.13581398888140583,0.37426447332918755,0.0,1.1227934199875627,False,1.0,1.0,0.0,0.004938803665735847,0.15924767452332755,1.010818545285542,-0.27635183891688375,27.635183891688325,2793,2816,23.0,0.48200178720132014,1.0,1.0,1.909297052154195,235,24,1,27.635183891688325
U56,10,126,W,4446,25.473525902795757,22.35940378272307,0.6622309456868063,-4.7024714570579285,0.2953904652999455,0.4622649311553886,1.3867947934661657,True,0.5743796936563953,0.6622309456868063,0.087851252030411,0.18460229946188267,0.1706480647095283,1.1092301119509238,-0.20771054445737913,20.77105444573783,4049,4082,33.0,0.3915166233584083,1.0,2.0,1.8430769230769233,247,28,0,20.77105444573783
U56,10,126,M,4446,25.923977539629085,24.802819358493462,1.0,-1.1211581811356233,0.3985641023893436,0.0,1.1956923071680308,False,1.0,1.0,0.0,0.04324792287069945,0.17662260306676658,1.1188258041783514,-0.24802819358493478,24.802819358493462,2793,2813,20.0,0.5064613490324849,1.0,1.0,1.9897260273972601,262,26,1,24.802819358493462
