panel,cost,gate,c,q,QQQ_pct,SPY_pct,sleeve_pct,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_MaxDD,IS_CAGR,turnover,gross,pass4a,fail4a,pass4b,fail4b,m4b_H1,m4b_H2,m4b_OOS,m4b_DD,m4b_CAGR,tag
U56,10,1,0.5,0.0,0.0,50.0,50.0,0.0735183233736112,0.8791677707438935,-0.13039851009869874,0.8076720362028296,0.9481790427944662,0.08802624690720351,1.0461629173532194,-0.11227298863936419,0.6807778905639399,-0.13039851009869874,0.05619720996837474,3.8290391196035145,0.7420664310759311,0,H1+H2+DD,0,H1+CAGR,-0.14894799640086187,0.11416310515202421,0.1641521501709352,0.07190490160169083,-0.03307799153235502,
U56,10,1,0.5,0.25,12.5,37.5,50.0,0.0800415187192669,0.9232803475109815,-0.13771242061939792,0.8351139621940304,1.0062090147758598,0.09846315575211295,1.1078039396473565,-0.122784097885275,0.6954617416598409,-0.13771242061939792,0.058132440258325646,3.781713322889552,0.7429317233616726,0,H1+H2+DD,0,H1+CAGR,-0.121506070409661,0.1721930771334178,0.22579317246507224,0.06459099108099164,-0.026554796186699314,
U56,10,1,0.5,0.5,25.0,25.0,50.0,0.08645929313894207,0.949251201712774,-0.1450664855356989,0.8498102461309429,1.0408003893355242,0.10884670417633102,1.143915440912529,-0.1392748391454497,0.6999355022178743,-0.1450664855356989,0.05993598683531465,3.7521001968032826,0.7437908161345809,0,H1+H2+DD,0,H1+CAGR,-0.10680978647274852,0.20678445169308224,0.26190467373024473,0.05723692616469067,-0.020137021767024144,
U56,10,1,0.5,0.75,37.5,12.5,50.0,0.09278817110805715,0.960253049664906,-0.15578541833434711,0.8531174506571158,1.0573677040937985,0.1191960307117319,1.1604630954765651,-0.15578541833434623,0.6955188178803207,-0.15245561651987927,0.061621812126309905,3.722953685563846,0.744643921899939,0,H1+H2+DD,0,H1+CAGR,-0.10350258194657569,0.22335176645135657,0.2784523282942809,0.046517993366042454,-0.013808143797909067,
U56,10,1,0.5,0.8333,41.7,8.3,50.0,0.09487819699219635,0.961253698395689,-0.16129260652030564,0.8520425441291019,1.059854240538688,0.12263892367329521,1.162694558323758,-0.16129260652030586,0.6923806185317706,-0.15492642484995567,0.06215718777704238,3.71289278681694,0.7449269974336763,0,H1+H2+DD,0,H1+CAGR,-0.10457748847458959,0.22583830289624596,0.2806837911414738,0.04101080518008393,-0.011718117913769865,
U56,10,1,0.5,1.0,50.0,0.0,50.0,0.09902363718025287,0.9600590670225279,-0.172312430101923,0.8470998446967883,1.0613608984060048,0.12951158230204274,1.1634239398315755,-0.172312430101923,0.683990491877525,-0.1599164645268739,0.063180269465001,3.6966014900075623,0.7454912578448117,0,H1+H2+DD,0,H1+CAGR,-0.1095201879069031,0.2273449607635628,0.28141317264929133,0.029990981598466582,-0.00757267772571335,
U56,10,1,0.6,0.0,0.0,60.0,40.0,0.0779882001338299,0.8671163376570048,-0.14665646358822915,0.8035043066971383,0.9281596883638007,0.09294577132835014,1.0235214647241,-0.1147688085882117,0.6800609549434168,-0.14665646358822915,0.06013727895750476,3.6711558668314295,0.7587872195806187,0,H1+H2+DD,0,H1+CAGR,-0.1531157259065531,0.09414375072135872,0.14151069754181578,0.05564694811216042,-0.028608114772136317,
U56,10,1,0.6,0.25,15.0,45.0,40.0,0.08583929372669252,0.9175909300750367,-0.15523233058506747,0.835116833764968,0.994732543768689,0.1055154617034868,1.0943980071214685,-0.1296074179250587,0.6972026716594972,-0.15523233058506747,0.06246522031978552,3.620391500238149,0.7598247396265299,0,H1+H2+DD,0,H1+CAGR,-0.1215031988387234,0.16071660612624705,0.2123872399391843,0.0470710811153221,-0.020757021179273694,
U56,10,1,0.6,0.5,30.0,30.0,40.0,0.0935467140220474,0.9459394741171184,-0.16386196179015156,0.8509210870090627,1.0330303861320642,0.11801672945928288,1.134410331147921,-0.14922967938972587,0.7016849234678212,-0.16386196179015156,0.06461154479409337,3.5866478031221694,0.7608534005011932,0,H1+H2+DD,0,H1+CAGR,-0.10569894559462878,0.19901444848962224,0.2523995639656368,0.03844144991023801,-0.013049600883918822,
U56,10,1,0.6,0.75,45.0,15.0,40.0,0.10113113631247139,0.956435716972527,-0.17254118511223338,0.8528171686106673,1.0501156404419993,0.1304747910848063,1.151373609285191,-0.16887807349187423,0.695334137002839,-0.17254118511223338,0.06659250782659742,3.547693220598195,0.7618735696407944,0,H1+H2+DD,0,H1+CAGR,-0.10380286399302419,0.21609970279955737,0.26936284210290673,0.029762226588156193,-0.005465178593494824,
U56,10,1,0.6,0.8333,50.0,10.0,40.0,0.10363208891897879,0.9568627526891504,-0.17544447006949693,0.85087554114407,1.052354750413404,0.13461835703501057,1.1532898823009126,-0.17543281639739683,0.6912594050680984,-0.17544447006949693,0.06721600571410247,3.5329092237375717,0.7622118038757772,0,H1+H2+DD,0,H1+CAGR,-0.10574449145962139,0.21833881277096212,0.27127911511862834,0.02685894163089264,-0.0029642259869874232,<- queue proposal 50/10/40
