panel,cost_bps,arm,n_pick,IS_Sharpe,realised_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
U56,10,ISARGMAX-FIXEDTOT,20.0,0.9928993750331973,0.715392806658687,0.14360571775847464,1.1679914276771575,-0.1830834120957816
U56,10,ISARGMAX-NORM,20.0,0.9759423221787982,0.7503409889516098,0.14453582507655938,1.1306969648831255,-0.1830834120957816
U56,10,ISARGMAX-MATCHED,20.0,0.9759326762914088,0.718695018324588,0.1383758743733099,1.1306194193683547,-0.1757462283108563
U56,10,NOTHING(RULESv2),,,0.5368545644365049,0.09534815248934558,1.2850846619485738,-0.12054946768671182
U56,10,EWALL,,,0.7502408924546647,0.1132928717764381,1.1118873571604058,-0.15874706519136694
U56,10,RULESv1,,,0.7489888826791385,0.077302799496622,0.7470621251510196,-0.13827814258121418
U56,10,SPY,,,1.0,0.15450717694493354,0.8820109845896832,-0.33717289200673795
U56,25,ISARGMAX-FIXEDTOT,60.0,0.878287170293429,0.48048469562736784,0.07189348244519689,1.1791643405966075,-0.10067189239080343
U56,25,ISARGMAX-NORM,60.0,0.8421485081741257,0.7502419177679476,0.09953119500223617,0.9885997681100179,-0.16113542154882032
U56,25,ISARGMAX-MATCHED,60.0,0.840475896945303,0.4519286465781538,0.059927938961321425,0.987085683643043,-0.09943097821604885
U56,25,NOTHING(RULESv2),,,0.5368545644365049,0.09241429872042128,1.2482558034007076,-0.12092635506895344
U56,25,EWALL,,,0.7502408924546647,0.09940439074538965,0.9871704475654651,-0.16113542154882032
U56,25,RULESv1,,,0.7489888826791385,0.037834503358769034,0.3991985325090755,-0.14177205748966415
U56,25,SPY,,,1.0,0.15450717694493354,0.8820109845896832,-0.33717289200673795
ETF36,10,ISARGMAX-FIXEDTOT,20.0,0.6620981715270082,0.677543887584133,0.08073734236631847,0.9418937575827903,-0.15168299477746328
ETF36,10,ISARGMAX-NORM,40.0,0.5874684383373099,0.7500993848929124,0.05581118589149803,0.6657209506643503,-0.2177440907201711
ETF36,10,ISARGMAX-MATCHED,40.0,0.5869465988943973,0.44246914318997144,0.03350350086734033,0.666452960976322,-0.13322617012898663
ETF36,10,NOTHING(RULESv2),,,0.5266463635068753,0.0548025345736487,0.9271771250780811,-0.10485852236121773
ETF36,10,EWALL,,,0.7500990000179427,0.05582509334291785,0.6658041749571489,-0.21774409072017264
ETF36,10,RULESv1,,,0.7427630902700862,0.03721669611709255,0.43693253447949815,-0.17873410223142727
ETF36,10,SPY,,,1.0,0.15450717694493354,0.8820109845896832,-0.33717289200673795
ETF36,25,ISARGMAX-FIXEDTOT,40.0,0.5747256397091236,0.46580066313771407,0.04172163805915163,0.835717293602019,-0.0900465593607711
ETF36,25,ISARGMAX-NORM,40.0,0.4361862638301624,0.7500993848929124,0.04223640390049899,0.5169268788025438,-0.23886996032433405
ETF36,25,ISARGMAX-MATCHED,40.0,0.43451397741826686,0.44246914318997144,0.025581505523047943,0.5161939390441963,-0.14715556058086188
ETF36,25,NOTHING(RULESv2),,,0.5266463635068753,0.05236323872670745,0.8882280245843329,-0.10528778962982288
ETF36,25,EWALL,,,0.7500990000179427,0.04226203401784234,0.517153174714296,-0.23886996032433605
ETF36,25,RULESv1,,,0.7427630902700862,0.00835787190943238,0.13575944251414473,-0.21119091138787238
ETF36,25,SPY,,,1.0,0.15450717694493354,0.8820109845896832,-0.33717289200673795
ETF24,10,ISARGMAX-FIXEDTOT,20.0,0.6457971523164785,0.6193297084672826,0.077386599044031,0.8885717140036866,-0.15233064022712017
ETF24,10,ISARGMAX-NORM,20.0,0.6966161962176106,0.7412297274290082,0.08451944649803989,0.7275717652249498,-0.2940461381362829
ETF24,10,ISARGMAX-MATCHED,20.0,0.6957185717556862,0.6051282954744953,0.06980937520563524,0.72936321124995,-0.24553751353755593
ETF24,10,NOTHING(RULESv2),,,0.5565762684504347,0.06880946914540154,0.8676953460282105,-0.14595676997172569
ETF24,10,EWALL,,,0.7412245308723925,0.0835491871022056,0.725900025524607,-0.2940461381362821
ETF24,10,RULESv1,,,0.715004364623748,0.060176610618087434,0.5473992286082211,-0.2157800307118919
