panel,family,rung,identity,oos_vertical_CAGR_gap,oos_horizontal_MaxDD_gap,oos_dominated
U56,BAND,c=0.02,False,0.006952711579628651,,False
U56,BAND,c=0.04,False,,,False
U56,BAND,c=0.06,False,,,False
U56,BAND,c=0.08,False,,,False
U56,BAND,c=0.10,False,,,False
U56,STOP,d=0.050,False,-0.06873337240206193,-0.0884001137842392,True
U56,STOP,d=0.075,False,-0.030737728040229076,-0.038797451901525906,True
U56,STOP,d=0.100,False,0.0003390602598991599,0.0038494890360361855,False
U56,STOP,d=0.150,False,-0.004666753697903897,-0.003412717493156192,True
U56,STOP,d=0.200,True,0.0,0.0,False
U56,VOLTGT,v=0.08,False,0.013286959973889845,0.020109744774254992,False
U56,VOLTGT,v=0.10,False,0.015428822835130002,0.023318028293591794,False
U56,VOLTGT,v=0.12,False,0.02388256452698717,0.032237351505096906,False
U56,VOLTGT,v=0.15,False,0.014580816141985961,0.018844710726809794,False
U56,VOLTGT,v=0.20,False,0.009865811725075169,0.01293400604641759,False
U56,MAXVOL,m=0.25,False,-0.0038200296289338243,-0.0029761852820640033,True
U56,MAXVOL,m=0.35,False,0.015363780247477324,0.02086366387627639,False
U56,MAXVOL,m=0.45,False,-0.008381623817159276,-0.008085370860252905,True
U56,MAXVOL,m=0.60,True,0.0,0.0,False
U56,MAXVOL,m=0.80,False,,,False
U56,MADIST,k=0.00,True,0.0,0.0,False
U56,MADIST,k=0.03,False,0.00016181396497250145,0.0010665263768682154,False
U56,MADIST,k=0.06,False,0.026637401238841715,0.0341887855338075,False
U56,MADIST,k=0.10,False,0.021664014411484273,0.029178534376720605,False
U56,MADIST,k=0.15,False,-0.016923025132833003,-0.0190082571483806,True
U56,SPYFILT,L=100,False,-0.00818130416109697,-0.009305043322843903,True
U56,SPYFILT,L=150,False,0.024094968005007614,0.03354933634066348,False
U56,SPYFILT,L=200,False,0.0213689634284345,0.030852575435978496,False
U56,SPYFILT,L=250,False,0.03687690897332395,0.0483865934583948,False
U56,SPYFILT,L=300,False,-0.003942018323910446,-0.003412717493156109,True
B136,BAND,c=0.02,False,,,False
B136,BAND,c=0.04,False,,,False
B136,BAND,c=0.06,False,,,False
B136,BAND,c=0.08,False,,-0.002566517474029084,True
B136,BAND,c=0.10,False,,,False
B136,STOP,d=0.050,False,-0.02665735705195882,-0.0348487982377836,True
B136,STOP,d=0.075,False,-0.048493410098218045,-0.0676139542572249,True
B136,STOP,d=0.100,False,,-0.1338545789654766,True
B136,STOP,d=0.150,False,-0.020454782124701906,-0.025845043797646294,True
B136,STOP,d=0.200,True,0.0,0.0,False
B136,VOLTGT,v=0.08,False,0.009145227627759267,0.013366756070351204,False
B136,VOLTGT,v=0.10,False,0.011904110319545996,0.018361904911027987,False
B136,VOLTGT,v=0.12,False,0.017198317518170594,0.024393657687803688,False
B136,VOLTGT,v=0.15,False,0.013894431618950542,0.022738528341467307,False
B136,VOLTGT,v=0.20,False,0.02571752090735964,0.036115308779057415,False
B136,MAXVOL,m=0.25,False,-0.0664320258201829,-0.09189630161568631,True
B136,MAXVOL,m=0.35,False,0.0010133441298443013,0.0034465648938788174,False
B136,MAXVOL,m=0.45,False,,-0.033371449895979705,True
B136,MAXVOL,m=0.60,True,0.0,0.0,False
B136,MAXVOL,m=0.80,False,0.016789305720082193,,False
B136,MADIST,k=0.00,True,0.0,0.0,False
B136,MADIST,k=0.03,False,,-0.006742968456568882,True
B136,MADIST,k=0.06,False,-0.004735196875626596,-0.0058319372583710005,True
B136,MADIST,k=0.10,False,-0.015494054692007,-0.0181584185541111,True
B136,MADIST,k=0.15,False,-0.02352668495072656,-0.030787641437262286,True
B136,SPYFILT,L=100,False,-0.01991131595339725,-0.026464512783154398,True
B136,SPYFILT,L=150,False,0.009565353401215712,0.013955276567900382,False
B136,SPYFILT,L=200,False,-2.5465882144581897e-05,0.0006723005660831949,False
B136,SPYFILT,L=250,False,0.023973468407138737,0.0344134424032321,False
B136,SPYFILT,L=300,False,-0.016778503292124616,-0.02212707689199292,True
SMALL,BAND,c=0.02,False,,-0.01311816428073631,True
SMALL,BAND,c=0.04,False,,-0.020997290793969114,True
SMALL,BAND,c=0.06,False,,-0.018272275283585715,True
SMALL,BAND,c=0.08,False,,-0.04772306219822142,True
SMALL,BAND,c=0.10,False,,-0.07243550142617611,True
SMALL,STOP,d=0.050,False,-0.055189120389264004,-0.22215326497702612,True
SMALL,STOP,d=0.075,False,,-0.29589773922884166,True
SMALL,STOP,d=0.100,False,,-0.2878711777808547,True
SMALL,STOP,d=0.150,False,,-0.2766491654466975,True
SMALL,STOP,d=0.200,False,,-0.321500061298504,True
SMALL,VOLTGT,v=0.08,False,-0.002306838827809042,-0.008590259549385887,True
SMALL,VOLTGT,v=0.10,False,-0.004444408425545644,-0.013451021069632196,True
SMALL,VOLTGT,v=0.12,False,-0.011505239274814637,-0.04573940466601639,True
SMALL,VOLTGT,v=0.15,False,-0.017936208384124852,-0.07482321895401228,True
SMALL,VOLTGT,v=0.20,False,,-0.009517416315926619,True
SMALL,MAXVOL,m=0.25,False,,-0.32897438061082146,True
SMALL,MAXVOL,m=0.35,False,,-0.29667008395414846,True
SMALL,MAXVOL,m=0.45,False,,-0.29205513550671847,True
SMALL,MAXVOL,m=0.60,True,0.0,0.0,False
SMALL,MAXVOL,m=0.80,False,,,False
SMALL,MADIST,k=0.00,True,0.0,0.0,False
SMALL,MADIST,k=0.03,False,1.8235390122189887e-05,0.0008722241817349929,False
SMALL,MADIST,k=0.06,False,0.0031702520153104735,,False
SMALL,MADIST,k=0.10,False,0.004366735237764735,,False
SMALL,MADIST,k=0.15,False,,,False
SMALL,SPYFILT,L=100,False,0.020239316535275276,,False
SMALL,SPYFILT,L=150,False,0.033134886759984605,,False
SMALL,SPYFILT,L=200,False,0.028850556204822422,,False
SMALL,SPYFILT,L=250,False,0.04074769636251113,,False
SMALL,SPYFILT,L=300,False,0.013853119192385258,,False
