panel,book,k,cost,nph,meanph,ph0,band
broad,TOP20,2.0,0.0,2,1.0708626314272638,1.0780482461881247,0.014371229521721762
broad,TOP20,2.0,5.0,2,1.041778910111906,1.0490611682314295,0.014564516239047087
broad,TOP20,2.0,10.0,2,1.0126621141190615,1.0200413865700373,0.014758544901951609
broad,TOP20,2.0,25.0,2,0.925142354628203,0.9328145818891385,0.015344454521870832
broad,TOP20,2.0,50.0,2,0.7788868247377577,0.7870517660229875,0.016329882570459642
broad,TOP20,3.0,0.0,3,1.0780568655996312,1.0349990828316136,0.0804524921795815
broad,TOP20,3.0,5.0,3,1.0549133225360914,1.0116134702220032,0.08073608480514105
broad,TOP20,3.0,10.0,3,1.0317369498625262,0.9881967929549992,0.08102097615145432
broad,TOP20,3.0,25.0,3,0.9620331607737067,0.9177835419527084,0.0818824373640673
broad,TOP20,3.0,50.0,3,0.8454127380023717,0.8000239063673068,0.08333461680022403
broad,TOP20,4.0,0.0,4,1.0810309311692685,1.096540383796261,0.05097459909702362
broad,TOP20,4.0,5.0,4,1.061344668800169,1.0768393175408502,0.05120239587616182
broad,TOP20,4.0,10.0,4,1.041626383494751,1.0571091066959089,0.051430201089881944
broad,TOP20,4.0,25.0,4,0.982297780839034,0.997761803067098,0.05211290245128941
broad,TOP20,4.0,50.0,4,0.882948935853961,0.8984372925494025,0.05324372291003454
broad,TOP20,6.0,0.0,6,1.0809938461741906,1.075459938881344,0.13549327701868086
broad,TOP20,6.0,5.0,6,1.064799302848107,1.0593463833659265,0.13536514532856525
broad,TOP20,6.0,10.0,6,1.0485723167569245,1.0432024036762129,0.13523143209727517
broad,TOP20,6.0,25.0,6,0.9997119968753498,0.9946028974362944,0.13479703108778374
broad,TOP20,6.0,50.0,6,0.9177730808992232,0.9131359330050425,0.13396381301352545
broad,TOP20,8.0,0.0,8,1.08064010140872,1.0894774222457364,0.06540286592181865
broad,TOP20,8.0,5.0,8,1.066660259805548,1.075686359611471,0.06541832336775477
broad,TOP20,8.0,10.0,8,1.0526477768303613,1.0618617946884918,0.06542762329732388
broad,TOP20,8.0,25.0,8,1.0104275826364033,1.0201996446329038,0.06541842405685816
broad,TOP20,8.0,50.0,8,0.9395311634533541,0.9502110777447015,0.06527894417992774
broad,TOP20,13.0,0.0,13,1.0965536838753338,1.0679424827379111,0.12469899910296123
broad,TOP20,13.0,5.0,13,1.0860322409546699,1.0573915560056064,0.12440205244662383
broad,TOP20,13.0,10.0,13,1.0754802907091316,1.0468084663768211,0.12410207078227331
broad,TOP20,13.0,25.0,13,1.0436504464093121,1.014875420589193,0.12318468402471316
broad,TOP20,13.0,50.0,13,0.9900760333766306,0.9610974512212218,0.12160224562177635
broad,TOP20,26.0,0.0,26,1.107036248780695,0.9940878399643219,0.2698424476261678
broad,TOP20,26.0,5.0,26,1.1007244566575265,0.9881579160499188,0.26974138807707515
broad,TOP20,26.0,10.0,26,1.0943904555276496,0.9822094374550343,0.26963256474249997
broad,TOP20,26.0,25.0,26,1.0752591077404594,0.9642559510122665,0.2693949118825242
broad,TOP20,26.0,50.0,26,1.042966396522438,0.9339934038480863,0.27020263516330156
broad,V1u,2.0,0.0,2,0.8943707217266968,0.8973515335804667,0.0059616237075397205
broad,V1u,2.0,5.0,2,0.799322148806953,0.8022509411064631,0.005857584599020305
broad,V1u,2.0,10.0,2,0.7040046630061054,0.7069146422721885,0.005819958532166103
broad,V1u,2.0,25.0,2,0.4175181513530545,0.4205791208623025,0.006121939018496003
broad,V1u,2.0,50.0,2,-0.055377242208001484,-0.05136074460779902,0.00803299520040493
broad,V1u,3.0,0.0,3,0.8513321372997161,0.7799557623170407,0.156369180829245
broad,V1u,3.0,5.0,3,0.7768785176161915,0.7058260813047034,0.1573235764686376
broad,V1u,3.0,10.0,3,0.70219391399093,0.6314948762812216,0.15815764757496265
broad,V1u,3.0,25.0,3,0.4775183150262982,0.40804913957363764,0.15990797986253302
broad,V1u,3.0,50.0,3,0.10551052755746974,0.03860185832385248,0.1602316343954598
broad,V1u,4.0,0.0,4,0.7909707257677888,0.8905896933144971,0.15227590056998297
broad,V1u,4.0,5.0,4,0.7304958630768627,0.8304039519629965,0.15395281492339596
broad,V1u,4.0,10.0,4,0.6698250620582575,0.7700169439442079,0.15566936536984644
broad,V1u,4.0,25.0,4,0.48717860963452037,0.5881797096114095,0.1610110363529057
broad,V1u,4.0,50.0,4,0.18388120328690513,0.2860253281736718,0.17024320990113959
broad,V1u,6.0,0.0,6,0.7737778369011922,0.777286910296561,0.43458242118847634
broad,V1u,6.0,5.0,6,0.7314302261416524,0.7341324591130617,0.43354826649445466
broad,V1u,6.0,10.0,6,0.6889376461970823,0.6908367638506461,0.4324015000656029
broad,V1u,6.0,25.0,6,0.5608664101668474,0.5603954503264764,0.42831098916541754
broad,V1u,6.0,50.0,6,0.3470972247237252,0.34290261385266096,0.4195113778460038
broad,V1u,8.0,0.0,8,0.7803323203574799,0.7822599437575526,0.17165120838866776
broad,V1u,8.0,5.0,8,0.7471148629386153,0.7510457700511307,0.17023531687412186
broad,V1u,8.0,10.0,8,0.7137756126161359,0.7197238560500032,0.16928374196720575
broad,V1u,8.0,25.0,8,0.6132046281723117,0.625257603856026,0.16641991849348237
broad,V1u,8.0,50.0,8,0.44481566342235324,0.4670285924458129,0.16169291438321548
broad,V1u,13.0,0.0,13,0.8215166392214565,0.6674413095540904,0.42612961126856297
broad,V1u,13.0,5.0,13,0.800264243547503,0.6464261587483924,0.42475749661815976
broad,V1u,13.0,10.0,13,0.7789231345518315,0.6253315046419007,0.4233218472669339
broad,V1u,13.0,25.0,13,0.714442110212128,0.5616424432467169,0.41864829757472266
broad,V1u,13.0,50.0,13,0.6059037549409751,0.45458350215766724,0.40973498696834926
broad,V1u,26.0,0.0,26,0.7836254249154148,0.5160015035925771,0.4852749340676972
broad,V1u,26.0,5.0,26,0.7726186786681339,0.5060762403290896,0.48355919057334973
broad,V1u,26.0,10.0,26,0.7615655681308111,0.4961238286850649,0.4818016796089617
broad,V1u,26.0,25.0,26,0.7281487179928816,0.46611878148973057,0.4762875388351056
broad,V1u,26.0,50.0,26,0.6717225942249639,0.4157096405427565,0.4663499115620142
broad,V2,2.0,0.0,2,1.1099945219043348,1.1298438547163023,0.03969866562393487
broad,V2,2.0,5.0,2,1.0982859577127535,1.1180126488072804,0.0394533821890537
broad,V2,2.0,10.0,2,1.0865702806135604,1.106173693202906,0.03920682517869123
broad,V2,2.0,25.0,2,1.0513828970701256,1.0706127067104387,0.038459619280626356
broad,V2,2.0,50.0,2,0.9926167548107986,1.0112116643481173,0.037189819074637365
broad,V2,3.0,0.0,3,1.0824240800552054,1.0615932210762673,0.03853116704080217
broad,V2,3.0,5.0,3,1.0721539144527479,1.0513845834329298,0.03853271460639429
broad,V2,3.0,10.0,3,1.0618760350917313,1.041168341539514,0.03853373843416774
broad,V2,3.0,25.0,3,1.0309984343333924,1.0104763447967269,0.03853354003640863
broad,V2,3.0,50.0,3,0.9794032078464712,0.9591929700495486,0.038521553924480534
broad,V2,4.0,0.0,4,1.0625271532031297,1.0680356140057146,0.1251881556665403
broad,V2,4.0,5.0,4,1.0533192013167962,1.0587732563715588,0.12453148013352067
broad,V2,4.0,10.0,4,1.0441031989541552,1.0495032222112448,0.1238738035178436
broad,V2,4.0,25.0,4,1.0164090892552706,1.0216493518422776,0.12189511224022154
broad,V2,4.0,50.0,4,0.9701118383836447,0.975094152077856,0.11858050028026412
broad,V2,6.0,0.0,6,1.0522783946688286,1.0780692155879146,0.1706802932685505
broad,V2,6.0,5.0,6,1.0445755857926493,1.0701941120052412,0.17087008337793874
broad,V2,6.0,10.0,6,1.0368645503265483,1.0623106269715208,0.17105924435716446
broad,V2,6.0,25.0,6,1.0136839797836732,1.0386119195297792,0.1716227313320956
broad,V2,6.0,50.0,6,0.974902932344888,0.9989655284806639,0.17254723043840736
broad,V2,8.0,0.0,8,1.0459553953938632,1.0261144888791012,0.16270025159233237
broad,V2,8.0,5.0,8,1.0392475884155745,1.0197457350854904,0.16235861466609647
broad,V2,8.0,10.0,8,1.0325315624564997,1.0133694130174615,0.16201663318755644
broad,V2,8.0,25.0,8,1.0123358282230148,0.9941964267359772,0.16098881394744224
broad,V2,8.0,50.0,8,0.9785274413480599,0.9621031232908598,0.15927067748224966
broad,V2,13.0,0.0,13,1.039923883717366,0.976886267810867,0.2081559739304537
broad,V2,13.0,5.0,13,1.034714509383901,0.9714781616366072,0.20785819974258313
broad,V2,13.0,10.0,13,1.0294972181940953,0.9660616390945022,0.20756019401705672
broad,V2,13.0,25.0,13,1.0137990708068925,0.9497629678727586,0.20666491335935355
broad,V2,13.0,50.0,13,0.987488686123235,0.9224432962448884,0.2051693074450952
broad,V2,26.0,0.0,26,1.0298754477242684,0.990255782624979,0.15375457809988735
broad,V2,26.0,5.0,26,1.0264247570050284,0.9868396193799512,0.15371591370790327
broad,V2,26.0,10.0,26,1.022967202142675,0.9834170552285845,0.1536754966912809
broad,V2,26.0,25.0,26,1.0125540556806274,0.9731116273112336,0.1535437655675831
broad,V2,26.0,50.0,26,0.9950681496908786,0.9558142025656592,0.1532895178093363
small,TOP20,2.0,0.0,2,0.793395107621178,0.7983491418025359,0.009908068362715738
small,TOP20,2.0,5.0,2,0.7668266859602091,0.7719315825752436,0.010209793230069097
small,TOP20,2.0,10.0,2,0.7402352491017878,0.7454905783748406,0.010510658546105445
small,TOP20,2.0,25.0,2,0.6603440807386589,0.6660477707594298,0.011407380041541737
small,TOP20,2.0,50.0,2,0.5269305967893282,0.5333696457190589,0.012878097859461368
small,TOP20,3.0,0.0,3,0.7471698020589068,0.7219952262112611,0.06900678479460531
small,TOP20,3.0,5.0,3,0.7256428670047582,0.6999365360578237,0.06989340741558947
small,TOP20,3.0,10.0,3,0.7040952972853042,0.6778585963367181,0.07077703704507976
small,TOP20,3.0,25.0,3,0.6393459477488369,0.6115276243043678,0.07340798449861363
small,TOP20,3.0,50.0,3,0.5311784222546602,0.5007626457320413,0.0777147176423516
small,TOP20,4.0,0.0,4,0.7130550647299104,0.6702478033123886,0.1381268168606573
small,TOP20,4.0,5.0,4,0.6945219505382796,0.6517792876071232,0.13865154667009338
small,TOP20,4.0,10.0,4,0.6759693269040227,0.6332912841972506,0.1391709551027559
small,TOP20,4.0,25.0,4,0.6202091144479831,0.5777250045302564,0.1406959690735431
small,TOP20,4.0,50.0,4,0.5270230870413343,0.48486212983516014,0.14311953438109726
small,TOP20,6.0,0.0,6,0.6913820096886529,0.7433683094737121,0.2350766030286484
small,TOP20,6.0,5.0,6,0.6760403695047312,0.7280366138786996,0.2351273166394029
small,TOP20,6.0,10.0,6,0.6606799920265664,0.7126834802317511,0.23517651220921798
small,TOP20,6.0,25.0,6,0.614498946883141,0.6665078726943587,0.23531492896675255
small,TOP20,6.0,50.0,6,0.537273062157785,0.5892363512329841,0.23551457444607488
small,TOP20,8.0,0.0,8,0.7042490867435076,0.7245286946847903,0.14182557102611315
small,TOP20,8.0,5.0,8,0.69091400797752,0.7113730545199092,0.14154683831334625
small,TOP20,8.0,10.0,8,0.6775600948838989,0.6981983087713349,0.14126741149549105
small,TOP20,8.0,25.0,8,0.6373963277809913,0.6585699648417823,0.14042567352865942
small,TOP20,8.0,50.0,8,0.5701830074158517,0.5922393917235967,0.13901537531463015
small,TOP20,13.0,0.0,13,0.6889981640938169,0.628293668605351,0.3873703336716805
small,TOP20,13.0,5.0,13,0.6792069027727391,0.618673816714187,0.38757427172815345
small,TOP20,13.0,10.0,13,0.6693994422113134,0.6090396199923489,0.3877680754828896
small,TOP20,13.0,25.0,13,0.6398869425727554,0.5800577306952363,0.38828831089779214
small,TOP20,13.0,50.0,13,0.5904419380849457,0.5315312265043672,0.38894959485815794
small,TOP20,26.0,0.0,26,0.6140061920786912,0.5495134628047149,0.4154983806568103
small,TOP20,26.0,5.0,26,0.6083191220233799,0.5437626530408,0.41569218236777034
small,TOP20,26.0,10.0,26,0.6026222643518346,0.5380023551966376,0.41587936228531014
small,TOP20,26.0,25.0,26,0.5854757522559051,0.5206674295810545,0.41640091627289505
small,TOP20,26.0,50.0,26,0.5567286740403896,0.4916133529475509,0.41713550604409577
small,V1u,2.0,0.0,2,0.46527646939638023,0.5736086077359277,0.216664276679095
small,V1u,2.0,5.0,2,0.430302728215954,0.5378076524985246,0.21500984856514116
small,V1u,2.0,10.0,2,0.3953140192231107,0.50198559822807,0.2133431580099185
small,V1u,2.0,25.0,2,0.29030833753148355,0.3944467936485298,0.20827691223409248
small,V1u,2.0,50.0,2,0.11546773434290059,0.21529648007028349,0.1996574914547658
small,V1u,3.0,0.0,3,0.4469473444617802,0.3808008817098852,0.3279642493658088
small,V1u,3.0,5.0,3,0.42014053610941854,0.3546527700185563,0.32540964144259205
small,V1u,3.0,10.0,3,0.3933191944983248,0.32849491226872624,0.3228321199685035
small,V1u,3.0,25.0,3,0.31280200293782057,0.24999413487390315,0.3149722792985435
small,V1u,3.0,50.0,3,0.1786334891042933,0.11925602097919667,0.30151087073032345
small,V1u,4.0,0.0,4,0.40003440420586794,0.4204466497538999,0.3086581806846145
small,V1u,4.0,5.0,4,0.3784370351825934,0.39976872006662245,0.308433860894037
small,V1u,4.0,10.0,4,0.35682821209569365,0.37908090226124397,0.30842152304326237
small,V1u,4.0,25.0,4,0.29195666039583157,0.3169786840541097,0.3083537736307563
small,V1u,4.0,50.0,4,0.1838289383137342,0.21346904976867315,0.3081379823076364
small,V1u,6.0,0.0,6,0.34017668897540565,0.2366415100549211,0.4877116142099
small,V1u,6.0,5.0,6,0.32510628551267234,0.22190610190001686,0.4869991586312392
small,V1u,6.0,10.0,6,0.31002829945791405,0.20716641317890774,0.4862716419164749
small,V1u,6.0,25.0,6,0.26476087753025906,0.16293291411524322,0.4840005916166106
small,V1u,6.0,50.0,6,0.189275868477885,0.08922974205979889,0.4799322775631524
small,V1u,8.0,0.0,8,0.2816345204693213,0.25913945601002975,0.42829912926825225
small,V1u,8.0,5.0,8,0.2674315942898352,0.2476828166426102,0.4171098411385206
small,V1u,8.0,10.0,8,0.2532184589860803,0.23622204259413532,0.4058887195493507
small,V1u,8.0,25.0,8,0.2105360386089886,0.20182192327599383,0.3720818183648854
small,V1u,8.0,50.0,8,0.13936488748481274,0.14447113779298795,0.32808424517566
small,V1u,13.0,0.0,13,0.284343616868914,0.20248398069955445,0.32792285182346215
small,V1u,13.0,5.0,13,0.2736151750395318,0.19527288857581,0.3276566764741302
small,V1u,13.0,10.0,13,0.2628781324290294,0.18805923639409858,0.32737045553037886
small,V1u,13.0,25.0,13,0.230627575994902,0.16640581708472635,0.32639281957942834
small,V1u,13.0,50.0,13,0.17681840324424486,0.13029265044618757,0.3243761421974387
small,V1u,26.0,0.0,26,0.22368432640130356,0.18257195529835443,0.4905986387200344
small,V1u,26.0,5.0,26,0.21753678917769473,0.1786458729357477,0.4902281844105273
