panel,book,k,cost,nph,meanph,ph0,band
small,V1u,26.0,10.0,26,0.21138520467801886,0.1747184372995856,0.48984428506795075
small,V1u,26.0,25.0,26,0.19291021701510605,0.16292893287049007,0.4886125885081011
small,V1u,26.0,50.0,26,0.16207547826437396,0.14326130941221019,0.48629761009600503
small,V2,2.0,0.0,2,0.6635375785587636,0.657979373065926,0.011116410985675063
small,V2,2.0,5.0,2,0.6471750107133505,0.641564454253445,0.011221112919810872
small,V2,2.0,10.0,2,0.6308070143215156,0.6251440668411242,0.011325894960782956
small,V2,2.0,25.0,2,0.5816753515456512,0.5758550521243659,0.011640598842570404
small,V2,2.0,50.0,2,0.49972641842883314,0.4936436390992544,0.012165558659157416
small,V2,3.0,0.0,3,0.6555904439311192,0.6344703366705571,0.03695426764035148
small,V2,3.0,5.0,3,0.6416600752022049,0.6205859848198336,0.03691104316413796
small,V2,3.0,10.0,3,0.627723587841131,0.6066958946252974,0.036868105089224
small,V2,3.0,25.0,3,0.5858820387377118,0.5649957964193731,0.036740996824705885
small,V2,3.0,50.0,3,0.5160669625311829,0.49542386126199994,0.03653474762679626
small,V2,4.0,0.0,4,0.6539913724480876,0.5757804954829083,0.12336250971610419
small,V2,4.0,5.0,4,0.6417390637224313,0.5637074670913302,0.12299529750811156
small,V2,4.0,10.0,4,0.6294801772055886,0.5516291653766158,0.12262547773716803
small,V2,4.0,25.0,4,0.592668286028196,0.515366707481631,0.12150069203811986
small,V2,4.0,50.0,4,0.5312231673648409,0.4548619951975254,0.11957692985833729
small,V2,6.0,0.0,6,0.6509096144597887,0.5947286706984192,0.12186839630397717
small,V2,6.0,5.0,6,0.6408472911255453,0.5847786037610314,0.1217212047545827
small,V2,6.0,10.0,6,0.6307779443107245,0.5748223375931082,0.12157203392928162
small,V2,6.0,25.0,6,0.6005313085611387,0.5449197925187658,0.12111278848088514
small,V2,6.0,50.0,6,0.550012950804369,0.4949904864579639,0.12030916366138827
small,V2,8.0,0.0,8,0.6553547954756229,0.6717873094664257,0.16792915705483724
small,V2,8.0,5.0,8,0.6467012299429657,0.6632666987832406,0.16773712003837982
small,V2,8.0,10.0,8,0.6380406293107965,0.6547389689440233,0.1675427914831561
small,V2,8.0,25.0,8,0.6120196332006689,0.6291159490090898,0.1669462542802499
small,V2,8.0,50.0,8,0.5685388392990762,0.5862955387201114,0.16590807804611463
small,V2,13.0,0.0,13,0.6417065117964051,0.6288599887581939,0.17511562291215488
small,V2,13.0,5.0,13,0.6350717222149872,0.6223169629916346,0.17495311455457385
small,V2,13.0,10.0,13,0.6284301183634255,0.6157679848457794,0.17478753827254923
small,V2,13.0,25.0,13,0.6084666443616716,0.5960874872123938,0.17427252870277443
small,V2,13.0,50.0,13,0.5750787358749662,0.5631877486414568,0.17335406613509285
small,V2,26.0,0.0,26,0.602707129491044,0.6391531042699489,0.19158870638435904
small,V2,26.0,5.0,26,0.5982350897924602,0.6350082668503377,0.1915586357612754
small,V2,26.0,10.0,26,0.5937571032185871,0.6308580370461423,0.1915258819261782
small,V2,26.0,25.0,26,0.580288845413707,0.6183760969559489,0.19141148758344473
small,V2,26.0,50.0,26,0.5577357926404909,0.5974753723220674,0.19116690223096078
u56,TOP20,2.0,0.0,2,1.2168283012438585,1.198416435516286,0.03682373145514495
u56,TOP20,2.0,5.0,2,1.1939260759344237,1.1755097571674316,0.03683263753398425
u56,TOP20,2.0,10.0,2,1.1709961807399623,1.1525733409144108,0.03684567965110275
u56,TOP20,2.0,25.0,2,1.1020556489950408,1.0836009834017848,0.03690933118651185
u56,TOP20,2.0,50.0,2,0.9867436499895907,0.968196071413778,0.03709515715162548
u56,TOP20,3.0,0.0,3,1.2161928787566634,1.2206610646532405,0.018372280646955952
u56,TOP20,3.0,5.0,3,1.1979035202828123,1.2021905327369478,0.018840693592014013
u56,TOP20,3.0,10.0,3,1.1795880737456592,1.1836931683194434,0.019307731612629997
u56,TOP20,3.0,25.0,3,1.1244968809603249,1.128052237992071,0.020699596645827656
u56,TOP20,3.0,50.0,3,1.032266053642039,1.0348948299324665,0.02298262932437023
u56,TOP20,4.0,0.0,4,1.2129695967219587,1.200466731014743,0.07153310234538712
u56,TOP20,4.0,5.0,4,1.1974106106374283,1.1853027350006442,0.0723835084128519
u56,TOP20,4.0,10.0,4,1.181826965823468,1.1701161351999598,0.07323642565477106
u56,TOP20,4.0,25.0,4,1.1349376703756635,1.1244295371838058,0.0758086640050879
u56,TOP20,4.0,50.0,4,1.056385763032291,1.0479159713023205,0.08013104237235891
u56,TOP20,6.0,0.0,6,1.1852699928235735,1.2502979848381577,0.13772587057746954
u56,TOP20,6.0,5.0,6,1.1725171206975709,1.2375243431225704,0.13756919102181575
u56,TOP20,6.0,10.0,6,1.159740112549862,1.2247262436104913,0.13741217166452446
u56,TOP20,6.0,25.0,6,1.1212721173818072,1.1861931018160083,0.13693942347714283
u56,TOP20,6.0,50.0,6,1.0567498722213016,1.121556365375657,0.13614790481611572
u56,TOP20,8.0,0.0,8,1.1769816251413823,1.1519993094436067,0.08069655969825518
u56,TOP20,8.0,5.0,8,1.165815876367319,1.1411492340516938,0.08087881065622304
u56,TOP20,8.0,10.0,8,1.1546260141032891,1.130274651397235,0.08106299101862069
u56,TOP20,8.0,25.0,8,1.1209186824981179,1.0975102740703548,0.08162662157641343
u56,TOP20,8.0,50.0,8,1.0643228520775765,1.0424733308869951,0.08259990869045719
u56,TOP20,13.0,0.0,13,1.157569430582843,1.1413306001712773,0.15122845871406865
u56,TOP20,13.0,5.0,13,1.1490280886606032,1.1330983316245744,0.1511481340299643
u56,TOP20,13.0,10.0,13,1.1404647279566336,1.1248444593393172,0.15106468648797344
u56,TOP20,13.0,25.0,13,1.1146475067611823,1.0999577444209117,0.15079570713706691
u56,TOP20,13.0,50.0,13,1.0712253621305992,1.0580905452936353,0.15028597346524097
u56,TOP20,26.0,0.0,26,1.1613084429225409,1.1051995493698181,0.18658611132828273
u56,TOP20,26.0,5.0,26,1.1561181886566272,1.1002681450975065,0.18646064942076102
u56,TOP20,26.0,10.0,26,1.1509116274400935,1.0953217015459042,0.1863331544079423
u56,TOP20,26.0,25.0,26,1.1351963458327918,1.0803941338254501,0.18593857406361036
u56,TOP20,26.0,50.0,26,1.1086993043711642,1.0552329839526713,0.18524126860140333
u56,V1u,2.0,0.0,2,0.9173633274912008,0.8735291697423053,0.08766831549779097
u56,V1u,2.0,5.0,2,0.8388051104081616,0.7945874099667178,0.0884354008828876
u56,V1u,2.0,10.0,2,0.7600028676905033,0.7154120846874359,0.0891815660061347
u56,V1u,2.0,25.0,2,0.5227973295680106,0.4771592358466021,0.09127618744281701
u56,V1u,2.0,50.0,2,0.12877089413049314,0.08167654374273417,0.09418870077551791
u56,V1u,3.0,0.0,3,0.9103765774429328,0.6982638176772974,0.3655138120887541
u56,V1u,3.0,5.0,3,0.8488611594792239,0.6398172607797568,0.3609135140440243
u56,V1u,3.0,10.0,3,0.7871381040670334,0.5812353101096308,0.3561489366438252
u56,V1u,3.0,25.0,3,0.6011876547296563,0.40507499959648513,0.3409695079425897
u56,V1u,3.0,50.0,3,0.29145407535893225,0.1124665874681749,0.313374277394154
u56,V1u,4.0,0.0,4,0.8648452104307727,0.7532106845030992,0.26150365879984583
u56,V1u,4.0,5.0,4,0.8136053877418661,0.7037432554689412,0.25773373718096326
u56,V1u,4.0,10.0,4,0.7621827118374747,0.6541326231766945,0.25388611507909853
u56,V1u,4.0,25.0,4,0.6071700921404888,0.5047616490858551,0.24195122936397095
u56,V1u,4.0,50.0,4,0.34845753592123047,0.25593311866725704,0.22121077179475612
u56,V1u,6.0,0.0,6,0.8088711543879663,0.7749648613090262,0.5198985916046507
u56,V1u,6.0,5.0,6,0.7714930929110465,0.7376300680494746,0.5192068335320702
u56,V1u,6.0,10.0,6,0.7339808117839692,0.7001703062725714,0.5183951047486453
u56,V1u,6.0,25.0,6,0.6208410691460289,0.5872439100131648,0.5152585533444332
u56,V1u,6.0,50.0,6,0.43148959679521237,0.39843290588572083,0.50783561523576
u56,V1u,8.0,0.0,8,0.7955355313281666,0.6515727979622498,0.27489084198888836
u56,V1u,8.0,5.0,8,0.7655105790066007,0.6226138272494102,0.27377325177659384
u56,V1u,8.0,10.0,8,0.7353726858668561,0.5935617851428743,0.2726084926115092
u56,V1u,8.0,25.0,8,0.644418683793409,0.5059696079899437,0.2688491325139717
u56,V1u,8.0,50.0,8,0.4918618819437546,0.3592720245204523,0.26181572726848584
u56,V1u,13.0,0.0,13,0.826357985982287,0.5832382461769381,0.4600939988157524
u56,V1u,13.0,5.0,13,0.8064980581720604,0.5636854991978132,0.45836985059428137
u56,V1u,13.0,10.0,13,0.7865564094967149,0.5440711958836363,0.4565868107413621
u56,V1u,13.0,25.0,13,0.7263043683596361,0.4849190656861123,0.450901332239224
u56,V1u,13.0,50.0,13,0.6248472973559946,0.38566757471590135,0.4404145580834881
u56,V1u,26.0,0.0,26,0.8408392212059196,0.6670179528538305,0.35385328503567925
u56,V1u,26.0,5.0,26,0.8304019087816681,0.6573721608321188,0.3530532849250516
u56,V1u,26.0,10.0,26,0.8199185957692628,0.6476933396129313,0.35222755193630617
u56,V1u,26.0,25.0,26,0.7882106817433343,0.6184728315632274,0.34959982158267955
u56,V1u,26.0,50.0,26,0.7346152672603394,0.5692451201518631,0.3447438637357658
u56,V2,2.0,0.0,2,1.211694432738417,1.235727863083224,0.04806686068961419
u56,V2,2.0,5.0,2,1.201199422700289,1.2251619051373461,0.04792496487411424
u56,V2,2.0,10.0,2,1.190697372581781,1.214588515463605,0.0477822857636474
u56,V2,2.0,25.0,2,1.1591508622706161,1.1828256654211977,0.047349606301162916
u56,V2,2.0,50.0,2,1.1064501442035835,1.1297568221403873,0.04661335587360771
u56,V2,3.0,0.0,3,1.1831095603889086,1.1662775506029777,0.04035287494875961
u56,V2,3.0,5.0,3,1.1737961295950903,1.1569932340745246,0.04037651997259961
u56,V2,3.0,10.0,3,1.1644750736843863,1.1477015652642013,0.040399419966054895
u56,V2,3.0,25.0,3,1.1364680594734053,1.1197844071089336,0.04046351523243774
u56,V2,3.0,50.0,3,1.0896550318606388,1.073127130590677,0.040554196907002016
u56,V2,4.0,0.0,4,1.1652390699982182,1.1732562878770165,0.07614313035595455
u56,V2,4.0,5.0,4,1.156827639813657,1.1648213379867907,0.07572703358643995
u56,V2,4.0,10.0,4,1.1484081481486192,1.156378685245735,0.075310208229727
u56,V2,4.0,25.0,4,1.1231031249179535,1.1310063830492796,0.07405548963594999
u56,V2,4.0,50.0,4,1.0807839172119549,1.088582698109728,0.0719509323680636
u56,V2,6.0,0.0,6,1.1530412774769487,1.1555409633077405,0.15734131545896823
u56,V2,6.0,5.0,6,1.1459228318569257,1.1483107151002234,0.15748854013508606
u56,V2,6.0,10.0,6,1.1387960391000032,1.141072408453279,0.15763567247733512
u56,V2,6.0,25.0,6,1.1173671818976194,1.1193108523197672,0.15807634199570253
u56,V2,6.0,50.0,6,1.0815005217933933,1.0828964922467692,0.1588073170943778
u56,V2,8.0,0.0,8,1.13518528214177,1.1128846025967785,0.14304067589973557
u56,V2,8.0,5.0,8,1.1288857767782172,1.1068310258179481,0.14287442235677394
u56,V2,8.0,10.0,8,1.1225777825175989,1.1007693655742739,0.14270836326339897
u56,V2,8.0,25.0,8,1.1036043264148425,1.08253715008266,0.14221142122426977
u56,V2,8.0,50.0,8,1.0718258283309199,1.0520003455939453,0.14138769652872996
u56,V2,13.0,0.0,13,1.0974639562367163,1.0215947804809056,0.22773244578107632
u56,V2,13.0,5.0,13,1.0924462597747073,1.0164183459066778,0.22766557656627695
u56,V2,13.0,10.0,13,1.087420300137964,1.0112331557607754,0.22759762511398518
u56,V2,13.0,25.0,13,1.072294003641971,0.9956263543370675,0.2273872675605353
u56,V2,13.0,50.0,13,1.046929165874098,0.9694521586716763,0.22701493984625398
u56,V2,26.0,0.0,26,1.057849866602559,0.9876283323395709,0.19478911116381958
u56,V2,26.0,5.0,26,1.0544016104622487,0.9842430450817937,0.19474638852182358
u56,V2,26.0,10.0,26,1.0509461011742385,0.9808510781645134,0.19470173449234718
u56,V2,26.0,25.0,26,1.0405367753019452,0.9706357876787217,0.19455622461430688
u56,V2,26.0,50.0,26,1.023049628949206,0.9534831922186111,0.19427548207536627
