panel,book,cadence,rung,arm,turn_ann,pass4b,fail4b,IS_legs,leg_L1_H1,leg_L2_H2,leg_L3_OOS,leg_L4_DD,leg_L5_CAGR,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2
U56,EWELIG,D,0.0,RAW,18.78059465561369,True,-,4,True,True,True,True,True,0.11402849717641561,1.1551822770442188,-0.15326997911692275,1.1624975491786025,1.151206582313056,0.1249285381319678,1.2377544171317354,-0.15326997911692253,1.4011233453992742,1.0774523608086457,0.10092966450931584,1.0518506608899065,-0.11163389473491592,0.914836233956079,1.2127377159626522
U56,EWELIG,D,10.0,RAW,18.78059465561369,False,L5_CAGR,1,True,True,True,True,False,0.09330741981903334,0.9626767745595366,-0.16874323565862792,0.9745755467023997,0.9541277734500331,0.10372105383409624,1.045293016663904,-0.16874323565862814,1.233527382705826,0.8603897586496589,0.08078955324141357,0.8591711293440234,-0.1278239884694896,0.722456506663838,1.0188687314984792
U56,EWELIG,D,25.0,RAW,18.78059465561369,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0,False,False,False,True,False,0.06293906807583172,0.6737366022009261,-0.2021141326742779,0.6923206507335614,0.6584967954141401,0.07264960399846587,0.7565387251802779,-0.20211413267427847,0.9822637108720194,0.5344693066443478,0.05126138572599093,0.5698129149746045,-0.15259406815929055,0.433639743715086,0.7276163133176486
U56,EWELIG,D,50.0,RAW,18.78059465561369,False,"L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR",0,False,False,False,False,False,0.014169866413719534,0.19278422315132207,-0.25853792174710744,0.22195056423119816,0.1668849296461123,0.022776356750611182,0.27623073204406917,-0.2585379217471089,0.5646993613077934,-0.008239223758330078,0.0038125083521709513,0.08772407847659279,-0.206130537725148,-0.047258165924449626,0.24201731713506608
U56,EWELIG,W,0.0,RAW,8.204393987578806,True,-,4,True,True,True,True,True,0.1126041041884771,1.1278880715626436,-0.15769542150728877,1.1557117382684898,1.106325750424285,0.12161809909998889,1.1870479753806948,-0.15769542150728855,1.3474059941499277,1.0236322330331395,0.10175175973545492,1.0533296610783192,-0.10533966357279068,0.91423602648589,1.2155715962494997
U56,EWELIG,W,10.0,RAW,8.204393987578806,True,-,3,True,True,True,True,True,0.10351422036761027,1.0447708400548992,-0.158747066581309,1.073892697202591,1.021787964128602,0.11228329658970448,1.1041425494645742,-0.15874706658130866,1.2777725736280368,0.9272535998316096,0.09295494453202058,0.9698962544330407,-0.11203312624673278,0.8304825201602032,1.1319437039805906
U56,EWELIG,W,25.0,RAW,8.204393987578806,False,"L1_H1,L5_CAGR",1,False,True,True,True,False,0.09001331517057398,0.9197683089950857,-0.16113534412562236,0.9508654447458246,0.8946333516450782,0.09842113442578282,0.9794051843593257,-0.16113534412562147,1.1728789128529469,0.7824199429486911,0.07988645506357916,0.8444876896728931,-0.12198461198901311,0.704510963092297,1.0063674332272832
U56,EWELIG,W,50.0,RAW,8.204393987578806,False,"L1_H1,L2_H2,L3_OOS,L5_CAGR",0,False,False,False,True,False,0.0678644327976845,0.7110396523611063,-0.18486433829023996,0.7454822236401379,0.6822802378895991,0.07568618986287712,0.7709818665254069,-0.18486433829023963,0.9972108910106535,0.5409770751161955,0.05843943364820836,0.6352595054954849,-0.13833649331327968,0.4941518412373449,0.7971550620976303
U56,EWELIG,M,0.0,RAW,3.6384716270199933,True,-,5,True,True,True,True,True,0.12187014359146398,1.1735265830324466,-0.16944163761749187,1.179986965640982,1.1718781753204597,0.13404575987319545,1.2513091426491194,-0.16944163761749176,1.3640574505404732,1.1330616714944688,0.10725554381954328,1.0748115393055466,-0.09945962135649089,0.9980900587520966,1.170072417962597
U56,EWELIG,M,10.0,RAW,3.6384716270199933,True,-,4,True,True,True,True,True,0.1177995585525069,1.1382409382987597,-0.17012400036038466,1.146418578596604,1.1349228536716975,0.1297058584778965,1.2151616590386312,-0.1701240003603841,1.3329690095781288,1.0915294425511906,0.10350507104184592,1.0406230833582173,-0.10003893641047124,0.9640720978615673,1.1354125404866062
