panel,theta,book,cost,arm,tier,eid,window,bin,speed,depth,dur_pt,premium,ctl_dd,arm_dd,protect,prot_rel,ep_rate,ep_rate_rel
u56,0.08,V1u,10.0,g200-dg,T1_gate,E1,IS,DEEP,FAST,22.061944945147506,27,-0.01323634268495244,1.8372379569254083,1.140504570588774,0.6967333863366343,0.3792287132487768,-0.018997715545896285,-0.018997715545896285
u56,0.08,V1u,10.0,g200-dg,T1_gate,E2,IS,SHALLOW,FAST,15.699676276134866,49,-0.01323634268495244,8.625767100733661,8.625767100733661,0.0,0.0,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E3,IS,SHALLOW,SLOW,18.60545633455388,108,-0.01323634268495244,9.943681527176063,9.943681527176063,0.0,0.0,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E4,IS,SHALLOW,FAST,9.687028487274274,43,-0.01323634268495244,4.662575147353176,4.662575147353176,0.0,0.0,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E5,IS,SHALLOW,SLOW,13.022845920226322,143,-0.01323634268495244,10.615868893038927,10.888644157424476,-0.2727752643855492,-0.02569504834073585,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E6,OOS,SHALLOW,FAST,10.101844391880899,9,-0.01323634268495244,6.17251541891174,6.17251541891174,0.0,0.0,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E7,OOS,SHALLOW,SLOW,19.348915262727306,65,-0.01323634268495244,6.766257604585457,6.489699584556529,0.2765580200289275,0.040873114236961,-0.047860997426753135,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E8,OOS,DEEP,FAST,33.71723528339826,23,-0.01323634268495244,13.621392292415669,13.02376535321974,0.5976269391959281,0.04387414490137577,-0.022148169396046906,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E9,OOS,SHALLOW,FAST,9.440425486701987,14,-0.01323634268495244,12.616093677672445,12.616093677672445,0.0,0.0,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E10,OOS,DEEP,SLOW,24.496403005741783,195,-0.01323634268495244,10.211105157597643,7.648006095372617,2.5630990622250263,0.25101093590422335,-0.005164194735985729,-0.005164194735985729
u56,0.08,V1u,10.0,g200-dg,T1_gate,E11,OOS,SHALLOW,FAST,8.405644031112125,14,-0.01323634268495244,7.62688654071807,7.62688654071807,0.0,0.0,,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E12,OOS,SHALLOW,FAST,18.755228269936953,34,-0.01323634268495244,6.693580027860413,6.521763270797354,0.1718167570630591,0.025668888150722522,-0.0770375539103821,
u56,0.08,V1u,10.0,g200-dg,T1_gate,E13,OOS,SHALLOW,FAST,8.884966829933294,43,-0.01323634268495244,5.722835631285939,5.722835631285939,0.0,0.0,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E1,IS,DEEP,FAST,22.061944945147506,27,0.018683684193421257,1.8372379569254083,1.8948730436067374,-0.057635086681329106,-0.03137050726830215,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E2,IS,SHALLOW,FAST,15.699676276134866,49,0.018683684193421257,8.625767100733661,8.625767100733661,0.0,0.0,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E3,IS,SHALLOW,SLOW,18.60545633455388,108,0.018683684193421257,9.943681527176063,9.943681527176063,0.0,0.0,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E4,IS,SHALLOW,FAST,9.687028487274274,43,0.018683684193421257,4.662575147353176,4.662575147353176,0.0,0.0,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E5,IS,SHALLOW,SLOW,13.022845920226322,143,0.018683684193421257,10.615868893038927,12.539105107504877,-1.92323621446595,-0.18116616113515313,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E6,OOS,SHALLOW,FAST,10.101844391880899,9,0.018683684193421257,6.17251541891174,6.17251541891174,0.0,0.0,,
u56,0.08,V1u,10.0,g200-rw,T1_gate,E7,OOS,SHALLOW,SLOW,19.348915262727306,65,0.018683684193421257,6.766257604585457,6.222584237459127,0.5436733671263294,0.08035067520306718,0.034365641804704895,
