panel,panel_kind,bps,pick_arm,pick_n,pick_ctrl,full_argmax,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,dn_OOS_Sharpe,dn_OOS_CAGR,dn_OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v1_Sharpe,fail4a,fail4b
U56,named,0,CTRL,,EW_ALL,CTRLnanEW_GATED,1.117067877001183,1.142875551090284,0.13914970573908225,-0.2251140353933475,1.142875551090284,0.13914970573908225,-0.2251140353933475,1.3096108938377813,0.09730828776460765,-0.12029817082125305,0.8820109845896832,0.15450717694493354,-0.33717289200673795,0.8954252694704445,"H1,H2,DD",DD
U56,named,10,CTRL,,EW_ALL,CTRLnanEW_GATED,1.1099711173381261,1.1357457661990908,0.13817415675493683,-0.22525890947548444,1.1357457661990908,0.13817415675493683,-0.22525890947548444,1.2850846619485738,0.0953481524893458,-0.1205494676867116,0.8820109845896832,0.15450717694493354,-0.33717289200673795,0.6647072611095126,"H1,H2,DD",DD
U56,named,25,CTRL,,EW_ALL,CTRLnanEW_ALL,1.0993254577204428,1.125049412500613,0.13671236509806106,-0.22547618177756767,1.125049412500613,0.13671236509806106,-0.22547618177756767,1.2482558034007076,0.09241429872042128,-0.12092635506895344,0.8820109845896832,0.15450717694493354,-0.33717289200673795,0.31743645628951866,"H1,H2,DD",DD
B136,named,0,RANKED,10.0,-,CTRLnanEW_GATED,1.1589860743676346,0.8876491398135303,0.14798626175267438,-0.2137161819084622,1.1094375225693065,0.1403681035306461,-0.2535754258368843,1.1481353293632495,0.08210528304142994,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.9117838878057646,"H1,H2,DD","H2,DD"
B136,named,10,CTRL,,EW_ALL,CTRLnanEW_ALL,1.145853501085796,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688428,0.07983337481604358,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.6349911081998837,DD,DD
B136,named,25,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1359109440642106,1.0913501695849346,0.13778891144087613,-0.2539134786931567,1.0913501695849346,0.13778891144087613,-0.2539134786931567,1.0740236940215921,0.07643420182382177,-0.12284879701089013,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.21947520601685164,DD,DD
SMALL439,named,0,CTRL,,EW_ALL,CTRLnanEW_ALL,0.7852187124975847,0.6480074134664747,0.10300099765789139,-0.3593178416378956,0.6480074134664747,0.10300099765789139,-0.3593178416378956,0.6085605274582128,0.041475395500109036,-0.1430742309936035,0.8820109845896832,0.15450717694493354,-0.33717289200673795,0.7875535040817242,DD,"H1,H2,OOS,DD"
SMALL439,named,10,CTRL,,EW_ALL,CTRLnanEW_ALL,0.7741561917276282,0.6373624539751358,0.10094957269647886,-0.36105245110265394,0.6373624539751358,0.10094957269647886,-0.36105245110265394,0.5680478275902298,0.038484818375690066,-0.146846604326465,0.8820109845896832,0.15450717694493354,-0.33717289200673795,0.5646748962260396,DD,"H1,H2,OOS,DD"
SMALL439,named,25,CTRL,,EW_ALL,CTRLnanEW_ALL,0.7575631315224977,0.6213933279001354,0.09787944032503981,-0.3636456823559556,0.6213933279001354,0.09787944032503981,-0.3636456823559556,0.5072384596571063,0.034014705712499316,-0.1524744874895192,0.8820109845896832,0.15450717694493354,-0.33717289200673795,0.23023057746634906,DD,"H1,H2,OOS,DD"
B80_s0,sub,0,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1586580034105127,1.0836078632407775,0.13258153709958354,-0.24085635041779296,1.0836078632407775,0.13258153709958354,-0.24085635041779296,1.0437664933126656,0.07331337739990773,-0.12281621370570539,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.6553013909746369,DD,DD
B80_s0,sub,10,CTRL,,EW_ALL,CTRLnanEW_ALL,1.152013289847009,1.0764313055763635,0.13159497237460327,-0.24099163868583318,1.0764313055763635,0.13159497237460327,-0.24099163868583318,1.0140449245637417,0.07107700540636208,-0.12314484689670946,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.40760186429828416,DD,DD
B80_s0,sub,25,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1420457612021964,1.0656651669832125,0.13011670178408208,-0.2411945363224337,1.0656651669832125,0.13011670178408208,-0.2411945363224337,0.9694190015604554,0.06773092178972262,-0.12363770672318719,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.03591008030444482,DD,DD
B80_s1,sub,0,RANKED,10.0,-,CTRLnanEW_ALL,1.205545116710447,0.8747927624418957,0.13143123181574845,-0.21781163161464967,1.0431181486841878,0.13317178865136547,-0.24534798245240896,1.065270151947718,0.07883710485089712,-0.1272711048803048,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.9085152180164383,"H2,DD","H2,OOS,DD"
B80_s1,sub,10,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1247735043282536,1.036172893430494,0.13217001053478206,-0.24548796778451953,1.036172893430494,0.13217001053478206,-0.24548796778451953,1.0372926196127472,0.07661250343574166,-0.12757490536431615,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.6709523424739934,DD,DD
B80_s1,sub,25,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1151868436583368,1.0257538940212705,0.1306689679514199,-0.2456979083172398,1.0257538940212705,0.1306689679514199,-0.2456979083172398,0.9952883401542755,0.07328394060870358,-0.1280305199979891,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.3136712672054053,DD,DD
B80_s2,sub,0,CTRL,,EW_ALL,CTRLnanEW_ALL,1.205084996520902,1.1138238993053062,0.1447341383021583,-0.25662339099771836,1.1138238993053062,0.1447341383021583,-0.25662339099771836,1.0990026870540734,0.08114738413486089,-0.11898789299464552,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.9494875754616825,DD,DD
B80_s2,sub,10,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1985941563517162,1.1067811249989332,0.14369828254768158,-0.25675339908687667,1.1067811249989332,0.14369828254768158,-0.25675339908687667,1.069452374153355,0.07880507313139251,-0.1193072566968606,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.7271915636137922,DD,DD
B80_s2,sub,25,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1888574806845393,1.09621558234269,0.1421462186129172,-0.25694837857471864,1.09621558234269,0.1421462186129172,-0.25694837857471864,1.02508650258973,0.0753008394788397,-0.11978621215968177,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.3928696067858362,DD,DD
B80_s3,sub,0,CTRL,,EW_ALL,CTRLnanEW_ALL,1.1212292254309546,1.0622335256033748,0.13556801235295257,-0.25436089157321395,1.0622335256033748,0.13556801235295257,-0.25436089157321395,1.023727767843493,0.07396786454084259,-0.12888165228640958,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.7878220409603044,"H1,DD",DD
