panel,gross,q,con,cad,arm,turn_yr,expo,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,pass4a,f4b,pass4b,f4b_oos,pass4b_oos
U56,0.25,0.1,RESPREAD,D,MA-DIST,10.924026722874215,0.25,0.06547950720439744,1.0026573541542032,-0.11797568883897558,1.0386633336579443,0.981775279658302,0.06110421689825829,1.0371284240518603,-0.07113265205418995,0.06909633656450853,0.9852225842499416,-0.11797568883897558,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,D,MOM,8.747577313184859,0.25,0.0808873490328319,1.1293238977524855,-0.10083528774443107,1.284368279151702,1.0343220699304199,0.07548305326885618,1.2464910479135014,-0.08066794500289776,0.0853584617479326,1.0734424605328314,-0.10083528774443151,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,W,MA-DIST,4.5745222960570535,0.25055083028126185,0.0757702785167429,1.1408153096654716,-0.10060839896648466,1.2612734148880744,1.0497781974345508,0.07595101885014399,1.2508301860965305,-0.05552909676430373,0.07562145197193448,1.0696568233298387,-0.10060839896648477,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,W,MOM,3.7974434622616458,0.25064460990575005,0.08484945164963076,1.1859505731654256,-0.10225317601347816,1.324585448853938,1.1063873439837741,0.07797956160514574,1.3019438683271973,-0.08272048556678613,0.0905400369570517,1.1341413254703887,-0.10225317601347816,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,M,MA-DIST,2.0309681152201073,0.25279164185807973,0.08712046318331268,1.2581877406811135,-0.106894951822885,1.412870533835154,1.1435625892176822,0.08762620390292031,1.3995846025548069,-0.06263172974395714,0.08670413520952502,1.168951838864085,-0.10689495182288522,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,M,MOM,1.543457149918154,0.2527939602019521,0.0878336763354588,1.222544101861907,-0.09639146432194756,1.3275720782193183,1.1729434470606608,0.07816505781864902,1.317937886588853,-0.07607618638679325,0.09586137362647351,1.1873267838814012,-0.09639146432194712,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,Q,MA-DIST,1.1097014690009943,0.25869936641539604,0.08841810544843476,1.1923459120176598,-0.1300422859692767,1.5295678671397257,0.9308689622820167,0.10245885326225501,1.5126900570513837,-0.0900167359793107,0.07698917472898614,0.9796240707886751,-0.13004228596927636,False,CAGR,False,CAGR,False
U56,0.25,0.1,RESPREAD,Q,MOM,0.8980720041988042,0.2582593804163041,0.07860480145382653,1.0710203755314456,-0.1038215857738577,1.0574073864826568,1.1087617391999265,0.0593108247796843,1.0021103094267019,-0.1038215857738577,0.09475801959518448,1.134008867887639,-0.10071294663180808,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,D,MA-DIST,1.1066924511688159,0.02508761209050752,0.006528472006060992,0.9898817557655666,-0.011397217932357595,1.0242656737007774,0.9777900649611323,0.0058553266683301075,1.0216173534449595,-0.007126869880108466,0.00708318149418985,0.9796128223492053,-0.01139721793235815,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,D,MOM,0.8894779502968795,0.02508761209050752,0.008033658332435634,1.1188458211473837,-0.009561707279045262,1.2765025612466496,1.0374585856800869,0.007206963352923701,1.2388796363562717,-0.008114032428340523,0.00871499540198828,1.0714890116897886,-0.009561707279045817,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,W,MA-DIST,0.46402903531043826,0.02516188930905658,0.007478829521376573,1.125369432948129,-0.00963532023570357,1.2494565085476506,1.0434512421716071,0.007241219955807621,1.23927478937438,-0.0052920582445858955,0.007674555811491901,1.0599488328843487,-0.00963532023570357,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,W,MOM,0.3867493681505922,0.02517490686043293,0.00840585757546819,1.1760021506867382,-0.01026272442914744,1.3172310291296088,1.1097939685035687,0.007431678681541154,1.2950152818120573,-0.008314334073061702,0.009208853383906979,1.133026544246805,-0.010262724429148662,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,M,MA-DIST,0.20697994894931418,0.025450930281586043,0.008511565155318923,1.2376173472317586,-0.01041533135955075,1.3958718453967414,1.1332504756897075,0.008297858235104982,1.3836879560841324,-0.006019511359731555,0.008687598259305984,1.154380015324662,-0.01041533135955075,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,M,MOM,0.15704013751197776,0.025457297867704558,0.008706081301686819,1.2139668863957187,-0.009564645803794236,1.3169302571813861,1.1799560716603397,0.007438564279976134,1.3091100051167877,-0.00763813273598235,0.0097511468384337,1.1893379146007974,-0.009564645803793681,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,Q,MA-DIST,0.11366457116909753,0.026222247395567534,0.00862251246947121,1.156421132598691,-0.013169543880842238,1.512948538250934,0.9004146178559408,0.009752357916599008,1.498722511158586,-0.008970013237304175,0.007692973603857789,0.9438823217124688,-0.013169543880842571,False,CAGR,False,CAGR,False
U56,0.25,0.1,DEGROSS,Q,MOM,0.09195045115060937,0.0261879846486304,0.007888402812191497,1.055114303713804,-0.010510649947473527,1.0442823052982917,1.100587309693417,0.005729391824496499,0.9919425253341546,-0.010510649947473527,0.009669943773158884,1.120261740360984,-0.00935583050778166,False,CAGR,False,CAGR,False
U56,0.375,0.1,RESPREAD,D,MA-DIST,16.32440529332903,0.375,0.09810600779358225,1.003286002483066,-0.1728492805748122,1.0392757961240175,0.982422536496115,0.09167936775274055,1.0377415119264217,-0.1054069398511942,0.10342708901233322,0.985865822819041,-0.17284928057481297,False,CAGR,False,CAGR,False
U56,0.375,0.1,RESPREAD,D,MOM,13.044977246471822,0.375,0.12169682306889795,1.1300393908230788,-0.14917992901333388,1.2850685028093298,1.0350621767099695,0.1139005627764147,1.2471919400447462,-0.1192713712020278,0.12815841790702098,1.0741778834341131,-0.14917992901333377,False,-,True,-,True
U56,0.375,0.1,RESPREAD,W,MA-DIST,6.83187090534069,0.3756736965963793,0.11406946055556544,1.1420009669209101,-0.14812553333871759,1.262319070056432,1.051076988220541,0.11462604171114554,1.2515595466822163,-0.08281288055076208,0.11361129486860566,1.071139958385479,-0.14812553333871759,False,-,True,-,True
U56,0.375,0.1,RESPREAD,W,MOM,5.658528812858954,0.37578829487147597,0.12801878656966914,1.187624970069912,-0.1505307819460464,1.3257736156140676,1.108570861146622,0.11782962138026098,1.3027838311078985,-0.12235488586855492,0.13647981244169105,1.1364027311427396,-0.1505307819460464,False,-,True,-,True
U56,0.375,0.1,RESPREAD,M,MA-DIST,3.0285053492578435,0.37840302404787624,0.1317964155067135,1.2619267648313859,-0.1560647753253167,1.4156911822656635,1.14815255812654,0.13273570427148473,1.4015375309358276,-0.09298819130681568,0.13102344579652248,1.173949412608894,-0.15606477532531682,False,-,True,-,True
U56,0.375,0.1,RESPREAD,M,MOM,2.29756958568177,0.37840096438214454,0.13273682067039427,1.2255578534366538,-0.14154574761836414,1.3309580102570124,1.1757521425887487,0.1182528926754205,1.3200512901088746,-0.11261897986461078,0.14480587230275366,1.1908408607969931,-0.14154574761836447,False,-,True,-,True
U56,0.375,0.1,RESPREAD,Q,MA-DIST,1.6469993893968577,0.38554903876541413,0.13309519208324438,1.1992402845607883,-0.18659659688894348,1.5331327733245608,0.93976423370936,0.1549665646660645,1.5148640963860944,-0.13376487844645946,0.11539429578802785,0.989155322452608,-0.1865965968889436,False,-,True,-,True
U56,0.375,0.1,RESPREAD,Q,MOM,1.3317492102407398,0.3850051595825343,0.11777663208496936,1.0761112786367921,-0.1529770655305176,1.0601126443612758,1.1148083651834653,0.08881190940340034,1.0036066049668337,-0.1529770655305176,0.14220831777933718,1.140802668082401,-0.15079802531710507,False,-,True,-,True
U56,0.375,0.1,DEGROSS,D,MA-DIST,1.6591897957311,0.03763141813576128,0.009792994578166736,0.9899675476833808,-0.017058987172259843,1.024348027830901,0.9778797682464554,0.00878408337631198,1.021699942391439,-0.010677787092829738,0.010624644618833168,0.9797016103074296,-0.017058987172260176,False,CAGR,False,CAGR,False
U56,0.375,0.1,DEGROSS,D,MOM,1.333220235551239,0.03763141813576128,0.012056037463860081,1.1189383587221053,-0.014325693144016327,1.2765919084412403,1.037555810372975,0.010817817699367627,1.2389688747623744,-0.012154245144002651,0.013076916609376266,1.071585444904233,-0.01432569314401666,False,CAGR,False,CAGR,False
U56,0.375,0.1,DEGROSS,W,MA-DIST,0.6956343361552436,0.03774116612330951,0.011223438078102665,1.1255049160683055,-0.014428152488965895,1.2495706899032386,1.0436006153813169,0.010869163831957795,1.2393604645914371,-0.007933974958577394,0.01151529512098115,1.0601134221668627,-0.01442815248896645,False,CAGR,False,CAGR,False
U56,0.375,0.1,DEGROSS,W,MOM,0.5796466776928149,0.03776039273009585,0.012617670348515686,1.1761786554364058,-0.015362054339901121,1.3173567092877563,1.1100186869358406,0.01115637061306618,1.29510886039874,-0.01245479798284832,0.01382271456939832,1.13325765220499,-0.015362054339900677,False,CAGR,False,CAGR,False
U56,0.375,0.1,DEGROSS,M,MA-DIST,0.3102433187296511,0.038167748351518926,0.012779118069860429,1.2380622802245806,-0.015581441532310336,1.3961732011119758,1.1338080465367315,0.012459261064956317,1.3839106724239045,-0.009020524794480345,0.013042613317922891,1.154968024206886,-0.015581441532309448,False,CAGR,False,CAGR,False
U56,0.375,0.1,DEGROSS,M,MOM,0.23532508128457785,0.03817695179498474,0.013069981038456913,1.2143309465541547,-0.014314428664894407,1.3172717673710854,1.1803245719986304,0.011167637151078935,1.309332068150079,-0.0114423557933514,0.014639350220220448,1.189765991902309,-0.014314428664893963,False,CAGR,False,CAGR,False
U56,0.375,0.1,DEGROSS,Q,MA-DIST,0.1702901318836476,0.03930555943271091,0.012938730969894507,1.157244249349163,-0.01968900212206004,1.5134208476915685,0.9014312719825001,0.014641047410909103,1.4990666885517732,-0.013443401829786428,0.011538927045341651,0.9449559948447943,-0.019689002122060817,False,CAGR,False,CAGR,False
