defn,q,panel,n_unres,eta2_lad,eta2_stat,eta2_resid,sst,rel_eta2_lad,rel_eta2_stat,logM_eta2_lad,logM_eta2_stat,concord_within_ladder,concord_within_stat,concord_diff,lad_wins_binary,stat_wins_binary,degenerate,lad_wins_rel,lad_wins_logM,lad_wins_concord
INF_FLOOR,0.8,U56,4.0,0.5,0.16666666666666666,0.33333333333333337,3.0,0.9685568299189792,0.008665030519886777,0.7251060155956042,0.07498809716544502,0.75,0.5833333333333334,0.16666666666666663,True,False,False,True,True,True
INF_FLOOR,0.8,B136,4.0,1.0,0.0,0.0,3.0,0.9124632047861397,0.02272975474907686,0.5449387500738321,0.08346855135453936,1.0,0.5,0.5,True,False,False,True,True,True
INF_FLOOR,0.8,POOLED,4.0,0.85,0.05,0.10000000000000002,2.5,0.9650605184400037,0.012285656163913344,0.7962239056785846,0.07246322768394685,0.75,0.4166666666666667,0.3333333333333333,True,False,False,True,True,True
INF_FLOOR,0.9,U56,9.0,0.8095238095238095,0.047619047619047616,0.14285714285714285,3.9375,0.575153345798068,0.1177025533058385,0.8126970522603801,0.03791470553672571,0.875,0.37499999999999994,0.5,True,False,False,True,True,True
INF_FLOOR,0.9,B136,9.0,0.5555555555555556,0.047619047619047616,0.3968253968253968,3.9375,0.9737644744440945,0.006642672334561109,0.6727333892520669,0.06837309519829377,0.7083333333333333,0.37499999999999994,0.3333333333333333,True,False,False,True,True,True
INF_FLOOR,0.9,POOLED,9.0,0.7872340425531915,0.02127659574468085,0.19148936170212763,2.9375,0.8950539889417476,0.024503158146674073,0.8644391473406646,0.0487701761526518,0.5833333333333333,0.20833333333333331,0.37499999999999994,True,False,False,True,True,True
INF_FLOOR,0.95,U56,14.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.75,0.428569830872419,0.1428575422818953,0.8534941229881949,0.02342368250592907,0.8333333333333334,0.75,0.08333333333333337,True,False,False,True,True,True
INF_FLOOR,0.95,B136,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,3.75,0.9791023344212954,0.006135574348381212,0.7430582975241357,0.05680276633774905,0.8333333333333333,0.41666666666666663,0.41666666666666663,True,False,False,True,True,True
INF_FLOOR,0.95,POOLED,12.0,0.75,0.0625,0.1875,2.0,0.8444436165294723,0.04700758819732473,0.8920867800080756,0.0361685534313242,0.6666666666666666,0.375,0.29166666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.8,U56,4.0,0.5,0.16666666666666666,0.33333333333333337,3.0,0.9685568299189792,0.008665030519886777,0.7251060155956042,0.07498809716544502,0.75,0.5833333333333334,0.16666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.8,B136,4.0,1.0,0.0,0.0,3.0,0.9124632047861397,0.02272975474907686,0.5449387500738321,0.08346855135453936,1.0,0.5,0.5,True,False,False,True,True,True
ZERO_CONTENT,0.8,POOLED,4.0,0.85,0.05,0.10000000000000002,2.5,0.9650605184400037,0.012285656163913344,0.7962239056785846,0.07246322768394685,0.75,0.4166666666666667,0.3333333333333333,True,False,False,True,True,True
ZERO_CONTENT,0.9,U56,9.0,0.8095238095238095,0.047619047619047616,0.14285714285714285,3.9375,0.575153345798068,0.1177025533058385,0.8126970522603801,0.03791470553672571,0.875,0.37499999999999994,0.5,True,False,False,True,True,True
ZERO_CONTENT,0.9,B136,9.0,0.5555555555555556,0.047619047619047616,0.3968253968253968,3.9375,0.9737644744440945,0.006642672334561109,0.6727333892520669,0.06837309519829377,0.7083333333333333,0.37499999999999994,0.3333333333333333,True,False,False,True,True,True
ZERO_CONTENT,0.9,POOLED,9.0,0.7872340425531915,0.02127659574468085,0.19148936170212763,2.9375,0.8950539889417476,0.024503158146674073,0.8644391473406646,0.0487701761526518,0.5833333333333333,0.20833333333333331,0.37499999999999994,True,False,False,True,True,True
ZERO_CONTENT,0.95,U56,14.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.75,0.428569830872419,0.1428575422818953,0.8534941229881949,0.02342368250592907,0.8333333333333334,0.75,0.08333333333333337,True,False,False,True,True,True
ZERO_CONTENT,0.95,B136,10.0,0.7333333333333333,0.06666666666666667,0.20000000000000007,3.75,0.9791023344212954,0.006135574348381212,0.7430582975241357,0.05680276633774905,0.8333333333333333,0.41666666666666663,0.41666666666666663,True,False,False,True,True,True
ZERO_CONTENT,0.95,POOLED,12.0,0.75,0.0625,0.1875,2.0,0.8444436165294723,0.04700758819732473,0.8920867800080756,0.0361685534313242,0.6666666666666666,0.375,0.29166666666666663,True,False,False,True,True,True
NO_TAPE_500,0.8,U56,2.0,0.14285714285714285,0.42857142857142855,0.42857142857142866,1.75,0.9685568299189792,0.008665030519886777,0.7251060155956042,0.07498809716544502,0.75,0.8333333333333334,-0.08333333333333337,False,True,False,True,True,False
NO_TAPE_500,0.8,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,3.4375,0.9124632047861397,0.02272975474907686,0.5449387500738321,0.08346855135453936,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
NO_TAPE_500,0.8,POOLED,3.5,0.3684210526315789,0.11578947368421053,0.5157894736842105,1.484375,0.9650605184400037,0.012285656163913344,0.7962239056785846,0.07246322768394685,0.5,0.375,0.125,True,False,False,True,True,True
NO_TAPE_500,0.9,U56,5.0,0.34545454545454546,0.2,0.45454545454545453,3.4375,0.575153345798068,0.1177025533058385,0.8126970522603801,0.03791470553672571,0.625,0.5416666666666666,0.08333333333333337,True,False,False,True,True,True
NO_TAPE_500,0.9,B136,5.0,0.34545454545454546,0.05454545454545454,0.6,3.4375,0.9737644744440945,0.006642672334561109,0.6727333892520669,0.06837309519829377,0.625,0.4583333333333333,0.16666666666666669,True,False,False,True,True,True
